"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DIST_RATIO_1"|"DIST_RATIO_2"|"DIST_RATIO_3"|"DIST_RATIO_4"|"DIST_RATIO_5"|"AVG_DIST_RATIO"|"VALUE_NONCHAR_ASSETS"|"ONE_PCT_INV_INC"|"RATIO_PLUS_INV_INC"|"QUAL_DIST_V"|"DIST_RATIO_NONCHAR_ASSETS"
"04-6667008"|"HELENE B BLACK CHARITABLE FOUNDATION MARVIN SPARROW TRUSTEE"|"631649"|"0.1535780000"|"0.1329490000"|"0.0999280000"|"0.0839030000"|"0.0774870000"|""|""|""|""|""|""
"04-6720803"|"HARPLEY FOUNDATION"|"631650"|"0.0673430000"|"0.0315550000"|"0.1003510000"|"0.1002960000"|"0.0976350000"|""|""|""|""|""|""
"03-6088605"|"FRANK & ELLEN COBB MEMORIAL SCHOLARS"|"633337"|"0.0488135025"|"0.0723077284"|"0.0536026567"|"0.0483186033"|"0.0514048909"|""|""|""|""|""|""
"04-3254104"|"FREDERICK O.J. MUZI FOUNDATION"|"633339"|"5.8546430000"|"10.2859730000"|"116.8300650000"|"6.0746310000"|"67.5368900000"|""|""|""|""|""|""
"01-0782316"|"THE HERITAGE FUND, INC."|"646408"|"0.0379690000"|"0.0179210000"|"0.0417470000"|"0.0000000000"|"0.0678660000"|""|""|""|""|""|""
"01-6008813"|"FRED W SANBORN TRUST U/PAR 5 10 -101200038080"|"646410"|"0.0246007640"|"0.0255907983"|""|""|""|""|""|""|""|""|""
"02-0787615"|"CALABAR FOUNDATION"|"646412"|"0.0526300000"|"0.0103350000"|"0.0706910000"|"0.1150240000"|""|""|""|""|""|""|""
"02-6106324"|"ALLAN B. ROBY & FRANCES M. ROBY CHARITABLE TRUST"|"646413"|"0.1580040000"|"0.0414630000"|"0.0012540000"|"0.1614450000"|"0.3182520000"|""|""|""|""|""|""
"04-6050619"|"ANDOVER HOME FOR AGED PEOPLE"|"646420"|"0.0510390000"|"0.0617360000"|"0.0502720000"|"0.0667350000"|"0.0238020000"|""|""|""|""|""|""
"01-6017314"|"SYLVIA E ROSS TRUST"|"647220"|"0.0547733377"|"0.0580779660"|"0.0462562879"|"0.0456228127"|"0.0504461264"|""|""|""|""|""|""
"02-0471515"|"LYMAN FUND INC"|"647222"|"0.0690820000"|"0.0639590000"|"0.0748090000"|"0.0982880000"|"0.0627180000"|""|""|""|""|""|""
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"647224"|"0.0992510000"|"0.0952050000"|"0.0887750000"|"0.0842230000"|"0.0616640000"|""|""|""|""|""|""
"03-6009912"|"General Educational Fund, Inc."|"647225"|"0.0475570000"|"0.0586130000"|"0.0574940000"|"0.0414110000"|"0.0507370000"|""|""|""|""|""|""
"04-1611615"|"MEMORIAL FOUNDATION FOR THE BLIND INC"|"647227"|"0.0587310000"|"0.0733080000"|"0.0656950000"|"0.0556140000"|"0.0582220000"|""|""|""|""|""|""
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"647231"|"0.0460160000"|"0.0517360000"|"0.0481290000"|"0.0633740000"|"0.0438590000"|""|""|""|""|""|""
"04-6024320"|"TTEE U/W OF L. GILBERT FBO LANE HOSP"|"647232"|"0.0376997312"|"0.0675551426"|""|""|""|""|""|""|""|""|""
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"647233"|"0.0484660000"|"0.0491790000"|"0.0463760000"|"0.0568570000"|"0.0519140000"|""|""|""|""|""|""
"04-6609917"|"THE KELSEY TRUST"|"647235"|"0.0567040000"|"0.0629350000"|"0.0468750000"|"0.0446610000"|"0.0469100000"|""|""|""|""|""|""
"01-0546133"|"NARRAGANSETT NUMBER ONE FOUNDATION"|"649018"|"0.0584820000"|"0.0520770000"|"0.0524420000"|"0.0554260000"|"0.0566240000"|""|""|""|""|""|""
"01-6072828"|"TM GOODALL, MW GOODALL & RG PITSTICK TRUST F/B/O HD GOODALL HOSPITAL"|"649020"|"0.0352404498"|"0.0508577822"|""|""|""|""|""|""|""|""|""
"03-6003333"|"FRANCES HICKS MEMORIAL FUND"|"649021"|""|""|""|""|""|""|""|""|""|""|""
"04-6061028"|"THE UW HELEN F KIMBALL-THE MOSES KIMBALL FUND FOR PROMOTION OF GOOD CITIZENSHIP"|"649023"|"0.0478130000"|"0.0697400000"|"0.0455280000"|"0.0478960000"|"0.0480230000"|""|""|""|""|""|""
"04-6112830"|"FRANK H BEEBE FUND FOR MUSICIANS"|"649025"|"2.0283390000"|"0.0206100000"|"0.0233700000"|"0.0291730000"|"0.0310610000"|""|""|""|""|""|""
"03-0179429"|"THOMPSON TRUST"|"649561"|"0.0485870000"|"0.0645520000"|"0.0481750000"|"0.0499490000"|"0.0461290000"|""|""|""|""|""|""
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"649563"|"0.0368337420"|"0.0498730937"|""|""|""|""|""|""|""|""|""
"04-6185933"|"BAILEY FREDERICK A TR U/WILL"|"649564"|"0.0489910000"|"0.0620280000"|"0.0516500000"|"0.0485010000"|"0.0493590000"|""|""|""|""|""|""
"04-3226725"|"KARP FAMILY FOUNDATION, STEPHEN R. AND JILL E. KARP, TRUSTEES"|"650862"|"0.2549540000"|"0.3992250000"|"0.0468370000"|"0.0293850000"|"0.0224620000"|""|""|""|""|""|""
"02-6051741"|"HENRY C LORD SCHOLARSHIP FD 3035010332"|"651712"|"0.0449025656"|"0.0541088809"|"0.0512886457"|"0.0481019809"|"0.0653958545"|""|""|""|""|""|""
"04-2593846"|"CENTER FOR NUTRITIONAL RESEARCH CHARITABLE TRUST"|"651713"|"0.0371010000"|"0.0316360000"|"0.1098490000"|"0.0798390000"|"0.0170400000"|""|""|""|""|""|""
"04-2683042"|"PerkinElmer Foundation"|"651714"|"0.0613060000"|"0.0645040000"|"0.0532560000"|"0.0563330000"|"0.0533500000"|""|""|""|""|""|""
"04-3064835"|"THE VIYU FOUNDATION"|"651715"|"0.0575610000"|"0.0656600000"|"0.0581710000"|"0.0490570000"|"0.0546680000"|""|""|""|""|""|""
"04-3321452"|"THE RICHARD ERIC ROSENBERG FOUNDATION, INC."|"651716"|"0.1175260000"|"0.1116880000"|"0.0992970000"|"0.1009180000"|"0.1047940000"|""|""|""|""|""|""
"04-3371941"|"Messler Family Foundation"|"651717"|"0.0666330000"|"0.0649370000"|"0.0538050000"|"0.0550800000"|"0.0542250000"|""|""|""|""|""|""
"04-3424945"|"THE BIBER FOUNDATION"|"651718"|"0.0571220000"|"0.0481200000"|"0.0271050000"|"0.0167660000"|"0.0901020000"|""|""|""|""|""|""
"04-6384141"|"HELENA W HUNT TRUST UA ARTICLE 11"|"651721"|"0.0504810000"|"0.0486760000"|"0.0496990000"|"0.0478600000"|"0.0487500000"|""|""|""|""|""|""
"04-6549241"|"GOLDHAMMER FAMILY FOUNDATION"|"651722"|"0.0610070000"|"0.0749080000"|"0.0684060000"|"0.0426390000"|"0.0680880000"|""|""|""|""|""|""
"01-6006945"|"MARION G MARLAND TR U/A FBO HENRIETTA D GOODALL HOSPITAL, INC"|"652083"|"0.0603393501"|"0.0770827732"|""|""|""|""|""|""|""|""|""
"04-2133244"|"THE FREDERICK E WEBER CHARITIES CORP"|"652085"|"0.1595530000"|"0.0630800000"|"0.0548980000"|"0.0544430000"|"0.0483970000"|""|""|""|""|""|""
"04-6008242"|"J F & W S SCHOELLKOPF FDN BANK OF AMERICA"|"652086"|"0.0099620257"|"0.0109744123"|"0.0079112980"|"0.0123311043"|"0.0203670963"|""|""|""|""|""|""
"04-6057931"|"TRUST U/W HENRY FARNAM LINDA S. DALBY ET AL TRUSTEES"|"652088"|"0.0469360000"|"0.0487230000"|"0.0344810000"|"0.0443530000"|"0.0500720000"|""|""|""|""|""|""
"03-0469046"|"WAGNER AGAPE FOUNDATION"|"652300"|"0.0728680000"|"0.0755470000"|"0.0579730000"|"0.0534820000"|"0.0496720000"|""|""|""|""|""|""
"04-2133252"|"Hopedale Community House Inc"|"652301"|"0.0580210000"|"0.0701500000"|"0.0633720000"|"0.0705850000"|"0.0737070000"|""|""|""|""|""|""
"04-3391146"|"EDWARD & ANTOINETTE BANA HURST FLEET NATN'L BANK"|"652302"|"0.0402055425"|"0.0648079753"|"0.0507453197"|"0.0450558621"|"0.0517868487"|""|""|""|""|""|""
"04-6223350"|"GEORGE & BEATRICE SHERMAN FAMILY CHARITABLE TRUST"|"652303"|"0.1365840000"|"0.1398340000"|"0.0953560000"|"0.1513120000"|"0.0802440000"|""|""|""|""|""|""
"04-6508843"|"TTEE U/W OF AMANDA BESSE"|"652304"|"0.0389188145"|"0.1126628718"|"0.0491813216"|"0.0468874704"|"0.0478239735"|""|""|""|""|""|""
"02-0222149"|"TAYLOR COMMUNITY"|"652820"|""|""|""|""|""|""|""|""|""|""|""
"02-6134751"|"MARY DALY MACFARLAND FOUNDATION"|"652822"|"0.0646260000"|"0.0650560000"|"0.0465430000"|"0.0469700000"|"0.0456890000"|""|""|""|""|""|""
"04-2761754"|"THE WHITE FUND, INC."|"652825"|"0.0713510000"|"0.0715450000"|"0.0710040000"|"0.0814730000"|"0.0648390000"|""|""|""|""|""|""
"04-6026051"|"CAROLINE FABENS-APPTD FD U/W"|"652827"|"0.0407048602"|"0.0479951182"|""|""|""|""|""|""|""|""|""
"04-6093554"|"LEIGHTON EDWARD K TR U/WILL"|"652828"|"0.0509450000"|"0.0534520000"|"0.0000000000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6418554"|"BETSEY W. TABER TU/U/W+"|"652829"|"0.0406543885"|"0.0587102472"|"0.0752465106"|"0.0372336450"|"0.0432893666"|""|""|""|""|""|""
"04-6869254"|"ESTHER B. KAHN CHARITABLE FOUNDATION"|"652830"|"0.0344350000"|"0.0636480000"|"0.0513190000"|"0.0501500000"|"0.0529800000"|""|""|""|""|""|""
"01-0441158"|"HAWKES SCHOLARSHIP FUND 10 - 101160367540"|"653586"|"0.0754363794"|"0.0405489339"|"0.0504576039"|"0.0344977984"|"0.0785517132"|""|""|""|""|""|""
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"653588"|""|""|"0.0236940000"|"0.0376940000"|"0.0536410000"|""|""|""|""|""|""
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"653589"|""|""|"0.0325060000"|"0.0633090000"|"0.0560480000"|""|""|""|""|""|""
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"653590"|"0.0349380000"|"0.0477490000"|"0.0584060000"|"0.0422890000"|"0.0459450000"|""|""|""|""|""|""
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"653591"|"0.0465844687"|"0.0616843861"|"0.0463211746"|"0.0284742884"|"0.0000062596"|""|""|""|""|""|""
"04-2105771"|"THE LOWELL INSTITUTE"|"653592"|"0.0512260000"|"0.0511050000"|"0.0459400000"|"0.0456230000"|"0.0467860000"|""|""|""|""|""|""
"04-2700063"|"TAPPER CHARITABLE FOUNDATION"|"653593"|""|""|""|""|""|""|""|""|""|""|""
"04-2961763"|"EAST LONGMEADOW ROTARY MEMORIAL SCHOLARSHIP"|"653594"|"0.0733060000"|"0.0674800000"|"0.0669480000"|"0.0673210000"|"0.0834620000"|""|""|""|""|""|""
"04-3425071"|"THE ALCES FOUNDATION 7562-7552012606"|"653595"|"0.0497930000"|"0.0459750000"|"0.0522740000"|"0.0499060000"|"0.0450600000"|""|""|""|""|""|""
"04-6718867"|"KAHN CHARITABLE FOUNDATION"|"653597"|"0.0459000000"|"0.0617730000"|"0.0483920000"|"0.0461620000"|"0.0435340000"|""|""|""|""|""|""
"01-0499178"|"Brook Family Foundation"|"655097"|"0.0663930000"|"0.0825240000"|"0.0957550000"|"0.0871980000"|"0.1076760000"|""|""|""|""|""|""
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"655098"|"0.0438920075"|"0.0597183615"|"0.0553713896"|"0.0503684821"|"0.0565556376"|""|""|""|""|""|""
"03-6089090"|"BONBRIGHT FAMILY FOUNDATION"|"655100"|"0.0452000000"|"0.0692000000"|"0.0481000000"|"0.0399000000"|"0.0494000000"|""|""|""|""|""|""
"03-6103976"|"JEFFREY COOK CHARITABLE TRUST"|"655101"|"0.0468750000"|"0.0389270000"|"0.0656680000"|"0.0170150000"|"0.0413650000"|""|""|""|""|""|""
"04-2104284"|"HARVARD MUSICAL ASSOCIATION"|"655102"|"0.0949720000"|"0.0998640000"|"0.0657170000"|"0.0630770000"|"0.0566040000"|""|""|""|""|""|""
"04-2944490"|"Mark Miminos Charitable Trust & Foundation"|"655103"|"0.0580000000"|"0.0570000000"|"0.1040000000"|"0.0800000000"|"0.0970000000"|""|""|""|""|""|""
"04-3021374"|"THE SAMUEL HUNTINGTON FUND, INC"|"655105"|"0.1911080000"|"0.2942600000"|"0.1656610000"|"0.1451870000"|"0.1845560000"|""|""|""|""|""|""
"04-3030385"|"RUFFINI CHARITABLE FOUNDATION"|"655106"|"0.0608558218"|"0.0495350563"|"0.0447819447"|"0.0408169166"|"0.0492487610"|""|""|""|""|""|""
"04-3140238"|"The Stephen J. Hendrickson Foundaiton, Inc"|"655108"|"0.0008190000"|"0.0009820000"|"0.0040390000"|"0.0537570000"|"0.0806540000"|""|""|""|""|""|""
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"655110"|"0.0383270000"|"0.0564570000"|"0.0363790000"|"0.0389070000"|"0.0219340000"|""|""|""|""|""|""
"04-6008364"|"ALMIRA N SIMONS TRUST"|"655111"|"0.0444638972"|"0.0603412024"|"0.0498953031"|"0.0746178897"|"0.0193500081"|""|""|""|""|""|""
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"655112"|"0.0492230000"|"0.0606820000"|"0.0431740000"|"0.0486340000"|"0.0481070000"|""|""|""|""|""|""
"04-6039669"|"Albert O. Wilson Foundation, Inc"|"655113"|"0.0494000000"|"0.0487130000"|"0.0492010000"|"0.0521790000"|"0.0350560000"|""|""|""|""|""|""
"04-6056778"|"North Attleboro Scholarship Foundation"|"655114"|"0.0500700000"|"0.0505800000"|"0.0648400000"|"0.0479500000"|"0.0456500000"|""|""|""|""|""|""
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"655115"|"0.0516040000"|"0.0594640000"|"0.0504510000"|"0.0462990000"|"0.0493500000"|""|""|""|""|""|""
"04-6089261"|"BEATRICE D PIERCE TRUST FLEET NATIONAL BANK"|"655116"|"0.0477645806"|"0.0670785083"|"0.0554502653"|"0.0456496816"|"0.0493342446"|""|""|""|""|""|""
"04-6314384"|"SIDNEY HMARY L GRAY FAMILY SCHOLARSHIP FUND"|"655117"|""|""|""|""|""|""|""|""|""|""|""
"04-6462394"|"ELLEN ABBOTT GILMAN TRUST UW"|"655119"|"0.0605780000"|"0.0918180000"|"0.0435680000"|"0.0312010000"|"0.0471430000"|""|""|""|""|""|""
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"655120"|"0.0324590000"|"0.0302130000"|"0.0568340000"|"0.0609490000"|"0.0558410000"|""|""|""|""|""|""
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"655121"|"0.1787720989"|"0.1644851444"|"0.1016389729"|"0.1192603131"|"0.1409801258"|""|""|""|""|""|""
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"655122"|"0.0560181191"|"0.0490150122"|"0.0599467462"|"0.0233688820"|"0.0453456042"|""|""|""|""|""|""
"04-6820993"|"M HOLT MASSEY CHARITABLE TRUST 15011602"|"655123"|"0.0472690000"|"0.0704820000"|"0.0451350000"|"0.0484580000"|"0.0516350000"|""|""|""|""|""|""
"02-0733877"|"CARITA FOUNDATION-IMA"|"655697"|"0.0437430000"|"0.0718640000"|"0.0531710000"|"0.0458410000"|"0.0431520000"|""|""|""|""|""|""
"02-2229190"|"CHASE HOME FOR CHILDREN"|"656399"|""|""|""|""|""|""|""|""|""|""|""
"04-6004390"|"Wheelwright Scientific School"|"656401"|"0.0515070000"|"0.0653700000"|"0.0572090000"|"0.0678220000"|"0.0623820000"|""|""|""|""|""|""
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|"656403"|"0.0461841682"|"0.0643595308"|"0.0505462411"|"0.0466330020"|"0.0474585221"|""|""|""|""|""|""
"04-6487087"|"HARVEY H & CATHERINE MOSES EDUCATION FUND"|"656404"|"0.0452935326"|"0.0634610869"|"0.0528917868"|"0.0462739523"|"0.0500069820"|""|""|""|""|""|""
"04-6557590"|"WARREN CROSS FOUNDATION"|"656406"|"1.2147410000"|"0.2668340000"|"1.0613480000"|"0.5663380000"|"0.6248460000"|""|""|""|""|""|""
"01-6044693"|"JOHN S & HELEN E CARVER FUND"|"657032"|"0.0573813408"|"0.0558543947"|"0.0505494805"|"0.0374239627"|"0.0672935065"|""|""|""|""|""|""
"04-6012091"|"EARLE P. CHARLTON TRUST"|"657033"|"0.0419838658"|"0.0453946287"|""|""|""|""|""|""|""|""|""
"02-6006797"|"NUTE CHARITABLE ASSOCIATION"|"657956"|"0.0483700000"|"0.0464160000"|""|""|""|""|""|""|""|""|""
"02-6127798"|"LAFFERTY FAMILY CHARITABLE FOUNDATION"|"657958"|"0.1205090000"|"0.1301340000"|"0.1021500000"|"0.1529860000"|"0.1245450000"|""|""|""|""|""|""
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"657960"|"0.0488210697"|"0.0645813652"|""|""|""|""|""|""|""|""|""
"01-0559509"|"PETRELLO FAMILY FOUNDATION"|"685670"|"0.4293260000"|"0.4436030000"|"0.2948010000"|"0.2685310000"|"0.3501470000"|""|""|""|""|""|""
"01-0912891"|"BROWN ADVISORY CHARITABLE"|"685679"|""|""|""|""|""|""|""|""|""|""|""
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"685680"|"0.0389203769"|"0.0683914089"|"0.0547032809"|"0.0448017527"|"0.0433701462"|""|""|""|""|""|""
"02-0406826"|"TAMPOSI FOUNDATION"|"685701"|"0.0574760000"|"0.0544760000"|"0.0549340000"|"0.0435690000"|"0.0543530000"|""|""|""|""|""|""
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"685717"|"0.0202960000"|"0.0170350000"|"0.1030050000"|"0.0234070000"|"0.0000000000"|""|""|""|""|""|""
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"685725"|"0.0661440000"|"0.0601720000"|"0.0530840000"|"0.0516690000"|"0.0522160000"|""|""|""|""|""|""
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"685749"|"0.0294208396"|"0.0490714143"|"0.0487116313"|"0.0551777579"|"0.0579757214"|""|""|""|""|""|""
"04-2127029"|"MARIETTA W DYER TRUST UW"|"685754"|"0.0717840000"|"0.0757910000"|"0.0619350000"|"0.0606300000"|"0.0599920000"|""|""|""|""|""|""
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|"685757"|"0.0597450000"|"0.0611950000"|"0.0488300000"|"0.0525000000"|"0.0525760000"|""|""|""|""|""|""
"04-2655735"|"THE CRICKET FOUNDATION A JOSHUA SHERMAN TRUSTEE"|"685787"|"0.0461620000"|"0.0566110000"|"0.0491730000"|"0.0369320000"|"0.0369620000"|""|""|""|""|""|""
"04-3092412"|"HARVEY C. KRENTZMAN CHARITABLE FOUNDATION TRUST"|"685816"|"0.2685940000"|"0.1772630000"|"0.1196010000"|"0.1397150000"|"0.0768040000"|""|""|""|""|""|""
"04-3368515"|"SEAMENS LONG POINT CHARITABLE FOUNDATION, INC."|"685835"|"0.1528610000"|"0.1713570000"|"0.1914280000"|"0.1685260000"|"0.1731960000"|""|""|""|""|""|""
"04-3559359"|"FOUNDATION M"|"685846"|"0.0496700000"|"0.0620290000"|"0.0451660000"|"0.0472030000"|"0.0469880000"|""|""|""|""|""|""
"04-6091916"|"KELLY ROBERT H TR U/IND"|"685858"|"0.0526300000"|"0.0785270000"|"0.0000000000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"685859"|"0.0455240000"|"0.0517990000"|"0.0000000000"|"0.0000000000"|"0.0000000000"|""|""|""|""|""|""
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"685861"|"0.0564330000"|"0.0485590000"|"0.0446070000"|"0.0414780000"|"0.0520000000"|""|""|""|""|""|""
"04-6746970"|"DUNIRY FOUNDATION"|"685863"|"0.0500830000"|"0.0615560000"|"0.0269300000"|"0.0510450000"|"0.0490800000"|""|""|""|""|""|""
"04-6753154"|"WILLIAM VANDERHOUT TRUST 42C129014"|"685864"|"0.0670203105"|"0.0628654642"|"0.0540018240"|"0.0530022993"|"0.0522808447"|""|""|""|""|""|""
"04-6855617"|"VIRGINIA COOK FOUNDATION 42C161017"|"685865"|"0.0497900112"|"0.0351002939"|""|""|""|""|""|""|""|""|""
"04-6898402"|"Philippe Citron Charitable Foundation Trust"|"685866"|"0.2410960000"|"0.1033370000"|"0.0910370000"|"0.0595750000"|"0.0569440000"|""|""|""|""|""|""
"04-6935987"|"EDITH CROCKER CHARITABLE TRUST"|"685867"|"0.0385800000"|"0.0221670000"|"0.0076580000"|"0.0565230000"|"0.0549000000"|""|""|""|""|""|""
"01-0522171"|"The Borman Family Foundation"|"689592"|"0.0431420000"|"0.0770930000"|"0.0487410000"|"0.0446230000"|"0.0382530000"|""|""|""|""|""|""
"01-0852643"|"Gregory L. Gibson Charitable Foundation, Inc."|"689594"|"0.0404050000"|"0.0553350000"|"0.0513010000"|"0.0415820000"|"0.0014470000"|""|""|""|""|""|""
"01-6076500"|"RICHARD S HUESTIS TRUST U/W 8/9/57 10-101200148440"|"689595"|"0.0353544888"|"0.0440842877"|""|""|""|""|""|""|""|""|""
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"689597"|"0.0489430000"|"0.0492610000"|"0.0520540000"|"0.0426780000"|"0.0474250000"|""|""|""|""|""|""
"02-6014968"|"BLANCHE A BRUCE TRUST UWO"|"689598"|"0.0634580000"|"0.0544470000"|"0.0741250000"|"0.0683940000"|"0.0508250000"|""|""|""|""|""|""
"02-6046966"|"ADELE GIFFORD RESIDUARY TRUST 360888010"|"689600"|"0.0427186963"|"0.0500809902"|""|""|""|""|""|""|""|""|""
"03-0345055"|"GEORGE W. MERGENS FOUNDATION"|"689601"|"0.0592350000"|"0.0723280000"|"0.0699590000"|"0.0827710000"|"0.0710250000"|""|""|""|""|""|""
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"689602"|""|""|""|""|""|""|""|""|""|""|""
"04-2104694"|"MARBLEHEAD FEMALE HUMANE SOCIETY, INC."|"689603"|"0.0835680000"|"0.0736330000"|"0.0501130000"|"0.0557840000"|"0.0561170000"|""|""|""|""|""|""
"04-2305919"|"MASSACHUSETTS CHARITABLE FIRE SOCIETY"|"689605"|"0.0480540000"|"0.0614910000"|"0.0477820000"|"0.0453900000"|"0.0455260000"|""|""|""|""|""|""
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"689606"|"0.0462640000"|"0.0586750000"|"0.0455960000"|"0.0412520000"|"0.0436670000"|""|""|""|""|""|""
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"689607"|"0.0570510000"|"0.0559240000"|"0.0629990000"|"0.0632710000"|"0.0447340000"|""|""|""|""|""|""
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDATION"|"689610"|"0.0686880000"|"0.0453740000"|"0.0755370000"|"0.0438050000"|"0.0476120000"|""|""|""|""|""|""
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|"689611"|"0.0837910000"|"0.0435530000"|"0.0418960000"|"0.0368950000"|"0.0671700000"|""|""|""|""|""|""
"04-3464255"|"F. Felix Foundation"|"689613"|"0.0589330000"|"0.0466520000"|"0.1079840000"|"0.1056130000"|"0.0735620000"|""|""|""|""|""|""
"04-3492839"|"Savage Family Foundation"|"689615"|"0.0450150000"|"0.0096590000"|"0.0789120000"|"0.0481890000"|"0.0494760000"|""|""|""|""|""|""
"04-3493404"|"Carlson Family Trust"|"689618"|"0.0465950000"|"0.0342170000"|"0.0386950000"|"0.0800110000"|"0.0398770000"|""|""|""|""|""|""
"04-3525914"|"YOUNG FAMILY FOUNDATION"|"689619"|"0.0483620000"|"0.0593360000"|"0.0513770000"|"0.0475490000"|"0.0477000000"|""|""|""|""|""|""
"04-3613397"|"John F Byme Family Foundation Inc"|"689620"|"0.0839800000"|"0.0355200000"|"0.0613900000"|"0.0574200000"|"0.0367500000"|""|""|""|""|""|""
"04-6037725"|"GEORGE HARRINGTON TRUST U/W"|"689621"|"0.0503960000"|"0.0524990000"|"0.0402260000"|"0.0223390000"|"0.0591180000"|""|""|""|""|""|""
"04-6038293"|"GERMAN AID SOCIETY OF BOSTON INC"|"689623"|"0.1106720000"|"0.0980750000"|"0.0819590000"|"0.1161300000"|"0.0873150000"|""|""|""|""|""|""
"04-6041304"|"NEWBURYPORT HOWARD BENEVOLENT SOCIETY"|"689624"|"0.0288560000"|"0.0271180000"|"0.0306100000"|"0.0418540000"|"0.0308010000"|""|""|""|""|""|""
"04-6054630"|"POMROY REBECCA FOUNDATION INC"|"689625"|"0.0537200000"|"0.0638770000"|"0.0468360000"|"0.0487490000"|"0.0508690000"|""|""|""|""|""|""
"04-6065495"|"NATHANIEL TAYLOR FUND, INC"|"689626"|"0.0480071453"|"0.0411649609"|"0.0420276930"|"0.0423439541"|"0.0506857742"|""|""|""|""|""|""
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"689628"|"0.0543750000"|"0.0393770000"|"0.0489480000"|"0.0509200000"|"0.0505800000"|""|""|""|""|""|""
"04-6142548"|"EVANDER LEWIS FAMILY FOUNDATION"|"689631"|"0.0005159700"|"0.0005304000"|"0.0004745500"|"0.0004952500"|"0.0005224900"|""|""|""|""|""|""
"04-6198798"|"The Fisher-Renkert Foundation"|"689632"|"0.0865430000"|"0.1399830000"|"0.1031150000"|"0.1010430000"|"0.0743970000"|""|""|""|""|""|""
"04-6412350"|"FRED W. WELLS TRUST FUND"|"689636"|"0.0469620056"|"0.0727282165"|"0.0498217881"|"0.0377173286"|"0.0468044936"|""|""|""|""|""|""
"04-6607402"|"BEN & ZELMA DORSON CHRTBLE FNDN IMA 1-04015"|"689637"|"0.0479958839"|"0.0651315939"|"0.0408946854"|"0.0465436159"|"0.0510999974"|""|""|""|""|""|""
"04-6897800"|"THE WINDOVER FOUNDATION"|"689638"|"0.0479310000"|"0.0556100000"|"0.0498040000"|"0.0439130000"|"0.0580260000"|""|""|""|""|""|""
"01-0556625"|"MAAK FOUNDATION"|"690918"|"0.1926510000"|"0.2064240000"|"0.0511020000"|"0.0286720000"|"0.0417210000"|""|""|""|""|""|""
"02-0498236"|"ROY M. MALOOL FAMILY FOUNDATION"|"690920"|"0.0367000000"|"0.0871360000"|"0.2431000000"|"0.0213160000"|"0.0204140000"|""|""|""|""|""|""
"04-2648729"|"SWEATT WILLIAM H TR U/WILL"|"690923"|"0.0476080000"|"0.0630730000"|"0.0663580000"|"0.0393490000"|"0.0330650000"|""|""|""|""|""|""
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"690924"|"0.0485960000"|"0.0682190000"|"0.0425910000"|"0.0553440000"|"0.1434930000"|""|""|""|""|""|""
