"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"COMPENSATION"|"OTHER_SALARIES"|"PENSION_PLANS"|"LEGAL_FEES"|"ACCOUNTING_FEES"|"PROFESSIONAL_FEES"|"INTEREST"|"TAXES"|"DEPRECIATION"|"OCCUPANCY"|"CONFERENCES"|"PRINTING"|"OTHER_EXPENSES"|"TOTAL_OPERATING_EXPENSES"|"CONTRIBUTIONS"|"TOTAL_EXPENSES"|"NET_INVESTMENT_INCOME"|"ADJUSTED_NET_INCOME"|"INTEREST_SAVINGS"|"DIVIDENDS_SECURITIES"|"GROSS_RENTS"|"SALE_ASSETS"|"PROFIT_SALES"|"OTHER_INC"|"TOTAL_INC"|"REV_INVEST_INC"|"COMPENSATION_INV"|"COMPENSATION_DIS"|"OTHER_SALARIES_INV"|"OTHER_SALARIES_DIS"|"PENSION_PLANS_INV"|"PENSION_PLANS_DIS"|"LEGAL_FEES_INV"|"LEGAL_FEES_DIS"|"ACCOUNTING_FEES_INV"|"ACCOUNTING_FEES_DIS"|"PROFESSIONAL_FEES_CBX"|"PROFESSIONAL_FEES_INV"|"PROFESSIONAL_FEES_DIS"|"INTEREST_DIS"|"TAXES_DIS"|"OCCUPANCY_DIS"|"CONFERENCES_DIS"|"PRINTING_DIS"|"OTHER_EXPENSES_CBX"|"OTHER_EXPENSES_DIS"|"TOTAL_OA_EXPENSES_INV"|"TOTAL_OA_EXPENSES_DIS"|"CONTRIBUTIONS_DIS"|"TOTAL_EXPENSES_INV"|"TOTAL_EXPENSES_DIS"|"CONTRIBUTIONS_RCVD"
"04-6040032"|"TRUSTEES OF SEARS AND OTHER FUNDS"|"588015"|"0.0000"|"3300.0000"|""|""|"7500.0000"|""|""|"461.0000"|""|""|""|""|"402.0000"|"11663.0000"|"105000.0000"|"116663.0000"|"221674.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0705471"|"THE NORWOOD FOUNDATION"|"588413"|""|""|""|""|""|""|""|""|""|""|""|""|"277.0000"|"277.0000"|"629828.0000"|"630105.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6004699"|"GEORGE GARDNER & FANNY WHITING"|"588415"|"1393.0000"|""|""|""|"109.0000"|""|""|"495.0000"|""|""|""|""|"75.0000"|"2072.0000"|"18500.0000"|"20572.0000"|"41910.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2104291"|"Humane Society of the Communwalth of MA"|"588417"|"0.0000"|"25755.0000"|"11659.0000"|"18138.0000"|"8034.0000"|"34872.0000"|""|"1804.0000"|""|"2788.0000"|"955.0000"|""|"10890.0000"|"114895.0000"|"82255.0000"|"197150.0000"|"101816.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6420685"|"CONSTANCE KILLAM TRUST U/W #0714865"|"588418"|"10714.0000"|""|""|"4258.0000"|"2200.0000"|"21538.0000"|""|"10667.0000"|""|""|""|""|"5705.0000"|"55082.0000"|"864125.0000"|"919207.0000"|"814760.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6058647"|"BOYLE MARGARET ST JOHN ST"|"589195"|"13936.0000"|""|""|"800.0000"|"1084.0000"|""|""|"411.0000"|""|""|""|""|"850.0000"|"17081.0000"|"57090.0000"|"74171.0000"|"67255.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6080947"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|"589196"|"3465.0000"|""|""|""|"750.0000"|""|""|"520.0000"|""|""|""|""|""|"4735.0000"|"37125.0000"|"41860.0000"|"41091.0000"|"2656.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6725545"|"CHARLES E. HARWOOD TRUST"|"589197"|"32514.0000"|""|""|""|"2800.0000"|""|""|"1783.0000"|""|""|""|""|"195.0000"|"37292.0000"|"146870.0000"|"184162.0000"|"180580.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0514859"|"THE OLD BUG LIGHT CHARITABLE FOUNDATION"|"590191"|"0.0000"|""|""|""|"1213.0000"|"13749.0000"|"4246.0000"|"436.0000"|""|""|""|""|"2834.0000"|"22478.0000"|"1230000.0000"|"1252478.0000"|"318334.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0637863"|"MYRA & JEAN KENT ANGUS FOUNDATION"|"590192"|"825.0000"|""|""|""|"1800.0000"|""|""|"479.0000"|""|""|""|""|"3650.0000"|"6754.0000"|"141000.0000"|"147754.0000"|"228800.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6003671"|"HENRY O. PEABODY SCHOOL FOR GIRLS"|"590198"|"30200.0000"|""|""|""|"10700.0000"|""|""|""|""|""|""|""|"18894.0000"|"59794.0000"|"110000.0000"|"169794.0000"|"61918.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6382377"|"Mary Elizabeth Pearce Foundation Tr."|"590199"|"48000.0000"|""|""|""|""|"4788.0000"|""|"6537.0000"|""|""|""|""|"125.0000"|"59450.0000"|"540000.0000"|"599450.0000"|"381613.0000"|"377476.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6027394"|"KENNEDY, MARGARET SCSHIP TRUST"|"590733"|"4615.0000"|""|""|""|"889.0000"|""|""|"209.0000"|""|""|""|""|""|"5713.0000"|"15500.0000"|"21213.0000"|"35514.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6102905"|"MARY T. & CURTIS LOVILL TRUST"|"605546"|"6965.0000"|""|""|""|"1570.0000"|""|""|"488.0000"|""|""|""|""|""|"9023.0000"|"15750.0000"|"24773.0000"|"4185.0000"|"6624.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6004800"|"ARTHUR H BRITTON TR U/W 360097018"|"605547"|"19722.0000"|""|""|""|"575.0000"|""|""|"2176.0000"|""|""|""|""|"275.0000"|"22748.0000"|"96928.0000"|"119676.0000"|"151559.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2103910"|"BOSTON CENTER FOR BLIND CHILDREN INC"|"605548"|""|""|""|""|"6580.0000"|""|""|"938.0000"|""|""|""|""|"6695.0000"|"14213.0000"|"171000.0000"|"185213.0000"|"93775.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523143"|"OXFORD HILLS SCHOLARSHIP FOUNDATION 686792011"|"607597"|""|""|""|""|"575.0000"|"36523.0000"|""|"4124.0000"|""|""|""|""|""|"41222.0000"|"223114.0000"|"264336.0000"|"665031.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0534424"|"THE MICHAEL & HELEN SCHAFFER FOUNDATION"|"607598"|"85000.0000"|""|""|""|"1750.0000"|"18000.0000"|""|"11627.0000"|""|"25200.0000"|"856.0000"|""|"10060.0000"|"152493.0000"|"772500.0000"|"924993.0000"|"356681.0000"|"356681.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6012645"|"DEERING FOUNDATION, INC."|"607599"|"0.0000"|""|""|""|"640.0000"|""|""|"445.0000"|""|""|""|""|"907.0000"|"1992.0000"|"28000.0000"|"29992.0000"|"18008.0000"|"12805.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6058742"|"BENJAMIN S COHEN TRUST U/W 361722010"|"607600"|"14994.0000"|""|""|""|"575.0000"|""|""|"1333.0000"|""|""|""|""|"1355.0000"|"18257.0000"|"73440.0000"|"91697.0000"|"128387.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"03-6004154"|"MOUNT LAUREL FOUNDATION INC"|"607602"|""|""|""|""|""|"1200.0000"|""|"379.0000"|"0.0000"|""|""|""|"9492.0000"|"11071.0000"|"53400.0000"|"64471.0000"|"37868.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2714929"|"WILLIAM HAROLD FRANCIS AUSTIN TRUST U/W EASTERN BANK, TRUSTEE"|"607603"|"10861.0000"|""|""|""|""|""|""|"890.0000"|""|""|""|""|"235.0000"|"11986.0000"|"55500.0000"|"67486.0000"|"68496.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3371560"|"JOHN A. MCNEICE, JR. CHARITABLE FOUNDATION"|"607605"|"48000.0000"|"22582.0000"|""|"11530.0000"|"8749.0000"|"29868.0000"|""|"7687.0000"|""|""|""|""|"722.0000"|"129138.0000"|"200000.0000"|"329138.0000"|"301997.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3417222"|"ARCHIBALD FAMILY FOUNDATION"|"607606"|"27273.0000"|""|""|""|"3000.0000"|""|""|"2932.0000"|""|""|""|""|"168.0000"|"33373.0000"|"140000.0000"|"173373.0000"|"93049.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"607607"|"0.0000"|""|""|""|"2400.0000"|""|""|"88.0000"|""|""|""|""|"2412.0000"|"4900.0000"|"28600.0000"|"33500.0000"|"9226.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6049261"|"THE JEFFE FOUNDATION"|"607609"|"0.0000"|"34558.0000"|"12377.0000"|""|"16551.0000"|"5101.0000"|""|"3088.0000"|""|"18634.0000"|""|""|"3741.0000"|"94050.0000"|"248580.0000"|"342630.0000"|"75600.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6067431"|"NEW ENGLAND EDUCATION SOCIETY"|"607611"|"0.0000"|""|""|"4868.0000"|"9668.0000"|""|""|"13761.0000"|""|""|""|""|"35.0000"|"28332.0000"|"34458.0000"|"62790.0000"|"46521.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6111827"|"TR UW G GORHAM PETERS 7567 7552007373"|"607612"|"11785.0000"|""|""|""|"1935.0000"|"73168.0000"|""|"9438.0000"|"0.0000"|""|""|""|"1090.0000"|"97416.0000"|"755000.0000"|"852416.0000"|"357473.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6555836"|"MANUEL, VIOLA G. TRUST 42C081017"|"607613"|"5833.0000"|""|""|"35.0000"|"575.0000"|""|""|"458.0000"|""|""|""|""|"500.0000"|"7401.0000"|"18561.0000"|"25962.0000"|"45408.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6864140"|"CATHERINE HAWKINS FOUNDATION T PECKHAM, ESQ & E TAYLOR, TTEES"|"607615"|"11346.0000"|""|""|""|""|"42799.0000"|""|"3538.0000"|""|""|""|""|"118.0000"|"57801.0000"|"252500.0000"|"310301.0000"|"189836.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-7006773"|"THE SARA L. EDDY TRUST CURTIS EDDY & PETER ZUPCOFSKA, TRUSTEES"|"607616"|"5823.0000"|""|""|"20248.0000"|""|"9914.0000"|""|"581.0000"|""|""|""|""|""|"36566.0000"|"144326.0000"|"180892.0000"|"41801.0000"|"47624.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6007504"|"JOHN W MANSON TRUST"|"609898"|"15597.0000"|""|""|""|"1250.0000"|""|""|"1403.0000"|""|""|""|""|""|"18250.0000"|"61961.0000"|"80211.0000"|"105796.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6838152"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|"609900"|"0.0000"|""|""|""|""|"3500.0000"|"4.0000"|"250.0000"|""|""|""|""|""|"3754.0000"|"531500.0000"|"535254.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0469155"|"JOHN SAGE FOUNDATION"|"611079"|"0.0000"|""|""|""|"935.0000"|"2093.0000"|""|"2693.0000"|""|""|""|""|"520.0000"|"6241.0000"|"25000.0000"|"31241.0000"|"70106.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10-101230022680"|"611080"|"15746.0000"|""|""|""|""|""|""|"3836.0000"|""|""|""|""|"1146.0000"|"20728.0000"|"112018.0000"|"132746.0000"|"40500.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6008389"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|"611081"|"1530.0000"|""|""|""|""|""|""|"1358.0000"|""|""|""|""|""|"2888.0000"|"214500.0000"|"217388.0000"|"82774.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6004792"|"TRUST U/W HERBERT G ABBOT 360090013"|"611085"|"15497.0000"|""|""|""|"575.0000"|""|""|"801.0000"|""|""|""|""|"275.0000"|"17148.0000"|"74665.0000"|"91813.0000"|"37180.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6007727"|"SCEVA SPEARE TR FBO BROOKHAVEN HOME FOR BOYS"|"611086"|"18946.0000"|""|""|""|"800.0000"|""|""|"658.0000"|""|""|""|""|"75.0000"|"20479.0000"|"58875.0000"|"79354.0000"|"119332.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"03-0473333"|"JEROME A. YAVITZ CHARITABLE FOUNDATION INC"|"611088"|"120000.0000"|""|""|""|"58059.0000"|"102958.0000"|""|"10483.0000"|""|""|""|""|"76444.0000"|"367944.0000"|"719746.0000"|"1087690.0000"|"820405.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2104430"|"SAILORS' SNUG HARBOR OF BOSTON, INC."|"611089"|"0.0000"|""|""|""|"9100.0000"|"86193.0000"|""|"2666.0000"|""|""|"2152.0000"|""|"2335.0000"|"102446.0000"|"378350.0000"|"480796.0000"|"411565.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2121771"|"Newburyport Society for the Relief of Aged Women, Inc."|"611090"|"8400.0000"|""|""|""|"5450.0000"|"17953.0000"|""|"1984.0000"|""|""|""|""|"20589.0000"|"54376.0000"|"142793.0000"|"197169.0000"|"58920.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2399760"|"THE TJX FOUNDATION, INC."|"611091"|"237709.0000"|""|""|""|""|"2421.0000"|""|""|""|""|"15466.0000"|""|"22986.0000"|"278582.0000"|"7933145.0000"|"8211727.0000"|"53575.0000"|"55024.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2613244"|"JAMES G MARTIN MEMORIAL TRUST"|"611092"|""|"241200.0000"|"82208.0000"|""|"1575.0000"|""|""|"17253.0000"|""|""|""|""|"852.0000"|"343088.0000"|"451000.0000"|"794088.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3292646"|"Information Research Foundation"|"611093"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"49.0000"|"0.0000"|"1402.0000"|"7996.0000"|"367.0000"|"689.0000"|"10503.0000"|"28695.0000"|"39198.0000"|"125.0000"|"125.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3538929"|"BEN E FACTORS FOUNDATION 7665-7560016259"|"611094"|""|""|""|""|"1340.0000"|"14385.0000"|""|"1812.0000"|"0.0000"|""|""|""|"1005.0000"|"18542.0000"|"47250.0000"|"65792.0000"|"19080.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6015548"|"MYRON L. FULLER TRUST"|"611095"|"44474.0000"|""|""|""|"1193.0000"|""|""|"4020.0000"|""|""|""|""|"96.0000"|"49783.0000"|"233612.0000"|"283395.0000"|"123307.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6026880"|"The Nichols Trust"|"611096"|"0.0000"|""|""|""|"1200.0000"|"2000.0000"|""|"2652.0000"|""|""|""|""|"15.0000"|"5867.0000"|"71994.0000"|"77861.0000"|"79101.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6038982"|"TR U/W OF ETHEL H BRADLEY"|"611097"|"7483.0000"|""|""|""|"1600.0000"|""|""|"110.0000"|""|""|""|""|"200.0000"|"9393.0000"|"911940.0000"|"921333.0000"|"8505.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6047689"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|"611098"|"2000.0000"|""|""|"1000.0000"|"1310.0000"|""|""|"15.0000"|""|""|""|""|"4295.0000"|"8620.0000"|"17100.0000"|"25720.0000"|"22059.0000"|"22059.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6500798"|"LOU & LUCIENNE BRIGHTMAN SCHOLARSHIP FDN EASTERN BANK, TRUSTEE"|"611099"|"5260.0000"|""|""|""|""|""|""|"455.0000"|""|""|""|""|"35.0000"|"5750.0000"|"21000.0000"|"26750.0000"|"22038.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6504871"|"DORIS L. BENZ TRUST"|"611100"|"52652.0000"|""|""|"910.0000"|"2900.0000"|""|""|"8624.0000"|""|""|""|""|"246.0000"|"65332.0000"|"351051.0000"|"416383.0000"|"359794.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6599655"|"HATHAWAY MEMORIAL CHARIT TR"|"611101"|"13978.0000"|""|""|""|"800.0000"|""|""|"7583.0000"|""|""|""|""|"35.0000"|"22396.0000"|"67588.0000"|"89984.0000"|"114527.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6773530"|"WILSON FAMILY FOUNDATION"|"611102"|"0.0000"|""|""|""|""|"15575.0000"|"11701.0000"|"240.0000"|""|""|""|""|"35.0000"|"27551.0000"|"531861.0000"|"559412.0000"|"13177.0000"|"13177.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6822881"|"ALTURAS ENDOWMENT"|"611103"|"0.0000"|""|""|""|"5794.0000"|"7677.0000"|""|"1302.0000"|""|""|""|""|""|"14773.0000"|"114375.0000"|"129148.0000"|"111523.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3382001"|"SOMERVILLE HEALTH FOUNDATION INC"|"611535"|""|""|""|""|""|"5448.0000"|""|"308.0000"|""|""|""|""|"35.0000"|"5791.0000"|"25300.0000"|"31091.0000"|"30637.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"03-6087553"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"611995"|"15650.0000"|""|""|""|"840.0000"|""|""|"1878.0000"|""|""|""|""|"250.0000"|"18618.0000"|"86276.0000"|"104894.0000"|"155010.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3528464"|"THE JOHANNA K AND JEFFREY T BLACK FOUNDATION"|"611996"|""|""|""|""|"750.0000"|"7081.0000"|""|"733.0000"|""|""|""|""|"113.0000"|"8677.0000"|"59975.0000"|"68652.0000"|"88447.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6191561"|"TRASK JOSPHINE B IRR TR DTD 7/24/68"|"612195"|"18235.0000"|""|""|""|"80.0000"|""|""|"3356.0000"|""|""|""|""|""|"21671.0000"|"55186.0000"|"76857.0000"|"71495.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6007198"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY FOR 10 -101160016280"|"613604"|"6893.0000"|""|""|""|"450.0000"|""|""|"122.0000"|""|""|""|""|"3.0000"|"7468.0000"|"28070.0000"|"35538.0000"|"97684.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0255205"|"THE PERLMAN FAMILY FOUNDATION INC"|"613605"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|"15.0000"|"15.0000"|"138071.0000"|"138086.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-6008379"|"THE GREENSPAN FOUNDATION"|"613606"|"10000.0000"|""|""|""|"3500.0000"|""|""|"949.0000"|""|""|""|""|"17496.0000"|"31945.0000"|"108200.0000"|"140145.0000"|"93503.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2103796"|"HOWARD HOME TRUSTEES HOME FOR AGED MEN BROCKTON"|"613608"|"24450.0000"|"5100.0000"|"2598.0000"|""|"10760.0000"|"37553.0000"|""|"4824.0000"|""|""|""|""|"3998.0000"|"89283.0000"|"125000.0000"|"214283.0000"|"129979.0000"|"163962.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-2103875"|"BERKSHIRE RETIREMENT HOME, INC"|"613609"|"126469.0000"|"1502145.0000"|"208194.0000"|""|"11325.0000"|"52162.0000"|""|""|"159409.0000"|"191073.0000"|""|""|"856258.0000"|"3107035.0000"|"0.0000"|"3107035.0000"|"228520.0000"|"3127645.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"613610"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|"5722.0000"|"5722.0000"|"77654.0000"|"83376.0000"|"160684.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-3485593"|"THE FRED BERGFORS AND MARGARET SANDBERG FOUNDATION INC"|"613611"|"0.0000"|""|""|""|"3995.0000"|"24087.0000"|""|"61.0000"|""|""|""|""|""|"28143.0000"|"62000.0000"|"90143.0000"|"252716.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"04-6837671"|"THE BOPP FAMILY CHARITABLE TRUST"|"613612"|"0.0000"|""|""|""|"850.0000"|""|""|"211.0000"|""|""|""|""|"158.0000"|"1219.0000"|"11000.0000"|"12219.0000"|"5669.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463183"|"Schiavi Family Foundation"|"614035"|"0.0000"|""|""|""|"550.0000"|"16084.0000"|""|"104.0000"|""|""|""|""|"35.0000"|"16773.0000"|"0.0000"|"16773.0000"|"8008.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
