"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"PERIOD_BEGIN"|"PERIOD_END"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PHONE"|"TYPE"|"FAIR_MARKET_VALUE"|"last_modified"|"TERMINATED_CBX"|"FINAL_RETURN_CBX"|"INIT_RET_CBX"|"INITIAL_RETURN_FORMER_PC"|"CHANGE_ADDRESS_CBX"|"CHANGE_NAME_CBX"
"04-2104291"|"Humane Society of the Communwalth of MA"|"588417"|"N"|"Humane Society of the Communwalth of MA"|"3/1/2010 12:00:00 AM"|"2/28/2011 12:00:00 AM"|""|"51 Grove Street"|"A"|"Chestnut Hill"|"MA"|"USA"|"02467"|"617-232-6242"|"F"|"4648956.0000"|"2/11/2012 12:18:25 AM"|""|""|""|""|""|""
"04-6420685"|"CONSTANCE KILLAM TRUST U/W #0714865"|"588418"|"N"|"CONSTANCE KILLAM TRUST U/W #0714865"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|"NUTTER, MCCLENNEN & FISH, LLP"|"P.O. BOX 51400"|""|"BOSTON"|"MA"|"USA"|"02205"|"617-439-2498"|"F"|"3211076.0000"|"2/11/2012 12:18:29 AM"|""|""|""|""|""|""
"01-6058647"|"BOYLE MARGARET ST JOHN ST"|"589195"|"N"|"BOYLE MARGARET ST JOHN ST"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"T"|"1320291.0000"|"2/11/2012 12:25:29 AM"|""|""|""|""|""|""
"01-6080947"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|"589196"|"N"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|"PEOPLES UNITED BANK 43B002012"|"850 MAIN STREET, 13TH FLOOR"|""|"BRIDGEPORT"|"CT"|"USA"|"06604"|"207-990-4070"|"F"|"480107.0000"|"2/11/2012 12:25:31 AM"|""|""|""|""|""|""
"04-6725545"|"CHARLES E. HARWOOD TRUST"|"589197"|"N"|"CHARLES E. HARWOOD TRUST"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|"WENDELL P. WEYLAND - CO-TRUSTEE"|"309 IPSWICH ROAD"|""|"BOXFORD"|"MA"|"USA"|"01921-1505"|"978-887-0143"|"F"|"4308923.0000"|"2/11/2012 12:25:35 AM"|""|""|""|""|""|""
"01-0514859"|"THE OLD BUG LIGHT CHARITABLE FOUNDATION"|"590191"|"N"|"THE OLD BUG LIGHT CHARITABLE FOUNDATION"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|"SPINNAKER TRUST"|"P. O. BOX 7160"|""|"PORTLAND"|"ME"|"USA"|"04112-7160"|"207-553-7160"|"F"|"2487828.0000"|"2/13/2012 5:23:15 AM"|""|""|""|""|""|""
"01-0637863"|"MYRA & JEAN KENT ANGUS FOUNDATION"|"590192"|"N"|"MYRA & JEAN KENT ANGUS FOUNDATION"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|""|"P.O. BOX 3170, DEPT. 715"|""|"HONOLULU"|"HI"|"USA"|"96802-3170"|"808-694-4393"|"F"|"3207544.0000"|"2/13/2012 5:23:18 AM"|""|""|""|""|""|""
"04-6003671"|"HENRY O. PEABODY SCHOOL FOR GIRLS"|"590198"|"N"|"HENRY O. PEABODY SCHOOL FOR GIRLS"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|"WILLIAM T. STMONDS"|"34 CHESTNUT ST."|""|"CONCORD"|"MA"|"USA"|"01742"|"978-369-5789"|"F"|"3247944.0000"|"2/13/2012 5:23:28 AM"|""|""|""|""|""|""
"04-6382377"|"Mary Elizabeth Pearce Foundation Tr."|"590199"|"N"|"Mary Elizabeth Pearce Foundation Tr."|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|"McClintock"|"P.O. BOX 639"|""|"North Andover"|"MA"|"USA"|"01845-0839"|"978-685-4113"|"F"|"13517509.0000"|"2/13/2012 5:23:31 AM"|""|""|""|""|""|""
"01-6027394"|"KENNEDY, MARGARET SCSHIP TRUST"|"590733"|"N"|"KENNEDY, MARGARET SCSHIP TRUST"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"T"|"336660.0000"|"2/14/2012 5:11:03 AM"|""|""|""|""|""|""
"01-6102905"|"MARY T. & CURTIS LOVILL TRUST"|"605546"|"N"|"MARY T. & CURTIS LOVILL TRUST"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"21 STEVENS AVENUE"|""|"RANDOLPH"|"ME"|"USA"|"04346"|"207-582-3884"|"F"|"487292.0000"|"3/23/2012 5:34:22 AM"|""|""|""|""|""|""
"02-6004800"|"ARTHUR H BRITTON TR U/W 360097018"|"605547"|"N"|"ARTHUR H BRITTON TR U/W 360097018"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"PO BOX 477"|""|"CONCORD"|"NH"|"USA"|"03302-0477"|"603-229-5990"|"F"|"2161117.0000"|"3/23/2012 5:34:25 AM"|""|""|""|""|""|""
"04-2103910"|"BOSTON CENTER FOR BLIND CHILDREN INC"|"605548"|"Y"|"BOSTON CENTER FOR BLIND CHILDREN INC"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"859 NW SORRENTO LANE"|""|"PORT SAINT LUCIE"|"FL"|"USA"|"34986"|"617-296-4232"|"F"|"4240413.0000"|"3/23/2012 5:34:28 AM"|""|""|""|""|""|""
"01-0523143"|"OXFORD HILLS SCHOLARSHIP FOUNDATION 686792011"|"607597"|"N"|"OXFORD HILLS SCHOLARSHIP FOUNDATION 686792011"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"PO BOX 477"|""|"CONCORD"|"NH"|"USA"|"03302-0477"|"207-828-7500"|"F"|"5330235.0000"|"4/3/2012 12:38:41 AM"|""|""|""|""|""|""
"02-0534424"|"THE MICHAEL & HELEN SCHAFFER FOUNDATION"|"607598"|"N"|"THE MICHAEL & HELEN SCHAFFER FOUNDATION"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"6 WHITTIER PLACE"|"14N"|"BOSTON"|"MA"|"USA"|"02114"|"617-723-8525"|"F"|"10565954.0000"|"4/3/2012 12:38:43 AM"|""|""|""|""|""|""
"02-6012645"|"DEERING FOUNDATION, INC."|"607599"|"N"|"DEERING FOUNDATION, INC."|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|"4 KONA ROAD"|""|"DARIEN"|"CT"|"USA"|"06820"|"203-359-8500"|"F"|"745681.0000"|"4/3/2012 12:39:00 AM"|""|""|""|""|""|""
"02-6058742"|"BENJAMIN S COHEN TRUST U/W 361722010"|"607600"|"N"|"BENJAMIN S COHEN TRUST U/W 361722010"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"PO BOX 477"|""|"CONCORD"|"NH"|"USA"|"03302-0477"|"603-229-5990"|"F"|"1479036.0000"|"4/3/2012 12:39:03 AM"|""|""|""|""|""|""
"03-6004154"|"MOUNT LAUREL FOUNDATION INC"|"607602"|"Y"|"MOUNT LAUREL FOUNDATION INC"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"CO JOHN ALEXOPOULOS, 5018 MAIN STREET"|""|"MANCHESTER CENTER"|"VT"|"USA"|"05255"|"802-362-1652"|"F"|"736984.0000"|"4/3/2012 12:39:05 AM"|""|""|""|""|""|""
"04-2714929"|"WILLIAM HAROLD FRANCIS AUSTIN TRUST U/W EASTERN BANK, TRUSTEE"|"607603"|"N"|"WILLIAM HAROLD FRANCIS AUSTIN TRUST U/W EASTERN BANK, TRUSTEE"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"605 BROADWAY LF 42"|""|"SAUGUS"|"MA"|"USA"|"01906"|"781-581-4293"|"F"|"911908.0000"|"4/3/2012 12:39:10 AM"|""|""|""|""|""|""
"04-3371560"|"JOHN A. MCNEICE, JR. CHARITABLE FOUNDATION"|"607605"|"N"|"JOHN A. MCNEICE, JR. CHARITABLE FOUNDATION"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"SILVER BRIDGE 255 STATE ST, 6TH FL"|""|"BOSTON"|"MA"|"USA"|"02109-2167"|"617-502-9472"|"F"|"5375053.0000"|"4/3/2012 12:39:15 AM"|""|""|""|""|""|""
"04-3417222"|"ARCHIBALD FAMILY FOUNDATION"|"607606"|"Y"|"ARCHIBALD FAMILY FOUNDATION"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|""|"KL GATES ONE LINCOLN ST"|""|"BOSTON"|"MA"|"USA"|"02111-2950"|"617-261-3100"|"F"|"3670768.0000"|"4/3/2012 12:39:28 AM"|""|""|""|""|""|""
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"607607"|"N"|"DONALD D. ROGERS FOUNDATION INC."|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"502 WASHINGTON AVE 8TH FLOOR"|""|"TOWSON"|"MD"|"USA"|"21204"|""|"F"|"227054.0000"|"4/3/2012 12:39:34 AM"|""|""|""|""|""|""
"04-6049261"|"THE JEFFE FOUNDATION"|"607609"|"N"|"THE JEFFE FOUNDATION"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"PO BOX 307"|""|"STOCKBRIDGE"|"MA"|"USA"|"01262"|"413-298-0000"|"F"|"545289.0000"|"4/3/2012 12:39:41 AM"|""|""|""|""|""|""
"04-6067431"|"NEW ENGLAND EDUCATION SOCIETY"|"607611"|"N"|"NEW ENGLAND EDUCATION SOCIETY"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"DAY PITNEY LLP ONE INTERNATIONAL PLACE"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-345-4600"|"F"|"1931279.0000"|"4/3/2012 12:40:01 AM"|""|""|""|""|""|""
"04-6111827"|"TR UW G GORHAM PETERS 7567 7552007373"|"607612"|"Y"|"TR UW G GORHAM PETERS 7567 7552007373"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"45 SCHOOL ST STH FLOOR"|""|"BOSTON"|"MA"|"USA"|"02108-3204"|"617-523-1635"|"F"|"16717470.0000"|"4/3/2012 12:40:18 AM"|""|""|""|""|""|""
"04-6555836"|"MANUEL, VIOLA G. TRUST 42C081017"|"607613"|"N"|"MANUEL, VIOLA G. TRUST 42C081017"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"PO BOX 1330"|""|"HYANNIS"|"MA"|"USA"|"02601"|"508-862-0875"|"F"|"446014.0000"|"4/3/2012 12:40:21 AM"|""|""|""|""|""|""
"04-6864140"|"CATHERINE HAWKINS FOUNDATION T PECKHAM, ESQ & E TAYLOR, TTEES"|"607615"|"N"|"CATHERINE HAWKINS FOUNDATION T PECKHAM, ESQ & E TAYLOR, TTEES"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"WILMINGTON TRUST CO, 1100 N MARKET ST"|""|"WILMINGTON"|"DE"|"USA"|"19890-0900"|"617-457-2000"|"F"|"5845516.0000"|"4/3/2012 12:40:23 AM"|""|""|""|""|""|""
"04-7006773"|"THE SARA L. EDDY TRUST CURTIS EDDY & PETER ZUPCOFSKA, TRUSTEES"|"607616"|"N"|"THE SARA L. EDDY TRUST CURTIS EDDY & PETER ZUPCOFSKA, TRUSTEES"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"BURNS & LEVINSON 125 SUMMER STREET"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-345-3000"|"F"|"1121024.0000"|"4/3/2012 12:40:26 AM"|""|""|""|""|""|""
"01-6007504"|"JOHN W MANSON TRUST"|"609898"|"N"|"JOHN W MANSON TRUST"|"9/1/2010 12:00:00 AM"|"8/31/2011 12:00:00 AM"|""|"KEYBANK 4900 TIEDEMAN RD. OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"207-874-7169"|"F"|"1362062.0000"|"4/7/2012 12:36:42 AM"|""|""|""|""|""|""
"04-6838152"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|"609900"|"Y"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"535 BOYLSTON STREET"|""|"BOSTON"|"MA"|"USA"|"02116"|"617-236-4148"|"F"|"5976.0000"|"4/7/2012 12:36:45 AM"|""|""|""|""|""|""
"01-0469155"|"JOHN SAGE FOUNDATION"|"611079"|"N"|"JOHN SAGE FOUNDATION"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"538 MALBONS MILLS ROAD"|""|"SKOWHEGAN"|"ME"|"USA"|"04976"|"207-722-3543"|"F"|"601588.0000"|"4/7/2012 2:36:43 AM"|""|""|""|""|""|""
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10-101230022680"|"611080"|"N"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10-101230022680"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"KEYBANK, 4900 TIEDEMAN RD. OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"207-623-5624"|"F"|"2103051.0000"|"4/7/2012 2:36:46 AM"|""|""|""|""|""|""
"01-6008389"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|"611081"|"N"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"F"|"585624.0000"|"4/7/2012 2:36:49 AM"|""|""|""|""|""|""
"02-6004792"|"TRUST U/W HERBERT G ABBOT 360090013"|"611085"|"N"|"TRUST U/W HERBERT G ABBOT 360090013"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"PO BOX 477"|""|"CONCORD"|"NH"|"USA"|"03302-0477"|"603-229-5990"|"F"|"1576755.0000"|"4/7/2012 2:38:10 AM"|""|""|""|""|""|""
"02-6007727"|"SCEVA SPEARE TR FBO BROOKHAVEN HOME FOR BOYS"|"611086"|"N"|"SCEVA SPEARE TR FBO BROOKHAVEN HOME FOR BOYS"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"F"|"2073538.0000"|"4/7/2012 2:38:12 AM"|""|""|""|""|""|""
"03-0473333"|"JEROME A. YAVITZ CHARITABLE FOUNDATION INC"|"611088"|"N"|"JEROME A. YAVITZ CHARITABLE FOUNDATION INC"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|"STEPHEN CYPEN"|"777 ARTHUR GODFREY ROAD"|"320"|"MIAMI BEACH"|"FL"|"USA"|"33140"|"305-532-3200"|"F"|"18522091.0000"|"4/7/2012 2:38:17 AM"|""|""|""|""|""|""
"04-2104430"|"SAILORS' SNUG HARBOR OF BOSTON, INC."|"611089"|"N"|"SAILORS' SNUG HARBOR OF BOSTON, INC."|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|"GRANTS MET"|"77 SUMMER ST. , 8TH FL."|""|"BOSTON"|"MA"|"USA"|"02110"|"617-426-7080"|"F"|"7272846.0000"|"4/7/2012 2:38:20 AM"|""|""|""|""|""|""
"04-2121771"|"Newburyport Society for the Relief of Aged Women, Inc."|"611090"|"N"|"Newburyport Society for the Relief of Aged Women, Inc."|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|""|"PO Box 787"|""|"Newburyport"|"MA"|"USA"|"01950"|"978-465-7738"|"F"|"3420817.0000"|"4/7/2012 2:38:23 AM"|""|""|""|""|""|""
"04-2399760"|"THE TJX FOUNDATION, INC."|"611091"|"N"|"THE TJX FOUNDATION, INC."|"1/31/2010 12:00:00 AM"|"1/29/2011 12:00:00 AM"|""|"770 COCHITUATE ROAD, CORP TAX DEPT / RT J5S"|""|"FRAMINGHAM"|"MA"|"USA"|"01701"|"508-390-2300"|"F"|"24431377.0000"|"4/7/2012 2:38:27 AM"|""|""|""|""|""|""
"04-2613244"|"JAMES G MARTIN MEMORIAL TRUST"|"611092"|"N"|"JAMES G MARTIN MEMORIAL TRUST"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|"M MARTIN"|"20 CHURCH RD."|""|"RYE BEACH"|"NH"|"USA"|"03871"|"978-468-6528"|"F"|""|"4/7/2012 2:38:30 AM"|""|""|""|""|""|""
"04-3292646"|"Information Research Foundation"|"611093"|"N"|"Information Research Foundation"|"9/1/2010 12:00:00 AM"|"8/31/2011 12:00:00 AM"|""|"415 Bradford Place"|""|"N. Dartmouth"|"MA"|"USA"|"02747-3819"|""|"F"|"46901.0000"|"4/7/2012 2:38:32 AM"|""|""|""|""|""|""
"04-3538929"|"BEN E FACTORS FOUNDATION 7665-7560016259"|"611094"|"Y"|"BEN E FACTORS FOUNDATION 7665-7560016259"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"45 SCHOOL ST 5TH FLOOR"|""|"BOSTON"|"MA"|"USA"|"02108-3204"|"617-523-1635"|"F"|"1207239.0000"|"4/7/2012 2:38:35 AM"|""|""|""|""|""|""
"04-6015548"|"MYRON L. FULLER TRUST"|"611095"|"N"|"MYRON L. FULLER TRUST"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"F"|"5738650.0000"|"4/7/2012 2:38:39 AM"|""|""|""|""|""|""
"04-6026880"|"The Nichols Trust"|"611096"|"N"|"The Nichols Trust"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"P.O. Box 927"|""|"Hollis"|"NH"|"USA"|"03049-0927"|"603-465-3137"|"F"|"1776548.0000"|"4/7/2012 2:38:43 AM"|""|""|""|""|""|""
"04-6038982"|"TR U/W OF ETHEL H BRADLEY"|"611097"|"N"|"TR U/W OF ETHEL H BRADLEY"|"1/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"T"|""|"4/7/2012 2:38:45 AM"|""|""|""|""|""|""
"04-6047689"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|"611098"|"Y"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"C/O 3 SEA MEADOW DRIVE"|""|"SANDWICH"|"MA"|"USA"|"02563"|"508-759-3320"|"F"|"447890.0000"|"4/7/2012 2:38:50 AM"|""|""|""|""|""|""
"04-6500798"|"LOU & LUCIENNE BRIGHTMAN SCHOLARSHIP FDN EASTERN BANK, TRUSTEE"|"611099"|"N"|"LOU & LUCIENNE BRIGHTMAN SCHOLARSHIP FDN EASTERN BANK, TRUSTEE"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"605 BROADWAY LF 42"|""|"SAUGUS"|"MA"|"USA"|"01906"|"781-581-4274"|"F"|"391230.0000"|"4/7/2012 2:38:53 AM"|""|""|""|""|""|""
"04-6504871"|"DORIS L. BENZ TRUST"|"611100"|"N"|"DORIS L. BENZ TRUST"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|"WENDELL P. WEYLAND, TRUSTEE"|"309 IPSWICH ROAD"|""|"BOXFORD"|"MA"|"USA"|"01921-1505"|"978-887-0143"|"F"|"8500349.0000"|"4/7/2012 2:38:56 AM"|""|""|""|""|""|""
"04-6599655"|"HATHAWAY MEMORIAL CHARIT TR"|"611101"|"N"|"HATHAWAY MEMORIAL CHARIT TR"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"F"|"1796191.0000"|"4/7/2012 2:38:59 AM"|""|""|""|""|""|""
"04-6773530"|"WILSON FAMILY FOUNDATION"|"611102"|"N"|"WILSON FAMILY FOUNDATION"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|"FORTIS MANAGEMENT GROUP LLC"|"800 SOUTH STREET"|"255"|"WALTHAM"|"MA"|"USA"|"02453"|"781-899-4350"|"F"|"771302.0000"|"4/7/2012 2:39:02 AM"|""|""|""|""|""|""
"04-6822881"|"ALTURAS ENDOWMENT"|"611103"|"N"|"ALTURAS ENDOWMENT"|"3/1/2010 12:00:00 AM"|"2/28/2011 12:00:00 AM"|""|"5150 BROADWAY STREET"|"624"|"SAN ANTONIO"|"TX"|"USA"|"78209"|"210-246-3805"|"F"|"2291807.0000"|"4/7/2012 2:39:05 AM"|""|""|""|""|""|""
"04-3382001"|"SOMERVILLE HEALTH FOUNDATION INC"|"611535"|"N"|"SOMERVILLE HEALTH FOUNDATION INC"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"401-278-6848"|"F"|"633527.0000"|"4/9/2012 4:50:08 AM"|""|""|""|""|""|""
"03-6087553"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"611995"|"N"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"F"|"1948118.0000"|"4/10/2012 6:01:43 AM"|""|""|""|""|""|""
"04-3528464"|"THE JOHANNA K AND JEFFREY T BLACK FOUNDATION"|"611996"|"N"|"THE JOHANNA K AND JEFFREY T BLACK FOUNDATION"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|"FIDUCIARY TRUST CO. INT'L"|"121065600, 600 FIFTH AVENUE"|""|"NEW YORK"|"NY"|"USA"|"10020"|"212-632-3000"|"F"|"1638444.0000"|"4/10/2012 6:02:00 AM"|""|""|""|""|""|""
"04-6191561"|"TRASK JOSPHINE B IRR TR DTD 7/24/68"|"612195"|"N"|"TRASK JOSPHINE B IRR TR DTD 7/24/68"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"401-278-6848"|"F"|"1759827.0000"|"4/11/2012 5:05:25 AM"|""|""|""|""|""|""
"01-6007198"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY FOR 10 -101160016280"|"613604"|"N"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY FOR 10 -101160016280"|"9/1/2010 12:00:00 AM"|"8/31/2011 12:00:00 AM"|""|"KEYBANK 4900 TIEDEMAN RD. OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"800-999-9658"|"F"|"591086.0000"|"4/17/2012 4:53:08 AM"|""|""|""|""|""|""
"02-0255205"|"THE PERLMAN FAMILY FOUNDATION INC"|"613605"|"Y"|"THE PERLMAN FAMILY FOUNDATION INC"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|"COMPASS"|"655 MADISON AVE"|"FL 23"|"NEW YORK"|"NY"|"USA"|"10065"|"212-888-8100"|"F"|"11579.0000"|"4/17/2012 4:53:26 AM"|""|""|""|""|""|""
"02-6008379"|"THE GREENSPAN FOUNDATION"|"613606"|"Y"|"THE GREENSPAN FOUNDATION"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|"JILL G SCHIFFMAN"|"24 RIP ROAD"|""|"HANOVER"|"NH"|"USA"|"03755"|"603-643-3662"|"F"|"2547431.0000"|"4/17/2012 4:53:44 AM"|""|""|""|""|""|""
"04-2103796"|"HOWARD HOME TRUSTEES HOME FOR AGED MEN BROCKTON"|"613608"|"Y"|"HOWARD HOME TRUSTEES HOME FOR AGED MEN BROCKTON"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|""|"71 LEGION PARKWAY"|""|"BROCKTON"|"MA"|"USA"|"02301"|"508-584-4088"|"F"|"4820394.0000"|"4/17/2012 4:54:22 AM"|""|""|""|""|""|""
"04-2103875"|"BERKSHIRE RETIREMENT HOME, INC"|"613609"|"N"|"BERKSHIRE RETIREMENT HOME, INC"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|"89 SOUTH ST"|""|"PITTSFIELD"|"MA"|"USA"|"01201"|"413-445-4056"|"F"|"10307373.0000"|"4/17/2012 4:54:40 AM"|""|""|""|""|""|""
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"613610"|"N"|"RCB CHARITABLE FOUNDATION, INC."|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"180 HAVEN STREET"|""|"READING"|"MA"|"USA"|"01867"|"781-942-5006"|"F"|"1109516.0000"|"4/17/2012 4:55:03 AM"|""|""|""|""|""|""
"04-3485593"|"THE FRED BERGFORS AND MARGARET SANDBERG FOUNDATION INC"|"613611"|"Y"|"THE FRED BERGFORS AND MARGARET SANDBERG FOUNDATION INC"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|"6517 80TH STREET"|""|"CABIN JOHN"|"MD"|"USA"|"20818"|"301-229-3503"|"F"|"3062397.0000"|"4/17/2012 4:55:20 AM"|""|""|""|""|""|""
"04-6837671"|"THE BOPP FAMILY CHARITABLE TRUST"|"613612"|"Y"|"THE BOPP FAMILY CHARITABLE TRUST"|"3/1/2010 12:00:00 AM"|"2/28/2011 12:00:00 AM"|""|"6 MAYFLOWER ROAD"|""|"FALMOUTH"|"ME"|"USA"|"04105-2811"|"207-878-3656"|"F"|"233692.0000"|"4/17/2012 4:55:38 AM"|""|""|""|""|""|""
"01-0463183"|"Schiavi Family Foundation"|"614035"|"N"|"Schiavi Family Foundation"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|"Schiavi Enterprises"|"985 Main Stree"|""|"Oxford"|"ME"|"USA"|"04270"|"207-743-7747"|"F"|"4896853.0000"|"4/18/2012 12:30:52 AM"|""|""|""|""|""|""
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"614036"|"Y"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|"TD BANK TAX DEPT"|"PO BOX 174"|""|"NEW BRITAIN"|"CT"|"USA"|"06050"|"802-860-5553"|"F"|"429133.0000"|"4/18/2012 12:30:58 AM"|""|""|""|""|""|""
"04-6019494"|"NELLA M GRIMM FOX FOUNDATION"|"614038"|"N"|"NELLA M GRIMM FOX FOUNDATION"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|""|"F"|"11580159.0000"|"4/18/2012 12:31:35 AM"|""|""|""|""|""|""
