"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVESTMENTS_GOV_FAIR_MARKET"|"INVESTMENTS_STOCKS_FAIR_MARKET"|"INVESTMENTS_BONDS_FAIR_MARKET"|"INVESTMENTS_DEPRECIATION_FAIR_MARKET"|"INVESTMENTS_LOANS_FAIR_MARKET"|"INVESTMENTS_OTHER_FAIR_MARKET"|"LAND_DEPRECIATION_FAIR_MARKET"|"OTHER_ASSETS_FAIR_MARKET"|"TOTAL_ASSETS_BOOK"|"TOTAL_ASSETS_FAIR_MARKET"|"TOTAL_LIABILITIES"|"CASH_NONINT"|"SAV_TEMPCASH"
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"614036"|""|"215179.0000"|"189575.0000"|""|""|"0.0000"|""|""|"420123.0000"|"429133.0000"|"0.0000"|""|"24379.0000"
"04-6019494"|"NELLA M GRIMM FOX FOUNDATION"|"614038"|"157799.0000"|"11369643.0000"|""|""|""|""|""|""|"10545773.0000"|"11580159.0000"|""|""|"52717.0000"
"01-6180488"|"FRANCIS J & ELIZABETH BRISSON MACKSEY CHARITABLE TRUST"|"614221"|""|"1681194.0000"|"480754.0000"|""|""|"174805.0000"|""|""|"2524772.0000"|"2494105.0000"|"0.0000"|""|"157352.0000"
"02-6006398"|"GEORGE A WENTWORTH 1994 TRUST 5129150"|"614222"|"197449.0000"|"869359.0000"|"162140.0000"|""|""|""|""|""|"1219476.0000"|"1387362.0000"|""|"114.0000"|"158300.0000"
"05-0467833"|"NICHOLAS CALDARONE FOUNDATION #1030064973"|"614889"|"846115.0000"|""|""|""|""|""|""|""|"863040.0000"|"859155.0000"|""|""|"13040.0000"
"04-6029322"|"GEORGE W. HATHWAY TR U/D"|"615766"|""|"1594690.0000"|""|""|""|""|""|""|"1269832.0000"|"1612588.0000"|""|""|"17898.0000"
"04-6051719"|"CLYDE PARK CHARITABLE FOUNDATION"|"615767"|""|""|""|""|""|"563955.0000"|""|""|"484546.0000"|"564334.0000"|"0.0000"|"379.0000"|""
"02-6142736"|"STERZING MEMORIAL SCHOLARSHIP FUND"|"616242"|"265167.0000"|"367953.0000"|"249540.0000"|""|""|""|""|""|"849365.0000"|"906498.0000"|"0.0000"|"23838.0000"|""
"04-3435338"|"FLORENCE E SEELEY EDUCATION FDTN+"|"616243"|""|"3952513.0000"|""|""|""|""|""|""|"4511297.0000"|"4156949.0000"|""|""|"204436.0000"
"04-3566439"|"BERKSHIRE LIFE CHARITABLE FOUNDATION"|"616244"|"233736.0000"|"1439743.0000"|"410741.0000"|""|""|"195110.0000"|""|""|"1832635.0000"|"2281187.0000"|"3850.0000"|"1478.0000"|""
"04-6050139"|"FP Worthen Foundation"|"616245"|""|""|""|""|""|"0.0000"|""|""|"1197343.0000"|"1197343.0000"|"0.0000"|"14602.0000"|"1182741.0000"
"04-6708737"|"I & E USEN FAMILY CHARITABLE FDN 2012168"|"616246"|""|""|""|""|""|"2556561.0000"|""|""|"2110603.0000"|"2602947.0000"|""|""|"46386.0000"
"02-0310404"|"Gilman Home Inc."|"631570"|""|""|""|""|""|""|""|""|"164938.0000"|"164938.0000"|""|"63858.0000"|"101080.0000"
"04-3294711"|"THE MARTIN & DEBORAH HALE FOUNDATION"|"631636"|"434712.0000"|"2641492.0000"|""|""|""|""|""|""|"4763494.0000"|"5380856.0000"|"0.0000"|"226119.0000"|"2078533.0000"
"04-3424901"|"THE JOHN BUTLER MULLIKEN FOUNDATION INC"|"631639"|""|"1559870.0000"|""|""|""|""|""|"0.0000"|"1776438.0000"|"1776438.0000"|"38610.0000"|"23231.0000"|"193337.0000"
"04-3494605"|"SYMES FAMILY CHARITABLE FOUNDATION"|"631642"|""|"503681.0000"|""|"1575000.0000"|""|""|""|""|"2041506.0000"|"2099908.0000"|"6508.0000"|"13764.0000"|"7463.0000"
"04-6014010"|"SHOLLEY FOUNDATION"|"631648"|"507686.0000"|"1485745.0000"|""|""|""|""|""|""|"1352531.0000"|"2071772.0000"|"0.0000"|""|"78341.0000"
"04-6667008"|"HELENE B BLACK CHARITABLE FOUNDATION MARVIN SPARROW TRUSTEE"|"631649"|"459000.0000"|"2297322.0000"|"317859.0000"|""|""|"152051.0000"|""|""|"2778915.0000"|"3500590.0000"|"0.0000"|"358.0000"|"274000.0000"
"04-6720803"|"HARPLEY FOUNDATION"|"631650"|""|"816552.0000"|"107266.0000"|""|""|"12748.0000"|""|""|"936566.0000"|"936566.0000"|"0.0000"|""|""
"03-6088605"|"FRANK & ELLEN COBB MEMORIAL SCHOLARS"|"633337"|""|"1725523.0000"|""|""|""|""|""|""|"1605572.0000"|"1736222.0000"|""|""|"10699.0000"
"04-3254104"|"FREDERICK O.J. MUZI FOUNDATION"|"633339"|""|""|""|""|""|""|""|""|"6908.0000"|"6908.0000"|"0.0000"|"6908.0000"|""
"01-0782316"|"THE HERITAGE FUND, INC."|"646408"|""|"276877.0000"|""|""|""|"513358.0000"|""|""|"1778037.0000"|"1392859.0000"|"0.0000"|""|"602624.0000"
"01-6008813"|"FRED W SANBORN TRUST U/PAR 5 10 -101200038080"|"646410"|""|"910640.0000"|"385261.0000"|""|""|""|""|""|"1195626.0000"|"1345993.0000"|""|""|"50092.0000"
"02-0787615"|"CALABAR FOUNDATION"|"646412"|""|""|""|""|""|"1108242.0000"|""|""|"1083801.0000"|"1251747.0000"|"0.0000"|"143125.0000"|""
"02-6106324"|"ALLAN B. ROBY & FRANCES M. ROBY CHARITABLE TRUST"|"646413"|""|"51990.0000"|"213444.0000"|""|""|"2977203.0000"|""|""|"2926201.0000"|"3267417.0000"|"0.0000"|""|"24780.0000"
"04-6050619"|"ANDOVER HOME FOR AGED PEOPLE"|"646420"|"199945.0000"|"1262498.0000"|""|""|""|""|""|"614.0000"|"1521458.0000"|"1704160.0000"|"0.0000"|"3242.0000"|"237528.0000"
"01-6017314"|"SYLVIA E ROSS TRUST"|"647220"|"311607.0000"|"5854738.0000"|""|""|""|"437567.0000"|""|""|"6255702.0000"|"6798478.0000"|""|""|"194566.0000"
"02-0471515"|"LYMAN FUND INC"|"647222"|"138078.0000"|"460943.0000"|"49991.0000"|""|""|"35000.0000"|""|""|"708974.0000"|"798920.0000"|"0.0000"|""|"114908.0000"
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"647224"|""|"1350600.0000"|"308370.0000"|""|""|"290293.0000"|"3214.0000"|""|"1659267.0000"|"2161084.0000"|"0.0000"|""|"208357.0000"
"03-6009912"|"General Educational Fund, Inc."|"647225"|""|"28902670.0000"|""|""|""|""|""|""|"26771745.0000"|"29676835.0000"|""|"12644.0000"|"761521.0000"
"04-1611615"|"MEMORIAL FOUNDATION FOR THE BLIND INC"|"647227"|""|"2829294.0000"|"714407.0000"|""|""|""|""|"8485.0000"|"3717502.0000"|"3717502.0000"|"14367.0000"|"1759.0000"|"163557.0000"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"647231"|""|""|""|""|""|"5298660.0000"|""|""|"10744258.0000"|"10067935.0000"|"0.0000"|"-1.0000"|"4769276.0000"
"04-6024320"|"TTEE U/W OF L. GILBERT FBO LANE HOSP"|"647232"|""|"5110554.0000"|""|""|""|""|""|""|"6025578.0000"|"5229803.0000"|""|""|"119249.0000"
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"647233"|""|"1148052.0000"|""|""|""|""|""|""|"763285.0000"|"1190818.0000"|"0.0000"|"8828.0000"|"33938.0000"
"04-6609917"|"THE KELSEY TRUST"|"647235"|""|""|""|""|""|"4349299.0000"|""|""|"4278117.0000"|"4349299.0000"|"27554.0000"|""|"0.0000"
"01-0546133"|"NARRAGANSETT NUMBER ONE FOUNDATION"|"649018"|"902573.0000"|"4897985.0000"|"299199.0000"|""|""|""|""|""|"5027032.0000"|"6143780.0000"|"0.0000"|""|"44023.0000"
"01-6072828"|"TM GOODALL, MW GOODALL & RG PITSTICK TRUST F/B/O HD GOODALL HOSPITAL"|"649020"|""|"1542811.0000"|""|""|""|""|""|""|"1491630.0000"|"1553892.0000"|""|""|"11081.0000"
"03-6003333"|"FRANCES HICKS MEMORIAL FUND"|"649021"|"141587.0000"|"371587.0000"|""|""|""|""|""|""|"379723.0000"|"523014.0000"|"0.0000"|"9840.0000"|""
"04-6061028"|"THE UW HELEN F KIMBALL-THE MOSES KIMBALL FUND FOR PROMOTION OF GOOD CITIZENSHIP"|"649023"|""|"3327670.0000"|"90293.0000"|""|""|""|""|""|"2425077.0000"|"3451789.0000"|"0.0000"|"826.0000"|"33000.0000"
"04-6112830"|"FRANK H BEEBE FUND FOR MUSICIANS"|"649025"|""|"1371602.0000"|""|""|""|"0.0000"|""|""|"1131947.0000"|"1391555.0000"|"0.0000"|""|"19953.0000"
"03-0179429"|"THOMPSON TRUST"|"649561"|"971331.0000"|"10154069.0000"|"856861.0000"|""|""|""|""|""|"7696055.0000"|"13060382.0000"|"0.0000"|""|"1078121.0000"
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"649563"|""|"2057850.0000"|""|""|""|""|""|""|"1760675.0000"|"2083870.0000"|""|""|"26020.0000"
"04-6185933"|"BAILEY FREDERICK A TR U/WILL"|"649564"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1428742.0000"|"0.0000"|"0.0000"|"1541593.0000"|"1465704.0000"|"0.0000"|""|"36962.0000"
"04-3226725"|"KARP FAMILY FOUNDATION, STEPHEN R. AND JILL E. KARP, TRUSTEES"|"650862"|""|"1640381.0000"|""|""|""|"5806925.0000"|""|""|"6291823.0000"|"7528751.0000"|"0.0000"|""|"81445.0000"
"02-6051741"|"HENRY C LORD SCHOLARSHIP FD 3035010332"|"651712"|""|""|""|""|""|"11144418.0000"|""|""|"9727459.0000"|"11236389.0000"|""|""|"91971.0000"
"04-2593846"|"CENTER FOR NUTRITIONAL RESEARCH CHARITABLE TRUST"|"651713"|""|""|""|""|""|"9338699.0000"|""|"0.0000"|"9412410.0000"|"9412410.0000"|"729990.0000"|"73711.0000"|""
"04-2683042"|"PerkinElmer Foundation"|"651714"|"1691263.0000"|"5192378.0000"|"67769.0000"|""|""|""|""|""|"7433116.0000"|"7433116.0000"|""|"64607.0000"|"417099.0000"
"04-3064835"|"THE VIYU FOUNDATION"|"651715"|""|"1149008.0000"|"209660.0000"|""|""|""|""|""|"1318940.0000"|"1416671.0000"|"0.0000"|"4166.0000"|"53837.0000"
"04-3321452"|"THE RICHARD ERIC ROSENBERG FOUNDATION, INC."|"651716"|""|"198474.0000"|""|""|""|""|""|"25404.0000"|"133095.0000"|"243413.0000"|"0.0000"|"19535.0000"|""
"04-3371941"|"Messler Family Foundation"|"651717"|"0.0000"|"1917407.0000"|"476602.0000"|""|""|""|""|""|"1955280.0000"|"2556649.0000"|"0.0000"|""|"162640.0000"
"04-3424945"|"THE BIBER FOUNDATION"|"651718"|"855314.0000"|"2872047.0000"|""|""|""|"613321.0000"|""|""|"3825225.0000"|"4498590.0000"|"0.0000"|""|"157908.0000"
"04-6384141"|"HELENA W HUNT TRUST UA ARTICLE 11"|"651721"|""|"365085.0000"|""|""|""|"0.0000"|""|""|"310172.0000"|"372722.0000"|"0.0000"|""|"7637.0000"
"04-6549241"|"GOLDHAMMER FAMILY FOUNDATION"|"651722"|""|"382073.0000"|"262351.0000"|""|""|""|""|""|"2690599.0000"|"2797927.0000"|"0.0000"|""|"2153503.0000"
"01-6006945"|"MARION G MARLAND TR U/A FBO HENRIETTA D GOODALL HOSPITAL, INC"|"652083"|""|"3684739.0000"|""|""|""|""|""|""|"3651048.0000"|"3782646.0000"|""|""|"97907.0000"
"04-2133244"|"THE FREDERICK E WEBER CHARITIES CORP"|"652085"|""|"1255909.0000"|"1264192.0000"|""|""|"3459614.0000"|""|""|"5467198.0000"|"6262892.0000"|"6500.0000"|"13486.0000"|"266617.0000"
"04-6008242"|"J F & W S SCHOELLKOPF FDN BANK OF AMERICA"|"652086"|""|"18588350.0000"|""|""|""|""|""|""|"19087241.0000"|"19218084.0000"|""|""|"629734.0000"
"04-6057931"|"TRUST U/W HENRY FARNAM LINDA S. DALBY ET AL TRUSTEES"|"652088"|"30914.0000"|"243158.0000"|""|""|""|"9991.0000"|""|""|"232670.0000"|"372315.0000"|"0.0000"|"272.0000"|"87980.0000"
"03-0469046"|"WAGNER AGAPE FOUNDATION"|"652300"|""|"1047425.0000"|""|""|""|"879280.0000"|""|""|"1799851.0000"|"1992031.0000"|"0.0000"|"900.0000"|"64426.0000"
"04-2133252"|"Hopedale Community House Inc"|"652301"|""|""|""|""|""|"7651000.0000"|"163621.0000"|""|"7973326.0000"|"7973326.0000"|"14858.0000"|"300.0000"|"158405.0000"
"04-3391146"|"EDWARD & ANTOINETTE BANA HURST FLEET NATN'L BANK"|"652302"|""|"1375941.0000"|""|""|""|""|""|""|"1560286.0000"|"1391956.0000"|""|""|"16015.0000"
"04-6223350"|"GEORGE & BEATRICE SHERMAN FAMILY CHARITABLE TRUST"|"652303"|"51687.0000"|"1133529.0000"|"349497.0000"|""|""|""|""|""|"1272347.0000"|"1642917.0000"|"0.0000"|"204.0000"|"108000.0000"
"04-6508843"|"TTEE U/W OF AMANDA BESSE"|"652304"|""|"1351872.0000"|""|""|""|""|""|""|"1254051.0000"|"1363314.0000"|""|""|"11442.0000"
"02-0222149"|"TAYLOR COMMUNITY"|"652820"|"776987.0000"|"2770047.0000"|"677400.0000"|""|""|"6394835.0000"|"41574249.0000"|"9075656.0000"|"62858558.0000"|"62858558.0000"|"52397156.0000"|""|"856149.0000"
"02-6134751"|"MARY DALY MACFARLAND FOUNDATION"|"652822"|""|"1388860.0000"|"189229.0000"|""|""|""|""|""|"1583432.0000"|"1887179.0000"|"4250.0000"|""|"296603.0000"
"04-2761754"|"THE WHITE FUND, INC."|"652825"|""|"677178.0000"|"415448.0000"|""|""|""|""|""|"1056024.0000"|"1185404.0000"|"0.0000"|""|"92778.0000"
"04-6026051"|"CAROLINE FABENS-APPTD FD U/W"|"652827"|""|"3668842.0000"|""|""|""|""|""|""|"4114047.0000"|"3809989.0000"|""|""|"141147.0000"
"04-6093554"|"LEIGHTON EDWARD K TR U/WILL"|"652828"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"3916242.0000"|"0.0000"|"0.0000"|"3626996.0000"|"3989923.0000"|"0.0000"|""|"73681.0000"
"04-6418554"|"BETSEY W. TABER TU/U/W+"|"652829"|""|"477357.0000"|""|""|""|""|""|""|"506307.0000"|"481783.0000"|""|""|"4426.0000"
"04-6869254"|"ESTHER B. KAHN CHARITABLE FOUNDATION"|"652830"|""|"3976112.0000"|"479275.0000"|""|""|""|""|""|"3628303.0000"|"4629777.0000"|"0.0000"|""|"174390.0000"
"01-0441158"|"HAWKES SCHOLARSHIP FUND 10 - 101160367540"|"653586"|""|""|""|""|""|"1179226.0000"|""|""|"1002999.0000"|"1194047.0000"|""|""|"14821.0000"
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"653588"|""|"249178.0000"|"55608.0000"|""|""|"28742.0000"|""|""|"315150.0000"|"359555.0000"|"315150.0000"|"26027.0000"|""
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"653589"|""|"232320.0000"|"55607.0000"|""|""|"39792.0000"|""|""|"320311.0000"|"361788.0000"|"320311.0000"|"34069.0000"|""
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"653590"|""|"609213.0000"|""|""|""|"4764113.0000"|""|""|"4984695.0000"|"5373326.0000"|"2611.0000"|""|""
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"653591"|""|"6210701.0000"|"1065253.0000"|""|""|"3163600.0000"|""|""|"9410332.0000"|"10879155.0000"|""|""|"439601.0000"
"04-2105771"|"THE LOWELL INSTITUTE"|"653592"|"512460.0000"|"30102370.0000"|"6664849.0000"|""|""|""|""|""|"39067422.0000"|"39067422.0000"|"0.0000"|""|"1787743.0000"
"04-2700063"|"TAPPER CHARITABLE FOUNDATION"|"653593"|"0.0000"|"20901.0000"|"1385687.0000"|""|""|"1650620.0000"|""|""|"3403267.0000"|"3493550.0000"|"0.0000"|"15597.0000"|"420745.0000"
"04-2961763"|"EAST LONGMEADOW ROTARY MEMORIAL SCHOLARSHIP"|"653594"|""|""|""|""|""|"285593.0000"|""|"350.0000"|"286467.0000"|"286467.0000"|"0.0000"|""|"524.0000"
"04-3425071"|"THE ALCES FOUNDATION 7562-7552012606"|"653595"|"53250.0000"|"1463527.0000"|"127468.0000"|""|""|"0.0000"|""|""|"1223435.0000"|"1672439.0000"|"0.0000"|""|"28194.0000"
"04-6718867"|"KAHN CHARITABLE FOUNDATION"|"653597"|"1756479.0000"|""|"2738673.0000"|""|""|"10014817.0000"|""|""|"12147907.0000"|"14698340.0000"|"0.0000"|"188371.0000"|""
"01-0499178"|"Brook Family Foundation"|"655097"|"389032.0000"|"458146.0000"|""|""|""|"106466.0000"|""|""|"1775518.0000"|"1858225.0000"|"13.0000"|""|"904581.0000"
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"655098"|"383919.0000"|"1406707.0000"|"214600.0000"|""|""|"3402264.0000"|""|""|"4594075.0000"|"5480889.0000"|""|"73399.0000"|""
"03-6089090"|"BONBRIGHT FAMILY FOUNDATION"|"655100"|""|"820639.0000"|"162322.0000"|""|""|""|""|""|"1099027.0000"|"1032304.0000"|""|""|"49343.0000"
"03-6103976"|"JEFFREY COOK CHARITABLE TRUST"|"655101"|"460536.0000"|"2073302.0000"|"139562.0000"|""|""|"10311.0000"|""|""|"2523407.0000"|"2848756.0000"|"0.0000"|"245.0000"|"164800.0000"
"04-2104284"|"HARVARD MUSICAL ASSOCIATION"|"655102"|""|"2712651.0000"|"1187313.0000"|""|""|""|"3365500.0000"|"215453.0000"|"4220048.0000"|"7539548.0000"|"2010.0000"|"58631.0000"|""
"04-2944490"|"Mark Miminos Charitable Trust & Foundation"|"655103"|""|""|""|""|""|""|""|""|"496055.0000"|"496055.0000"|""|"496055.0000"|""
"04-3021374"|"THE SAMUEL HUNTINGTON FUND, INC"|"655105"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"140335.0000"|"0.0000"|"0.0000"|"147519.0000"|"157000.0000"|"15035.0000"|"16665.0000"|""
"04-3030385"|"RUFFINI CHARITABLE FOUNDATION"|"655106"|"373995.0000"|"1142306.0000"|"494723.0000"|""|""|""|""|""|"1764804.0000"|"2019242.0000"|""|""|"8218.0000"
"04-3140238"|"The Stephen J. Hendrickson Foundaiton, Inc"|"655108"|""|"11159405.0000"|""|""|""|""|""|""|"10278736.0000"|"11199637.0000"|"0.0000"|""|"40232.0000"
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"655110"|""|"3965798.0000"|"173490.0000"|""|""|""|""|""|"3666101.0000"|"4330186.0000"|"0.0000"|""|"190898.0000"
"04-6008364"|"ALMIRA N SIMONS TRUST"|"655111"|""|"820645.0000"|""|""|""|""|""|""|"866719.0000"|"823861.0000"|""|""|"3216.0000"
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"655112"|"1577663.0000"|"14184657.0000"|"749352.0000"|""|""|"1389104.0000"|""|""|"13348710.0000"|"19404301.0000"|"0.0000"|""|"1503525.0000"
"04-6039669"|"Albert O. Wilson Foundation, Inc"|"655113"|"14718.0000"|"1172737.0000"|"219781.0000"|""|""|""|""|""|"1754308.0000"|"1447270.0000"|"0.0000"|""|"40004.0000"
"04-6056778"|"North Attleboro Scholarship Foundation"|"655114"|"1661225.0000"|""|""|""|""|"460894.0000"|""|"8053.0000"|"2114846.0000"|"2224498.0000"|"65470.0000"|"6139.0000"|"88187.0000"
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"655115"|"264680.0000"|"1540175.0000"|"52586.0000"|""|""|""|""|""|"1262455.0000"|"1980202.0000"|"0.0000"|"500.0000"|"122261.0000"
"04-6089261"|"BEATRICE D PIERCE TRUST FLEET NATIONAL BANK"|"655116"|""|"506090.0000"|""|""|""|""|""|""|"536436.0000"|"510363.0000"|""|""|"4273.0000"
"04-6314384"|"SIDNEY HMARY L GRAY FAMILY SCHOLARSHIP FUND"|"655117"|""|""|""|""|""|"457110.0000"|""|""|"416916.0000"|"468828.0000"|"0.0000"|""|"11718.0000"
"04-6462394"|"ELLEN ABBOTT GILMAN TRUST UW"|"655119"|""|"1157673.0000"|""|""|""|"262276.0000"|""|""|"868999.0000"|"1459632.0000"|"0.0000"|""|"39683.0000"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"655120"|""|"2174684.0000"|"1962672.0000"|""|""|"7688305.0000"|"247.0000"|""|"10888332.0000"|"12936404.0000"|"0.0000"|""|"1110496.0000"
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"655121"|""|"923621.0000"|""|""|""|""|""|""|"750199.0000"|"924426.0000"|""|""|"805.0000"
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"655122"|""|"1224805.0000"|""|""|""|""|""|""|"1102511.0000"|"1289891.0000"|""|""|"65086.0000"
"04-6820993"|"M HOLT MASSEY CHARITABLE TRUST 15011602"|"655123"|""|"1391584.0000"|"40913.0000"|""|""|""|""|""|"1216240.0000"|"1664880.0000"|"0.0000"|"383.0000"|"232000.0000"
"02-0733877"|"CARITA FOUNDATION-IMA"|"655697"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"4075751.0000"|"0.0000"|"0.0000"|"3400261.0000"|"4114639.0000"|"0.0000"|""|"38888.0000"
"02-2229190"|"CHASE HOME FOR CHILDREN"|"656399"|"1028671.0000"|"2303789.0000"|"2938550.0000"|""|""|"265343.0000"|"1400000.0000"|""|"7088375.0000"|"8045194.0000"|"55760.0000"|""|"48673.0000"
"04-6004390"|"Wheelwright Scientific School"|"656401"|""|"2385743.0000"|"875690.0000"|""|""|""|""|""|"2778272.0000"|"3468632.0000"|""|""|"207199.0000"
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|"656403"|""|"1623277.0000"|""|""|""|""|""|""|"1680371.0000"|"1644196.0000"|""|""|"20919.0000"
"04-6487087"|"HARVEY H & CATHERINE MOSES EDUCATION FUND"|"656404"|""|"266461.0000"|""|""|""|""|""|""|"280820.0000"|"276748.0000"|""|""|"10287.0000"
"04-6557590"|"WARREN CROSS FOUNDATION"|"656406"|""|""|""|""|""|""|""|""|"81401.0000"|"81401.0000"|"0.0000"|""|"81401.0000"
"01-6044693"|"JOHN S & HELEN E CARVER FUND"|"657032"|""|"1682347.0000"|""|""|""|""|""|""|"1669359.0000"|"1710235.0000"|""|""|"27888.0000"
"04-6012091"|"EARLE P. CHARLTON TRUST"|"657033"|""|"2101502.0000"|""|""|""|""|""|""|"2322017.0000"|"2123084.0000"|""|"-17693.0000"|"39275.0000"
"02-6006797"|"NUTE CHARITABLE ASSOCIATION"|"657956"|"68923.0000"|"593186.0000"|"64636.0000"|""|""|""|""|""|"567853.0000"|"755112.0000"|"0.0000"|""|"28367.0000"
"02-6127798"|"LAFFERTY FAMILY CHARITABLE FOUNDATION"|"657958"|"157622.0000"|"2565181.0000"|"282431.0000"|""|""|"186582.0000"|""|""|"2594667.0000"|"3280200.0000"|"0.0000"|""|"88384.0000"
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"657960"|"154522.0000"|"5188797.0000"|"412769.0000"|""|""|""|""|""|"6676338.0000"|"6183366.0000"|""|""|"427278.0000"
"01-0559509"|"PETRELLO FAMILY FOUNDATION"|"685670"|""|"4908421.0000"|""|""|""|""|""|""|"3069553.0000"|"4909536.0000"|"2005927.0000"|"1115.0000"|""
"01-0912891"|"BROWN ADVISORY CHARITABLE"|"685679"|""|""|""|""|""|"142130.0000"|""|""|""|"7619.0000"|""|"7619.0000"|""
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"685680"|""|""|""|""|""|"558439.0000"|""|""|"599570.0000"|"558439.0000"|""|""|""
"02-0406826"|"TAMPOSI FOUNDATION"|"685701"|""|""|""|""|""|"480644.0000"|""|""|"381415.0000"|"482471.0000"|"0.0000"|"1827.0000"|""
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"685717"|"1732181.0000"|"12854928.0000"|"394559.0000"|"9835000.0000"|""|"7155149.0000"|"0.0000"|"619199.0000"|"41091960.0000"|"34320402.0000"|"0.0000"|"-537.0000"|"1729923.0000"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"685725"|"0.0000"|"8700657.0000"|"2031205.0000"|""|""|"262274.0000"|""|""|"9397503.0000"|"11848360.0000"|"0.0000"|""|"854224.0000"
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"685749"|""|""|""|""|""|"929182.0000"|""|""|"887764.0000"|"951226.0000"|""|"6368.0000"|"15676.0000"
"04-2127029"|"MARIETTA W DYER TRUST UW"|"685754"|"482009.0000"|"971836.0000"|"285700.0000"|""|""|"0.0000"|"971800.0000"|"72600.0000"|"2059509.0000"|"2818201.0000"|"0.0000"|""|"34256.0000"
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|"685757"|""|"1142893.0000"|"232484.0000"|""|""|""|""|""|"401347.0000"|"1398153.0000"|"0.0000"|"597.0000"|"22179.0000"
"04-2655735"|"THE CRICKET FOUNDATION A JOSHUA SHERMAN TRUSTEE"|"685787"|"726362.0000"|"1925801.0000"|""|""|""|""|""|""|"2354164.0000"|"2663569.0000"|"0.0000"|"11406.0000"|""
"04-3092412"|"HARVEY C. KRENTZMAN CHARITABLE FOUNDATION TRUST"|"685816"|""|"165808.0000"|"26048.0000"|""|""|"155530.0000"|""|""|"274290.0000"|"360651.0000"|"0.0000"|"72.0000"|"13193.0000"
"04-3368515"|"SEAMENS LONG POINT CHARITABLE FOUNDATION, INC."|"685835"|"460426.0000"|""|""|""|""|""|""|""|"550035.0000"|"550035.0000"|"0.0000"|"43342.0000"|"46267.0000"
"04-3559359"|"FOUNDATION M"|"685846"|""|""|""|""|""|"8128382.0000"|""|""|"8990391.0000"|"9024582.0000"|"0.0000"|"19631.0000"|"876569.0000"
"04-6091916"|"KELLY ROBERT H TR U/IND"|"685858"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"2365898.0000"|"0.0000"|"0.0000"|"2377223.0000"|"2421042.0000"|"0.0000"|""|"55144.0000"
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"685859"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1947704.0000"|"0.0000"|"0.0000"|"1764133.0000"|"1956417.0000"|"0.0000"|""|"8713.0000"
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"685861"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1503544.0000"|"0.0000"|"0.0000"|"1410391.0000"|"1512322.0000"|"0.0000"|""|"8778.0000"
"04-6746970"|"DUNIRY FOUNDATION"|"685863"|""|"4818577.0000"|"259595.0000"|""|""|""|""|""|"7064350.0000"|"6973283.0000"|"0.0000"|""|"1895111.0000"
"04-6753154"|"WILLIAM VANDERHOUT TRUST 42C129014"|"685864"|"115665.0000"|"282557.0000"|"826492.0000"|""|""|""|""|""|"1101279.0000"|"1302609.0000"|""|""|"77895.0000"
"04-6855617"|"VIRGINIA COOK FOUNDATION 42C161017"|"685865"|"307547.0000"|"303109.0000"|"639422.0000"|""|""|""|""|""|"1287508.0000"|"1322941.0000"|""|""|"72863.0000"
"04-6898402"|"Philippe Citron Charitable Foundation Trust"|"685866"|""|"55039.0000"|""|""|""|""|""|""|"188392.0000"|"181693.0000"|"0.0000"|""|"126654.0000"
