"C_EIN"|"C_Org_Name"|"QUAL_DIST_XIII"|"EXCESS_DIST_CORPUS_XIII"|"EXCESS_DIST_CUR_YR_XIII"|"EXCESS_DIST_NEXT_YR_XIII"|"XML_DOCUMENT_ID"
"04-6018695"|"MARY L PERKINS TRUST U/W"|"137826.0000"|""|""|""|"1267443"
"04-6019038"|"JAMES P GRAY"|""|""|""|"196478.0000"|"1267444"
"04-6019078"|"BELLE T SMITH"|""|""|""|"149263.0000"|"1267445"
"04-6019079"|"GEORGE WALTER VINCENT SMITH"|""|""|""|"90154.0000"|"1267446"
"04-6019085"|"ETHAN TAYLOR - BENEVOLENT FUND"|""|""|""|"19460.0000"|"1267447"
"04-6019088"|"WILLIAM B WALKER"|"85464.0000"|""|""|""|"1267448"
"04-6019105"|"FREDERICK H GILLETT TUW-YMCA"|""|""|""|"534729.0000"|"1267449"
"04-6019184"|"GRACE NOYES B/O 7 CHARITIES"|"77341.0000"|""|""|""|"1267450"
"04-6019296"|"FOX FOR STATE OF NH"|"7728.0000"|""|""|""|"1267452"
"04-6019483"|"DOROTHY WHITNEY CHARITABLE TRUST"|"15139.0000"|""|""|""|"1267454"
"04-6019531"|"JOHN DEFERRARI FOUNDATION"|"69444.0000"|""|""|""|"1267455"
"04-6019896"|"JH2550"|"283388.0000"|""|""|"2782878.0000"|"1267457"
"04-6019938"|"BOOTH FOUNDATION THE JH0395"|""|""|""|"32173.0000"|"1267458"
"04-6020152"|"MCCARTHY FAMILY FOUNDATION"|"81845.0000"|""|""|""|"1267459"
"04-6020367"|"HENRY WALKER FOR OTHERS"|""|""|""|"22013.0000"|"1267460"
"04-6020498"|"TUCO GEORGE R WRIGHT T/U/W"|""|""|""|"170248.0000"|"1267461"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"16801.0000"|""|""|""|"1267462"
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|"41460.0000"|""|""|""|"1267463"
"04-6021060"|"EMILY F GILL TUA-CHAS ABBEY SCH"|"11634.0000"|""|""|""|"1267465"
"04-6021061"|"J EMMA GRAY TUA"|""|""|""|"396416.0000"|"1267466"
"04-6021172"|"NELSON & GERTRUDE HIBBARD IRR UA"|"60004.0000"|""|""|""|"1267467"
"04-6023194"|"NELSON M BAKER T/U/W"|"5471.0000"|""|""|""|"1267468"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"128154.0000"|""|""|""|"1267469"
"04-6023246"|"TR U/A GEORGE A DIX"|"17581.0000"|""|""|""|"1267470"
"04-6024257"|"EDWARD AUSTIN T/U/W"|"15991.0000"|""|""|""|"1267471"
"04-6024358"|"JOSEPH H STONE TR U/W TRINITARIAN CHURCH 1266881"|"12045.0000"|""|""|""|"1267472"
"04-6024367"|"CO-TTEE U/W OF JAMES W DUNPHY"|"666797.0000"|""|""|""|"1267473"
"04-6024405"|"WILHELMINA W JACKSON T/U/W"|"107922.0000"|""|""|""|"1267474"
"04-6024467"|"TTEE U/W OF CHARLES F BACON"|"214585.0000"|""|""|""|"1267475"
"04-6024599"|"TTEE U/I OF ELLEN A STONE"|"15245.0000"|""|""|""|"1267476"
"04-6024752"|"CLINTON G MILLS T/U/I"|"25424.0000"|""|""|""|"1267478"
"04-6024948"|"TR U/I OF CHARLES E KISTLER"|"49825.0000"|""|""|""|"1267479"
"04-6024992"|"TTTE U/W OF ALICE SHATTUCK"|"13792.0000"|""|""|""|"1267480"
"04-6025012"|"TTEE U/I BY DANIEL O WOLFF"|"57266.0000"|""|""|""|"1267481"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"203333.0000"|""|""|""|"1267482"
"04-6025499"|"MARY ALICE FITCH T/U/W"|""|""|""|"137563.0000"|"1267483"
"04-6025549"|"CO-TTEE U/W OF EDWIN PHILLIPS"|"439049.0000"|""|""|""|"1267484"
"04-6026094"|"GEORGINA B WEST U/W"|"301852.0000"|""|""|""|"1267485"
"04-6026858"|"CHARLES A. DEAN TRUST DTD 3/12/1913"|""|""|""|"437778.0000"|"1267486"
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|"0.0000"|"15734.0000"|"15734.0000"|"54027.0000"|"1267487"
"04-6027388"|"GUSTAVE HARTMAN T/U/W"|"152011.0000"|""|""|""|"1267488"
"04-6028058"|"AMERICAN OPTICAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"140048.0000"|"1267489"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|""|""|""|"76474.0000"|"1267490"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"312661.0000"|""|""|""|"1267491"
"04-6028852"|"MARGARETTE G CROSSMAN T/U/W"|"206527.0000"|""|""|""|"1267492"
"04-6031995"|"HENRY B. MARTIN FUND. INC."|"0.0000"|"0.0000"|"0.0000"|"144159.0000"|"1267493"
"04-6033742"|"JENNIE W SMITH UA"|"20495.0000"|""|""|""|"1267494"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"0.0000"|"9749.0000"|"9749.0000"|"4358.0000"|"1267495"
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"0.0000"|"0.0000"|"0.0000"|"137360.0000"|"1267496"
"04-6035855"|"WILLIAM SKINNER HOLYOKE HOSP"|"67853.0000"|""|""|""|"1267497"
"04-6036659"|"JOSEPH L. SWEENEY CHARITABLE FOUNDATION"|"391.0000"|"0.0000"|"0.0000"|"0.0000"|"1267498"
"04-6036697"|"STEARNS CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"42361.0000"|"1267499"
"04-6036706"|"JOHN W BOYNTON FUND"|""|"3236.0000"|"3236.0000"|"17349.0000"|"1267500"
"04-6036990"|"PAINE CHARITABLE TRUST U/A"|"129216.0000"|""|""|""|"1267501"
"04-6038039"|"GEORGE WELLS FOUNDATION"|"187086.0000"|""|""|""|"1267503"
"04-6038185"|"MASSACHUSETTS LIBRARY AID ASSOCIATION"|"45.0000"|"0.0000"|"0.0000"|"0.0000"|"1267504"
"04-6038871"|"IM WESTFIELD ACADEMY"|"69060.0000"|""|""|""|"1267505"
"04-6039187"|"EDWIN GINN TR-ART XV"|"454307.0000"|""|""|""|"1267506"
"04-6043554"|"PHINEAS W. SPRAGUE MEMORIAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"65417.0000"|"1267507"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"0.0000"|"2779.0000"|"2779.0000"|"43097.0000"|"1267508"
"04-6044077"|"Shelburne Falls Community House, Inc."|""|""|""|"109910.0000"|"1267509"
"04-6044945"|"HUNTER FAMILY CHARITABLE TRUST"|"17386.0000"|"0.0000"|"0.0000"|"0.0000"|"1267510"
"04-6044998"|"HERBERT FALES EDUCATIONAL TRUST"|"32775.0000"|""|""|""|"1267511"
"04-6046282"|"L & F TIFFT B/0 BSHS TR UA"|"78590.0000"|""|""|""|"1267512"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|""|""|""|"427437.0000"|"1267513"
"04-6052150"|"SWIFT CHARITY, INC."|"0.0000"|"0.0000"|"0.0000"|"84519.0000"|"1267514"
"04-6053996"|"HAVEN TRUST"|""|""|""|"470839.0000"|"1267515"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|""|""|""|""|"1267516"
"04-6057388"|"THE CRANE & CO. FUND"|""|""|""|"2322700.0000"|"1267517"
"04-6057747"|"JOSEPH PERSKY FOUNDATION"|"0.0000"|"80007.0000"|"80007.0000"|"226377.0000"|"1267518"
"04-6060965"|"THE HOWARD JOHNSON FOUNDATION"|"126240.0000"|""|""|""|"1267519"
"04-6062249"|"ROTCH TRAVELING SCHOLARSHIP, INC."|""|""|""|""|"1267520"
"04-6064025"|"THE ROSS WEBB FUND"|"61721.0000"|""|""|""|"1267521"
"04-6064648"|"BROOKLINE TUBERCULOSIS & HEALTH SOCIETY"|""|""|""|"14106.0000"|"1267522"
"04-6067737"|"ABRAHAM KAPLAN CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"10515.0000"|"1267523"
"04-6067779"|"ANSIN FOUNDATION"|"242448.0000"|"0.0000"|"0.0000"|"0.0000"|"1267524"
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"112959.0000"|""|""|""|"1267525"
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|""|""|""|"60126.0000"|"1267526"
"04-6095694"|"PIERCE KATHARINE C UW"|""|""|""|"113562.0000"|"1267527"
"04-6096044"|"CHARLOTTE M ROBBINS TRUST U/W"|"17807.0000"|""|""|""|"1267528"
"04-6096792"|"ARLINE P PADELFORD SCHOLARSHIP FUND"|""|"2054.0000"|""|"5653.0000"|"1267529"
"04-6097555"|"BOYTON MARION F 1935 TRUST T06766"|"99291.0000"|""|""|""|"1267530"
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON.ET AL TRUSTEES"|"13226.0000"|"0.0000"|"0.0000"|"0.0000"|"1267531"
"04-6112252"|"ERNEST J DEXTER TUW"|"70197.0000"|""|""|""|"1267533"
"04-6115599"|"URANN FOUNDATION"|"24925.0000"|""|""|"1525378.0000"|"1267536"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"25597.0000"|""|""|""|"1267537"
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|""|"2300.0000"|"2300.0000"|"8658.0000"|"1267538"
"04-6118945"|"H GRAFTON JR B/0 MEM FD U/M"|""|""|""|"9776.0000"|"1267539"
"04-6118955"|"THE COVE CHARITABLE TRUST"|""|"36994.0000"|"36994.0000"|""|"1267540"
"04-6121497"|"STODDART, TRUSTEE"|"21217.0000"|""|""|""|"1267542"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|""|""|""|"4093628.0000"|"1267543"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"5564.0000"|""|""|""|"1267544"
"04-6133986"|"THE MARION W RICH FUND"|"10489.0000"|""|""|""|"1267545"
"04-6135098"|"S ALICE KNAPP TRUST"|"22151.0000"|""|""|""|"1267546"
"04-6135552"|"CHURCH BRADFORD & DOROTHY MEMORIAL FUND"|""|"45577.0000"|"45577.0000"|"46860.0000"|"1267547"
"04-6139356"|"JESSIE GORDON SHERMAN TR. U/W"|""|""|""|"61149.0000"|"1267548"
"04-6139771"|"HOWARD WEAVER B/O BEXLEY HALL"|"84829.0000"|""|""|""|"1267549"
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|"53992.0000"|""|""|""|"1267550"
"04-6144732"|"ANNA B. STEARNS CHARITABLE FOUNDATION, INC."|""|"67764.0000"|"67764.0000"|""|"1267551"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"0.0000"|"935.0000"|"935.0000"|"8349.0000"|"1267552"
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|"281401.0000"|""|""|""|"1267553"
"04-6164232"|"CO-TR U/W A V REOPELL"|"255033.0000"|""|""|""|"1267554"
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"38520.0000"|"0.0000"|"0.0000"|"0.0000"|"1267555"
"04-6176476"|"CHISHOLM W FBO CHRIST CHURCH ETAL-TR"|"49002.0000"|""|""|""|"1267556"
"04-6178371"|"WAPACK FOUNDATION THE JH2325"|""|""|""|"447366.0000"|"1267557"
"04-6183548"|"LECLERC CHARITY FUND"|"266069.0000"|""|""|""|"1267558"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"24899.0000"|"0.0000"|"0.0000"|"0.0000"|"1267559"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"0.0000"|"0.0000"|"0.0000"|"32029.0000"|"1267560"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|""|"2173.0000"|"2173.0000"|"38479.0000"|"1267561"
"04-6225360"|"OGDEN CODMAN TR U/W/ DOROTHY SFM CODMAN"|"181619.0000"|"0.0000"|"0.0000"|"0.0000"|"1267563"
"04-6232529"|"MAY B SADOWSKI"|""|""|""|"128073.0000"|"1267564"
"04-6233953"|"DEMOSTHENIS RAPTELIS FOUNDATION"|"146885.0000"|""|""|""|"1267565"
"04-6236055"|"WILLIAM B KIRKHAM"|""|""|""|"122277.0000"|"1267566"
"04-6239046"|"FLORENCE ROBERTSON TRUST UW"|"282221.0000"|""|""|""|"1267567"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"60160.0000"|"0.0000"|"0.0000"|"0.0000"|"1267568"
"04-6245939"|"AYLING CHARLES L TR U/WILL"|""|""|""|"35144.0000"|"1267569"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"26267.0000"|""|""|""|"1267570"
"04-6257543"|"TRUST U/W EDWIN S. FARMER"|"17359.0000"|"0.0000"|"0.0000"|"0.0000"|"1267571"
"04-6269751"|"H AND F NOYES MEMORIAL FUND"|"137203.0000"|""|""|""|"1267572"
"04-6282546"|"JOHN S & SARAH C ELLIOTT CHAR"|"129952.0000"|""|""|""|"1267573"
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"10125.0000"|""|""|""|"1267574"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"9125.0000"|""|""|""|"1267575"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|""|""|""|"262743.0000"|"1267576"
"04-6317598"|"FOX FLORA TR U/WILL"|"928.0000"|""|""|"36021.0000"|"1267577"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"194590.0000"|""|""|""|"1267578"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"288933.0000"|""|""|""|"1267579"
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"26981.0000"|"0.0000"|"0.0000"|"0.0000"|"1267580"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"14464.0000"|""|""|""|"1267582"
"04-6393242"|"WILLIAM O MOSELEY T/U/I"|"44295.0000"|""|""|""|"1267583"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"100854.0000"|""|""|""|"1267585"
"04-6437271"|"NATHANIEL WHEELER T/U/A"|"58718.0000"|""|""|""|"1267586"
"04-6440962"|"ARTHUR SHELDON FAMILY TRUST"|"88396.0000"|""|""|""|"1267587"
"04-6446179"|"BROOKS GRACE E TRUST"|"89989.0000"|""|""|""|"1267588"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"9654.0000"|""|""|""|"1267589"
"04-6479105"|"PAGE MILDRED & CHARLES TRUST"|"11690.0000"|""|""|""|"1267590"
"04-6485766"|"ONE WORLD FUND"|"0.0000"|"0.0000"|"0.0000"|"213104.0000"|"1267591"
"04-6512448"|"E BROOKS TR FBO ANIMAL RESCUE"|"27936.0000"|""|""|""|"1267593"
"04-6512450"|"E BROOKS TR - ANGELL MEM HOSP"|"28907.0000"|""|""|""|"1267594"
"04-6512451"|"E BROOKS FBO MASS CYSTIC FIBROS"|"21556.0000"|""|""|""|"1267595"
"04-6533896"|"ELIZABETH WHITTEMORE CHARITABLE TRUST"|"230596.0000"|"0.0000"|"0.0000"|"0.0000"|"1267597"
"04-6538205"|"NORMAN ROCKWELL ART COLLECTION TRUST"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1267598"
"04-6555493"|"ANGELO H VERBOBBI T/U/I"|"16884.0000"|""|""|""|"1267599"
"04-6580695"|"FALLONA RAYMOND AND LAURA CHARITABLE 10153547005"|""|""|""|"3741.0000"|"1267600"
"04-6584378"|"RUTH COVO FAMILY FOUNDATION"|"64025.0000"|"0.0000"|"0.0000"|"0.0000"|"1267601"
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|""|""|""|""|"1267602"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"18471.0000"|""|""|""|"1267603"
"04-6644099"|"TTEE U/W OF C W BOLLIVAR"|"77733.0000"|""|""|""|"1267604"
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"112629.0000"|"0.0000"|"0.0000"|"0.0000"|"1267605"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"0.0000"|"24412.0000"|"24412.0000"|"58455.0000"|"1267606"
"04-6712607"|"ROBERT RIMMELE SCHOLARSHIP FD"|"12084.0000"|""|""|""|"1267607"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"0.0000"|"749077.0000"|"749077.0000"|"9523895.0000"|"1267609"
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"53196.0000"|""|""|""|"1267610"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"361258.0000"|"0.0000"|"0.0000"|"0.0000"|"1267611"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"25726.0000"|""|""|""|"1267613"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"29512.0000"|"1267614"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"425737.0000"|""|""|""|"1267616"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"47980.0000"|"0.0000"|"0.0000"|"0.0000"|"1267617"
"04-6785966"|"HENRY BROOKS TRUST C"|"109237.0000"|""|""|""|"1267618"
"04-6792592"|"CO-TR U/I R UDELL THORNTON"|"47919.0000"|""|""|""|"1267619"
"04-6828957"|"JOSEPH & KATHERINE O' CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"6185365.0000"|"1267620"
"04-6829607"|"MARION N ROAF T/U/A"|"28874.0000"|""|""|""|"1267621"
"04-6834092"|"BECTON FAMILY FOUNDATION JUSTIN W. HEATTER, TRUSTEE"|"0.0000"|"0.0000"|"0.0000"|"2075.0000"|"1267622"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"297735.0000"|"1267623"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"244325.0000"|"1267624"
"04-6855950"|"THE TAYLOR FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"10982.0000"|"1267625"
"04-6871637"|"FELLOWS CHARITABLE TRUST"|""|""|""|"32502.0000"|"1267626"
"04-6880299"|"THE HIGH POINTE FOUNDATION"|"94186.0000"|"0.0000"|"0.0000"|"0.0000"|"1267627"
"04-6904362"|"CHARLES M & RUTH H WILCOX TRUST, LUKE TRAVIS, TRUSTEE"|"56265.0000"|""|""|"4475.0000"|"1267628"
"04-6917045"|"Timothy G. Taylor Trust of 1997"|"0.0000"|"0.0000"|"0.0000"|"2954.0000"|"1267632"
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|""|""|""|"1238750.0000"|"1267633"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"743.0000"|"0.0000"|"0.0000"|"0.0000"|"1267636"
"04-6938198"|"DOROTHY S GRANT TRUST"|"63268.0000"|""|""|""|"1267637"
"05-0398850"|"KILMARTIN CHARITABLE CORPORATION"|"81546.0000"|"0.0000"|"0.0000"|"0.0000"|"1267646"
"05-0466295"|"TRUST U/W DIANA S ADELSON"|"0.0000"|"0.0000"|"0.0000"|"267195.0000"|"1267650"
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"164799.0000"|"1267653"
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10 -101230022680"|""|"5765.0000"|"5765.0000"|"12113.0000"|"1273919"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|""|""|""|"97126.0000"|"1273953"
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"108582.0000"|"0.0000"|"0.0000"|"0.0000"|"1273954"
"02-0522262"|"NEWSPAPER FOUNDATION"|""|"0.0000"|""|"6833.0000"|"1273955"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"0.0000"|"961.0000"|"961.0000"|"0.0000"|"1273956"
"04-3140032"|"The Hsiao Family Foundation"|""|"0.0000"|"0.0000"|"318083.0000"|"1273958"
"04-3666136"|"C&Y FOUNDATION, INC."|"0.0000"|""|""|"618749.0000"|"1273959"
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"402.0000"|"0.0000"|"0.0000"|"0.0000"|"1273960"
"02-6061834"|"ANDREWS MARIE B T/U/W"|"39607.0000"|""|""|""|"1274501"
"04-6460749"|"ELMER DELOURA FOR SCHOLARSHIPS"|"137068.0000"|""|""|""|"1274502"
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|""|""|""|"0.0000"|"1274608"
"01-6186903"|"MERCE CUNNINGHAM TRUST"|""|""|""|""|"1274611"
"02-6037729"|"HENRY F. HURLBURT, III CHARITABLE TRUST BRAD GILE, TRUSTEE"|"41084.0000"|"0.0000"|"0.0000"|"0.0000"|"1274613"
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|""|""|""|"501608.0000"|"1274614"
"04-2103815"|"MARTHAS VINEYARD CAMP-MEETING ASSOCIATION"|""|""|""|""|"1274616"
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|""|""|""|"242240.0000"|"1274617"
"04-3196041"|"FIELDS POND FOUNDATION. INC"|"200393.0000"|"0.0000"|"0.0000"|"0.0000"|"1274618"
"04-3216914"|"THE JOHN LEVY AND GAIL ROTHENBERG FAMILY FOUNDATION"|"153919.0000"|"0.0000"|"0.0000"|"0.0000"|"1274619"
"04-3371753"|"GENDLER FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"112931.0000"|"1274620"
"04-3382941"|"William and Gayle Chorske Family Foundation"|"8912.0000"|"0.0000"|"0.0000"|"8642.0000"|"1274621"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"156377.0000"|"1274623"
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|""|""|""|"489307.0000"|"1274624"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"168201.0000"|"0.0000"|"0.0000"|"0.0000"|"1274625"
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|"138486.0000"|"0.0000"|"0.0000"|"0.0000"|"1274626"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"54422.0000"|""|""|""|"1274627"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|""|""|""|""|"1274628"
"04-6048472"|"OXFORD FUND INC."|"0.0000"|"0.0000"|"0.0000"|"76470.0000"|"1274629"
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"265298.0000"|"0.0000"|"0.0000"|"0.0000"|"1274631"
"04-6114436"|"JOSEPH & ESTHER FOSTER FOUNDATION, INC."|"0.0000"|"1138.0000"|"1138.0000"|"3394.0000"|"1274632"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|""|"0.0000"|"0.0000"|"48452181.0000"|"1274633"
"04-6153303"|"E. J. CROSS FOUNDATION"|""|""|""|"6560025.0000"|"1274634"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"0.0000"|"0.0000"|"0.0000"|"2241230.0000"|"1274635"
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"869206.0000"|"1274636"
"01-0721940"|"FRED J HARDER FOUNDATION"|"70673.0000"|"0.0000"|"0.0000"|"0.0000"|"1275438"
"01-6077631"|"CAMPBELL E W FOUNDATION TR"|"14104.0000"|""|""|""|"1275440"
"01-6080947"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|""|""|""|"90002.0000"|"1275441"
"02-0246187"|"NASHUA HISTORICAL SOCIETY"|""|""|""|""|"1275443"
"02-0536250"|"THE MATTHEW J & ANNE B SMITH FOUNDATION INC"|"103.0000"|""|""|""|"1275444"
"02-6015152"|"ETTA M SHAW TR"|""|"211.0000"|"211.0000"|""|"1275446"
"02-6068307"|"RAYMOND L JENKINS CHARITABLE TR 30350(034)"|"8785.0000"|""|""|""|"1275447"
"03-0433603"|"BANK OF AMERICA, NA"|"32411.0000"|""|""|""|"1275448"
"03-6007034"|"TRUSTEES OF CHESTER ACADEMY 2726"|""|""|""|"7595.0000"|"1275449"
"04-2104012"|"COBURN CHARITABLE SOCIETY, INC"|"0.0000"|"0.0000"|"0.0000"|"20539.0000"|"1275450"
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|""|"0.0000"|"0.0000"|"0.0000"|"1275451"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|"44621.0000"|""|""|""|"1275452"
"04-3190300"|"DR ANTON R FRIED MEMORIAL TRUST"|""|""|""|"114766.0000"|"1275453"
"04-3359500"|"THE DRIFTWOOD CHARITABLE FOUNDATION"|"0.0000"|"17661.0000"|"17661.0000"|"209852.0000"|"1275454"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC"|""|""|""|"1218672.0000"|"1275455"
"04-6003671"|"HENRY 0. PEABODY SCHOOL FOR GIRLS"|"0.0000"|"0.0000"|"0.0000"|"1262.0000"|"1275456"
"04-6034850"|"LAWRENCE MODEL LODGING HOUSES TRUST DONALD VAUGHAN, ET AL, TRUSTEE"|"56284.0000"|"0.0000"|"0.0000"|"0.0000"|"1275457"
"04-6056367"|"ASSOCIATION FOR THE RELIEF OF AGED WOMEN OF NEW BEDFORD"|"0.0000"|"0.0000"|"0.0000"|"655557.0000"|"1275459"
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"0.0000"|"0.0000"|"0.0000"|"7224991.0000"|"1275460"
"04-6822881"|"ALTURAS ENDOWMENT"|"0.0000"|"16649.0000"|"16649.0000"|"28778.0000"|"1275461"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996, GLENN H. ROWLEY, TRUSTEE"|"112063.0000"|"0.0000"|"0.0000"|"0.0000"|"1275462"
"01-0211792"|"Lewiston-Auburn Children's Home"|"0.0000"|"0.0000"|"0.0000"|""|"1275850"
"01-0556235"|"The Neuhauser Family Foundation, Inc."|"0.0000"|"0.0000"|"0.0000"|"309310.0000"|"1275852"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"126815.0000"|"0.0000"|"0.0000"|"0.0000"|"1275853"
"02-0497577"|"HNH FOUNDATION, INC."|"996650.0000"|"0.0000"|"0.0000"|"0.0000"|"1275854"
"02-0709433"|"The Vincent Dowling Family Foundation Inc"|""|"192855.0000"|"192855.0000"|""|"1275855"
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|"976.0000"|"0.0000"|""|"22462.0000"|"1275856"
"03-0373845"|"Donato J Tramuto Foundation"|""|""|""|"230661.0000"|"1275857"
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"2573636.0000"|"1275858"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|""|""|""|"268672.0000"|"1275859"
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"322716.0000"|"1275860"
"04-3414102"|"WILLIAM LOWELL PUTNAM PRIZE FUND FOR THE PROMOTION OF SCHOLARSHIP"|""|""|""|"275037.0000"|"1275861"
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|""|""|""|""|"1275862"
