"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FMV_NON_CHAR_TOTAL"|"NET_NON_CHAR"|"MIN_INVEST_RETURN"
"04-6010266"|"CORNELIUS A & MURIEL P WOOD TUA"|"1267429"|"1610145.0000"|"1585993.0000"|"79300.0000"
"04-6010445"|"W GERALD MOORE EDUCATIONAL FDN"|"1267430"|"901931.0000"|"888402.0000"|"44420.0000"
"04-6010540"|"IDA S CHARLTON CHARITY FDN U/W"|"1267431"|"2389326.0000"|"2353486.0000"|"117674.0000"
"04-6010588"|"LILLIAN M BAKER TRUST"|"1267432"|"786280.0000"|"774486.0000"|"38724.0000"
"04-6010635"|"GLADYS F WILDE T/U/I"|"1267433"|"2294287.0000"|"2259873.0000"|"112994.0000"
"04-6012597"|"JOHN E SOMERS TRUST 1264001"|"1267434"|"844998.0000"|"832323.0000"|"41616.0000"
"04-6012742"|"CHARLES A KING U/W-EQUITY"|"1267435"|"21203425.0000"|"20885374.0000"|"1044269.0000"
"04-6012782"|"HURDLE HILL FOUNDATION"|"1267436"|"337278.0000"|"332219.0000"|"16611.0000"
"04-6015506"|"TTEE U/W OF OLIVER B QUINBY"|"1267437"|"1505183.0000"|"1482605.0000"|"74130.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"1267438"|"6409857.0000"|"6313709.0000"|"315685.0000"
"04-6018072"|"G. Peabody & Rose Gardner Charitable Tr."|"1267439"|"321013.0000"|"316198.0000"|"15810.0000"
"04-6018649"|"TR U/W G MEEKINS F/B SO CONG"|"1267441"|"2667868.0000"|"2627850.0000"|"131393.0000"
"04-6018676"|"EDWARD WALKER TRUST U/W"|"1267442"|"9509754.0000"|"9367108.0000"|"468355.0000"
"04-6018695"|"MARY L PERKINS TRUST U/W"|"1267443"|"4338728.0000"|"4273647.0000"|"213682.0000"
"04-6019038"|"JAMES P GRAY"|"1267444"|"3294148.0000"|"3244736.0000"|"162237.0000"
"04-6019078"|"BELLE T SMITH"|"1267445"|"2490510.0000"|"2453152.0000"|"122658.0000"
"04-6019079"|"GEORGE WALTER VINCENT SMITH"|"1267446"|"1248192.0000"|"1229469.0000"|"61473.0000"
"04-6019085"|"ETHAN TAYLOR - BENEVOLENT FUND"|"1267447"|"185953.0000"|"183164.0000"|"9158.0000"
"04-6019088"|"WILLIAM B WALKER"|"1267448"|"4212499.0000"|"4149312.0000"|"207466.0000"
"04-6019105"|"FREDERICK H GILLETT TUW-YMCA"|"1267449"|"5172258.0000"|"5094674.0000"|"254734.0000"
"04-6019184"|"GRACE NOYES B/O 7 CHARITIES"|"1267450"|"1851622.0000"|"1823848.0000"|"91192.0000"
"04-6019296"|"FOX FOR STATE OF NH"|"1267452"|"1315715.0000"|"1295979.0000"|"64799.0000"
"04-6019483"|"DOROTHY WHITNEY CHARITABLE TRUST"|"1267454"|"1968732.0000"|"1939201.0000"|"96960.0000"
"04-6019531"|"JOHN DEFERRARI FOUNDATION"|"1267455"|"6493560.0000"|"6396157.0000"|"319808.0000"
"04-6019896"|"JH2550"|"1267457"|"27165286.0000"|"26757807.0000"|"1337890.0000"
"04-6019938"|"BOOTH FOUNDATION THE JH0395"|"1267458"|"239149.0000"|"235562.0000"|"11778.0000"
"04-6020152"|"MCCARTHY FAMILY FOUNDATION"|"1267459"|"3283084.0000"|"3233838.0000"|"161692.0000"
"04-6020367"|"HENRY WALKER FOR OTHERS"|"1267460"|"305022.0000"|"300447.0000"|"15022.0000"
"04-6020498"|"TUCO GEORGE R WRIGHT T/U/W"|"1267461"|"3613866.0000"|"3559658.0000"|"177983.0000"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"1267462"|"1546373.0000"|"1523177.0000"|"76159.0000"
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|"1267463"|"1021431.0000"|"1006110.0000"|"50306.0000"
"04-6021060"|"EMILY F GILL TUA-CHAS ABBEY SCH"|"1267465"|"302315.0000"|"297780.0000"|"14889.0000"
"04-6021061"|"J EMMA GRAY TUA"|"1267466"|"7038520.0000"|"6932942.0000"|"346647.0000"
"04-6021172"|"NELSON & GERTRUDE HIBBARD IRR UA"|"1267467"|"1759804.0000"|"1733407.0000"|"86670.0000"
"04-6023194"|"NELSON M BAKER T/U/W"|"1267468"|"1022666.0000"|"1007326.0000"|"50366.0000"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"1267469"|"4147279.0000"|"4085070.0000"|"204254.0000"
"04-6023246"|"TR U/A GEORGE A DIX"|"1267470"|"460374.0000"|"453468.0000"|"22673.0000"
"04-6024257"|"EDWARD AUSTIN T/U/W"|"1267471"|"535075.0000"|"527049.0000"|"26352.0000"
"04-6024358"|"JOSEPH H STONE TR U/W TRINITARIAN CHURCH 1266881"|"1267472"|"263686.0000"|"259731.0000"|"12987.0000"
"04-6024367"|"CO-TTEE U/W OF JAMES W DUNPHY"|"1267473"|"15882803.0000"|"15644561.0000"|"782228.0000"
"04-6024405"|"WILHELMINA W JACKSON T/U/W"|"1267474"|"8029190.0000"|"7908752.0000"|"395438.0000"
"04-6024467"|"TTEE U/W OF CHARLES F BACON"|"1267475"|"4544990.0000"|"4476815.0000"|"223841.0000"
"04-6024599"|"TTEE U/I OF ELLEN A STONE"|"1267476"|"1620881.0000"|"1596568.0000"|"79828.0000"
"04-6024752"|"CLINTON G MILLS T/U/I"|"1267478"|"619095.0000"|"609809.0000"|"30490.0000"
"04-6024948"|"TR U/I OF CHARLES E KISTLER"|"1267479"|"5240090.0000"|"5161489.0000"|"258074.0000"
"04-6024992"|"TTTE U/W OF ALICE SHATTUCK"|"1267480"|"1656247.0000"|"1631403.0000"|"81570.0000"
"04-6025012"|"TTEE U/I BY DANIEL O WOLFF"|"1267481"|"1349964.0000"|"1329715.0000"|"66486.0000"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"1267482"|"5409587.0000"|"5328443.0000"|"266422.0000"
"04-6025499"|"MARY ALICE FITCH T/U/W"|"1267483"|"4086999.0000"|"4025694.0000"|"201285.0000"
"04-6025549"|"CO-TTEE U/W OF EDWIN PHILLIPS"|"1267484"|"11838176.0000"|"11660603.0000"|"583030.0000"
"04-6026094"|"GEORGINA B WEST U/W"|"1267485"|"6608790.0000"|"6509658.0000"|"325483.0000"
"04-6026858"|"CHARLES A. DEAN TRUST DTD 3/12/1913"|"1267486"|"2600636.0000"|"2561626.0000"|"128081.0000"
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|"1267487"|"1715715.0000"|"1689979.0000"|"84499.0000"
"04-6027388"|"GUSTAVE HARTMAN T/U/W"|"1267488"|"4102041.0000"|"4040510.0000"|"202026.0000"
"04-6028058"|"AMERICAN OPTICAL FOUNDATION"|"1267489"|"1156005.0000"|"1138665.0000"|"56933.0000"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|"1267490"|"141029.0000"|"138914.0000"|"6946.0000"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"1267491"|"6595624.0000"|"6496690.0000"|"324835.0000"
"04-6028852"|"MARGARETTE G CROSSMAN T/U/W"|"1267492"|"4790990.0000"|"4719125.0000"|"235956.0000"
"04-6031995"|"HENRY B. MARTIN FUND. INC."|"1267493"|"1449615.0000"|"1427871.0000"|"71394.0000"
"04-6033742"|"JENNIE W SMITH UA"|"1267494"|"447535.0000"|"440822.0000"|"22041.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"1267495"|"1822883.0000"|"1795540.0000"|"89777.0000"
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"1267496"|"4109490.0000"|"4047848.0000"|"202392.0000"
"04-6035855"|"WILLIAM SKINNER HOLYOKE HOSP"|"1267497"|"1885893.0000"|"1857605.0000"|"92880.0000"
"04-6036659"|"JOSEPH L. SWEENEY CHARITABLE FOUNDATION"|"1267498"|"423780.0000"|"417423.0000"|"20871.0000"
"04-6036697"|"STEARNS CHARITABLE TRUST"|"1267499"|"6808588.0000"|"6706459.0000"|"335323.0000"
"04-6036706"|"JOHN W BOYNTON FUND"|"1267500"|"3797093.0000"|"3740137.0000"|"187007.0000"
"04-6036990"|"PAINE CHARITABLE TRUST U/A"|"1267501"|"5070748.0000"|"4994687.0000"|"249734.0000"
"04-6038039"|"GEORGE WELLS FOUNDATION"|"1267503"|"4514461.0000"|"4446744.0000"|"222337.0000"
"04-6038185"|"MASSACHUSETTS LIBRARY AID ASSOCIATION"|"1267504"|"284796.0000"|"280524.0000"|"14026.0000"
"04-6038871"|"IM WESTFIELD ACADEMY"|"1267505"|"2189957.0000"|"2157108.0000"|"107855.0000"
"04-6039187"|"EDWIN GINN TR-ART XV"|"1267506"|"9771190.0000"|"9624622.0000"|"481231.0000"
"04-6043554"|"PHINEAS W. SPRAGUE MEMORIAL FOUNDATION"|"1267507"|"2733193.0000"|"2692195.0000"|"134610.0000"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"1267508"|"3416556.0000"|"3365308.0000"|"168265.0000"
"04-6044077"|"Shelburne Falls Community House, Inc."|"1267509"|"879142.0000"|"865955.0000"|"43298.0000"
"04-6044945"|"HUNTER FAMILY CHARITABLE TRUST"|"1267510"|"387239.0000"|"381430.0000"|"19072.0000"
"04-6044998"|"HERBERT FALES EDUCATIONAL TRUST"|"1267511"|"828996.0000"|"816561.0000"|"40828.0000"
"04-6046282"|"L & F TIFFT B/0 BSHS TR UA"|"1267512"|"2270748.0000"|"2236687.0000"|"111834.0000"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|"1267513"|"3533656.0000"|"3480651.0000"|"174033.0000"
"04-6052150"|"SWIFT CHARITY, INC."|"1267514"|"675652.0000"|"665517.0000"|"33276.0000"
"04-6053996"|"HAVEN TRUST"|"1267515"|"88582.0000"|"87253.0000"|"4363.0000"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|"1267516"|"867433.0000"|"854421.0000"|"42721.0000"
"04-6057388"|"THE CRANE & CO. FUND"|"1267517"|"0.0000"|"0.0000"|"0.0000"
"04-6057747"|"JOSEPH PERSKY FOUNDATION"|"1267518"|"4094012.0000"|"4032602.0000"|"201630.0000"
"04-6060965"|"THE HOWARD JOHNSON FOUNDATION"|"1267519"|"4268416.0000"|"4204390.0000"|"210220.0000"
"04-6062249"|"ROTCH TRAVELING SCHOLARSHIP, INC."|"1267520"|"1260636.0000"|"1241726.0000"|"62086.0000"
"04-6064025"|"THE ROSS WEBB FUND"|"1267521"|"1566303.0000"|"1550640.0000"|"77532.0000"
"04-6064648"|"BROOKLINE TUBERCULOSIS & HEALTH SOCIETY"|"1267522"|"480053.0000"|"472852.0000"|"23643.0000"
"04-6067737"|"ABRAHAM KAPLAN CHARITABLE FOUNDATION"|"1267523"|"2513248.0000"|"2475549.0000"|"123777.0000"
"04-6067779"|"ANSIN FOUNDATION"|"1267524"|"4905309.0000"|"4831729.0000"|"241586.0000"
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"1267525"|"2452594.0000"|"2415805.0000"|"120790.0000"
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|"1267526"|"805615.0000"|"793531.0000"|"39677.0000"
"04-6095694"|"PIERCE KATHARINE C UW"|"1267527"|"4870972.0000"|"4797907.0000"|"239895.0000"
"04-6096044"|"CHARLOTTE M ROBBINS TRUST U/W"|"1267528"|"425392.0000"|"419011.0000"|"20951.0000"
"04-6096792"|"ARLINE P PADELFORD SCHOLARSHIP FUND"|"1267529"|"328409.0000"|"323483.0000"|"16174.0000"
"04-6097555"|"BOYTON MARION F 1935 TRUST T06766"|"1267530"|"2210602.0000"|"2177443.0000"|"108872.0000"
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON.ET AL TRUSTEES"|"1267531"|"971695.0000"|"957120.0000"|"47856.0000"
"04-6112252"|"ERNEST J DEXTER TUW"|"1267533"|"1991368.0000"|"1961497.0000"|"98075.0000"
"04-6115599"|"URANN FOUNDATION"|"1267536"|"2975466.0000"|"2930834.0000"|"146542.0000"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"1267537"|"1973640.0000"|"1944035.0000"|"97202.0000"
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"1267538"|"1332337.0000"|"1312352.0000"|"65618.0000"
"04-6118945"|"H GRAFTON JR B/0 MEM FD U/M"|"1267539"|"798350.0000"|"786375.0000"|"39319.0000"
"04-6118955"|"THE COVE CHARITABLE TRUST"|"1267540"|"4411923.0000"|"4345744.0000"|"217287.0000"
"04-6121497"|"STODDART, TRUSTEE"|"1267542"|"839708.0000"|"827112.0000"|"41356.0000"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|"1267543"|"47224559.0000"|"46516191.0000"|"2325810.0000"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"1267544"|"365016.0000"|"359541.0000"|"17977.0000"
"04-6133986"|"THE MARION W RICH FUND"|"1267545"|"779165.0000"|"767478.0000"|"38374.0000"
"04-6135098"|"S ALICE KNAPP TRUST"|"1267546"|"2479158.0000"|"2441971.0000"|"122099.0000"
"04-6135552"|"CHURCH BRADFORD & DOROTHY MEMORIAL FUND"|"1267547"|"4228145.0000"|"4164723.0000"|"208236.0000"
"04-6139356"|"JESSIE GORDON SHERMAN TR. U/W"|"1267548"|"1318872.0000"|"1299089.0000"|"64954.0000"
"04-6139771"|"HOWARD WEAVER B/O BEXLEY HALL"|"1267549"|"2063946.0000"|"2032987.0000"|"101649.0000"
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|"1267550"|"1232841.0000"|"1214348.0000"|"60717.0000"
"04-6144732"|"ANNA B. STEARNS CHARITABLE FOUNDATION, INC."|"1267551"|"14002892.0000"|"13792849.0000"|"689642.0000"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"1267552"|"1620206.0000"|"1595903.0000"|"79795.0000"
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|"1267553"|"6572765.0000"|"6474174.0000"|"323709.0000"
"04-6164232"|"CO-TR U/W A V REOPELL"|"1267554"|"8028177.0000"|"7907754.0000"|"395388.0000"
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"1267555"|"979268.0000"|"964579.0000"|"48229.0000"
"04-6176476"|"CHISHOLM W FBO CHRIST CHURCH ETAL-TR"|"1267556"|"1281583.0000"|"1262359.0000"|"63118.0000"
"04-6178371"|"WAPACK FOUNDATION THE JH2325"|"1267557"|"956237.0000"|"941893.0000"|"47095.0000"
"04-6183548"|"LECLERC CHARITY FUND"|"1267558"|"10742243.0000"|"10581109.0000"|"529055.0000"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"1267559"|"517588.0000"|"509824.0000"|"25491.0000"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"1267560"|"349654.0000"|"344409.0000"|"17220.0000"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|"1267561"|"2912706.0000"|"2869015.0000"|"143451.0000"
"04-6225360"|"OGDEN CODMAN TR U/W/ DOROTHY SFM CODMAN"|"1267563"|"4351259.0000"|"4285990.0000"|"214300.0000"
"04-6232529"|"MAY B SADOWSKI"|"1267564"|"2475586.0000"|"2438452.0000"|"121923.0000"
"04-6233953"|"DEMOSTHENIS RAPTELIS FOUNDATION"|"1267565"|"3260089.0000"|"3211188.0000"|"160559.0000"
"04-6236055"|"WILLIAM B KIRKHAM"|"1267566"|"1808123.0000"|"1781001.0000"|"89050.0000"
"04-6239046"|"FLORENCE ROBERTSON TRUST UW"|"1267567"|"7198676.0000"|"7090696.0000"|"354535.0000"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1267568"|"1584006.0000"|"1560246.0000"|"78012.0000"
"04-6245939"|"AYLING CHARLES L TR U/WILL"|"1267569"|"7009899.0000"|"6904751.0000"|"345238.0000"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"1267570"|"815081.0000"|"802855.0000"|"40143.0000"
"04-6257543"|"TRUST U/W EDWIN S. FARMER"|"1267571"|"726219.0000"|"715326.0000"|"35766.0000"
"04-6269751"|"H AND F NOYES MEMORIAL FUND"|"1267572"|"3027559.0000"|"2982146.0000"|"149107.0000"
"04-6282546"|"JOHN S & SARAH C ELLIOTT CHAR"|"1267573"|"11729819.0000"|"11553872.0000"|"577694.0000"
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"1267574"|"1330183.0000"|"1310230.0000"|"65512.0000"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"1267575"|"1373306.0000"|"1352706.0000"|"67635.0000"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1267576"|"6908039.0000"|"6804418.0000"|"340221.0000"
"04-6317598"|"FOX FLORA TR U/WILL"|"1267577"|"1282397.0000"|"1263161.0000"|"63158.0000"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1267578"|"9228419.0000"|"9089993.0000"|"454500.0000"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1267579"|"6982546.0000"|"6877808.0000"|"343890.0000"
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"1267580"|"571343.0000"|"562773.0000"|"28139.0000"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"1267582"|"1098172.0000"|"1081699.0000"|"54085.0000"
"04-6393242"|"WILLIAM O MOSELEY T/U/I"|"1267583"|"1541392.0000"|"1518271.0000"|"75914.0000"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"1267585"|"2563073.0000"|"2524627.0000"|"126231.0000"
"04-6437271"|"NATHANIEL WHEELER T/U/A"|"1267586"|"1440788.0000"|"1419176.0000"|"70959.0000"
"04-6440962"|"ARTHUR SHELDON FAMILY TRUST"|"1267587"|"2111430.0000"|"2079759.0000"|"103988.0000"
"04-6446179"|"BROOKS GRACE E TRUST"|"1267588"|"2074597.0000"|"2043478.0000"|"102174.0000"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"1267589"|"1501080.0000"|"1478564.0000"|"73928.0000"
"04-6479105"|"PAGE MILDRED & CHARLES TRUST"|"1267590"|"1942757.0000"|"1913616.0000"|"95681.0000"
"04-6485766"|"ONE WORLD FUND"|"1267591"|"3557486.0000"|"3504124.0000"|"175206.0000"
"04-6512448"|"E BROOKS TR FBO ANIMAL RESCUE"|"1267593"|"2962061.0000"|"2917630.0000"|"145882.0000"
"04-6512450"|"E BROOKS TR - ANGELL MEM HOSP"|"1267594"|"2999500.0000"|"2954507.0000"|"147725.0000"
"04-6512451"|"E BROOKS FBO MASS CYSTIC FIBROS"|"1267595"|"2395707.0000"|"2359771.0000"|"117989.0000"
"04-6533896"|"ELIZABETH WHITTEMORE CHARITABLE TRUST"|"1267597"|"4455474.0000"|"4388642.0000"|"219432.0000"
"04-6538205"|"NORMAN ROCKWELL ART COLLECTION TRUST"|"1267598"|"0.0000"|"0.0000"|"0.0000"
"04-6555493"|"ANGELO H VERBOBBI T/U/I"|"1267599"|"371344.0000"|"365774.0000"|"18289.0000"
"04-6580695"|"FALLONA RAYMOND AND LAURA CHARITABLE 10153547005"|"1267600"|"4836427.0000"|"4763881.0000"|"238194.0000"
"04-6584378"|"RUTH COVO FAMILY FOUNDATION"|"1267601"|"1342187.0000"|"1322054.0000"|"66103.0000"
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|"1267602"|"2992949.0000"|"2948055.0000"|"147403.0000"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"1267603"|"496590.0000"|"489141.0000"|"24457.0000"
"04-6644099"|"TTEE U/W OF C W BOLLIVAR"|"1267604"|"1712429.0000"|"1686743.0000"|"84337.0000"
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"1267605"|"3873921.0000"|"3815812.0000"|"190791.0000"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1267606"|"1140135.0000"|"1123033.0000"|"56152.0000"
"04-6712607"|"ROBERT RIMMELE SCHOLARSHIP FD"|"1267607"|"292422.0000"|"288036.0000"|"14402.0000"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"1267609"|"15347805.0000"|"15117588.0000"|"755879.0000"
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"1267610"|"1142735.0000"|"1125594.0000"|"56280.0000"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"1267611"|"8812867.0000"|"8680674.0000"|"434034.0000"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"1267613"|"544341.0000"|"536176.0000"|"26809.0000"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1267614"|"3146683.0000"|"3099483.0000"|"154974.0000"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1267616"|"12728144.0000"|"12537222.0000"|"626861.0000"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"1267617"|"4579937.0000"|"4511238.0000"|"225562.0000"
"04-6785966"|"HENRY BROOKS TRUST C"|"1267618"|"2499363.0000"|"2461873.0000"|"123094.0000"
"04-6792592"|"CO-TR U/I R UDELL THORNTON"|"1267619"|"1639405.0000"|"1614814.0000"|"80741.0000"
"04-6828957"|"JOSEPH & KATHERINE O' CHARITABLE TRUST"|"1267620"|"3853552.0000"|"3795749.0000"|"189787.0000"
"04-6829607"|"MARION N ROAF T/U/A"|"1267621"|"2999190.0000"|"2954202.0000"|"147710.0000"
"04-6834092"|"BECTON FAMILY FOUNDATION JUSTIN W. HEATTER, TRUSTEE"|"1267622"|"4161674.0000"|"4099249.0000"|"204962.0000"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"1267623"|"1152452.0000"|"1135165.0000"|"56758.0000"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"1267624"|"2343460.0000"|"2308308.0000"|"115415.0000"
"04-6855950"|"THE TAYLOR FOUNDATION"|"1267625"|"2322748.0000"|"2287907.0000"|"114395.0000"
"04-6871637"|"FELLOWS CHARITABLE TRUST"|"1267626"|"1102392.0000"|"1085856.0000"|"54293.0000"
"04-6880299"|"THE HIGH POINTE FOUNDATION"|"1267627"|"2507450.0000"|"2469838.0000"|"123492.0000"
"04-6904362"|"CHARLES M & RUTH H WILCOX TRUST, LUKE TRAVIS, TRUSTEE"|"1267628"|"1146244.0000"|"1129050.0000"|"56453.0000"
"04-6917045"|"Timothy G. Taylor Trust of 1997"|"1267632"|"2970584.0000"|"2926025.0000"|"146301.0000"
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|"1267633"|"807985.0000"|"795865.0000"|"39793.0000"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1267636"|"3403615.0000"|"3352561.0000"|"167628.0000"
"04-6938198"|"DOROTHY S GRANT TRUST"|"1267637"|"2034178.0000"|"2003665.0000"|"100183.0000"
"05-0398850"|"KILMARTIN CHARITABLE CORPORATION"|"1267646"|"1672364.0000"|"1647279.0000"|"82364.0000"
"05-0466295"|"TRUST U/W DIANA S ADELSON"|"1267650"|"274394.0000"|"270278.0000"|"13514.0000"
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"1267653"|"578417.0000"|"569741.0000"|"28487.0000"
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10 -101230022680"|"1273919"|"2095624.0000"|"2064190.0000"|"103210.0000"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"1273953"|"557261.0000"|"548902.0000"|"27445.0000"
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"1273954"|"2715662.0000"|"2674927.0000"|"133746.0000"
"02-0522262"|"NEWSPAPER FOUNDATION"|"1273955"|"337918.0000"|"332849.0000"|"16642.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"1273956"|"10475506.0000"|"10318373.0000"|"515919.0000"
"04-3140032"|"The Hsiao Family Foundation"|"1273958"|"583687.0000"|"574932.0000"|"28746.0000"
"04-3666136"|"C&Y FOUNDATION, INC."|"1273959"|"7573578.0000"|"7459974.0000"|"372999.0000"
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"1273960"|"316873.0000"|"312120.0000"|"15606.0000"
"02-6061834"|"ANDREWS MARIE B T/U/W"|"1274501"|"1497861.0000"|"1475393.0000"|"73770.0000"
"04-6460749"|"ELMER DELOURA FOR SCHOLARSHIPS"|"1274502"|"4349822.0000"|"4284575.0000"|"214229.0000"
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|"1274608"|"24528102.0000"|"24160180.0000"|"1208009.0000"
"01-6186903"|"MERCE CUNNINGHAM TRUST"|"1274611"|"9238315.0000"|"9099740.0000"|"454987.0000"
"02-6037729"|"HENRY F. HURLBURT, III CHARITABLE TRUST BRAD GILE, TRUSTEE"|"1274613"|"854550.0000"|"841732.0000"|"42087.0000"
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|"1274614"|"3022470.0000"|"2977133.0000"|"148857.0000"
"04-2103815"|"MARTHAS VINEYARD CAMP-MEETING ASSOCIATION"|"1274616"|"792619.0000"|"780730.0000"|"39037.0000"
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|"1274617"|"16139155.0000"|"794853.0000"|""
"04-3196041"|"FIELDS POND FOUNDATION. INC"|"1274618"|"13290564.0000"|"13091206.0000"|"654560.0000"
"04-3216914"|"THE JOHN LEVY AND GAIL ROTHENBERG FAMILY FOUNDATION"|"1274619"|"3385094.0000"|"3334318.0000"|"166716.0000"
"04-3371753"|"GENDLER FAMILY FOUNDATION"|"1274620"|"337437.0000"|"332375.0000"|"16619.0000"
"04-3382941"|"William and Gayle Chorske Family Foundation"|"1274621"|"1119586.0000"|"1102792.0000"|"55140.0000"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|"1274623"|"341575.0000"|"336451.0000"|"16823.0000"
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|"1274624"|"2590358.0000"|"2551503.0000"|"127575.0000"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1274625"|"3425692.0000"|"3374307.0000"|"168715.0000"
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|"1274626"|"2798086.0000"|"2756115.0000"|"137806.0000"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"1274627"|"1272774.0000"|"1253682.0000"|"62684.0000"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"1274628"|"497961.0000"|"4893442.0000"|"244672.0000"
"04-6048472"|"OXFORD FUND INC."|"1274629"|"1345867.0000"|"1325679.0000"|"66284.0000"
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"1274631"|"7565103.0000"|"7451626.0000"|"372581.0000"
"04-6114436"|"JOSEPH & ESTHER FOSTER FOUNDATION, INC."|"1274632"|"2763066.0000"|"2721620.0000"|"136081.0000"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|"1274633"|"59169099.0000"|"58281563.0000"|"2914078.0000"
"04-6153303"|"E. J. CROSS FOUNDATION"|"1274634"|"519500.0000"|"511708.0000"|"25585.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"1274635"|"18060631.0000"|"17789722.0000"|"889486.0000"
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"1274636"|"0.0000"|"0.0000"|"0.0000"
