"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DISTRIBUTABLE_AMOUNT"|"DIST_MIN_INVEST_RETURN"|"DIST_INVEST_INC_TAX"|"DIST_INC_TAX"|"DIST_INV_INC_TAX"|"DIST_BEFORE_ADJ"|"DIST_RECOV"|"DIST_BEFORE_ADJ_RECOV"|"DIST_DEDUCT"
"04-3140238"|"The Stephen J. Hendrickson Foundaiton, Inc"|"655108"|"517287.0000"|""|""|""|""|""|""|""|""
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"655110"|"186437.0000"|""|""|""|""|""|""|""|""
"04-6008364"|"ALMIRA N SIMONS TRUST"|"655111"|"44718.0000"|""|""|""|""|""|""|""|""
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"655112"|"901570.0000"|""|""|""|""|""|""|""|""
"04-6039669"|"Albert O. Wilson Foundation, Inc"|"655113"|"68192.0000"|""|""|""|""|""|""|""|""
"04-6056778"|"North Attleboro Scholarship Foundation"|"655114"|"103628.0000"|""|""|""|""|""|""|""|""
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"655115"|"106443.0000"|""|""|""|""|""|""|""|""
"04-6089261"|"BEATRICE D PIERCE TRUST FLEET NATIONAL BANK"|"655116"|""|""|""|""|""|""|""|""|""
"04-6314384"|"SIDNEY HMARY L GRAY FAMILY SCHOLARSHIP FUND"|"655117"|"21624.0000"|""|""|""|""|""|""|""|""
"04-6462394"|"ELLEN ABBOTT GILMAN TRUST UW"|"655119"|"61994.0000"|""|""|""|""|""|""|""|""
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"655120"|"589811.0000"|""|""|""|""|""|""|""|""
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"655121"|"51046.0000"|""|""|""|""|""|""|""|""
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"655122"|"63841.0000"|""|""|""|""|""|""|""|""
"04-6820993"|"M HOLT MASSEY CHARITABLE TRUST 15011602"|"655123"|"72577.0000"|""|""|""|""|""|""|""|""
"02-0733877"|"CARITA FOUNDATION-IMA"|"655697"|"196234.0000"|""|""|""|""|""|""|""|""
"02-2229190"|"CHASE HOME FOR CHILDREN"|"656399"|""|""|""|""|""|""|""|""|""
"04-6004390"|"Wheelwright Scientific School"|"656401"|"161435.0000"|""|""|""|""|""|""|""|""
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|"656403"|"90743.0000"|""|""|""|""|""|""|""|""
"04-6487087"|"HARVEY H & CATHERINE MOSES EDUCATION FUND"|"656404"|"14108.0000"|""|""|""|""|""|""|""|""
"04-6557590"|"WARREN CROSS FOUNDATION"|"656406"|"3885.0000"|""|""|""|""|""|""|""|""
"01-6044693"|"JOHN S & HELEN E CARVER FUND"|"657032"|"86569.0000"|""|""|""|""|""|""|""|""
"04-6012091"|"EARLE P. CHARLTON TRUST"|"657033"|"118140.0000"|""|""|""|""|""|""|""|""
"02-6006797"|"NUTE CHARITABLE ASSOCIATION"|"657956"|"33510.0000"|""|""|""|""|""|""|""|""
"02-6127798"|"LAFFERTY FAMILY CHARITABLE FOUNDATION"|"657958"|"142900.0000"|""|""|""|""|""|""|""|""
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"657960"|"341348.0000"|""|""|""|""|""|""|""|""
"01-0559509"|"PETRELLO FAMILY FOUNDATION"|"685670"|"203852.0000"|""|""|""|""|""|""|""|""
"01-0912891"|"BROWN ADVISORY CHARITABLE"|"685679"|""|""|""|""|""|""|""|""|""
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"685680"|"28188.0000"|""|""|""|""|""|""|""|""
"02-0406826"|"TAMPOSI FOUNDATION"|"685701"|"18176.0000"|""|""|""|""|""|""|""|""
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"685717"|"1576435.0000"|""|""|""|""|""|""|""|""
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"685725"|"537608.0000"|""|""|""|""|""|""|""|""
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"685749"|"44111.0000"|""|""|""|""|""|""|""|""
"04-2127029"|"MARIETTA W DYER TRUST UW"|"685754"|"85010.0000"|""|""|""|""|""|""|""|""
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|"685757"|"59369.0000"|""|""|""|""|""|""|""|""
"04-2655735"|"THE CRICKET FOUNDATION A JOSHUA SHERMAN TRUSTEE"|"685787"|"144465.0000"|""|""|""|""|""|""|""|""
"04-3092412"|"HARVEY C. KRENTZMAN CHARITABLE FOUNDATION TRUST"|"685816"|"15637.0000"|""|""|""|""|""|""|""|""
"04-3368515"|"SEAMENS LONG POINT CHARITABLE FOUNDATION, INC."|"685835"|"26532.0000"|""|""|""|""|""|""|""|""
"04-3559359"|"FOUNDATION M"|"685846"|"527795.0000"|""|""|""|""|""|""|""|""
"04-6091916"|"KELLY ROBERT H TR U/IND"|"685858"|"134484.0000"|""|""|""|""|""|""|""|""
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"685859"|"101436.0000"|""|""|""|""|""|""|""|""
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"685861"|"81778.0000"|""|""|""|""|""|""|""|""
"04-6746970"|"DUNIRY FOUNDATION"|"685863"|"378593.0000"|""|""|""|""|""|""|""|""
"04-6753154"|"WILLIAM VANDERHOUT TRUST 42C129014"|"685864"|"64510.0000"|""|""|""|""|""|""|""|""
"04-6855617"|"VIRGINIA COOK FOUNDATION 42C161017"|"685865"|"70283.0000"|""|""|""|""|""|""|""|""
"04-6898402"|"Philippe Citron Charitable Foundation Trust"|"685866"|"10591.0000"|""|""|""|""|""|""|""|""
"04-6935987"|"EDITH CROCKER CHARITABLE TRUST"|"685867"|"29072.0000"|""|""|""|""|""|""|""|""
"01-0522171"|"The Borman Family Foundation"|"689592"|"295207.0000"|""|""|""|""|""|""|""|""
"01-0852643"|"Gregory L. Gibson Charitable Foundation, Inc."|"689594"|"109604.0000"|""|""|""|""|""|""|""|""
"01-6076500"|"RICHARD S HUESTIS TRUST U/W 8/9/57 10-101200148440"|"689595"|"127937.0000"|""|""|""|""|""|""|""|""
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"689597"|"613556.0000"|""|""|""|""|""|""|""|""
"02-6014968"|"BLANCHE A BRUCE TRUST UWO"|"689598"|"106780.0000"|""|""|""|""|""|""|""|""
"02-6046966"|"ADELE GIFFORD RESIDUARY TRUST 360888010"|"689600"|"649992.0000"|""|""|""|""|""|""|""|""
"03-0345055"|"GEORGE W. MERGENS FOUNDATION"|"689601"|"485566.0000"|""|""|""|""|""|""|""|""
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"689602"|"0.0000"|""|""|""|""|""|""|""|""
"04-2104694"|"MARBLEHEAD FEMALE HUMANE SOCIETY, INC."|"689603"|""|""|""|""|""|""|""|""|""
"04-2305919"|"MASSACHUSETTS CHARITABLE FIRE SOCIETY"|"689605"|"87409.0000"|""|""|""|""|""|""|""|""
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"689606"|"201574.0000"|""|""|""|""|""|""|""|""
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"689607"|"77787.0000"|""|""|""|""|""|""|""|""
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDATION"|"689610"|"156998.0000"|""|""|""|""|""|""|""|""
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|"689611"|"90104.0000"|""|""|""|""|""|""|""|""
"04-3464255"|"F. Felix Foundation"|"689613"|"220585.0000"|""|""|""|""|""|""|""|""
"04-3492839"|"Savage Family Foundation"|"689615"|"144285.0000"|""|""|""|""|""|""|""|""
"04-3493404"|"Carlson Family Trust"|"689618"|"119459.0000"|""|""|""|""|""|""|""|""
"04-3525914"|"YOUNG FAMILY FOUNDATION"|"689619"|"299710.0000"|""|""|""|""|""|""|""|""
"04-3613397"|"John F Byme Family Foundation Inc"|"689620"|"156992.0000"|""|""|""|""|""|""|""|""
"04-6037725"|"GEORGE HARRINGTON TRUST U/W"|"689621"|"190542.0000"|""|""|""|""|""|""|""|""
"04-6038293"|"GERMAN AID SOCIETY OF BOSTON INC"|"689623"|"30800.0000"|""|""|""|""|""|""|""|""
"04-6041304"|"NEWBURYPORT HOWARD BENEVOLENT SOCIETY"|"689624"|""|""|""|""|""|""|""|""|""
"04-6054630"|"POMROY REBECCA FOUNDATION INC"|"689625"|"82924.0000"|""|""|""|""|""|""|""|""
"04-6065495"|"NATHANIEL TAYLOR FUND, INC"|"689626"|"20131.0000"|""|""|""|""|""|""|""|""
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"689628"|"76984.0000"|""|""|""|""|""|""|""|""
"04-6142548"|"EVANDER LEWIS FAMILY FOUNDATION"|"689631"|"39134.0000"|""|""|""|""|""|""|""|""
"04-6198798"|"The Fisher-Renkert Foundation"|"689632"|"86977.0000"|""|""|""|""|""|""|""|""
"04-6412350"|"FRED W. WELLS TRUST FUND"|"689636"|"209944.0000"|""|""|""|""|""|""|""|""
"04-6607402"|"BEN & ZELMA DORSON CHRTBLE FNDN IMA 1-04015"|"689637"|"40494.0000"|""|""|""|""|""|""|""|""
"04-6897800"|"THE WINDOVER FOUNDATION"|"689638"|"171950.0000"|""|""|""|""|""|""|""|""
"01-0556625"|"MAAK FOUNDATION"|"690918"|"40604.0000"|""|""|""|""|""|""|""|""
"02-0498236"|"ROY M. MALOOL FAMILY FOUNDATION"|"690920"|"49856.0000"|""|""|""|""|""|""|""|""
"04-2648729"|"SWEATT WILLIAM H TR U/WILL"|"690923"|"76384.0000"|""|""|""|""|""|""|""|""
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"690924"|"288503.0000"|""|""|""|""|""|""|""|""
"04-3357627"|"MARTIN SALOMON MORTON AND GUSTEL SCHREIBER MORTON FOUNDATION"|"690925"|"37464.0000"|""|""|""|""|""|""|""|""
"04-3400633"|"THE DURANT FAMILY FOUNDATION #0745364"|"690926"|"186076.0000"|""|""|""|""|""|""|""|""
"04-3494831"|"EOS Foundation"|"690928"|"2359280.0000"|""|""|""|""|""|""|""|""
"04-6025922"|"F S PARMENTER B/O A C P U/W"|"690929"|"43425.0000"|""|""|""|""|""|""|""|""
"04-6047134"|"CHARLES MONTAGUE CHARITABLE TR"|"690930"|"66892.0000"|""|""|""|""|""|""|""|""
"04-6058434"|"KAUDERS CHARITABLE TRUST"|"690931"|"3289.0000"|""|""|""|""|""|""|""|""
"04-6091333"|"BUSIEL FRANK E TR U/WILL"|"690932"|"56339.0000"|""|""|""|""|""|""|""|""
"04-6091346"|"CHICKERING CAROLINE E TR U/WILL"|"690933"|"222517.0000"|""|""|""|""|""|""|""|""
"04-6091533"|"LAWRENCE DANIEL W TR U/AGREE"|"690934"|"91092.0000"|""|""|""|""|""|""|""|""
"04-6092036"|"RICHARDS HELEN R TR U/WILL"|"690935"|"229363.0000"|""|""|""|""|""|""|""|""
"04-6173120"|"TEKULSKY ANNA HARVEY TR U/DECL"|"690937"|"25707.0000"|""|""|""|""|""|""|""|""
"04-6423442"|"TOMPKINS EDNA H TR U/WILL"|"690938"|"76188.0000"|""|""|""|""|""|""|""|""
"04-6747335"|"BEMIS-TRUST IN DIVERSITY THOMAS E. PECKHAM, TRUSTEE"|"690939"|"453464.0000"|""|""|""|""|""|""|""|""
"01-6008547"|"THE HORACE WILLIAMS MEMORIAL FUND KENNEBEC SAVINGS BANK, AGENT FOR TRUSTEE"|"691426"|"12612.0000"|""|""|""|""|""|""|""|""
"04-6091426"|"FAY EUGENE F TR U/WILL"|"691432"|"78254.0000"|""|""|""|""|""|""|""|""
"01-0485292"|"ELLEN M LEACH MEMORIAL HOME"|"691646"|"923.0000"|""|""|""|""|""|""|""|""
"04-3340295"|"THE WALLACE FAMILY FOUNDATION"|"691649"|"155635.0000"|""|""|""|""|""|""|""|""
"04-3348263"|"THE BEHRAKIS FOUNDATION"|"691650"|"197061.0000"|""|""|""|""|""|""|""|""
"04-6069834"|"The Fragment Society"|"691652"|""|""|""|""|""|""|""|""|""
"04-6242439"|"Oscar J. George Trust"|"691654"|"101854.0000"|""|""|""|""|""|""|""|""
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"691656"|"44459.0000"|""|""|""|""|""|""|""|""
"02-0474928"|"LINWOOD EDUCATIONAL TRUST FUND, INC"|"692894"|"0.0000"|""|""|""|""|""|""|""|""
"03-6010574"|"Lamson Howell Foundation, Inc."|"692899"|"826.0000"|""|""|""|""|""|""|""|""
"04-2104293"|"WILLIAM TOWNSEND PORTER FOUNDATION"|"692901"|"140556.0000"|""|""|""|""|""|""|""|""
"04-2680681"|"ALBERT E. MARKS CHARITABLE TRUST"|"692905"|"32470.0000"|""|""|""|""|""|""|""|""
"04-2733957"|"MELVIN S. CUTLER CHARITABLE FOUNDATION"|"692906"|"472045.0000"|""|""|""|""|""|""|""|""
"04-3293593"|"THE ALBERT AND JUDITH GOLDBERG FOUNDATION"|"692908"|"79293.0000"|""|""|""|""|""|""|""|""
"04-3293595"|"HERBERT AND BARBARA GOLDBERG FOUNDATION"|"692909"|"49630.0000"|""|""|""|""|""|""|""|""
"04-3420457"|"THE RICA CHARITABLE TRUST"|"692912"|"2433.0000"|""|""|""|""|""|""|""|""
"04-6014190"|"SALEM FEMALE CHARITABLE SOCIETY"|"692914"|"44727.0000"|""|""|""|""|""|""|""|""
"04-6056949"|"NEWSBOYS READING ROOM ASSOCIATION"|"692916"|"60718.0000"|""|""|""|""|""|""|""|""
"01-6070365"|"M. MCKENNEY & E. W. BOOKER EDUCATION TR."|"697780"|"220715.0000"|""|""|""|""|""|""|""|""
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|"697824"|"120876.0000"|""|""|""|""|""|""|""|""
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE, INC."|"697828"|"0.0000"|""|""|""|""|""|""|""|""
"04-6009458"|"CHARLES H PEARSON TRUST"|"697871"|"140253.0000"|""|""|""|""|""|""|""|""
"04-6091865"|"ELY CHARLES C TR U/WILL"|"697877"|"187840.0000"|""|""|""|""|""|""|""|""
"04-6093555"|"LEIGHTON EDWARD K TR U/WILL"|"697879"|"203269.0000"|""|""|""|""|""|""|""|""
"04-6208360"|"HAZEL CHASE GIFFORD FUND 31C009011"|"697884"|"14775.0000"|""|""|""|""|""|""|""|""
"04-6740855"|"VERROCHI FAMILY CHARITABLE TRUST"|"697886"|"74757.0000"|""|""|""|""|""|""|""|""
"04-2104272"|"HAHNEMANN HOSPITAL"|"706114"|"19480.0000"|""|""|""|""|""|""|""|""
"04-6093374"|"BLANCHARD ARTHUR F TR U/AGREE"|"706124"|"931012.0000"|""|""|""|""|""|""|""|""
"04-6384971"|"FOX MARION TR U/WILL ART 4"|"706126"|"54031.0000"|""|""|""|""|""|""|""|""
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD., INC."|"706810"|""|""|""|""|""|""|""|""|""
"01-0519446"|"Great Bay Foundation"|"706815"|"440298.0000"|""|""|""|""|""|""|""|""
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"706821"|"291884.0000"|""|""|""|""|""|""|""|""
"01-0626611"|"WALTER PAYNE FOUNDATION"|"706827"|"121270.0000"|""|""|""|""|""|""|""|""
"01-0756380"|"BANGS FAMILY FOUNDATION"|"706831"|"98688.0000"|""|""|""|""|""|""|""|""
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING, INC."|"706863"|""|""|""|""|""|""|""|""|""
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|"706886"|"397992.0000"|""|""|""|""|""|""|""|""
"02-6059690"|"WALDO & ALICE AYER TRUST #3035010252"|"706891"|"37455.0000"|""|""|""|""|""|""|""|""
"02-6061000"|"LEON M & HAZEL F FITCH TR FBO CHESHIRE HEATLH FDN 3035010314"|"706892"|"115502.0000"|""|""|""|""|""|""|""|""
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"706954"|""|""|""|""|""|""|""|""|""
"04-3191009"|"HIRSH FAMILY FOUNDATION"|"707034"|"218376.0000"|""|""|""|""|""|""|""|""
"04-3216632"|"CATHERINE & PAUL BUTTENWIESER FOUNDATION"|"707038"|"3362.0000"|""|""|""|""|""|""|""|""
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"707050"|"204211.0000"|""|""|""|""|""|""|""|""
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"707051"|"1211753.0000"|""|""|""|""|""|""|""|""
"04-3464899"|"THE RAMSEY MCCLUSKEY FAMILY FOUNDATION"|"707063"|"129853.0000"|""|""|""|""|""|""|""|""
"04-3492753"|"MORTON AND LILLIAN WALDFOGEL CHARITABLE FOUNDATION"|"707068"|"131954.0000"|""|""|""|""|""|""|""|""
"04-3721096"|"THE BLACK DOG FOUNDATION"|"707083"|"90431.0000"|""|""|""|""|""|""|""|""
"04-3731472"|"ELIZABETH S BLACK CHARITABLE TRUST PNC BANK, NA"|"707084"|"429970.0000"|""|""|""|""|""|""|""|""
"04-6012766"|"AMERICAN MEMORIAL HOSPITAL, INC."|"707095"|"728698.0000"|""|""|""|""|""|""|""|""
"04-6042910"|"WILLIAM AND CYNTHIA MARCUS FAMILY CHARITABLE TRUST"|"707097"|"58218.0000"|""|""|""|""|""|""|""|""
"04-6049543"|"GERMAN LADIES AID SOCIETY OF BOSTON, INC"|"707098"|"64125.0000"|""|""|""|""|""|""|""|""
"04-6074427"|"ELIA & FANNIE KARAS FOUNDATION, INC."|"707100"|"12130.0000"|""|""|""|""|""|""|""|""
"04-6552121"|"C.J.L. CHARITABLE FOUNDATION"|"707109"|"258784.0000"|""|""|""|""|""|""|""|""
"04-6091682"|"STRAUSS PETER E TR U/WILL"|"713377"|"154841.0000"|""|""|""|""|""|""|""|""
"04-6091978"|"CONVERSE M I FBO HAHNEMANN FDN-TR"|"713378"|"60599.0000"|""|""|""|""|""|""|""|""
"04-6868099"|"THE MORSE FOUNDATION"|"713736"|"58155.0000"|""|""|""|""|""|""|""|""
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"713745"|"96116.0000"|""|""|""|""|""|""|""|""
"01-0248064"|"Camden Home For Senior Citizens"|"713898"|""|""|""|""|""|""|""|""|""
"01-0265587"|"MAINE HIGHER EDUCATION ASSISTANCE FOUNDATION"|"713902"|"12105.0000"|""|""|""|""|""|""|""|""
"01-0683241"|"VOPICKA FAMILY FOUNDATION INC."|"713909"|"29431.0000"|""|""|""|""|""|""|""|""
"02-0222124"|"ALEXANDER EASTMAN FOUNDATION"|"713915"|"469096.0000"|""|""|""|""|""|""|""|""
"04-2104767"|"THE PEABODY FOUNDATION, INC."|"713922"|"887862.0000"|""|""|""|""|""|""|""|""
"04-2131415"|"SARAH GILLETT SERVICES FOR THE ELDERLY, INC"|"713924"|"31570.0000"|""|""|""|""|""|""|""|""
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"713933"|"531957.0000"|""|""|""|""|""|""|""|""
"04-2775692"|"HART FOUNDATION"|"713937"|"25518.0000"|""|""|""|""|""|""|""|""
"04-6291053"|"TRUST U/W SARAH A.W. DEVENS"|"713959"|"76994.0000"|""|""|""|""|""|""|""|""
"01-0247548"|"Peter G. Hastings & David R. Hastings II, Co-Trustees"|"715449"|"479058.0000"|""|""|""|""|""|""|""|""
"02-6003957"|"RUSSELL T & OLIVE V BARTLETT TRUST 3020000764"|"715591"|"38725.0000"|""|""|""|""|""|""|""|""
"04-6384983"|"GEORGE H & JANE A MIFFLIN MEMORIAL FUND 15005012"|"715607"|"1485724.0000"|""|""|""|""|""|""|""|""
"02-0549409"|"MAINE ORTHOPAEDIC FOUNDATION"|"715648"|""|""|""|""|""|""|""|""|""
"02-6005559"|"COIT HOUSE"|"715651"|"58778.0000"|""|""|""|""|""|""|""|""
"02-6169513"|"BALDWIN FAMILY FOUNDATION TRUST"|"715655"|"263071.0000"|""|""|""|""|""|""|""|""
"03-0547269"|"THE SYKORA FAMILY CHARITABLE FOUNDATION"|"715657"|"63440.0000"|""|""|""|""|""|""|""|""
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC."|"715660"|"15134.0000"|""|""|""|""|""|""|""|""
"04-3130418"|"NORTON PUBLIC LIBRARY"|"715663"|"58382.0000"|""|""|""|""|""|""|""|""
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC."|"715666"|"68396.0000"|""|""|""|""|""|""|""|""
"04-3493858"|"THE BETE FAMILY FOUNDATION"|"715669"|"44429.0000"|""|""|""|""|""|""|""|""
"04-6038871"|"IM WESTFIELD ACADEMY"|"715673"|"105372.0000"|""|""|""|""|""|""|""|""
"03-6016628"|"MERCHANTS BANK FOUNDATION, INC."|"715729"|"67073.0000"|""|""|""|""|""|""|""|""
"04-2121342"|"METROWEST COMMUNITY HEALTH CARE FOUNDATION, INC."|"715737"|"4199036.0000"|""|""|""|""|""|""|""|""
"01-0421912"|"Fore River Foundation"|"716240"|"199396.0000"|""|""|""|""|""|""|""|""
"01-0561393"|"ROBERT HAYWOOD MORRISON FDN"|"716244"|"865314.0000"|""|""|""|""|""|""|""|""
"01-6017321"|"KEY BANK - CENTRAL MAINE FDN 10 - 101230297402"|"716249"|"48529.0000"|""|""|""|""|""|""|""|""
"02-6011388"|"PUTNAM FOUNDATION"|"716255"|"1476840.0000"|""|""|""|""|""|""|""|""
"03-6007183"|"FLETCHER FARM FOUNDATION INC"|"716259"|""|""|""|""|""|""|""|""|""
"03-6112076"|"BOYER FAMILY FOUNDATION"|"716262"|"28625.0000"|""|""|""|""|""|""|""|""
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"716270"|"771654.0000"|""|""|""|""|""|""|""|""
"04-2752515"|"CHAMBERLAIN FOUNDATION"|"716273"|"72031.0000"|""|""|""|""|""|""|""|""
"04-2864138"|"TECHNICAL TRAINING FOUNDATION"|"716279"|"3251179.0000"|""|""|""|""|""|""|""|""
"04-3173231"|"ROBERT AND MOLLY TARR CHARITABLE FOUNDAT FOUNDATION"|"716281"|"168841.0000"|""|""|""|""|""|""|""|""
"04-3542326"|"The Halfway Rock Foundation"|"716287"|"229639.0000"|""|""|""|""|""|""|""|""
"04-3727883"|"The Gumbo Foundation"|"716290"|"229897.0000"|""|""|""|""|""|""|""|""
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"716295"|"782468.0000"|""|""|""|""|""|""|""|""
"04-6034977"|"BOSTON BAPTIST SOCIAL UNION"|"716305"|"741618.0000"|""|""|""|""|""|""|""|""
"04-6044779"|"THE HOPEDALE FOUNDATION"|"716307"|"389443.0000"|""|""|""|""|""|""|""|""
"04-6110988"|"THE COLONIAL SOCIETY OF MASSACHUSETTS THOMAS R APPLETON, TREASURER"|"716311"|""|""|""|""|""|""|""|""|""
"04-6772317"|"LEBLANG CHARITABLE FOUNDATION DAVID B LEBLANG TRUSTEE"|"716327"|"26278.0000"|""|""|""|""|""|""|""|""
"04-6899625"|"FISHER FAMILY FOUNDATION"|"716332"|"442107.0000"|""|""|""|""|""|""|""|""
"01-6007288"|"WING-BENJAMIN TRUST FUND U/W 10 -101230016800"|"717282"|"44730.0000"|""|""|""|""|""|""|""|""
"04-2111388"|"The Fitch Home, Inc."|"717289"|""|""|""|""|""|""|""|""|""
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|"717744"|"133396.0000"|""|""|""|""|""|""|""|""
"04-6008395"|"ELIZABETH R STEVENS TRUST"|"719129"|"386435.0000"|""|""|""|""|""|""|""|""
"04-6046890"|"DEAN WELFARE TRUST-TR"|"719130"|"51787.0000"|""|""|""|""|""|""|""|""
"04-6091592"|"PERMANENT SCIENCE FUND TR U/DECL"|"719132"|"140244.0000"|""|""|""|""|""|""|""|""
"04-6093897"|"CHASE ALICE P TR U/IND"|"719133"|"320310.0000"|""|""|""|""|""|""|""|""
"04-6237788"|"PRINCE LUCINDA WYMAN TR U/WILL"|"719134"|"168848.0000"|""|""|""|""|""|""|""|""
"01-0623055"|"THE PINDAROS FOUNDATION, INC."|"719685"|"1032012.0000"|""|""|""|""|""|""|""|""
"03-0564464"|"BENJAMIN & BETTINA VAN CLEAVE CHARITABLE FOUNDATION"|"719694"|"18276.0000"|""|""|""|""|""|""|""|""
"04-3071725"|"Levine Family Charitable Trust"|"719697"|"80923.0000"|""|""|""|""|""|""|""|""
"04-3133703"|"SOUTH SHORE ANTIQUE AUTO FOUNDATION, INC."|"719703"|"2662.0000"|""|""|""|""|""|""|""|""
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"719706"|"21415.0000"|""|""|""|""|""|""|""|""
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"719708"|"1187.0000"|""|""|""|""|""|""|""|""
"01-0546160"|"REDCO FOUNDATION, INC."|"720105"|"235956.0000"|""|""|""|""|""|""|""|""
"01-6173503"|"EVELYN E. STRICKLIN SCHOLARSHIP FOUNDATION"|"720107"|"72538.0000"|""|""|""|""|""|""|""|""
"03-0368595"|"BEN COHEN CHARITABLE TRUST"|"720109"|"173081.0000"|""|""|""|""|""|""|""|""
"04-3251269"|"DUNN FAMILY CHARITABLE FOUNDATION"|"720110"|"773278.0000"|""|""|""|""|""|""|""|""
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"720111"|""|""|""|""|""|""|""|""|""
"04-3336274"|"THE ROY F. COPPEDGE III CHARITABLE FDN"|"720112"|"23889.0000"|""|""|""|""|""|""|""|""
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"720113"|"589856.0000"|""|""|""|""|""|""|""|""
"04-3425998"|"SINGING FIELD FOUNDATION INC"|"720114"|"198537.0000"|""|""|""|""|""|""|""|""
"04-3528495"|"JAMES W. O'BRIEN FOUNDATION, INC."|"720117"|"796237.0000"|""|""|""|""|""|""|""|""
"04-3536784"|"BEN & KATE TAYLOR CHARITABLE FOUNDATION BEN & KATE TAYLOR, TRUSTEES"|"720118"|"142755.0000"|""|""|""|""|""|""|""|""
"04-6035480"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"720119"|""|""|""|""|""|""|""|""|""
"01-0211504"|"The Eunice Frye Home Foundation"|"721180"|"75632.0000"|""|""|""|""|""|""|""|""
"01-6007600"|"ADDIE KALER VAILL TRUST 10 -101200031240"|"721188"|"147977.0000"|""|""|""|""|""|""|""|""
"03-0179406"|"THE CONVERSE HOME INC"|"721194"|""|""|""|""|""|""|""|""|""
"04-2111219"|"Newburyport Society for the Relief of Aged Men"|"721208"|""|""|""|""|""|""|""|""|""
"04-2203700"|"JOSIAH WILLARD HAYDEN RECREATION CENTRE, INC."|"721210"|""|""|""|""|""|""|""|""|""
"04-2679904"|"STEPHEN J. MEOLI MEMORIAL FOUNDATION"|"721214"|"20761.0000"|""|""|""|""|""|""|""|""
"04-6009000"|"FREDERICK H JONES"|"721231"|"126731.0000"|""|""|""|""|""|""|""|""
"04-6011911"|"EARLE P CHARLTON TRUST"|"721232"|"107574.0000"|""|""|""|""|""|""|""|""
"04-6011912"|"IDA S. CHARLTON FUND"|"721233"|"118675.0000"|""|""|""|""|""|""|""|""
"04-6025910"|"THOMAS MINNS FUND"|"721234"|"129815.0000"|""|""|""|""|""|""|""|""
