"C_EIN"|"C_Org_Name"|"approved_grant_id"|"XML_DOCUMENT_ID"|"ORGNAME"|"CITY"|"STATE"|"COUNTRY"|"AMOUNT"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136396"|"758432"|"Julie's Family Learning Program"|""|""|"USA"|"10000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136397"|"758432"|"Sociedad Latina"|""|""|"USA"|"6000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136398"|"758432"|"West End House Boys & Girls Club of Allston-Brighton"|""|""|"USA"|"6000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136399"|"758432"|"Crossroads for Kids"|""|""|"USA"|"14000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136400"|"758432"|"Families First Parenting Programs"|""|""|"USA"|"20000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136401"|"758432"|"Career Collaborative"|""|""|"USA"|"30000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136402"|"758432"|"Read Boston"|""|""|"USA"|"20000.0000"
"04-6017426"|"A.C. RATSHESKY FOUNDATION"|"136403"|"758432"|"Parent Child Home Program"|""|""|"USA"|"45000.0000"
"04-3000345"|"THE FEIGENBAUM FOUNDATION, INC."|"137985"|"789742"|"BERKSHIRE MUSEUM"|""|""|"USA"|"200000.0000"
"04-3397455"|"THE PROVIDENT COMMUNITY FOUNDATION, INC."|"138339"|"927554"|"FRIENDS OF AMESBURY COUNCIL ON AGING"|""|""|"USA"|"33000.0000"
"04-3397455"|"THE PROVIDENT COMMUNITY FOUNDATION, INC."|"138340"|"927554"|"ANNA JACQUES COMMUNITY HEALTH"|""|""|"USA"|"240000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"138465"|"935960"|"Boys & Girls Club of Manchester"|"Manchester"|"NH"|"USA"|"5000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"138466"|"935960"|"First Congregational Church"|"Manchester"|"NH"|"USA"|"8000.0000"
"02-6006053"|"THE MCININCH FOUNDATION"|"138467"|"935960"|"New Hampton School"|"New Hampton"|"NH"|"USA"|"25000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138468"|"935978"|"AFRICAN AND AMERICAN FRIENDSHIPS, INC."|""|""|"USA"|"25000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138469"|"935978"|"LATHAM CENTERS, INC."|""|""|"USA"|"11000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138470"|"935978"|"ROBERT F. KENNEDY CHILDREN'S ACTION CORPS, INC."|""|""|"USA"|"15000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138471"|"935978"|"CAPE COD & ISLANDS FARM BUREAU, INC."|""|""|"USA"|"5000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138472"|"935978"|"COMMUNITY CONNECTIONS, INCORPORATED"|""|""|"USA"|"10000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138473"|"935978"|"HELPING OUR WOMEN, INC."|""|""|"USA"|"7500.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138474"|"935978"|"ALZHEIMER'S SERVICES OF CAPE COD & TIIE ISLANDS, INC."|""|""|"USA"|"8000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138475"|"935978"|"GLORIAE DEI ARTES FOUNDATION, INC."|""|""|"USA"|"5000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138476"|"935978"|"CAPE COD VOLUNTEERS, INC."|""|""|"USA"|"25000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138477"|"935978"|"THE FALMOUTH HISTORICAL SOCIETY"|""|""|"USA"|"25000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138478"|"935978"|"FIRST LUTHERAN CHURCH OF WEST BARNSTABLE"|""|""|"USA"|"5000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138479"|"935978"|"HERITAGE PLANTATION OF SANDWICH, INC. for Heritage Museums & Gardens"|""|""|"USA"|"10000.0000"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"138480"|"935978"|"CAPE COD MODERN HOUSE TRUST"|""|""|"USA"|"5000.0000"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"138481"|"935986"|"ASUH - American Society of the University of Haifa"|"New York"|"NY"|"USA"|"400000.0000"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"138482"|"935986"|"Brigham & Women Hospital - Boston"|"Boston"|"MA"|"USA"|"150000.0000"
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"140280"|"937905"|"GEORGETOWN PREP"|"NORTH BETHESDA"|"MD"|"USA"|"37500.0000"
"01-0483892"|"Hannaford Charitable Foundation"|"140930"|"941083"|"United Way"|""|""|"USA"|"380100.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"140931"|"941085"|"York Hospital"|"York"|"ME"|"USA"|"15000.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"140932"|"941085"|"York Hospital"|"York"|"ME"|"USA"|"15000.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"140933"|"941085"|"York Hospital"|"York"|"ME"|"USA"|"15000.0000"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"140934"|"941085"|"United Way"|"Kennebunk"|"ME"|"USA"|"57246.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"140935"|"941101"|"CHRIST CHURCH ANDOVER"|""|""|"USA"|"37500.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"140936"|"941101"|"MERRIMACK VALLEY YMCA"|""|""|"USA"|"375000.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"140937"|"941101"|"AMERICAN TEXTILE HISTORY MUSEUM"|""|""|"USA"|"50000.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"140938"|"941101"|"ANDOVER HISTORICAL SOCIETY"|""|""|"USA"|"10000.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"140939"|"941101"|"LAZARUS HOUSE"|""|""|"USA"|"125000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"140940"|"941112"|"FRIENDS OF GRANBY FREE PUBLIC LIBRARY"|""|""|"USA"|"12500.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"140941"|"941112"|"HAMPSHIRE COMMUNITY UNITED WAY"|""|""|"USA"|"22000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"140942"|"941112"|"CITIZEN'S SCHOLARSHIP FOUNDATION OF EASTHAMPTON"|""|""|"USA"|"17500.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"140943"|"941112"|"NORTHAMPTON SURVIVAL CENTER"|""|""|"USA"|"16667.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"140944"|"941112"|"BOYS & GIRLS CLUB OF GREATER WESTFIELD"|""|""|"USA"|"20000.0000"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"140945"|"941112"|"BAYSTATE HEALTH FOUNDATION"|""|""|"USA"|"60000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"140946"|"941137"|"Christ Church Andover"|""|""|"USA"|"37500.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"140947"|"941137"|"Merrimack Valley YMCA"|""|""|"USA"|"375000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"140948"|"941137"|"Project Adventure"|""|""|"USA"|"21000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"140949"|"941137"|"American Textile History Museum"|""|""|"USA"|"50000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"140950"|"941137"|"Greater Lawrence Community Boating Program"|""|""|"USA"|"15000.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"140951"|"941137"|"Associated Grant Markers"|""|""|"USA"|"5350.0000"
"04-6626994"|"LIBRA FOUNDATION"|"140952"|"941151"|"THE FOUNDATION FOR MAINE'S COMMUNITY COLLEGES"|"SOUTH PORTLAND"|"ME"|"USA"|"200000.0000"
"04-6626994"|"LIBRA FOUNDATION"|"140953"|"941151"|"GULF OF MAINE RESEARCH INSTITUTE"|"PORTLAND"|"ME"|"USA"|"400000.0000"
"04-6626994"|"LIBRA FOUNDATION"|"140954"|"941151"|"MAINE MEDICAL CENTER"|"PORTLAND"|"ME"|"USA"|"200000.0000"
"04-6626994"|"LIBRA FOUNDATION"|"140955"|"941151"|"UNITED STATES BIATHLON ASSOCIATION, INC."|"NEW GLOUCESTER"|"ME"|"USA"|"200000.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"142289"|"957247"|"HOSPICE FOUNDATION OF CAPE COD INC"|""|""|"USA"|"33619.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"142290"|"957247"|"ST. PETER'S LUTHERAN CHURCH"|""|""|"USA"|"11206.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"142291"|"957247"|"THE HEALTH CARE FOUNDATION OF CAPE COD INC"|""|""|"USA"|"33619.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"142292"|"957247"|"THE HEALTH CARE FOUNDATION OF CAPE COD INC"|""|""|"USA"|"33619.0000"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"143985"|"958009"|"MASSACHUSETTS PEACE ACTION"|"BOSTON"|"MA"|"USA"|"5000.0000"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"143986"|"958009"|"NIPPONZAN MYOHOJI USA"|"ARLINGTON"|"MA"|"USA"|"5000.0000"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"143987"|"958009"|"UNIVERSITY OF VIRGINIA"|"CHARLOTTESVILLE"|"VA"|"USA"|"20000.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"144482"|"958784"|"Boys & Girls Club of Manchester"|"Manchester"|"NH"|"USA"|"16664.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"144483"|"958784"|"Friends of the Music Hall"|"Portsmouth"|"NH"|"USA"|"25000.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"144484"|"958784"|"New Hampton School"|"New Hampton"|"NH"|"USA"|"25000.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"144485"|"958784"|"NH Institute for Art"|"Manchester"|"NH"|"USA"|"25000.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"144486"|"958784"|"Manchester Community Music School"|"Manchester"|"NH"|"USA"|"75000.0000"
"04-3462645"|"ROHDA FAMILY CHARITABLE FOUNDATION"|"144487"|"958790"|"ROSIE'S PLACE"|"BOSTON"|"MA"|"USA"|"40000.0000"
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"144922"|"963325"|"Long Island Universtiy"|"Brookville"|"NY"|"USA"|"130000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145333"|"963454"|"Board of Trustees of Southern Illinois University"|"Carbondale"|"IL"|"USA"|"1750000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145334"|"963454"|"Bradley University"|"Peoria"|"IL"|"USA"|"50000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145335"|"963454"|"Illinois State University"|"Normal"|"IL"|"USA"|"1745000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145336"|"963454"|"Illinois Department of Healthcare and Family Services"|"Springfield"|"IL"|"USA"|"142090.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145337"|"963454"|"Illinois State University"|"Normal"|"IL"|"USA"|"250000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145338"|"963454"|"Illinois State University, Psychological Services Center"|"Normal"|"IL"|"USA"|"146417.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145339"|"963454"|"Lawndale Christian Health Center"|"Chicago"|"IL"|"USA"|"250000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145340"|"963454"|"Logan County Health Department"|"Lincoln"|"IL"|"USA"|"85862.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145341"|"963454"|"Loyola University of Chicago"|"Chicago"|"IL"|"USA"|"34018.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145342"|"963454"|"Lydia Home Association"|"Chicago"|"IL"|"USA"|"150000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145343"|"963454"|"Mental Health Centers of Central Illinois"|"Springfield"|"IL"|"USA"|"150000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145344"|"963454"|"Mental Health Centers of Central Illinois"|"Springfield"|"IL"|"USA"|"250000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145345"|"963454"|"OSF Healthcare Foundation"|"Peoria"|"IL"|"USA"|"150000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145346"|"963454"|"Pike County Health Department"|"Pittsfield"|"IL"|"USA"|"100000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145347"|"963454"|"Pillars Community Services"|"LaGrange Park"|"IL"|"USA"|"135474.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145348"|"963454"|"Public Health Institute of Metropolitan Chicago"|"Chicago"|"IL"|"USA"|"24200.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145349"|"963454"|"Sinnissippi Centers Inc"|"Dixon"|"IL"|"USA"|"142440.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145350"|"963454"|"Sinnissippi Centers Inc"|"Dixon"|"IL"|"USA"|"250000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145351"|"963454"|"Southern Illinois Healthcare Foundation"|"Sauget"|"IL"|"USA"|"250000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145352"|"963454"|"Tazewell County Health Department"|"Tremont"|"IL"|"USA"|"9500.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145353"|"963454"|"The Children's Clinic"|"Oak Park"|"IL"|"USA"|"137000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145354"|"963454"|"Lydia Home Association"|"Chicago"|"IL"|"USA"|"150000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145355"|"963454"|"Mental Health Centers of Central Illinois"|"Springfield"|"IL"|"USA"|"1750000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"145356"|"963454"|"Sinnissippi Centers Inc"|"Dixon"|"IL"|"USA"|"1735000.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"145860"|"967749"|"COLD SPRING HARBOR LABORATORY"|"COLD SPRING HARBOR"|"NY"|"USA"|"50000.0000"
"01-0956020"|"THE MASIMO FOUNDATION FOR ETHICS, INNOVATION AND COMPETITION IN HEALTHCARE"|"146123"|"968307"|"Chapman University"|"Orange"|"CA"|"USA"|"900000.0000"
"01-0956020"|"THE MASIMO FOUNDATION FOR ETHICS, INNOVATION AND COMPETITION IN HEALTHCARE"|"146124"|"968307"|"Children's Hospital Boston"|"Boston"|"MA"|"USA"|"150000.0000"
"01-0956020"|"THE MASIMO FOUNDATION FOR ETHICS, INNOVATION AND COMPETITION IN HEALTHCARE"|"146125"|"968307"|"Cincinnati Children's Hospital Medical Center"|"Cincinnati"|"OH"|"USA"|"135000.0000"
"01-0956020"|"THE MASIMO FOUNDATION FOR ETHICS, INNOVATION AND COMPETITION IN HEALTHCARE"|"146126"|"968307"|"National Patient Safety Foundation"|"Boston"|"MA"|"USA"|"50000.0000"
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"146653"|"971252"|"Deephaven Elementary School"|""|""|"USA"|"23892.0000"
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"146654"|"971252"|"Deephaven Elementary School"|""|""|"USA"|"21708.0000"
"04-6035227"|"Cabot Corporation Foundation"|"147022"|"971845"|"Cabot Corporation Foundation"|"Boston"|"MA"|"USA"|"68500.0000"
"04-6035227"|"Cabot Corporation Foundation"|"147023"|"971845"|"Pathways Health Center for Children"|"Sarnia, Ontario N7S 2Y6"|""|"CANADA"|"40000.0000"
"04-6035227"|"Cabot Corporation Foundation"|"147024"|"971845"|"St. Joseph's Hospice Resource Centre of Sarnia Lam"|"Sarnia, Ontario N7T 5T3"|""|"CANADA"|"5000.0000"
"04-6035227"|"Cabot Corporation Foundation"|"147025"|"971845"|"The Lambton College Foundation"|"Sarnia, Ontario N7S 6K4"|""|"CANADA"|"60000.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"147026"|"971847"|"CAMP SUNSHINE"|""|""|"USA"|"50000.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"147027"|"971847"|"CHILDREN'S HOSPITAL BOSTON"|""|""|"USA"|"900000.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"147028"|"971847"|"CHOP CHOP"|""|""|"USA"|"500000.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"147029"|"971847"|"PLAYWORKS"|""|""|"USA"|"600000.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"147030"|"971847"|"TUFTS"|""|""|"USA"|"500000.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"147031"|"971847"|"TWO TEN FOUNDATION"|""|""|"USA"|"125000.0000"
"02-0550210"|"The Jay Pritzker Foundation"|"147351"|"972907"|"Northwestern University School of Law"|"Chicago"|"IL"|"USA"|"200000.0000"
"02-0550210"|"The Jay Pritzker Foundation"|"147352"|"972907"|"The Cooper Union"|"New York"|"NY"|"USA"|"75000.0000"
"02-0550210"|"The Jay Pritzker Foundation"|"147353"|"972907"|"Brown University"|"Providence"|"RI"|"USA"|"200000.0000"
"02-0550210"|"The Jay Pritzker Foundation"|"147354"|"972907"|"San Francisco Jazz Organization"|"San Francisco"|"CA"|"USA"|"750000.0000"
"02-0550210"|"The Jay Pritzker Foundation"|"147355"|"972907"|"Dartmouth College"|"Hanover"|"NH"|"USA"|"200000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147356"|"972908"|"UMSL College of Business"|""|""|"USA"|"100000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147357"|"972908"|"UMSL College of Business"|""|""|"USA"|"100000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147358"|"972908"|"Mo Baptist Healtchare Foundation"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147359"|"972908"|"St Louis Children's Hospital"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147360"|"972908"|"Young Women's Christian Assoc"|""|""|"USA"|"20000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147361"|"972908"|"SIUE Pharmacy School"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147362"|"972908"|"St. Louis University"|""|""|"USA"|"75000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147363"|"972908"|"Challenger Learning Center of St. Louis"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147364"|"972908"|"College Bound"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147365"|"972908"|"Junior Achievement of Arizona, Inc."|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147366"|"972908"|"Life for Life Academy"|""|""|"USA"|"14110.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147367"|"972908"|"Magic House"|""|""|"USA"|"47450.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147368"|"972908"|"Reach Out and read"|""|""|"USA"|"17000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147369"|"972908"|"STEM Teacher Quality Continuum"|""|""|"USA"|"35000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147370"|"972908"|"American Diabetes Association, Inc."|""|""|"USA"|"15000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147371"|"972908"|"American Heart Association"|""|""|"USA"|"45750.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147372"|"972908"|"Belle Center of St. Louis"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147373"|"972908"|"Casa de Salud"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147374"|"972908"|"Harns House Foundation"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147375"|"972908"|"Interfaith Residence dba Doorways"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147376"|"972908"|"Intl Institute of Metro St. Louis"|""|""|"USA"|"10560.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147377"|"972908"|"Memory Care Home Solutions"|""|""|"USA"|"30000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147378"|"972908"|"Nurses for New borns Foundation"|""|""|"USA"|"20000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147379"|"972908"|"Operation Food Search"|""|""|"USA"|"45000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147380"|"972908"|"St. Louis Health Equipment Lending"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147381"|"972908"|"Sudden Infant Death Syndrome"|""|""|"USA"|"10631.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147382"|"972908"|"Family Support Network"|""|""|"USA"|"40000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147383"|"972908"|"USO of Missouri, Inc."|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147384"|"972908"|"Go St Louis"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147385"|"972908"|"YMCA"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147386"|"972908"|"Matching Gifts 4th Qtr"|""|""|"USA"|"19871.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147387"|"972908"|"UMSL College of Business"|""|""|"USA"|"200000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147388"|"972908"|"St. Louis University"|""|""|"USA"|"75000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147389"|"972908"|"St. Louis University"|""|""|"USA"|"75000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"147390"|"972908"|"St Louis University"|""|""|"USA"|"75000.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147391"|"972913"|"AMERICAN HEART ASSOCIATION"|"SYRACUSE"|"NY"|"USA"|"20000.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147392"|"972913"|"FREDERIC REMINGTON ART MUSEUM"|"OGDENSBURG"|"NY"|"USA"|"14075.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147393"|"972913"|"ELIZABETH COMMUNITY HOSPITAL"|"ELIZABETHTOWN"|"NY"|"USA"|"5811.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147394"|"972913"|"UNITED HELPERS"|"WATERTOWN"|"NY"|"USA"|"19066.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147395"|"972913"|"UPSTATE MEDICAL UNIVERSITY"|"SYRACUSE"|"NY"|"USA"|"36950.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147396"|"972913"|"GOUVERNEUR FIRE DEPARTMENT"|"GOUVERNEUR"|"NY"|"USA"|"19370.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147397"|"972913"|"CROUSE HEALTH FOUNDATION"|"SYRACUSE"|"NY"|"USA"|"56301.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147398"|"972913"|"ALBANY COLLEGE OF PHARMACY"|"ALBANY"|"NY"|"USA"|"140754.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147399"|"972913"|"EJ NOBLE HOSPITAL"|"GOUVERNEUR"|"NY"|"USA"|"140754.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147400"|"972913"|"SAMARITAN MEDICAL CENTER"|"WATERTOWN"|"NY"|"USA"|"87167.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147401"|"972913"|"AUBURN MEMORIAL HOSPITAL"|"AUBURN"|"NY"|"USA"|"36950.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147402"|"972913"|"COMMUNITY MEMORIAL HOSPITAL"|"HAMILTON"|"NY"|"USA"|"9531.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147403"|"972913"|"ST. JOSEPH'S HOSPITAL HEALTH CTR FOUNDATION"|"SYRACUSE"|"NY"|"USA"|"73900.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"147404"|"972913"|"CANTON POTSDAM HOSPITAL FOUNDATION"|"CANTON"|"NY"|"USA"|"73900.0000"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"148509"|"974023"|"HUNTSMAN CANCER FNDTN"|"SALT LAKE CITY"|"UT"|"USA"|"1100000.0000"
"01-0752786"|"Zachary and Lindsey Gund Foundation"|"148998"|"974278"|"Groton School"|"Groton"|"MA"|"USA"|"5000.0000"
"04-3747289"|"EQT FOUNDATION, INC."|"148999"|"974286"|"Greater Pittsburgh Community Food Bank"|"Duquesne"|"PA"|"USA"|"60000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN. -1986"|"149000"|"974289"|"STRONG WINGS, INC."|""|""|"USA"|"100000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN. -1986"|"149001"|"974289"|"NANTUCKET MARIA MITCHELL ASSOC."|""|""|"USA"|"300000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN. -1986"|"149002"|"974289"|"NANTUCKET INTERFAITH COUNCIL"|""|""|"USA"|"20000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN. -1986"|"149003"|"974289"|"NANTUCKET DREAMLAND FOUNDATION"|""|""|"USA"|"25000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"149823"|"980183"|"ANNA MARIA COLLEGE"|""|"MA"|"USA"|"25000.0000"
