"C_EIN"|"C_Org_Name"|"CONTRACTOR_ID"|"XML_DOCUMENT_ID"|"CONTR_NAME"|"CONTR_STREET"|"CONTR_CITY"|"CONTR_STATE"|"CONTR_COUNTRY"|"CONTR_ZIP"|"CONTR_SERVICE"|"CONTR_COMP"
"04-6663582"|"THE LUDCKE FOUNDATION"|"7284"|"1708325"|"GMA FOUNDATION"|"77 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"GRANT ADMINISTRATION"|"74366.0000"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"7478"|"1711423"|"EIDEARD GROUP LLC"|"360 ROUTE 101, SUITE 13C"|"BEDFORD"|"NH"|"USA"|"03110"|"INVESTMENT MANAGEMENT FEES AND PHILANTHROPIC."|"198611.0000"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"7479"|"1711423"|"JP MORGAN CHASE BANK, N.A."|"270 PARK AVENUE"|"NEW YORK"|"NY"|"USA"|"10017"|"INVESTMENT MANAGEMENT FEES."|"128138.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"7480"|"1711435"|"PRIME BUCHHOLZ & ASSOCIATIATES INC"|"273 CORPORATE DRVIE"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"INVESTMENT ADVISORY SERVICES"|"162449.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"7584"|"1713321"|"University of Maine"|"5703 Alumni Hall Suite 218"|"Orono"|"ME"|"USA"|"04469"|"Library operations"|"350172.0000"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|"7585"|"1713348"|"LAW OFFICE OF MARTHA R BAGLEY PC"|"19 NORTH STREET"|"SALEM"|"MA"|"USA"|"01970"|"ADMINSTRATIVE SERVICES"|"70200.0000"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|"7586"|"1713348"|"BNY MELLON FINANCIAL CENTER"|"1 BOSTON PLACE"|"BOSTON"|"MA"|"USA"|"02108-4408"|"INVESTMENT SERVICE CHARGE"|"56137.0000"
"04-3409789"|"INAVALE FOUNDATION INC"|"7587"|"1713369"|"BALLENTINE PARTNERS"|"230 3RD AVENUE 6TH FLOOR"|"WALTHAM"|"MA"|"USA"|"02451"|"INVESTMENT MANAGEMENT"|"62711.0000"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"7588"|"1713384"|"GMA FOUNDATIONS"|"77 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"ADMINISTORS GRANTS"|"121679.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"7766"|"1728152"|"T. M. BYXBEE COMPANY, P.C."|"2319 WHITNEY AVENUE"|"HAMDEN"|"CT"|"USA"|"06518"|"ACCOUNTING"|"88400.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"7767"|"1728152"|"CAMBRIDGE ASSOCIATES"|"100 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORS"|"87823.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"7768"|"1728152"|"PHILLIPS OPPENHEIM, INC."|"521 FIFTH AVENUE, 29TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10175"|"EXECUTIVE SEARCH SERVICE"|"83630.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"7769"|"1728152"|"ESSENTIAL OUTCOMES, LLC"|"11 ROLLING MEADOW DRIVE"|"TOLLAND"|"CT"|"USA"|"06084"|"COMMUNITY LIAISONS SUPPORTING LOCAL EAR"|"74185.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"7770"|"1728152"|"JEFFREY DANIELS CONSULTING"|"102 ARUNDEL AVENUE"|"WEST HARTFORD"|"CT"|"USA"|"06107"|"GRANT CONSULTING"|"66768.0000"
"02-0605596"|"EBAY FOUNDATION"|"7800"|"1732742"|"WILICON VALLEY COMMUNITY FOUNDATION"|"2440 WEST EL CAMINO REAL 300"|"MOUNTAIN VIEW"|"CA"|"USA"|"94040"|"MANAGEMENT SERVICES"|"99263.0000"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOC 7522-07561003760"|"7801"|"1732749"|"WELCH & FORBES LLC"|"45 SCHOOL STREET"|"BOSTON"|"MA"|"USA"|"02108"|"INVESTMENT ADVISOR"|"56286.0000"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"7861"|"1735538"|"NOVEN FINANCIAL GROUP"|"1777 S HARRISON ST STE 1500"|"Denver"|"CO"|"USA"|"80210"|"INV ADVISOR"|"95375.0000"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"7862"|"1735538"|"THE CORNWALL LAW FIRM"|"12314 HAWTHRONE DR"|"Montgomery"|"TX"|"USA"|"77356"|"LEGAL"|"172943.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"7863"|"1735543"|"EDUCATION TRAVEL ALLIANCE"|""|""|""|"USA"|""|"GROUND OPERATOR OF CUBA"|"6236229.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"7864"|"1735543"|"DS GRAPHICS"|""|""|""|"USA"|""|"PRINTING"|"371992.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"7865"|"1735543"|"SHERATON MIAMI AIRPORT HOTEL"|""|""|""|"USA"|""|"HOTEL ACCOMMODATIONS FOR CUBA"|"151052.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"7866"|"1735543"|"ALFREDO VALVERDE"|""|""|""|"USA"|""|"CONTRACTED TOUR LEADER"|"121684.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"7867"|"1735543"|"ALLAN SIEGELBAUM"|""|""|""|"USA"|""|"CONTRACTED TOUR LEADER"|"83899.0000"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"7868"|"1735546"|"SALTONSTALL & CO"|"50 CONGRESS STREET ROOM 800"|"BOSTON"|"MA"|"USA"|""|"ACCOUNTING & MANAGEMENT"|"199905.0000"
"01-0437556"|"LUNDER FOUNDATION"|"7933"|"1747415"|"KENILWORTH INC"|"TWO MONUMENT SQ SUITE 530"|"PROTLAND"|"ME"|"USA"|"04101"|"INVESTMENT & GRANT ADMINISTRATION"|"59039.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"7937"|"1747457"|"COPLON ASSOCIATES"|"112 COTTAGE STREET"|"BAR HARBOR"|"ME"|"USA"|"04609"|"CONSULTANT DESIGN SERVICES"|"1253273.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"7938"|"1747457"|"COOPERATIVE PHILANTGHROPIC SERVICES LLC"|"11 KEEWAYDIN DRIVE, SUITE 100"|"SALEM"|"NH"|"USA"|"03079"|"GRANTS ADMINISTRATION & ACC"|"1225624.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"7939"|"1747457"|"STRATEGIC ADVISERS INC"|"82 DEVONSHIRE STREET"|"BOSTON"|"MA"|"USA"|"02109"|"INVESTMENT MANAGEMENT"|"794110.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"7940"|"1747457"|"CROSBY ADVISORS LLC"|"11 KEEWAYDIN DRIVE, SUITE 100"|"SALEM"|"NH"|"USA"|"03079"|"INVESTMENT MANAGEMENT"|"218727.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"7941"|"1747457"|"E.L. SHEA INC"|"23 CHURCH STREET"|"ELLSWORTH"|"ME"|"USA"|"04605"|"BUILDING CONTRACTOR"|"117595.0000"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"7942"|"1747465"|"CAMBRIDGE ASSOCIATES"|"100 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"CONSULTING"|"706322.0000"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"7943"|"1747465"|"RAPHAEL AND RAPHAEL LLP"|"52 CHURCH STREET"|"BOSTON"|"MA"|"USA"|"02116"|"ACCOUNTING"|"72475.0000"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"8125"|"1758572"|"BIRCH HILL INVESTMENT ADVISORS LLC"|"24 FEDEEAL STREET 10"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT MANAGEMENT"|"58459.0000"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"8211"|"1763512"|"FRESH ADVANTAGE LLC"|"360 STATE STREET 2501"|"NEW HAVEN"|"CT"|"USA"|"06510"|"PROGRAM SUPPORT"|"78500.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"8212"|"1763515"|"MORGAN STANLEY"|"1 TECHNOLOGY DR"|"WESTBOROUGH"|"MA"|"USA"|"01581"|"INVESTMENT ADVISORY FEES"|"23473.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"8213"|"1763515"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH"|"FLOOR, WORCESTER"|"MA"|"USA"|"01608"|"ADMINISTRATIVE FEES"|"22650.0000"
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"8214"|"1763518"|"MERRILL LYNCH"|"100 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT MANAGEMENT SERVICES"|"67003.0000"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"8277"|"1767387"|"CABOT-WELLINGTON,LLC"|"70 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"ADMINISTRATIVE"|"324000.0000"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"8278"|"1767387"|"CABOT-WELLINGTON, LLC"|"70 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT SERVICES"|"75481.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"8307"|"1778829"|"BLACK RIVER MANA GEMENT CO"|"60 CUTTER MILL ROAD STE 214"|"GREAT NECK"|"NY"|"USA"|"11021"|"ADVISORY SERVICES/ADMINISTRATIVE"|"1522515.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"8308"|"1778829"|"PATTERSON BELKNAP WEBB & TYLER"|"1133 AVENUE OF THE AMERICAS"|"NEW YORK"|"NY"|"USA"|"10036"|"LEGAL"|"243427.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"8309"|"1778829"|"BAROMETER CAPITAL MANAGEMENT INC"|"1 UNIVERSITY AVENUE SUITE 1910"|"TORONTO, ONTARIO"|""|"CA"|""|"ADVISORY SERVICES"|"185929.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"8310"|"1778829"|"DANA BEACH"|"60 CUTTER MILL ROAD STE 212"|"GREAT NECK"|"NY"|"USA"|"11021"|"CONSULTING FEES"|"65044.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"8311"|"1778829"|"GRASSI & CO"|"488 MADISON AVENUE"|"NEW YORK"|"NY"|"USA"|"10022"|"ACCOUNTING FEES"|"57574.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"8417"|"1785306"|"DEXTER ENTERPRISES INC"|"TWO MONUMENT SQUARE"|"PORTLAND"|"ME"|"USA"|"04101"|"INVESTMENT & GRANT ADMINISTRATION"|"65429.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"8424"|"1789047"|"CAMBRIDGE ASSOCIATES"|"100 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORS"|"362169.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"8425"|"1789047"|"FINANCEXECUTIVES"|"245 CUSHING STREET"|"HINGHAM"|"MA"|"USA"|"02043"|"FINANCIAL MANAGEMENT CONSULTANT"|"183740.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"8426"|"1789047"|"SILCHESTER INTERNATIONAL"|"780 THIRD AVE"|"NEW YORK"|"NY"|"USA"|"10017"|"INVESTMENT/MANAGEMENT FEES"|"142597.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"8427"|"1789047"|"WELLINGTON TRUST COMPANY"|"75 STATE STREET"|"BOSTON"|"MA"|"USA"|"02109"|"INVESTMENT/MANAGEMENT FEES"|"102816.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"8428"|"1789047"|"SALERA CONSULTING"|"250 FIRST AVENUE"|"CHARLESTOWN"|"MA"|"USA"|"02129"|"CONSULTING"|"90000.0000"
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|"8448"|"1789336"|"MORGAN STANLEY SMITH BARNEY"|"1 PENN PLAZA"|"NEW YORK"|"NY"|"USA"|"10001"|"INVESTMENT MANAGEMENT"|"57312.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"8534"|"1796380"|"AUS MARKETING RESEARCH SYSTEMS INC"|"155 GAITHER DRIVE SUITE A"|"LAUREL"|"NJ"|"USA"|"08054"|""|"319886.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"8535"|"1796380"|"URBAN INSTITUTE"|"2100 M STREET NW"|"WASHINGTON"|"DC"|"USA"|"20037"|""|"159491.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"8536"|"1796380"|"PRESIDENT & FELLOWS OF HARVARD COLLEGE"|"HARVARD UNIVERSITY"|"CAMBRIDGE"|"MA"|"USA"|"02138"|""|"86485.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"8537"|"1796380"|"LAWRENCE TYE"|"139A FAYERWEATHER ST"|"CAMBRIDGE"|"MA"|"USA"|"02138"|""|"212729.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"8538"|"1796380"|"RUTGERS STATE UNIVERSITY OF NJ"|"96 DAVIDSON ROAD"|"PISCATAWAY TOWNSHIP"|"NJ"|"USA"|"08854"|""|"74394.0000"
"04-6856820"|"ABRAMS FOUNDATION INC"|"8544"|"1796388"|"EGMONT ASSOCIATES"|"85 EAST INDIA ROW 24F"|"BOSTON"|"MA"|"USA"|"02110"|"CONSULTING"|"73478.0000"
"04-6856820"|"ABRAMS FOUNDATION INC"|"8545"|"1796388"|"GARDNER RUSSO & GARDNER"|"223 EAST CHESTNUT STREET"|"LANCASTER"|"PA"|"USA"|"17602"|"INVESTMENT MANAGEMENT SERVICES"|"72776.0000"
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC."|"8634"|"1800769"|"SILVER BRIDGE CAPITAL MANAGEMENT/ADVISOR"|"60TH STATE STREET. 26TH FLOOR"|"BOSTON"|"MA"|"USA"|"02109"|"INVESTMENT MANAGEMENT"|"89508.0000"
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC."|"8635"|"1800769"|"BANYAN PARTNERS LLC"|"255 STATE STREET, 6TH FLOOR"|"BOSTON"|"MA"|"USA"|"02109"|"INVESTMENT MANAGEMENT"|"75810.0000"
"04-6772532"|"THE MCCANCE FOUNDATION"|"8636"|"1800784"|"SCS FINANCIAL SERVICES, LLC"|"ONE WINTHROP SQUARE"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT"|"138120.0000"
"04-6036558"|"Amelia Peabody Foundation"|"8789"|"1803660"|"Prime Buchholz & Assoc."|"10 Post Office Sq N. Tower 580"|"Boston"|"MA"|"USA"|"02109"|"Investment Advi"|"100000.0000"
"04-6036558"|"Amelia Peabody Foundation"|"8790"|"1803660"|"Wellington Trust Company"|"280 Congres St."|"Boston"|"MA"|"USA"|"02110"|"Management fees"|"94818.0000"
"04-6036558"|"Amelia Peabody Foundation"|"8791"|"1803660"|"State Street Bank"|"200 Newport Ave 7th FL"|"North Quincy"|"MA"|"USA"|"02171"|"Custodial fees"|"77723.0000"
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|"8829"|"1804346"|"DEROSA DOHONEY LLP"|"120 MA MOCA WAY MA MOCA WAY"|"NORTH ADAMS"|"MA"|"USA"|"01247"|"TRUSTEE/MANAGEMENT"|"75000.0000"
"04-3757853"|"LINDA PACE FOUNDATION"|"8830"|"1804369"|"UBS FINANCIAL SERVICES INC"|"100 CRESCENT CT, SUITE 600"|"DALLAS"|"TX"|"USA"|"75201"|"INVESTMENT ADV"|"327016.0000"
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|"8963"|"1806602"|"JAY W O'BRIEN"|"48 BROOKS AVE"|"ARLINGTON"|"MA"|"USA"|"02474"|"DESIGN/1MPLEMENTATIO N OF WEBSITE FOR EXC"|"58200.0000"
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"8964"|"1806609"|"CONTINUING CARE MANAGEMENT LLC"|"5 LYMAN ST"|"WESTBOROUGH"|"MA"|"USA"|"01581"|"MANAGEMENT CONSULTING"|"410000.0000"
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"8965"|"1806609"|"READYNURSE STAFFING SERVICES"|"177 SOUTH RIVER ROAD"|"BEDFORD"|"NH"|"USA"|"03110"|"NURSE STAFFING"|"120825.0000"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"8966"|"1806624"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"R=TRUSTEE AND ACCOUNTING"|"120000.0000"
"02-0467589"|"THE MARSHALL FUND 4738517"|"9163"|"1808581"|"STATE STREET BANK"|""|"BOSTON"|"MA"|"USA"|""|"INVESTMENT MNG & CUS"|""
"01-0498551"|"John T. Gorman Foundation"|"9206"|"1813422"|"Cambridge Associates"|"125 High Street"|"Boston"|"MA"|"USA"|"02110"|"Investment Advisory Services"|"359617.0000"
"01-0498551"|"John T. Gorman Foundation"|"9207"|"1813422"|"Northern Trust Company"|"50 South LaSalle Street"|"Chicago"|"IL"|"USA"|"60603"|"Investment Custody Services"|"62449.0000"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"9208"|"1813443"|"HEALTH RESOURCES IN ACTION, INC."|"95 BERKELEY STREET"|"BOSTON"|"MA"|"USA"|"02116"|"CONSULTING"|"187640.0000"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"9209"|"1813443"|"CFAR"|"FOUR PENN CENTER"|"PHILADELPHIA"|"PA"|"USA"|"19103"|"CONSULTING"|"151334.0000"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"9210"|"1813443"|"THE WOLF ORGANIZATION, INC."|"8A FRANCIS AVE"|"CAMBRIDGE"|"MA"|"USA"|"02138"|"CONSULTING"|"55000.0000"
"04-6037650"|"CLARK CHARITABLE TRUST"|"9472"|"1821200"|"BOOKS BONARDI & CO PC"|"557"|"NEEDHAM"|"MA"|"USA"|"02494-0011"|"TAX PREPARATION"|"4600.0000"
"04-6640238"|"WILLIAM J. MCKEE CHARITABLE FOUNDATION"|"9473"|"1821201"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST AND ACCOUNTING FEES"|"6693.0000"
"04-3265080"|"DENTAQUEST FOUNDATION INC"|"9665"|"1826181"|"HARDER & COMPANY COMMUNITY RESEARCH"|"299 KANSAS ST"|"SAN FRANCISCO"|"CA"|"USA"|"94103"|"ORGANIZATIONAL DEVELOPMENT"|"455625.0000"
"04-3265080"|"DENTAQUEST FOUNDATION INC"|"9666"|"1826181"|"INTERACTION INSTITUTE FOR SOCIAL CHANGE"|"70 FARGO ST STE 908"|"BOSTON"|"MA"|"USA"|"02210"|"ISTRATEGIC PLANNING"|"234205.0000"
"04-3265080"|"DENTAQUEST FOUNDATION INC"|"9667"|"1826181"|"TRACY GARLAND"|"4759 51ST PLACE SW"|"SEATTLE"|"WA"|"USA"|"98116"|"MANAGEMENT TRAINING"|"180000.0000"
"04-3265080"|"DENTAQUEST FOUNDATION INC"|"9668"|"1826181"|"ARGUS COMMUNICATIONS INC"|"177 MILK STREET SUITE 610"|"BOSTON"|"MA"|"USA"|"02109"|"MARKETING"|"105876.0000"
"04-3294783"|"JULIA CHILD FOUNDATION FOR GASTRONOMY AND THE CULINARY ARTS"|"9669"|"1826183"|"TODD SCHULKIN"|"29592 MICHELIS ST"|"LAGUNA NIGUEL"|"CA"|"USA"|"92677"|"IP CONSULTANT"|"60000.0000"
"04-6023791"|"STODDARD CHARITABLE TRUST"|"9670"|"1826186"|"FLETCHER TILTON PC"|"370 MAIN ST. 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST & ACCOUNTING FEES"|"350000.0000"
"04-6023791"|"STODDARD CHARITABLE TRUST"|"9671"|"1826186"|"NIXON PEABODY"|"370 MAIN ST. 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST & ACCOUNTING FEES"|"68754.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"9673"|"1826189"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST & ACCOUNTING"|"124000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"9674"|"1826189"|"NIXON PEABODY"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST & ACCOUNTING"|"24031.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"9956"|"1830491"|"CAMBRIDGE ASSOCIATES"|"125 HIGH STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT CONSULTING"|"266169.0000"
"04-3292638"|"JAMES AND BEATRICE SALAH FAMILY FOUNDATION TWN OF CANTON"|"10138"|"1835219"|"JOHN J KONEVICH CPA PC"|"401 NEPONSET STREET SUITE 5"|"CANTON"|"MA"|"USA"|"02021"|"PROFESSIONAL"|"4750.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"10139"|"1835244"|"THE DUBROF GROUP"|"850 PIEDMONT AVNEUE, SUITE 3308"|"ATLANTA"|"GA"|"USA"|"30308"|"EXECUTIVE PLACEMTN"|"51250.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"10190"|"1836692"|"BOSTON TRUST MANAGEMENT CORPORATION"|"990 WASHINGTON STREET - SUITE 315"|"DEHAM"|"MA"|"USA"|"02026"|"FOUNDATION MANAGEMENT."|"2172862.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"10191"|"1836692"|"CAMBRIDGE ASSOCIATES LLC"|"100 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110-2112"|"INVESTMENT ADVISOR"|"517930.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"10192"|"1836692"|"STATE STREET GLOBAL SERVICES"|"1200 CROWN COLONY DRIVE"|"QUINCY"|"MA"|"USA"|"02169"|"INV CUSTODIAL SERVICES"|"386117.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"10193"|"1836692"|"GARDNER RUSSO & GARDNER"|"223 EAST CHESNUT STREET"|"LANCASTER"|"PA"|"USA"|"17602"|"PROTFOLIO MANAGER SERVICES"|"233745.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"10194"|"1836692"|"MAYO CAPITAL PARTNERS, LLC"|"30 ROWES WAHRF, SUITE 500"|"BOSTON"|"MA"|"USA"|"02110"|"PORTFOLIO MANAGER SERVICES"|"208957.0000"
"04-3118545"|"SWEET WATER TRUST"|"10195"|"1836694"|"RUANE CUNNIFF & GOLDFARBLE LLC"|"767 FIFTH AVENUE SUITE 4701"|"NEW YORK"|"NY"|"USA"|"10153"|"INVESTMENT MANAGEMENT"|"156336.0000"
"04-3118545"|"SWEET WATER TRUST"|"10196"|"1836694"|"DOWNTOWN ASSOCIATES I LP-FROM K-1"|"674 UNIONVILLE RD STE 105"|"KENNETT SQ"|"PA"|"USA"|"19248"|"PROTFOLIO MANAGEMENT"|"115725.0000"
"03-0373895"|"JAMES F & MARION L MILLER FOUNDATION"|"10293"|"1837471"|"CHARLES H PUTNEY"|"805 SW BROADWAY SUITE 1800"|"PORTLAND"|"OR"|"USA"|"97205"|"INVESTMENT MANAGEMENT"|"235371.0000"
"04-6111693"|"MORGAN-WORCESTER, INC."|"10574"|"1859875"|"GREENBURG ROSENBLATT KULL BITSOLI"|""|""|""|"USA"|""|"ACCONTING FIRM"|"1426.0000"
"04-2864138"|"TECHNICAL TRAINING FOUNDATION"|"11372"|"1974265"|"JOC ADVISORS, LLC"|"100 NORTH WASHINGTON STREET"|"BOSTON"|"MA"|"USA"|"02114"|"INVESTMENT ADVICE"|"328812.0000"
"04-2864138"|"TECHNICAL TRAINING FOUNDATION"|"11373"|"1974265"|"ROBERTO, ISRAEL & WEINER"|"225 STATE STREET"|"BOSTON"|"MA"|"USA"|"02109"|"LEGAL"|"86700.0000"
