"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ADJUSTED_QUALIFYING_DISTRIBUTIONS"|"PAID_CHAR_ASSETS"|"CHAR_DIST_TEST"|"QUAL_DIST_XII"|"REDUCED_TAX_RATE"|"CHAR_SUIT_TEST"
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"657960"|"358464.0000"|""|""|""|""|""
"01-0559509"|"PETRELLO FAMILY FOUNDATION"|"685670"|"1468862.0000"|""|""|""|""|""
"01-0912891"|"BROWN ADVISORY CHARITABLE"|"685679"|"388833.0000"|""|""|""|""|""
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"685680"|"17627.0000"|""|""|""|""|""
"02-0406826"|"TAMPOSI FOUNDATION"|"685701"|"16063.0000"|""|""|""|""|""
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"685717"|"1816089.0000"|""|""|""|""|""
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"685725"|"691819.0000"|""|""|""|""|""
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"685749"|"38972.0000"|""|""|""|""|""
"04-2127029"|"MARIETTA W DYER TRUST UW"|"685754"|"113716.0000"|""|""|""|""|""
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|"685757"|"73670.0000"|""|""|""|""|""
"04-2655735"|"THE CRICKET FOUNDATION A JOSHUA SHERMAN TRUSTEE"|"685787"|"128664.0000"|""|""|""|""|""
"04-3092412"|"HARVEY C. KRENTZMAN CHARITABLE FOUNDATION TRUST"|"685816"|"85037.0000"|""|""|""|""|""
"04-3368515"|"SEAMENS LONG POINT CHARITABLE FOUNDATION, INC."|"685835"|"123387.0000"|""|""|""|""|""
"04-3559359"|"FOUNDATION M"|"685846"|"505750.0000"|""|""|""|""|""
"04-6091916"|"KELLY ROBERT H TR U/IND"|"685858"|"143708.0000"|""|""|""|""|""
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"685859"|"103543.0000"|""|""|""|""|""
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"685861"|"90688.0000"|""|""|""|""|""
"04-6746970"|"DUNIRY FOUNDATION"|"685863"|"402231.0000"|""|""|""|""|""
"04-6753154"|"WILLIAM VANDERHOUT TRUST 42C129014"|"685864"|"76429.0000"|""|""|""|""|""
"04-6855617"|"VIRGINIA COOK FOUNDATION 42C161017"|"685865"|"69178.0000"|""|""|""|""|""
"04-6898402"|"Philippe Citron Charitable Foundation Trust"|"685866"|"70725.0000"|""|""|""|""|""
"04-6935987"|"EDITH CROCKER CHARITABLE TRUST"|"685867"|"26877.0000"|""|""|""|""|""
"01-0522171"|"The Borman Family Foundation"|"689592"|"279309.0000"|""|""|""|""|""
"01-0852643"|"Gregory L. Gibson Charitable Foundation, Inc."|"689594"|"77142.0000"|""|""|""|""|""
"01-6076500"|"RICHARD S HUESTIS TRUST U/W 8/9/57 10-101200148440"|"689595"|"148649.0000"|""|""|""|""|""
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"689597"|"577793.0000"|""|""|""|""|""
"02-6014968"|"BLANCHE A BRUCE TRUST UWO"|"689598"|"127000.0000"|""|""|""|""|""
"02-6046966"|"ADELE GIFFORD RESIDUARY TRUST 360888010"|"689600"|"701090.0000"|""|""|""|""|""
"03-0345055"|"GEORGE W. MERGENS FOUNDATION"|"689601"|"414698.0000"|""|""|""|""|""
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"689602"|"43500.0000"|""|""|""|""|""
"04-2104694"|"MARBLEHEAD FEMALE HUMANE SOCIETY, INC."|"689603"|"188958.0000"|""|""|""|""|""
"04-2305919"|"MASSACHUSETTS CHARITABLE FIRE SOCIETY"|"689605"|"81266.0000"|""|""|""|""|""
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"689606"|"170000.0000"|""|""|""|""|""
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"689607"|"88750.0000"|""|""|""|""|""
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDATION"|"689610"|"94616.0000"|""|""|""|""|""
"04-3446684"|"THE BADDOUR FAMILY FOUNDATION"|"689611"|"288666.0000"|""|""|""|""|""
"04-3464255"|"F. Felix Foundation"|"689613"|"287917.0000"|""|""|""|""|""
"04-3492839"|"Savage Family Foundation"|"689615"|"134429.0000"|""|""|""|""|""
"04-3493404"|"Carlson Family Trust"|"689618"|"95500.0000"|""|""|""|""|""
"04-3525914"|"YOUNG FAMILY FOUNDATION"|"689619"|"295070.0000"|""|""|""|""|""
"04-3613397"|"John F Byme Family Foundation Inc"|"689620"|"139396.0000"|""|""|""|""|""
"04-6037725"|"GEORGE HARRINGTON TRUST U/W"|"689621"|"92588.0000"|""|""|""|""|""
"04-6038293"|"GERMAN AID SOCIETY OF BOSTON INC"|"689623"|"55214.0000"|""|""|""|""|""
"04-6041304"|"NEWBURYPORT HOWARD BENEVOLENT SOCIETY"|"689624"|"63936.0000"|""|""|""|""|""
"04-6054630"|"POMROY REBECCA FOUNDATION INC"|"689625"|"80321.0000"|""|""|""|""|""
"04-6065495"|"NATHANIEL TAYLOR FUND, INC"|"689626"|"20518.0000"|""|""|""|""|""
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"689628"|"76234.0000"|""|""|""|""|""
"04-6142548"|"EVANDER LEWIS FAMILY FOUNDATION"|"689631"|"35535.0000"|""|""|""|""|""
"04-6198798"|"The Fisher-Renkert Foundation"|"689632"|"130723.0000"|""|""|""|""|""
"04-6412350"|"FRED W. WELLS TRUST FUND"|"689636"|"190792.0000"|""|""|""|""|""
"04-6607402"|"BEN & ZELMA DORSON CHRTBLE FNDN IMA 1-04015"|"689637"|"39000.0000"|""|""|""|""|""
"04-6897800"|"THE WINDOVER FOUNDATION"|"689638"|"11768.0000"|""|""|""|""|""
"01-0556625"|"MAAK FOUNDATION"|"690918"|"162961.0000"|""|""|""|""|""
"02-0498236"|"ROY M. MALOOL FAMILY FOUNDATION"|"690920"|"164690.0000"|""|""|""|""|""
"04-2648729"|"SWEATT WILLIAM H TR U/WILL"|"690923"|"74433.0000"|""|""|""|""|""
"04-3353621"|"INSTITUTION FOR SAVINGS IN NEWBURYPORT & ITS VICINITY CHARITABLE FOUNDATION, INC."|"690924"|"863819.0000"|""|""|""|""|""
"04-3357627"|"MARTIN SALOMON MORTON AND GUSTEL SCHREIBER MORTON FOUNDATION"|"690925"|"35133.0000"|""|""|""|""|""
"04-3400633"|"THE DURANT FAMILY FOUNDATION #0745364"|"690926"|"180331.0000"|""|""|""|""|""
"04-3494831"|"EOS Foundation"|"690928"|"5424264.0000"|""|""|""|""|""
"04-6025922"|"F S PARMENTER B/O A C P U/W"|"690929"|"40855.0000"|""|""|""|""|""
"04-6047134"|"CHARLES MONTAGUE CHARITABLE TR"|"690930"|"63372.0000"|""|""|""|""|""
"04-6058434"|"KAUDERS CHARITABLE TRUST"|"690931"|"13967.0000"|""|""|""|""|""
"04-6091333"|"BUSIEL FRANK E TR U/WILL"|"690932"|"67460.0000"|""|""|""|""|""
"04-6091346"|"CHICKERING CAROLINE E TR U/WILL"|"690933"|"201372.0000"|""|""|""|""|""
"04-6091533"|"LAWRENCE DANIEL W TR U/AGREE"|"690934"|"98420.0000"|""|""|""|""|""
"04-6092036"|"RICHARDS HELEN R TR U/WILL"|"690935"|"235952.0000"|""|""|""|""|""
"04-6173120"|"TEKULSKY ANNA HARVEY TR U/DECL"|"690937"|"28284.0000"|""|""|""|""|""
"04-6423442"|"TOMPKINS EDNA H TR U/WILL"|"690938"|"62323.0000"|""|""|""|""|""
"04-6747335"|"BEMIS-TRUST IN DIVERSITY THOMAS E. PECKHAM, TRUSTEE"|"690939"|"93239.0000"|""|""|""|""|""
"01-6008547"|"THE HORACE WILLIAMS MEMORIAL FUND KENNEBEC SAVINGS BANK, AGENT FOR TRUSTEE"|"691426"|"11000.0000"|""|""|""|""|""
"04-6091426"|"FAY EUGENE F TR U/WILL"|"691432"|"83883.0000"|""|""|""|""|""
"01-0485292"|"ELLEN M LEACH MEMORIAL HOME"|"691646"|"275812.0000"|""|""|""|""|""
"04-3340295"|"THE WALLACE FAMILY FOUNDATION"|"691649"|"149847.0000"|""|""|""|""|""
"04-3348263"|"THE BEHRAKIS FOUNDATION"|"691650"|"167773.0000"|""|""|""|""|""
"04-6069834"|"The Fragment Society"|"691652"|"105568.0000"|""|""|""|""|""
"04-6242439"|"Oscar J. George Trust"|"691654"|"99491.0000"|""|""|""|""|""
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"691656"|"43583.0000"|""|""|""|""|""
"02-0474928"|"LINWOOD EDUCATIONAL TRUST FUND, INC"|"692894"|"17460.0000"|""|""|""|""|""
"03-6010574"|"Lamson Howell Foundation, Inc."|"692899"|"62826.0000"|""|""|""|""|""
"04-2104293"|"WILLIAM TOWNSEND PORTER FOUNDATION"|"692901"|"169935.0000"|""|""|""|""|""
"04-2680681"|"ALBERT E. MARKS CHARITABLE TRUST"|"692905"|"25942.0000"|""|""|""|""|""
"04-2733957"|"MELVIN S. CUTLER CHARITABLE FOUNDATION"|"692906"|"213510.0000"|""|""|""|""|""
"04-3293593"|"THE ALBERT AND JUDITH GOLDBERG FOUNDATION"|"692908"|"69203.0000"|""|""|""|""|""
"04-3293595"|"HERBERT AND BARBARA GOLDBERG FOUNDATION"|"692909"|"73168.0000"|""|""|""|""|""
"04-3420457"|"THE RICA CHARITABLE TRUST"|"692912"|"39382.0000"|""|""|""|""|""
"04-6014190"|"SALEM FEMALE CHARITABLE SOCIETY"|"692914"|"48788.0000"|""|""|""|""|""
"04-6056949"|"NEWSBOYS READING ROOM ASSOCIATION"|"692916"|"67099.0000"|""|""|""|""|""
"01-6070365"|"M. MCKENNEY & E. W. BOOKER EDUCATION TR."|"697780"|"207838.0000"|""|""|""|""|""
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|"697824"|"64811.0000"|""|""|""|""|""
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE, INC."|"697828"|"28970.0000"|""|""|""|""|""
"04-6009458"|"CHARLES H PEARSON TRUST"|"697871"|"154328.0000"|""|""|""|""|""
"04-6091865"|"ELY CHARLES C TR U/WILL"|"697877"|"180742.0000"|""|""|""|""|""
"04-6093555"|"LEIGHTON EDWARD K TR U/WILL"|"697879"|"197353.0000"|""|""|""|""|""
"04-6208360"|"HAZEL CHASE GIFFORD FUND 31C009011"|"697884"|"13564.0000"|""|""|""|""|""
"04-6740855"|"VERROCHI FAMILY CHARITABLE TRUST"|"697886"|"225846.0000"|""|""|""|""|""
"04-2104272"|"HAHNEMANN HOSPITAL"|"706114"|"82844.0000"|""|""|""|""|""
"04-6093374"|"BLANCHARD ARTHUR F TR U/AGREE"|"706124"|"722933.0000"|""|""|""|""|""
"04-6384971"|"FOX MARION TR U/WILL ART 4"|"706126"|"71036.0000"|""|""|""|""|""
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD., INC."|"706810"|"5362868.0000"|""|""|""|""|""
"01-0519446"|"Great Bay Foundation"|"706815"|"533366.0000"|""|""|""|""|""
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"706821"|"282238.0000"|""|""|""|""|""
"01-0626611"|"WALTER PAYNE FOUNDATION"|"706827"|"124300.0000"|""|""|""|""|""
"01-0756380"|"BANGS FAMILY FOUNDATION"|"706831"|"175818.0000"|""|""|""|""|""
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING, INC."|"706863"|"12226544.0000"|""|""|""|""|""
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|"706886"|"422906.0000"|""|""|""|""|""
"02-6059690"|"WALDO & ALICE AYER TRUST #3035010252"|"706891"|"16971.0000"|""|""|""|""|""
"02-6061000"|"LEON M & HAZEL F FITCH TR FBO CHESHIRE HEATLH FDN 3035010314"|"706892"|"110184.0000"|""|""|""|""|""
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"706954"|"268797.0000"|""|""|""|""|""
"04-3191009"|"HIRSH FAMILY FOUNDATION"|"707034"|"294362.0000"|""|""|""|""|""
"04-3216632"|"CATHERINE & PAUL BUTTENWIESER FOUNDATION"|"707038"|"578031.0000"|""|""|""|""|""
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"707050"|"206235.0000"|""|""|""|""|""
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"707051"|"1189026.0000"|""|""|""|""|""
"04-3464899"|"THE RAMSEY MCCLUSKEY FAMILY FOUNDATION"|"707063"|"155886.0000"|""|""|""|""|""
"04-3492753"|"MORTON AND LILLIAN WALDFOGEL CHARITABLE FOUNDATION"|"707068"|"621054.0000"|""|""|""|""|""
"04-3721096"|"THE BLACK DOG FOUNDATION"|"707083"|"88478.0000"|""|""|""|""|""
"04-3731472"|"ELIZABETH S BLACK CHARITABLE TRUST PNC BANK, NA"|"707084"|"432897.0000"|""|""|""|""|""
"04-6012766"|"AMERICAN MEMORIAL HOSPITAL, INC."|"707095"|"683834.0000"|""|""|""|""|""
"04-6042910"|"WILLIAM AND CYNTHIA MARCUS FAMILY CHARITABLE TRUST"|"707097"|"255187.0000"|""|""|""|""|""
"04-6049543"|"GERMAN LADIES AID SOCIETY OF BOSTON, INC"|"707098"|"106880.0000"|""|""|""|""|""
"04-6074427"|"ELIA & FANNIE KARAS FOUNDATION, INC."|"707100"|"337214.0000"|""|""|""|""|""
"04-6552121"|"C.J.L. CHARITABLE FOUNDATION"|"707109"|"57661.0000"|""|""|""|""|""
"04-6091682"|"STRAUSS PETER E TR U/WILL"|"713377"|"198371.0000"|""|""|""|""|""
"04-6091978"|"CONVERSE M I FBO HAHNEMANN FDN-TR"|"713378"|"65500.0000"|""|""|""|""|""
"04-6868099"|"THE MORSE FOUNDATION"|"713736"|"154850.0000"|""|""|""|""|""
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"713745"|"85000.0000"|""|""|""|""|""
"01-0248064"|"Camden Home For Senior Citizens"|"713898"|"172069.0000"|""|""|""|""|""
"01-0265587"|"MAINE HIGHER EDUCATION ASSISTANCE FOUNDATION"|"713902"|"11000.0000"|""|""|""|""|""
"01-0683241"|"VOPICKA FAMILY FOUNDATION INC."|"713909"|"249937.0000"|""|""|""|""|""
"02-0222124"|"ALEXANDER EASTMAN FOUNDATION"|"713915"|"551129.0000"|""|""|""|""|""
"04-2104767"|"THE PEABODY FOUNDATION, INC."|"713922"|"925657.0000"|""|""|""|""|""
"04-2131415"|"SARAH GILLETT SERVICES FOR THE ELDERLY, INC"|"713924"|"36142.0000"|""|""|""|""|""
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"713933"|"688278.0000"|""|""|""|""|""
"04-2775692"|"HART FOUNDATION"|"713937"|"21145.0000"|""|""|""|""|""
"04-6291053"|"TRUST U/W SARAH A.W. DEVENS"|"713959"|"67812.0000"|""|""|""|""|""
"01-0247548"|"Peter G. Hastings & David R. Hastings II, Co-Trustees"|"715449"|"479058.0000"|""|""|""|""|""
"02-6003957"|"RUSSELL T & OLIVE V BARTLETT TRUST 3020000764"|"715591"|"56099.0000"|""|""|""|""|""
"04-6384983"|"GEORGE H & JANE A MIFFLIN MEMORIAL FUND 15005012"|"715607"|"1222316.0000"|""|""|""|""|""
"02-0549409"|"MAINE ORTHOPAEDIC FOUNDATION"|"715648"|"16026.0000"|""|""|""|""|""
"02-6005559"|"COIT HOUSE"|"715651"|"60486.0000"|""|""|""|""|""
"02-6169513"|"BALDWIN FAMILY FOUNDATION TRUST"|"715655"|"265559.0000"|""|""|""|""|""
"03-0547269"|"THE SYKORA FAMILY CHARITABLE FOUNDATION"|"715657"|"65020.0000"|""|""|""|""|""
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC."|"715660"|"422250.0000"|""|""|""|""|""
"04-3130418"|"NORTON PUBLIC LIBRARY"|"715663"|"55220.0000"|""|""|""|""|""
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC."|"715666"|"76293.0000"|""|""|""|""|""
"04-3493858"|"THE BETE FAMILY FOUNDATION"|"715669"|"52374.0000"|""|""|""|""|""
"04-6038871"|"IM WESTFIELD ACADEMY"|"715673"|"108892.0000"|""|""|""|""|""
"03-6016628"|"MERCHANTS BANK FOUNDATION, INC."|"715729"|"190260.0000"|""|""|""|""|""
"04-2121342"|"METROWEST COMMUNITY HEALTH CARE FOUNDATION, INC."|"715737"|"4652835.0000"|""|""|""|""|""
"01-0421912"|"Fore River Foundation"|"716240"|"364840.0000"|""|""|""|""|""
"01-0561393"|"ROBERT HAYWOOD MORRISON FDN"|"716244"|"476116.0000"|""|""|""|""|""
"01-6017321"|"KEY BANK - CENTRAL MAINE FDN 10 - 101230297402"|"716249"|"57987.0000"|""|""|""|""|""
"02-6011388"|"PUTNAM FOUNDATION"|"716255"|"1171925.0000"|""|""|""|""|""
"03-6007183"|"FLETCHER FARM FOUNDATION INC"|"716259"|"75582.0000"|""|""|""|""|""
"03-6112076"|"BOYER FAMILY FOUNDATION"|"716262"|"30000.0000"|""|""|""|""|""
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"716270"|"650955.0000"|""|""|""|""|""
"04-2752515"|"CHAMBERLAIN FOUNDATION"|"716273"|"64000.0000"|""|""|""|""|""
"04-2864138"|"TECHNICAL TRAINING FOUNDATION"|"716279"|"3809178.0000"|""|""|""|""|""
"04-3173231"|"ROBERT AND MOLLY TARR CHARITABLE FOUNDAT FOUNDATION"|"716281"|"175555.0000"|""|""|""|""|""
"04-3542326"|"The Halfway Rock Foundation"|"716287"|"438223.0000"|""|""|""|""|""
"04-3727883"|"The Gumbo Foundation"|"716290"|"239954.0000"|""|""|""|""|""
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"716295"|"723870.0000"|""|""|""|""|""
"04-6034977"|"BOSTON BAPTIST SOCIAL UNION"|"716305"|"684531.0000"|""|""|""|""|""
"04-6044779"|"THE HOPEDALE FOUNDATION"|"716307"|"435405.0000"|""|""|""|""|""
"04-6110988"|"THE COLONIAL SOCIETY OF MASSACHUSETTS THOMAS R APPLETON, TREASURER"|"716311"|"245742.0000"|""|""|""|""|""
"04-6772317"|"LEBLANG CHARITABLE FOUNDATION DAVID B LEBLANG TRUSTEE"|"716327"|"37596.0000"|""|""|""|""|""
"04-6899625"|"FISHER FAMILY FOUNDATION"|"716332"|"690516.0000"|""|""|""|""|""
"01-6007288"|"WING-BENJAMIN TRUST FUND U/W 10 -101230016800"|"717282"|"44831.0000"|""|""|""|""|""
"04-2111388"|"The Fitch Home, Inc."|"717289"|"1146844.0000"|""|""|""|""|""
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|"717744"|"133357.0000"|""|""|""|""|""
"04-6008395"|"ELIZABETH R STEVENS TRUST"|"719129"|"348534.0000"|""|""|""|""|""
"04-6046890"|"DEAN WELFARE TRUST-TR"|"719130"|"66221.0000"|""|""|""|""|""
"04-6091592"|"PERMANENT SCIENCE FUND TR U/DECL"|"719132"|"144220.0000"|""|""|""|""|""
"04-6093897"|"CHASE ALICE P TR U/IND"|"719133"|"349359.0000"|""|""|""|""|""
"04-6237788"|"PRINCE LUCINDA WYMAN TR U/WILL"|"719134"|"164683.0000"|""|""|""|""|""
"01-0623055"|"THE PINDAROS FOUNDATION, INC."|"719685"|"4189810.0000"|""|""|""|""|""
"03-0564464"|"BENJAMIN & BETTINA VAN CLEAVE CHARITABLE FOUNDATION"|"719694"|"27495.0000"|""|""|""|""|""
"04-3071725"|"Levine Family Charitable Trust"|"719697"|"249198.0000"|""|""|""|""|""
"04-3133703"|"SOUTH SHORE ANTIQUE AUTO FOUNDATION, INC."|"719703"|"13999.0000"|""|""|""|""|""
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"719706"|"83980.0000"|""|""|""|""|""
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"719708"|"223635.0000"|""|""|""|""|""
"01-0546160"|"REDCO FOUNDATION, INC."|"720105"|"53979.0000"|""|""|""|""|""
"01-6173503"|"EVELYN E. STRICKLIN SCHOLARSHIP FOUNDATION"|"720107"|"60126.0000"|""|""|""|""|""
"03-0368595"|"BEN COHEN CHARITABLE TRUST"|"720109"|"189953.0000"|""|""|""|""|""
"04-3251269"|"DUNN FAMILY CHARITABLE FOUNDATION"|"720110"|"733927.0000"|""|""|""|""|""
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"720111"|"226625.0000"|""|""|""|""|""
"04-3336274"|"THE ROY F. COPPEDGE III CHARITABLE FDN"|"720112"|"181821.0000"|""|""|""|""|""
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"720113"|"545778.0000"|""|""|""|""|""
"04-3425998"|"SINGING FIELD FOUNDATION INC"|"720114"|"238930.0000"|""|""|""|""|""
"04-3528495"|"JAMES W. O'BRIEN FOUNDATION, INC."|"720117"|"1002005.0000"|""|""|""|""|""
"04-3536784"|"BEN & KATE TAYLOR CHARITABLE FOUNDATION BEN & KATE TAYLOR, TRUSTEES"|"720118"|"206904.0000"|""|""|""|""|""
"04-6035480"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"720119"|"17595.0000"|""|""|""|""|""
"01-0211504"|"The Eunice Frye Home Foundation"|"721180"|"72692.0000"|""|""|""|""|""
"01-6007600"|"ADDIE KALER VAILL TRUST 10 -101200031240"|"721188"|"302514.0000"|""|""|""|""|""
"03-0179406"|"THE CONVERSE HOME INC"|"721194"|"84270.0000"|""|""|""|""|""
"04-2111219"|"Newburyport Society for the Relief of Aged Men"|"721208"|"499893.0000"|""|""|""|""|""
"04-2203700"|"JOSIAH WILLARD HAYDEN RECREATION CENTRE, INC."|"721210"|"2651197.0000"|""|""|""|""|""
"04-2679904"|"STEPHEN J. MEOLI MEMORIAL FOUNDATION"|"721214"|"19813.0000"|""|""|""|""|""
"04-6009000"|"FREDERICK H JONES"|"721231"|"125077.0000"|""|""|""|""|""
"04-6011911"|"EARLE P CHARLTON TRUST"|"721232"|"104556.0000"|""|""|""|""|""
"04-6011912"|"IDA S. CHARLTON FUND"|"721233"|"99498.0000"|""|""|""|""|""
"04-6025910"|"THOMAS MINNS FUND"|"721234"|"120489.0000"|""|""|""|""|""
"04-6078603"|"COCHRAN GIFFORD A TR U/IND"|"721237"|"11441.0000"|""|""|""|""|""
"04-6093505"|"BIRD CHARLES SUMNER FDN TR U/DECL"|"721239"|"95993.0000"|""|""|""|""|""
"04-6093516"|"WARREN FRANCES KNOWLES TR U/AGREE"|"721240"|"70082.0000"|""|""|""|""|""
"04-6384106"|"BURROUGHS HARRY F TR U/IND"|"721244"|"130410.0000"|""|""|""|""|""
"01-0490113"|"Maine State Troopers Foundation"|"723057"|"63286.0000"|""|""|""|""|""
"01-6124732"|"CAROL AND DAVID HANCOCK CHARITABLE TRUST"|"723063"|"34802.0000"|""|""|""|""|""
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"723068"|"77085.0000"|""|""|""|""|""
"03-0122698"|"JOHN J. FLYNN TUW FBO FAHC ETAL 31C025017"|"723069"|"266223.0000"|""|""|""|""|""
"03-0343444"|"VAILE & CLEAVELAND SCHOLARSHIP FUND 43V168019"|"723072"|"17721.0000"|""|""|""|""|""
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"723078"|"89839.0000"|""|""|""|""|""
"04-2119492"|"RED ACRE FARM INC DBA RED ACRE FARM FOUNDATION"|"723079"|"347960.0000"|""|""|""|""|""
"03-6037557"|"RICHARD F & LENA S BARKER TR FUND 31C078016"|"723081"|"36010.0000"|""|""|""|""|""
"03-6047004"|"SCOTT A 43C039013"|"723083"|"73594.0000"|""|""|""|""|""
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"723084"|"818161.0000"|""|""|""|""|""
"03-6057859"|"CORRY MEMORIAL FUND 32C008011"|"723086"|"96388.0000"|""|""|""|""|""
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|"723087"|"55725.0000"|""|""|""|""|""
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"723089"|"171021.0000"|""|""|""|""|""
"04-6028058"|"AMERICAN OPTICAL FOUNDATION"|"723091"|"75555.0000"|""|""|""|""|""
"04-3210639"|"ROBERT E DAVOLI & EILEEN L MCDONAGH CHARITABLE FOUNDATION"|"723092"|"349391.0000"|""|""|""|""|""
"04-3340270"|"PEMBERTON FAMILY FOUNDATION"|"723094"|"171864.0000"|""|""|""|""|""
"04-6060965"|"THE HOWARD JOHNSON FOUNDATION"|"723095"|"185894.0000"|""|""|""|""|""
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|"723096"|"106676.0000"|""|""|""|""|""
"04-3619122"|"THE SPENCE FAMILY FOUNDATION"|"723098"|"25292.0000"|""|""|""|""|""
"04-6828957"|"JOSEPH & KATHERINE O'DONNELL CHARITABLE TRUST"|"723099"|"1517521.0000"|""|""|""|""|""
"04-3837113"|"THE MILNER FAMILY FOUNDATION"|"723101"|"106771.0000"|""|""|""|""|""
"01-0566453"|"THE B Z FOUNDATION"|"724483"|"0.0000"|""|""|""|""|""
"01-6009431"|"CARL E DANFORTH"|"724490"|"69332.0000"|""|""|""|""|""
"01-6027530"|"ABNER E. MORISON TRUST FUND"|"724491"|"83015.0000"|""|""|""|""|""
"04-2741931"|"JAMES M. STONEMAN CHARITABLE FUND"|"724519"|"1793190.0000"|""|""|""|""|""
"04-2828143"|"BALFOUR GOLD DUSTERS"|"724522"|"72998.0000"|""|""|""|""|""
"04-3366125"|"IKEDA CENTER FOR PEACE LEARNING AND DIALOGUE INC"|"724527"|"1268269.0000"|""|""|""|""|""
"04-6008252"|"CHARLES W. HOLTZER FUND NO. 3"|"724533"|"194999.0000"|""|""|""|""|""
"04-6008443"|"BERNARD W DOYLE TRUST"|"724534"|"95293.0000"|""|""|""|""|""
"04-6009247"|"JENNIE SEARS MCSHANE TRUST"|"724535"|"75112.0000"|""|""|""|""|""
"04-6020426"|"CHARLES G PRINGLE FOUNDATION"|"724536"|"160987.0000"|""|""|""|""|""
"04-6025957"|"DEBORAH MUNROE NOONAN MEMORIAL FUND"|"724537"|"461658.0000"|""|""|""|""|""
"04-6027776"|"CORNERSTONE FOUNDATION"|"724538"|"96414.0000"|""|""|""|""|""
"04-6033442"|"CALKINS FBO SALVATION ARMY UW FLEET NATIONAL BANK"|"724539"|"64815.0000"|""|""|""|""|""
"04-6033568"|"FLORENCE J TRYON TR UW"|"724540"|"18625.0000"|""|""|""|""|""
"04-6039361"|"FISHER AND FUEL SOCIETY OF BEBERLY"|"724541"|"73055.0000"|""|""|""|""|""
"04-6091358"|"CONANT WILLIAM H TR U/IND"|"724543"|"230079.0000"|""|""|""|""|""
"04-6091666"|"SMITH TIMOTHY TR U/WILL"|"724544"|"718774.0000"|""|""|""|""|""
"04-6092496"|"WARREN FRANCES KNOWLES TR U/IND"|"724545"|"242744.0000"|""|""|""|""|""
"04-6092957"|"FAUNCE EDWARD P TR U/WILL"|"724547"|"160799.0000"|""|""|""|""|""
"04-6111826"|"Gardiner Howland Shaw Foundation"|"724548"|"795369.0000"|""|""|""|""|""
"04-6240765"|"ROSE KNOOP"|"724553"|"452876.0000"|""|""|""|""|""
"04-6477185"|"MEYER HAROLD F TR U/AGREE"|"724554"|"133116.0000"|""|""|""|""|""
