"C_EIN"|"C_Org_Name"|"RULING_DATE_XIV"|"XIV_4942_3"|"XIV_4942_5"|"XML_DOCUMENT_ID"
"04-6112252"|"ERNEST J DEXTER TUW"|""|""|""|"1267533"
"04-6115599"|"URANN FOUNDATION"|""|""|""|"1267536"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|""|""|""|"1267537"
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|""|""|""|"1267538"
"04-6118945"|"H GRAFTON JR B/0 MEM FD U/M"|""|""|""|"1267539"
"04-6118955"|"THE COVE CHARITABLE TRUST"|""|""|""|"1267540"
"04-6121497"|"STODDART, TRUSTEE"|""|""|""|"1267542"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|""|""|""|"1267543"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|""|""|""|"1267544"
"04-6133986"|"THE MARION W RICH FUND"|""|""|""|"1267545"
"04-6135098"|"S ALICE KNAPP TRUST"|""|""|""|"1267546"
"04-6135552"|"CHURCH BRADFORD & DOROTHY MEMORIAL FUND"|""|""|""|"1267547"
"04-6139356"|"JESSIE GORDON SHERMAN TR. U/W"|""|""|""|"1267548"
"04-6139771"|"HOWARD WEAVER B/O BEXLEY HALL"|""|""|""|"1267549"
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|""|""|""|"1267550"
"04-6144732"|"ANNA B. STEARNS CHARITABLE FOUNDATION, INC."|""|""|""|"1267551"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|""|""|""|"1267552"
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|""|""|""|"1267553"
"04-6164232"|"CO-TR U/W A V REOPELL"|""|""|""|"1267554"
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|""|""|""|"1267555"
"04-6176476"|"CHISHOLM W FBO CHRIST CHURCH ETAL-TR"|""|""|""|"1267556"
"04-6178371"|"WAPACK FOUNDATION THE JH2325"|""|""|""|"1267557"
"04-6183548"|"LECLERC CHARITY FUND"|""|""|""|"1267558"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|""|""|""|"1267559"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|""|""|""|"1267560"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|""|""|""|"1267561"
"04-6225360"|"OGDEN CODMAN TR U/W/ DOROTHY SFM CODMAN"|""|""|""|"1267563"
"04-6232529"|"MAY B SADOWSKI"|""|""|""|"1267564"
"04-6233953"|"DEMOSTHENIS RAPTELIS FOUNDATION"|""|""|""|"1267565"
"04-6236055"|"WILLIAM B KIRKHAM"|""|""|""|"1267566"
"04-6239046"|"FLORENCE ROBERTSON TRUST UW"|""|""|""|"1267567"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|""|""|""|"1267568"
"04-6245939"|"AYLING CHARLES L TR U/WILL"|""|""|""|"1267569"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|""|""|""|"1267570"
"04-6257543"|"TRUST U/W EDWIN S. FARMER"|""|""|""|"1267571"
"04-6269751"|"H AND F NOYES MEMORIAL FUND"|""|""|""|"1267572"
"04-6282546"|"JOHN S & SARAH C ELLIOTT CHAR"|""|""|""|"1267573"
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|""|""|""|"1267574"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|""|""|""|"1267575"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|""|""|""|"1267576"
"04-6317598"|"FOX FLORA TR U/WILL"|""|""|""|"1267577"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|""|""|""|"1267578"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|""|""|""|"1267579"
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|""|""|""|"1267580"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|""|""|""|"1267582"
"04-6393242"|"WILLIAM O MOSELEY T/U/I"|""|""|""|"1267583"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|""|""|""|"1267585"
"04-6437271"|"NATHANIEL WHEELER T/U/A"|""|""|""|"1267586"
"04-6440962"|"ARTHUR SHELDON FAMILY TRUST"|""|""|""|"1267587"
"04-6446179"|"BROOKS GRACE E TRUST"|""|""|""|"1267588"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|""|""|""|"1267589"
"04-6479105"|"PAGE MILDRED & CHARLES TRUST"|""|""|""|"1267590"
"04-6485766"|"ONE WORLD FUND"|""|""|""|"1267591"
"04-6512448"|"E BROOKS TR FBO ANIMAL RESCUE"|""|""|""|"1267593"
"04-6512450"|"E BROOKS TR - ANGELL MEM HOSP"|""|""|""|"1267594"
"04-6512451"|"E BROOKS FBO MASS CYSTIC FIBROS"|""|""|""|"1267595"
"04-6533896"|"ELIZABETH WHITTEMORE CHARITABLE TRUST"|""|""|""|"1267597"
"04-6538205"|"NORMAN ROCKWELL ART COLLECTION TRUST"|""|""|""|"1267598"
"04-6555493"|"ANGELO H VERBOBBI T/U/I"|""|""|""|"1267599"
"04-6580695"|"FALLONA RAYMOND AND LAURA CHARITABLE 10153547005"|""|""|""|"1267600"
"04-6584378"|"RUTH COVO FAMILY FOUNDATION"|""|""|""|"1267601"
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|""|""|""|"1267602"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|""|""|""|"1267603"
"04-6644099"|"TTEE U/W OF C W BOLLIVAR"|""|""|""|"1267604"
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|""|""|""|"1267605"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|""|""|""|"1267606"
"04-6712607"|"ROBERT RIMMELE SCHOLARSHIP FD"|""|""|""|"1267607"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|""|""|""|"1267609"
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|""|""|""|"1267610"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|""|""|""|"1267611"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|""|""|""|"1267613"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|""|""|""|"1267614"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|""|""|""|"1267616"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|""|""|""|"1267617"
"04-6785966"|"HENRY BROOKS TRUST C"|""|""|""|"1267618"
"04-6792592"|"CO-TR U/I R UDELL THORNTON"|""|""|""|"1267619"
"04-6828957"|"JOSEPH & KATHERINE O' CHARITABLE TRUST"|""|""|""|"1267620"
"04-6829607"|"MARION N ROAF T/U/A"|""|""|""|"1267621"
"04-6834092"|"BECTON FAMILY FOUNDATION JUSTIN W. HEATTER, TRUSTEE"|""|""|""|"1267622"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|""|""|""|"1267623"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"6/23/1997 12:00:00 AM"|""|""|"1267624"
"04-6855950"|"THE TAYLOR FOUNDATION"|""|""|""|"1267625"
"04-6871637"|"FELLOWS CHARITABLE TRUST"|""|""|""|"1267626"
"04-6880299"|"THE HIGH POINTE FOUNDATION"|""|""|""|"1267627"
"04-6904362"|"CHARLES M & RUTH H WILCOX TRUST, LUKE TRAVIS, TRUSTEE"|""|""|""|"1267628"
"04-6917045"|"Timothy G. Taylor Trust of 1997"|""|""|""|"1267632"
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|""|""|""|"1267633"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|""|""|""|"1267636"
"04-6938198"|"DOROTHY S GRANT TRUST"|""|""|""|"1267637"
"05-0398850"|"KILMARTIN CHARITABLE CORPORATION"|""|""|""|"1267646"
"05-0466295"|"TRUST U/W DIANA S ADELSON"|""|""|""|"1267650"
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|""|""|""|"1267653"
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10 -101230022680"|""|""|""|"1273919"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|""|""|""|"1273953"
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|""|""|""|"1273954"
"02-0522262"|"NEWSPAPER FOUNDATION"|""|""|""|"1273955"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|""|""|""|"1273956"
"04-3140032"|"The Hsiao Family Foundation"|""|""|""|"1273958"
"04-3666136"|"C&Y FOUNDATION, INC."|""|""|""|"1273959"
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|""|""|""|"1273960"
"02-6061834"|"ANDREWS MARIE B T/U/W"|""|""|""|"1274501"
"04-6460749"|"ELMER DELOURA FOR SCHOLARSHIPS"|""|""|""|"1274502"
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|"8/15/2002 12:00:00 AM"|"Y"|""|"1274608"
"01-6186903"|"MERCE CUNNINGHAM TRUST"|"12/10/2002 12:00:00 AM"|"Y"|""|"1274611"
"02-6037729"|"HENRY F. HURLBURT, III CHARITABLE TRUST BRAD GILE, TRUSTEE"|""|""|""|"1274613"
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|""|""|""|"1274614"
"04-2103815"|"MARTHAS VINEYARD CAMP-MEETING ASSOCIATION"|"10/13/1947 12:00:00 AM"|"Y"|""|"1274616"
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|"10/22/1997 12:00:00 AM"|"Y"|""|"1274617"
"04-3196041"|"FIELDS POND FOUNDATION. INC"|""|""|""|"1274618"
"04-3216914"|"THE JOHN LEVY AND GAIL ROTHENBERG FAMILY FOUNDATION"|""|""|""|"1274619"
"04-3371753"|"GENDLER FAMILY FOUNDATION"|""|""|""|"1274620"
"04-3382941"|"William and Gayle Chorske Family Foundation"|""|""|""|"1274621"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|""|""|""|"1274623"
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|""|""|""|"1274624"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|""|""|""|"1274625"
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|""|""|""|"1274626"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|""|""|""|"1274627"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|""|""|""|"1274628"
"04-6048472"|"OXFORD FUND INC."|""|""|""|"1274629"
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|""|""|""|"1274631"
"04-6114436"|"JOSEPH & ESTHER FOSTER FOUNDATION, INC."|""|""|""|"1274632"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|""|""|""|"1274633"
"04-6153303"|"E. J. CROSS FOUNDATION"|""|""|""|"1274634"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|""|""|""|"1274635"
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|""|""|""|"1274636"
"01-0721940"|"FRED J HARDER FOUNDATION"|""|""|""|"1275438"
"01-6077631"|"CAMPBELL E W FOUNDATION TR"|""|""|""|"1275440"
"01-6080947"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|""|""|""|"1275441"
"02-0246187"|"NASHUA HISTORICAL SOCIETY"|""|"Y"|""|"1275443"
"02-0536250"|"THE MATTHEW J & ANNE B SMITH FOUNDATION INC"|""|""|""|"1275444"
"02-6015152"|"ETTA M SHAW TR"|""|""|""|"1275446"
"02-6068307"|"RAYMOND L JENKINS CHARITABLE TR 30350(034)"|""|""|""|"1275447"
"03-0433603"|"BANK OF AMERICA, NA"|""|""|""|"1275448"
"03-6007034"|"TRUSTEES OF CHESTER ACADEMY 2726"|""|""|""|"1275449"
"04-2104012"|"COBURN CHARITABLE SOCIETY, INC"|""|""|""|"1275450"
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|""|""|""|"1275451"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|""|""|""|"1275452"
"04-3190300"|"DR ANTON R FRIED MEMORIAL TRUST"|""|""|""|"1275453"
"04-3359500"|"THE DRIFTWOOD CHARITABLE FOUNDATION"|""|""|""|"1275454"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC"|""|""|""|"1275455"
"04-6003671"|"HENRY 0. PEABODY SCHOOL FOR GIRLS"|""|""|""|"1275456"
"04-6034850"|"LAWRENCE MODEL LODGING HOUSES TRUST DONALD VAUGHAN, ET AL, TRUSTEE"|""|""|""|"1275457"
"04-6056367"|"ASSOCIATION FOR THE RELIEF OF AGED WOMEN OF NEW BEDFORD"|"2/14/1986 12:00:00 AM"|""|""|"1275459"
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|""|""|""|"1275460"
"04-6822881"|"ALTURAS ENDOWMENT"|""|""|""|"1275461"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996, GLENN H. ROWLEY, TRUSTEE"|""|""|""|"1275462"
"01-0211792"|"Lewiston-Auburn Children's Home"|""|""|""|"1275850"
"01-0556235"|"The Neuhauser Family Foundation, Inc."|""|""|""|"1275852"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|""|""|""|"1275853"
"02-0497577"|"HNH FOUNDATION, INC."|""|""|""|"1275854"
"02-0709433"|"The Vincent Dowling Family Foundation Inc"|""|""|""|"1275855"
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|""|""|""|"1275856"
"03-0373845"|"Donato J Tramuto Foundation"|""|""|""|"1275857"
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|""|""|""|"1275858"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|""|""|""|"1275859"
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|""|""|""|"1275860"
"04-3414102"|"WILLIAM LOWELL PUTNAM PRIZE FUND FOR THE PROMOTION OF SCHOLARSHIP"|""|""|""|"1275861"
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"4/19/1993 12:00:00 AM"|"Y"|""|"1275862"
"04-6836265"|"J. IRVING & JANE L. ENGLAND CHARITABLE TRUST,A. MOLLOY & F. RUSSELL,CO-TRUSTEES"|""|""|""|"1275863"
"01-6010161"|"WILLIAM FARWELL TRUST U/W 10 -101160026720"|""|""|""|"1276396"
"01-6128257"|"JAMES JACKSON TRUST 10 -101200051000"|""|""|""|"1276397"
"02-0406835"|"NASH FOUNDATION, INC."|""|""|""|"1276398"
"02-0499456"|"Salem Community Benefits, Inc."|""|""|""|"1276399"
"03-0179439"|"WARNER HOME FOR LITTLE WANDERERS"|""|""|""|"1276400"
"04-2660275"|"ROBERTA M CHILDS CHARITABLE FOUNDATION"|""|""|""|"1276401"
"04-3375373"|"MORSE MARTHA FOUNDATION C.S. MARSHALL ESQ. TRUSTEE"|""|""|""|"1276402"
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|""|""|""|"1276403"
"04-6029538"|"SOPHIA F ROMERO T/U/W"|""|""|""|"1276404"
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|""|""|""|"1276847"
"02-0268498"|"GOULDER FAMILY FOUNDATION"|""|""|""|"1276848"
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|""|""|""|"1276850"
"01-0247548"|"Clarence E. Mulford Trust"|""|""|""|"1276980"
"01-0623055"|"The Pindaros Foundation, Inc."|""|""|""|"1276981"
"02-6115326"|"The Bagan Foundation"|""|""|""|"1276984"
"03-0498860"|"GARVY FAMILY FOUNDATION"|""|""|""|"1276986"
"03-0547269"|"THE SYKORA FAMILY CHARITABLE FOUNDATION"|""|""|""|"1276987"
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC"|""|""|""|"1276988"
"04-2103762"|"CONCORD'S HOME FOR THE AGED, INC."|"5/25/1989 12:00:00 AM"|"Y"|""|"1276989"
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|"5/25/1972 12:00:00 AM"|"Y"|""|"1276990"
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC."|""|""|""|"1276993"
"04-3506575"|"JANCI FOUNDATION"|""|""|""|"1276994"
"04-6032206"|"J Loring Brooks Foundation"|""|""|""|"1276996"
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|""|""|""|"1276997"
"04-6107990"|"THE CHARLOTTE HOME"|""|""|""|"1276999"
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|""|""|""|"1277001"
"01-0679061"|"SMF FOUNDATION"|""|""|""|"1277490"
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|""|""|""|"1277491"
"01-6011506"|"ROBERT W. BELKNAP, MD, FREE BED FUND"|""|""|""|"1277492"
"02-0433248"|"NH FOOD INDUSTRIES EDUCATION FOUNDATION"|""|""|""|"1277493"
"02-6005559"|"COIT HOUSE"|""|""|""|"1277494"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|""|""|""|"1277495"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|""|""|""|"1277496"
"03-0564464"|"BENJAMIN & BETTINA VAN CLEAVE CHARITABLE FOUNDATION"|""|""|""|"1277498"
"03-0603732"|"MOMS, THE FUND FOR MOTHERS WITH CHILDREN, INC"|""|""|""|"1277499"
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|""|""|""|"1277501"
"04-2866532"|"DARTHEA MORROW T/U/A"|""|""|""|"1277502"
"04-3342405"|"SALEM FIVE CHARITABLE FOUNDATION, INC."|""|""|""|"1277503"
"04-3366804"|"TRITON FOUNDATION"|""|""|""|"1277504"
"04-3370159"|"MERRIMACK COUNTY SAVINGS BANK FDTN"|""|""|""|"1277505"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC F/K/A TSB CHARITABLE FOUNDATION INC"|""|""|""|"1277506"
"04-3424944"|"The Edward J Urban Foundation"|""|""|""|"1277507"
"04-3468419"|"EDNAH HORNER CHARITABLE FOUNDATION EASTERN BANK, TRUSTEE"|""|""|""|"1277509"
"04-3581030"|"Gray Lady Foundation, Inc"|""|""|""|"1277510"
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|""|""|""|"1277511"
"04-6016107"|"MILTON L. WILLIAMS TRUST UW EASTERN BANK TRUSTEE"|""|""|""|"1277512"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|""|""|""|"1277513"
"04-6018698"|"HENRIETTA F DEXTER TUW-DEXTER CH"|""|""|""|"1277514"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|""|"Y"|""|"1277516"
"04-6136011"|"JAMES B CORCORAN"|""|""|""|"1277518"
"04-6624586"|"THE SUMNER L. & ESTHER M. FELDBERG FOUNDATION"|""|""|""|"1277522"
"04-6835621"|"PAUL AND JOANNE EGERMAN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1277523"
"04-6868099"|"THE MORSE FOUNDATION"|""|""|""|"1277524"
"04-6905190"|"THE WATER COVE CHARITABLE FOUNDATION"|""|""|""|"1277525"
"04-6941137"|"EMILIO A. & MARY A. DIFELICE SCHOLARSHIP TRUS"|""|""|""|"1277526"
"03-0373301"|"The Dalkys Foundation"|""|""|""|"1291097"
"03-0490864"|"THE SWINERTON FOUNDATION"|""|""|""|"1291098"
"04-2680399"|"RESTORATION HOUSING CORPORATION"|""|""|""|"1291099"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|""|""|""|"1291100"
"04-3370400"|"THE ROGER AND MYRNA LANDAY CHARITABLE FOUNDATION"|""|""|""|"1291102"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|""|""|""|"1291103"
"04-3542100"|"THE REEDER FOUNDATION"|""|""|""|"1291104"
"04-6017700"|"Eaton Foundation"|""|""|""|"1291105"
"04-6155699"|"MIDDLECOTT FOUNDATION"|""|""|""|"1291106"
"04-6401501"|"ANNE WENTWORTH BAER SCHOLARSHIP"|""|""|""|"1291107"
"04-6427501"|"CHRISTINE L BECK T/U/A"|""|""|""|"1291108"
"04-6496117"|"JOSEPH B HALBERT T/U/A"|""|""|""|"1291371"
"01-0705471"|"THE NORWOOD FOUNDATION"|""|""|""|"1291455"
"04-2104291"|"Humane Society of the Commonwealth of MA"|""|""|""|"1291456"
"01-0518137"|"The Dunn, Russell, and Jacobs Foundation"|""|""|""|"1291475"
"01-0535144"|"Maine Health Access Foundation, Inc."|""|""|""|"1291476"
"01-0726374"|"MAYA RELIEF FOUNDATION"|"4/22/2010 12:00:00 AM"|"Y"|""|"1291478"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|""|""|""|"1291479"
"01-6009329"|"J.W. Robinson Welfare Trust"|""|""|""|"1291480"
"02-0467589"|"THE MARSHALL FUND 4738517"|""|""|""|"1291481"
"02-0691130"|"LEWIN FAMILY FOUNDATION"|""|""|""|"1291483"
"02-0718525"|"KOOK MIN HUR FOUNDATION"|""|""|""|"1291484"
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|""|""|""|"1291485"
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|""|""|""|"1291486"
"03-0471427"|"THE SWANTON FAMILY FOUNDATION INC."|""|""|""|"1291487"
"03-0475225"|"HENRIETTA COUNTESS DE HOERNLE FOUNDATION"|""|""|""|"1291488"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|""|""|""|"1291489"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|""|""|""|"1291490"
"04-2763837"|"THE FLATLEY FOUNDATION"|""|""|""|"1291491"
"04-2940586"|"RICHARD & SALLY ZECKHAUSER FOUNDATION"|""|""|""|"1291492"
"04-2981078"|"THE BARRON FAMILY CHARITABLE FOUNDATION"|""|""|""|"1291493"
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION, INC."|""|""|""|"1291494"
"04-3197325"|"Sheehan Family Foundation"|""|""|""|"1291495"
"04-3353589"|"PEARSON FAMILY CHARITABLE FOUNDATION"|""|""|""|"1291499"
"04-3361816"|"EUGENE F. MERKERT 1996 CHARITABLE FOUNDATION"|""|""|""|"1291500"
"04-3366745"|"THE COMPASS FUND 4737682"|""|""|""|"1291501"
"04-3487843"|"PEPPERCORN FOUNDATION"|""|""|""|"1291502"
"04-3535723"|"GANSETT FOUNDATION C/0 O'CONNOR & DREW, PC"|""|""|""|"1291503"
"04-3537365"|"Harter Family Charitable Foundation"|""|""|""|"1291504"
"04-3540363"|"JASON AND MARTHA STONE FAMILY FOUNDATION"|"1/18/2001 12:00:00 AM"|""|""|"1291505"
"04-3584637"|"JEWISH COMMUNITY HOUSING FOR THE ELDERLY VI INC"|""|"Y"|""|"1291506"
"04-3778128"|"The Ideker Family Foundation"|""|""|""|"1291507"
"04-6036556"|"Willard C. Tilson Foundation"|"12/31/1956 12:00:00 AM"|""|""|"1291508"
"04-6041597"|"HAROLD RUBENSTEIN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1291509"
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|""|""|""|"1291510"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|""|""|""|"1291511"
"04-6183682"|"SPERO CHARITABLE FOUNDATION"|""|""|""|"1291512"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|""|""|""|"1291514"
"04-6560021"|"ROSALYN AND RICHARD SLIFKA CHARITABLE TRUST"|""|""|""|"1291515"
"04-6660214"|"THE ORCHARD FOUNDATION"|""|""|""|"1291516"
"04-6752868"|"ARGOSY FOUNDATION"|""|""|""|"1291517"
"04-6771029"|"BELL FAMILY FOUNDATION"|""|""|""|"1291518"
"04-6796689"|"JACBEL FOUNDATION"|""|""|""|"1291519"
"01-0637863"|"MYRA & JEAN KENT ANGUS FOUNDATION"|""|""|""|"1292879"
"02-0406826"|"TAMPOSI FOUNDATION"|""|""|""|"1292880"
"02-6004699"|"GEORGE GARDNER & FANNY WHITING"|""|""|""|"1292882"
"04-2104142"|"DAVENPORT MEMORIAL FOUNDATION"|"3/18/1986 12:00:00 AM"|"Y"|""|"1292883"
"04-2624081"|"GRACE C STEBBINS TUA"|""|""|""|"1292884"
"04-3298628"|"ROAF MEMORIAL FUND"|""|""|""|"1292885"
"04-3341720"|"THE SPILLANE CHARITABLE FOUNDATION"|""|""|""|"1292886"
"04-3343529"|"THE ROBERT F STOICO/FIRSTFED CHARITABLE FOUNDATION"|""|""|""|"1292887"
"04-3353896"|"Bangor Savings Bank Foundation"|""|""|""|"1292888"
"04-3356807"|"SOUTH SHORE BANK CHARITABLE FOUNDATION, INC"|""|""|""|"1292889"
"04-3485593"|"THE FRED BERGFORS AND MARGARET SANDBERG FOUNDATION INC"|""|""|""|"1292890"
"04-6039669"|"Albert O Wilson Foundation, Inc"|""|""|""|"1292891"
"04-6382377"|"MARY ELIZABETH PEARCE FOUNDATION TRUST"|""|""|""|"1292893"
"04-6731724"|"WARMAN SCHOLARSHIP FUND PFDN 10 - 101160523040"|""|""|""|"1292895"
"01-0675481"|"CM CHEN FOUNDATION, INC."|""|""|""|"1293184"
"01-0733593"|"TWELVE LABOURS FOUNDATION, INC."|""|""|""|"1293185"
"04-2104243"|"FULLER TRUST INC"|"1/24/1972 12:00:00 AM"|"Y"|""|"1293191"
"04-2167469"|"ADMIRAL SIR ISAAC COFFIN'S LANCASTERIAN SCHOOL"|""|""|""|"1293192"
"04-2294937"|"NORFOLK CHARITABLE TRUST"|""|""|""|"1293193"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|""|""|""|"1293194"
"04-2794647"|"GORDON FOUNDATION BERNARD M. GORDON ET AL, TRUSTEES"|""|""|""|"1293195"
"04-3211653"|"EGAN FAMILY FOUNDATION"|""|""|""|"1293197"
"04-3441495"|"The LeBaron Foundation"|""|""|""|"1293199"
"04-3523698"|"THE EVANS FAMILY FOUNDATION"|""|""|""|"1293200"
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|""|""|""|"1293201"
"04-6014290"|"RALPH BRADLEY PRIZES"|""|""|""|"1293202"
"04-6022091"|"CHARLES SANDERS TRUST UW"|""|""|""|"1293203"
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|""|""|""|"1293204"
"04-6030253"|"Walter S. Quinlan Foundation"|""|""|""|"1293205"
"04-6039556"|"THE GOLDBERG FAMILY FOUNDATION"|""|""|""|"1293206"
"04-6043983"|"HAROLD BROOKS FOUNDATION"|""|""|""|"1293207"
"04-6049529"|"The Grass Foundation"|""|""|""|"1293208"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXLIARY BOARD"|""|""|""|"1293209"
"04-6065605"|"William E Schrafft & Bertha E Schrafft Charitable Trust"|""|""|""|"1293210"
"04-6130871"|"GERONDELIS FOUNDATION INC"|""|""|""|"1293211"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|""|""|""|"1293212"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|""|""|""|"1293213"
"04-6526806"|"E BROOKS-GR BOST COUNCIL ALCOHOL"|""|""|""|"1293214"
