"EIN"|"ORG_NAME"|"XMLID"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"936695"
"04-3492171"|"The Jerry & Adi Greenberg Charitable Foundation"|"936702"
"04-3504566"|"SUMMER STAR FOUNDATION FOR NATURE, ART AND HUMANITY INC."|"936704"
"04-6024367"|"CO-TTEE U/W OF JAMES W DUNPHY"|"936711"
"04-6628772"|"THE BAKER FAMILY TRUST"|"936718"
"02-6004971"|"AGNES M. LINDSAY TRUST"|"937745"
"04-2104372"|"LATHROP HOME"|"937747"
"04-6048472"|"OXFORD FUND INC."|"937749"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"937904"
"01-0643285"|"MWH CARING FOUNDATION, INC."|"937906"
"04-6013075"|"GEORGE H MORRISON TRUST U/WILL FBO MORRISON"|"937915"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC."|"957244"
"02-0406826"|"TAMPOSI FOUNDATION"|"971564"
"04-2305919"|"MASSACHUSETTS CHARITABLE FIRE SOCIETY"|"971566"
"01-0518137"|"The Dunn, Russell, and Jacobs Foundation"|"971864"
"04-6030253"|"Walter S. Quinlan Foundation"|"971866"
"04-3566439"|"BERKSHIRE LIFE CHARITABLE FOUNDATION"|"971916"
"04-6397630"|"WILLIAM & ALFRED TAFT CHARITABLE TRUST"|"972032"
"04-6677395"|"MARK & CAROL HYMAN FUND"|"972325"
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"972341"
"04-2632222"|"ANTHONY C SIMBOLI CHARITABLE FOUNDATION"|"972886"
"02-0622126"|"RESMED FOUNDATION"|"972909"
"02-0709426"|"The Foster Family Private Foundation Inc"|"972911"
"04-2104834"|"PILGRIM FOUNDATION"|"972918"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"972920"
"04-3267731"|"H PATTERSO HALE CHARITABLE FOUNDATI"|"972925"
"04-3428609"|"THE KIVA FOUNDATION"|"972927"
"04-3662001"|"SIEBENTHALER FOUNDATION"|"972934"
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL, INC."|"972936"
"04-6053426"|"FRENCH FDN TR U/DECL"|"972943"
"04-6590209"|"E GRISWOLD B/O ST PAUL'S CH"|"972945"
"04-3420457"|"THE RICA CHARITABLE TRUST"|"982735"
"04-6047689"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|"982737"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FDN"|"982794"
"02-6006797"|"NUTE CHARITABLE ASSOCIATION"|"982889"
"04-3369589"|"HARVEY D & CHRISTINA R HILL CHARITABLE TRUST"|"982955"
"04-2131745"|"CLINTON HOME FOUNDATION INC"|"983253"
"01-6010161"|"WILLIAM FARWELL TRUST U/W 10 -101160026720"|"552782"
"02-6055400"|"ANNIE L ROWELL CHARITABLE REMAINDER TRUST 401451018"|"552791"
"02-6119238"|"LILLIAN PRENDERGAST IRREVOCABLE CHARITABLE TRUST 407260017"|"552793"
"04-3353896"|"BANGOR SAVINGS BANK FOUNDATION"|"552800"
"04-6731724"|"WARMAN SCHOLARSHIP FUND PFDN 10 -101160523040"|"552807"
"01-6080221"|"GREENLAW VERA GRACE TR SC"|"567083"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC."|"567826"
"04-6023807"|"ISAAC HARRIS CARY EDUCATIONAL FUND"|"583443"
"02-6058742"|"BENJAMIN S COHEN TRUST U/W 361722010"|"607600"
"03-6004154"|"MOUNT LAUREL FOUNDATION INC"|"607602"
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"607607"
"04-6049261"|"THE JEFFE FOUNDATION"|"607609"
"04-7006773"|"THE SARA L. EDDY TRUST CURTIS EDDY & PETER ZUPCOFSKA, TRUSTEES"|"607616"
"01-0782316"|"THE HERITAGE FUND, INC."|"646408"
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"647224"
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"647233"
"04-6609917"|"THE KELSEY TRUST"|"647235"
"04-2105771"|"THE LOWELL INSTITUTE"|"653592"
"04-2961763"|"EAST LONGMEADOW ROTARY MEMORIAL SCHOLARSHIP"|"653594"
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 - 101160023000"|"685680"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"685725"
"04-2138900"|"MASSACHUSETTS SOCIETY FOR AIDING DISCHARGED PRISONERS"|"685757"
"04-3092412"|"HARVEY C. KRENTZMAN CHARITABLE FOUNDATION TRUST"|"685816"
"04-6753154"|"WILLIAM VANDERHOUT TRUST 42C129014"|"685864"
"04-6898402"|"Philippe Citron Charitable Foundation Trust"|"685866"
"04-6093897"|"CHASE ALICE P TR U/IND"|"719133"
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"719706"
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"719708"
"04-6038039"|"GEORGE WELLS FOUNDATION U/I"|"769164"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|"769182"
"04-6393242"|"WM O MOSELEY FNDN 16 U/I"|"769196"
"04-6446179"|"BROOKS GRACE E TRUST"|"769199"
"02-6004364"|"ABRAHAM BURTMAN CHARITY TRUST"|"936688"
"02-6004465"|"THE KINGSBURY FUND"|"936689"
"02-6014169"|"ELVA S SMITH TRUST U/W"|"936690"
"02-6037670"|"OSCAR J GEORGE TRUST"|"936691"
"04-3537365"|"The Harter Family Charitable Foundation"|"936705"
"04-3619072"|"JILL & DAVID KRISCHER FAMILY FOUNDATION, INC."|"936706"
"04-3812871"|"KRUPP FAMILY FOUNDATION"|"936707"
"04-6015965"|"GRACE T. BLANCHARD TRUST U/W EASTERN BANK, TRUSTEE"|"936708"
"01-0504173"|"MATHESON MARGARET & DON SCH FD"|"937744"
"02-0807885"|"Nova Foundation, Inc."|"937860"
"04-2947276"|"KATZ FAMILY FOUNDATION (F/K/A SPRINGHOUSE FOUNDATION)"|"937861"
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|"937908"
"01-6174485"|"PALMER WALBRIDGE FOUNDATION"|"937909"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"937910"
"02-6123078"|"GRUNBECK JENNIFER & ROBERT FAM FOUND ROBERT &"|"937911"
"04-6072512"|"34-398781868421 FRED & SARAH LIPSKY FOUNDATION"|"957245"
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"957246"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"957247"
"01-0211537"|"OAK GROVE SCHOOL"|"957930"
"04-2105854"|"WORLD PEACE FOUNDATION"|"957932"
"04-2767890"|"HELEN AND GEORGE LADD CHARITABLE CORPORATION #0720995"|"971503"
"04-2593846"|"CENTER FOR NUTRITIONAL RESEARCH CHARITABLE TRUST"|"971567"
"04-6504871"|"DORIS L. BENZ TRUST"|"971918"
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"972320"
"01-0722408"|"THE WASSERMAN FOUNDATON"|"972904"
"01-6162330"|"EDWARD PAYSON GEORGE CHARITABLE TRUST"|"972905"
"01-6226621"|"WILLIAM F TROXELL CHARITABLE TRUST"|"972906"
"02-0550210"|"The Jay Pritzker Foundation"|"972907"
"04-2607210"|"LOTTA THEATRICAL FUND"|"972921"
"04-3127721"|"THE A & A FUND"|"972922"
"04-3234201"|"FAMILY FOUNDATION INC WOLF & COMPANY, P.C."|"972923"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"972924"
"04-6026301"|"PERP TRUST-UNDESIG"|"972938"
"04-6033910"|"L & F TIFFT FUND TR UA"|"972939"
"04-6039510"|"STARWOOD HOTELS & RESORTS WORLDWIDE FOUNDATION, INC"|"972941"
"02-0499456"|"SALEM COMMUNITY BENEFITS, INC."|"552788"
"04-3657039"|"RICHARD AND SCARLETT CHANG FAMILY FOUNDATION"|"552803"
"04-6022766"|"THE S.S. FORBES TEACHERS FUND"|"552805"
"04-6034850"|"LAWRENCE MODEL LODGING HOUSES TRUST DONALD VAUGHAN, ET AL, TRUSTEE"|"552806"
"02-0312307"|"MARY A. SWEENEY HOME"|"582702"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996"|"582704"
"04-2714929"|"WILLIAM HAROLD FRANCIS AUSTIN TRUST U/W EASTERN BANK, TRUSTEE"|"607603"
"04-3371560"|"JOHN A. MCNEICE, JR. CHARITABLE FOUNDATION"|"607605"
"04-3417222"|"ARCHIBALD FAMILY FOUNDATION"|"607606"
"01-6008813"|"FRED W SANBORN TRUST U/PAR 5 10 -101200038080"|"646410"
"02-0787615"|"CALABAR FOUNDATION"|"646412"
"02-6106324"|"ALLAN B. ROBY & FRANCES M. ROBY CHARITABLE TRUST"|"646413"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"647231"
"04-6024320"|"TTEE U/W OF L. GILBERT FBO LANE HOSP"|"647232"
"04-6718867"|"KAHN CHARITABLE FOUNDATION"|"653597"
"01-0559509"|"PETRELLO FAMILY FOUNDATION"|"685670"
"02-0406826"|"TAMPOSI FOUNDATION"|"685701"
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"685717"
"04-2127029"|"MARIETTA W DYER TRUST UW"|"685754"
"04-2655735"|"THE CRICKET FOUNDATION A JOSHUA SHERMAN TRUSTEE"|"685787"
"04-3368515"|"SEAMENS LONG POINT CHARITABLE FOUNDATION, INC."|"685835"
"04-6008395"|"ELIZABETH R STEVENS TRUST"|"719129"
"03-0564464"|"BENJAMIN & BETTINA VAN CLEAVE CHARITABLE FOUNDATION"|"719694"
"04-3071725"|"Levine Family Charitable Trust"|"719697"
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"720111"
"04-3336274"|"THE ROY F. COPPEDGE III CHARITABLE FDN"|"720112"
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"720113"
"04-3425998"|"SINGING FIELD FOUNDATION INC"|"720114"
"04-2679904"|"STEPHEN J. MEOLI MEMORIAL FOUNDATION"|"721214"
"04-6009000"|"FREDERICK H JONES"|"721231"
"04-6011911"|"EARLE P CHARLTON TRUST"|"721232"
"04-6011912"|"IDA S. CHARLTON FUND"|"721233"
"04-6025910"|"THOMAS MINNS FUND"|"721234"
"03-0343444"|"VAILE & CLEAVELAND SCHOLARSHIP FUND 43V168019"|"723072"
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"555155"
"04-3298628"|"CO-TTEE OF ROAF MEMORIAL FUND"|"562870"
"01-0705471"|"THE NORWOOD FOUNDATION"|"588413"
"02-6004699"|"GEORGE GARDNER & FANNY WHITING"|"588415"
"01-6007504"|"JOHN W MANSON TRUST"|"609898"
"04-6838152"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|"609900"
"04-2103796"|"HOWARD HOME TRUSTEES HOME FOR AGED MEN BROCKTON"|"613608"
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"613610"
"01-0463183"|"Schiavi Family Foundation"|"614035"
"04-3494605"|"SYMES FAMILY CHARITABLE FOUNDATION"|"631642"
"04-6667008"|"HELENE B BLACK CHARITABLE FOUNDATION MARVIN SPARROW TRUSTEE"|"631649"
"03-6088605"|"FRANK & ELLEN COBB MEMORIAL SCHOLARS"|"633337"
"04-3254104"|"FREDERICK O.J. MUZI FOUNDATION"|"633339"
"04-2761754"|"THE WHITE FUND, INC."|"652825"
"01-0499178"|"Brook Family Foundation"|"655097"
"04-3030385"|"RUFFINI CHARITABLE FOUNDATION"|"655106"
"04-6039669"|"Albert O. Wilson Foundation, Inc"|"655113"
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"655115"
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"655122"
"02-6046966"|"ADELE GIFFORD RESIDUARY TRUST 360888010"|"689600"
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"689602"
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"689607"
"04-3493404"|"Carlson Family Trust"|"689618"
"04-6054630"|"POMROY REBECCA FOUNDATION INC"|"689625"
"04-6198798"|"The Fisher-Renkert Foundation"|"689632"
"02-0498236"|"ROY M. MALOOL FAMILY FOUNDATION"|"690920"
"04-6025922"|"F S PARMENTER B/O A C P U/W"|"690929"
"04-6423442"|"TOMPKINS EDNA H TR U/WILL"|"690938"
"04-3130418"|"NORTON PUBLIC LIBRARY"|"715663"
"03-6016628"|"MERCHANTS BANK FOUNDATION, INC."|"715729"
"01-0421912"|"Fore River Foundation"|"716240"
"01-6017321"|"KEY BANK - CENTRAL MAINE FDN 10 - 101230297402"|"716249"
"04-3173231"|"ROBERT AND MOLLY TARR CHARITABLE FOUNDAT FOUNDATION"|"716281"
"04-3727883"|"The Gumbo Foundation"|"716290"
"04-6019793"|"TTEE U/W OF ALICE MILES-SCHSP"|"739411"
"04-6060558"|"TAZEWELL FOUNDATION"|"739420"
"04-6093280"|"PETHYBRIDGE HARRY M-TR"|"739427"
"04-6093840"|"SNEATH DOROTHY MELCHER TR U/IND"|"739429"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"740563"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"740565"
"04-6855950"|"The Taylor Foundation"|"740567"
"04-2260155"|"THE CHARLES IRWIN TRAVELLI FUND"|"740756"
"04-3496080"|"THE GREGORY FOUNDATION TRUST"|"740767"
"04-6694692"|"THE FOUNDATION FOR AN AMERICAN VISION"|"740783"
"01-6009480"|"HELEN W. MOULTON FUND"|"741501"
"04-2624081"|"G C STEBBINS TR UA"|"741524"
"04-6923387"|"COGAN FAMILY FOUNDATION"|"741549"
"02-6080902"|"Anne S. Howells Charitable Trust"|"742185"
"03-0463941"|"THE USHER AND MIRIAM MEISELS FAMILY FOUNDATION"|"742196"
"04-6008578"|"LILLIAN C. MOORE TRUST"|"742251"
"04-6008674"|"FLORIAN O. BARTLETT TRUST+"|"742253"
"04-6011913"|"E.P. CHARLTON CHARITY TRUST NO 4"|"742260"
"04-6011934"|"GENNIE B ROBINSON TRUST"|"742262"
"04-6096914"|"RUSSELL W S UW BEN G A RUSSELL"|"742276"
"04-6448653"|"FLORA T LITTLE"|"742285"
"04-6468598"|"CAREY M FBO CEW GRINNELL FD MED RES"|"742287"
"04-2940520"|"The Cornerstone Foundation"|"743630"
"01-6009246"|"DAVENPORT TRUST FUND"|"773789"
"04-3556844"|"BOSTON SCIENTIFIC FOUNDATION, INC."|"773805"
"01-6162638"|"KAREN ANNE BOLLWERK BURKE AND WILLIAM A BURKE FAMILY CHARITABLE TRUST"|"777633"
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"777685"
"04-2226641"|"The Thoracic Foundation"|"777717"
"04-6232521"|"GRACE JORDAN IRRV TUA 25 CHARIT"|"777799"
"04-6245939"|"AYLING CHARLES L TR U/WILL"|"777801"
"04-6941137"|"EMILIO A. & MARY A. DIFELICE SCHOLARSHIP TRUS"|"777819"
"04-2103958"|"THE CAMBRIDGE HOMES"|"933109"
"02-0522262"|"Newspaper Foundation"|"935958"
"02-6006053"|"THE MCININCH FOUNDATION"|"935960"
"04-3236053"|"THE MORNINGSTAR FAMILY FOUNDATION"|"935965"
"04-3386858"|"The Mark D. Hostetter and Alexander N. Habib Foundation"|"935969"
"04-6024257"|"TTEE U/W OF EDWARD AUSTIN"|"935974"
"04-6028852"|"MARGARETTE G CROSSMAN U/W"|"935976"
"04-6225360"|"OGDEN CODMAN TR U/W DOROTHY SFM CODMAN"|"935983"
"04-6312563"|"TR U/W GEORGE W DAVENPORT"|"935985"
"04-2944189"|"McLane/Harper Charitable Foundation Inc"|"941015"
"01-0483892"|"Hannaford Charitable Foundation"|"941083"
"01-0676696"|"EVERETT TRUST FBO CAYUGA CO. BANK OF AMERICA, NA"|"941088"
"02-0762991"|"JAMES I. PERKINS FAMILY FOUNDATION"|"941090"
"03-6020099"|"PROCTOR M FBO RESIDENTS MASTER 31V120007"|"941097"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"941099"
"04-2946393"|"Sprague Foundation Inc."|"941106"
"04-3005593"|"FRASER FAMILY FOUNDATION, INC."|"941108"
"04-3551989"|"Barbara Delinsky Charitable Foundation"|"941115"
"04-6010588"|"LILLIAN M BAKER TRUST"|"941122"
"04-6014290"|"RALPH BRADLEY PRIZES"|"941124"
"04-6041597"|"HAROLD RUBENSTEIN FAMILY CHARITABLE FOUNDATION"|"941131"
"04-6044998"|"HERBERT FALES EDUCATIONAL TRUST"|"941133"
"04-6121497"|"GEORGE WALKER MILK FUND"|"941138"
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|"941140"
"04-6420685"|"CONSTANCE KILLAM TRUST U/W #0714865"|"959256"
"04-6176476"|"CHISHOLM W FBO CHRIST CHURCH ETAL-TR"|"963300"
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"963325"
"04-2738800"|"COSTAS AND MARY MALIOTIS CHARITABLE FOUNDATION-1981"|"963327"
"05-0487100"|"THE PICERNE CHARITABLE TRUST"|"963332"
"01-0351827"|"HELEN R COE TRUST"|"583842"
"02-6061834"|"ANDREWS MARIE B T/U/W"|"583844"
"04-6429961"|"BROWN EMMA S U/DECL 3/12/79"|"584880"
"04-2104012"|"COBURN CHARITABLE SOCIETY, INC"|"586825"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|"588013"
"04-6040032"|"TRUSTEES OF SEARS AND OTHER FUNDS"|"588015"
"02-6007727"|"SCEVA SPEARE TR FBO BROOKHAVEN HOME FOR BOYS"|"611086"
"04-3292646"|"Information Research Foundation"|"611093"
"04-6015548"|"MYRON L. FULLER TRUST"|"611095"
"04-6504871"|"DORIS L. BENZ TRUST"|"611100"
"04-6773530"|"WILSON FAMILY FOUNDATION"|"611102"
"05-0467833"|"NICHOLAS CALDARONE FOUNDATION #1030064973"|"614889"
"04-3226725"|"KARP FAMILY FOUNDATION, STEPHEN R. AND JILL E. KARP, TRUSTEES"|"650862"
"02-0733877"|"CARITA FOUNDATION-IMA"|"655697"
"02-2229190"|"CHASE HOME FOR CHILDREN"|"656399"
"04-6004390"|"Wheelwright Scientific School"|"656401"
"04-6008387"|"HENRY HERBERT SMYTHE TRUST"|"656403"
"04-3340295"|"THE WALLACE FAMILY FOUNDATION"|"691649"
"04-6242439"|"Oscar J. George Trust"|"691654"
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"691656"
"02-0474928"|"LINWOOD EDUCATIONAL TRUST FUND, INC"|"692894"
"03-6010574"|"Lamson Howell Foundation, Inc."|"692899"
"04-2104293"|"WILLIAM TOWNSEND PORTER FOUNDATION"|"692901"
"04-3293593"|"THE ALBERT AND JUDITH GOLDBERG FOUNDATION"|"692908"
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|"697824"
"04-2104272"|"HAHNEMANN HOSPITAL"|"706114"
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"706821"
"02-6059690"|"WALDO & ALICE AYER TRUST #3035010252"|"706891"
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"707050"
"04-2741931"|"JAMES M. STONEMAN CHARITABLE FUND"|"724519"
"04-6025957"|"DEBORAH MUNROE NOONAN MEMORIAL FUND"|"724537"
"04-6033442"|"CALKINS FBO SALVATION ARMY UW FLEET NATIONAL BANK"|"724539"
"04-6091666"|"SMITH TIMOTHY TR U/WILL"|"724544"
"04-6111826"|"Gardiner Howland Shaw Foundation"|"724548"
"04-6240765"|"ROSE KNOOP"|"724553"
"04-6060265"|"RUDNICK CHARITABLE FOUNDATION, INC."|"732929"
"03-0337672"|"WYMAN EVERETT H. TR B MEM FD 43V189015"|"733104"
"04-6050746"|"Church of the Good Shepherd"|"733111"
"04-6009066"|"FLORENCE L. MACKAY TRUST"|"734024"
"02-0573327"|"BRUCE E. & DEBRA K. GREWCOCK FOUNDATION"|"768650"
"02-6037729"|"HENRY F. HURLBURT, III CHARITABLE TRUST BRAD GILE, TRUSTEE"|"768659"
"03-6004915"|"ELEANOR WHITE TRUST 430012013"|"768677"
"04-2723441"|"Demoulas Foundation"|"768682"
"04-3367614"|"REMILLARD FAMILY FOUNDATION INC. #0737882"|"768693"
"04-3424302"|"EAGLEMERE FOUNDATION INC"|"768702"
"04-6128210"|"JOSEPH M. HAMILBURG FOUNDATION"|"768743"
"04-6655524"|"OEDEL FOUNDATION"|"768750"
"04-6861522"|"WILSON CARUSO CHARITABLE FOUNDATION"|"768757"
"02-6004243"|"FURBUSH GEORGE T/U/W"|"769043"
"04-3444155"|"The Don & Marilyn Rodman Foundation"|"769077"
"04-6018676"|"EDWARD WALKER TRUST U/W"|"769145"
"04-6020152"|"MCCARTHY FAMILY FOUNDATION"|"769150"
"04-6024752"|"TTEE U/I OF CLINTON G MILLS"|"769161"
"04-6097555"|"BOYNTON MARION F 1935 TRUST T06766"|"769168"
"04-6118945"|"H GRAFTON JR B/O MEM FD U/W"|"769175"
"04-6829607"|"TTEE U/A OF MARION N ROAF"|"777814"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION 404620015"|"935961"
"02-6123358"|"JASPER & CATHERINE BLANDIN TRUST 407440015"|"935962"
"04-2767462"|"FRANK M. BARNARD FOUNDATION, INC."|"935963"
"04-3105650"|"The Hanover Insurance Group Foundation, Inc."|"935964"
"04-6039660"|"EDDWARD BANGS KELLEY AND ELZA KELLEY FOUNDATION, INC."|"935978"
"04-6052150"|"SWIFT CHARITY, INC."|"935979"
"04-6062249"|"ROTCH TRAVELING SCHOLARSHIP, INC."|"935980"
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"935981"
"02-6006598"|"CONCORD FEMALE CHARITABLE SOCIETY 642093017"|"941092"
"02-6050390"|"OLIN J. COCHRAN TR U/W 361042013"|"941093"
"02-6124799"|"The Bitty Foundation"|"941094"
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST"|"941095"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"941109"
"04-3211993"|"THE NYPRO FOUNDATION, INC."|"941110"
"04-3371592"|"EASTHAMPTON SAVINGS FOUNDATION, INC."|"941112"
"04-6019296"|"FOX FOR STATE OF NH"|"941125"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"941126"
"04-6025499"|"TTEE U/W OF MARY ALICE FITCH"|"941127"
"03-6007034"|"TRUSTEES OF CHESTER ACADEMY 2726"|"583846"
"04-6029538"|"SOPHIA F ROMERO T/U/W"|"583847"
"03-0433603"|"LYDIA COLLINS DEFOREST CHAR TR U/W BANK OF AMERICA, NA"|"586824"
"03-0473333"|"JEROME A. YAVITZ CHARITABLE FOUNDATION INC"|"611088"
"04-2104430"|"SAILORS' SNUG HARBOR OF BOSTON, INC."|"611089"
"04-2121771"|"Newburyport Society for the Relief of Aged Women, Inc."|"611090"
"04-2399760"|"THE TJX FOUNDATION, INC."|"611091"
"04-6112830"|"FRANK H BEEBE FUND FOR MUSICIANS"|"649025"
"03-0179429"|"THOMPSON TRUST"|"649561"
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"649563"
"01-6044693"|"JOHN S & HELEN E CARVER FUND"|"657032"
"04-6012091"|"EARLE P. CHARLTON TRUST"|"657033"
"01-6008547"|"THE HORACE WILLIAMS MEMORIAL FUND KENNEBEC SAVINGS BANK, AGENT FOR TRUSTEE"|"691426"
"04-3420457"|"THE RICA CHARITABLE TRUST"|"692912"
"04-6014190"|"SALEM FEMALE CHARITABLE SOCIETY"|"692914"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE, INC."|"697828"
"04-6091865"|"ELY CHARLES C TR U/WILL"|"697877"
"04-6093555"|"LEIGHTON EDWARD K TR U/WILL"|"697879"
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|"706886"
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"706954"
"04-3191009"|"HIRSH FAMILY FOUNDATION"|"707034"
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"707051"
"04-3492753"|"MORTON AND LILLIAN WALDFOGEL CHARITABLE FOUNDATION"|"707068"
"04-3731472"|"ELIZABETH S BLACK CHARITABLE TRUST PNC BANK, NA"|"707084"
"01-0566453"|"THE B Z FOUNDATION"|"724483"
"04-6008252"|"CHARLES W. HOLTZER FUND NO. 3"|"724533"
"04-6008443"|"BERNARD W DOYLE TRUST"|"724534"
"04-6009247"|"JENNIE SEARS MCSHANE TRUST"|"724535"
"01-6009168"|"KING SPRUCE COMPANY"|"732923"
"04-2104861"|"SHAW FUND FOR MARINERS' CHILDREN"|"733107"
"04-3177775"|"Forest Foundation"|"733109"
"04-6012026"|"FRANK R PETERS TRUST"|"734025"
"04-6014549"|"CO-TTEE UW OF C ALICE R BEAN"|"734026"
"04-6019146"|"MAUDE-FRANCES CHILDREN'S FUND"|"734027"
"04-6089241"|"MABEL A. HORNE FUND FLEET NATIONAL BANK"|"734028"
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"768653"
"03-0326934"|"Carris Corporate Foundation"|"768671"
"04-3338927"|"HAZARD FAMILY FOUNDATION"|"768686"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|"768722"
"04-6056824"|"NORMAN KNIGHT CHARITABLE FOUNDATION"|"768739"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"768756"
"01-6010195"|"JOSEPH HOW CHARITABLE TRUST"|"769005"
"04-6010540"|"IDA S CHARLTON CHARITY FD U/W"|"769139"
"04-6021172"|"NELSON & GERTRUDE HIBBARD IRR UA"|"769155"
"04-6112252"|"ERNEST DEXTER TRUST U/W"|"769172"
"04-6269751"|"H AND F NOYES MEM FD"|"769188"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"769191"
"04-6785966"|"HENRY BROOKS TRUST C"|"769205"
"04-6871637"|"FELLOWS CHARITABLE TRUST"|"769207"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"936697"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST 430056010"|"936698"
"04-2113268"|"SHURTLEFF CHILDREN'S SERVICES-PRIN"|"936699"
"04-3175266"|"Putnam Investments Foundation"|"936700"
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"936714"
"03-6057859"|"CORRY MEMORIAL FUND 32C008011"|"723086"
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|"723087"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"723089"
"01-0720431"|"CHERYL C & BLAIR EFFRON FAMILY FOUNDATION"|"785760"
"04-3521246"|"MIDDLESEX SAVINGS CHARITABLE FOUNDATION, INC."|"785827"
"04-6019938"|"BOOTH FOUNDATION THE JH0395"|"785843"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"785845"
"04-6232529"|"MAY B SADOWSKI"|"785859"
"04-6282546"|"ELLIOTT J S & S C CHAR TRUST"|"785861"
"04-3340127"|"PIECEWORK PARTNERS"|"786043"
"04-3424944"|"The Edward J Urban Foundation"|"787984"
"02-6113705"|"FELLER FAMILY CHARITABLE FOUNDATION TRUST"|"788033"
"04-3071209"|"THE ROWE FOUNDATION, INC"|"788049"
"04-3528004"|"POPPLESTONE FOUNDATION"|"788083"
"04-6145922"|"DAVID GREENEWALT CHARITABLE TRUST WINIFRED I. LI, TRUSTEE"|"788115"
