"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVEST_INC_TAX"|"TAX_DUE"
"04-6031995"|"HENRY B. MARTIN FUND. INC."|"1267493"|"1107.0000"|"27.0000"
"04-6033742"|"JENNIE W SMITH UA"|"1267494"|"618.0000"|"73.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"1267495"|"1006.0000"|""
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"1267496"|"1492.0000"|"508.0000"
"04-6035855"|"WILLIAM SKINNER HOLYOKE HOSP"|"1267497"|"1257.0000"|""
"04-6036659"|"JOSEPH L. SWEENEY CHARITABLE FOUNDATION"|"1267498"|"213.0000"|"213.0000"
"04-6036697"|"STEARNS CHARITABLE TRUST"|"1267499"|"4967.0000"|"2567.0000"
"04-6036706"|"JOHN W BOYNTON FUND"|"1267500"|""|""
"04-6036990"|"PAINE CHARITABLE TRUST U/A"|"1267501"|"10206.0000"|"206.0000"
"04-6038039"|"GEORGE WELLS FOUNDATION"|"1267503"|"4088.0000"|""
"04-6038185"|"MASSACHUSETTS LIBRARY AID ASSOCIATION"|"1267504"|"166.0000"|"166.0000"
"04-6038871"|"IM WESTFIELD ACADEMY"|"1267505"|"5655.0000"|"1595.0000"
"04-6039187"|"EDWIN GINN TR-ART XV"|"1267506"|"9669.0000"|""
"04-6043554"|"PHINEAS W. SPRAGUE MEMORIAL FOUNDATION"|"1267507"|"1079.0000"|""
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"1267508"|"3386.0000"|"3419.0000"
"04-6044077"|"Shelburne Falls Community House, Inc."|"1267509"|"650.0000"|"50.0000"
"04-6044945"|"HUNTER FAMILY CHARITABLE TRUST"|"1267510"|"219.0000"|"219.0000"
"04-6044998"|"HERBERT FALES EDUCATIONAL TRUST"|"1267511"|"1038.0000"|""
"04-6046282"|"L & F TIFFT B/0 BSHS TR UA"|"1267512"|"4324.0000"|"171.0000"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|"1267513"|"2132.0000"|""
"04-6052150"|"SWIFT CHARITY, INC."|"1267514"|"428.0000"|"108.0000"
"04-6053996"|"HAVEN TRUST"|"1267515"|"1647.0000"|"1119.0000"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|"1267516"|"919.0000"|"624.0000"
"04-6057388"|"THE CRANE & CO. FUND"|"1267517"|"0.0000"|"0.0000"
"04-6057747"|"JOSEPH PERSKY FOUNDATION"|"1267518"|"2123.0000"|""
"04-6060965"|"THE HOWARD JOHNSON FOUNDATION"|"1267519"|"5708.0000"|"1308.0000"
"04-6062249"|"ROTCH TRAVELING SCHOLARSHIP, INC."|"1267520"|"241.0000"|""
"04-6064025"|"THE ROSS WEBB FUND"|"1267521"|"1623.0000"|"766.0000"
"04-6064648"|"BROOKLINE TUBERCULOSIS & HEALTH SOCIETY"|"1267522"|"792.0000"|"180.0000"
"04-6067737"|"ABRAHAM KAPLAN CHARITABLE FOUNDATION"|"1267523"|"4417.0000"|"1417.0000"
"04-6067779"|"ANSIN FOUNDATION"|"1267524"|"726.0000"|""
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"1267525"|"576.0000"|"60.0000"
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|"1267526"|"473.0000"|""
"04-6095694"|"PIERCE KATHARINE C UW"|"1267527"|"6625.0000"|"3657.0000"
"04-6096044"|"CHARLOTTE M ROBBINS TRUST U/W"|"1267528"|"453.0000"|""
"04-6096792"|"ARLINE P PADELFORD SCHOLARSHIP FUND"|"1267529"|"634.0000"|"94.0000"
"04-6097555"|"BOYTON MARION F 1935 TRUST T06766"|"1267530"|"1428.0000"|"768.0000"
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON.ET AL TRUSTEES"|"1267531"|"402.0000"|""
"04-6112252"|"ERNEST J DEXTER TUW"|"1267533"|"2724.0000"|"524.0000"
"04-6115599"|"URANN FOUNDATION"|"1267536"|"3577.0000"|"1322.0000"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"1267537"|"867.0000"|""
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"1267538"|"2184.0000"|"12.0000"
"04-6118945"|"H GRAFTON JR B/0 MEM FD U/M"|"1267539"|"1075.0000"|"383.0000"
"04-6118955"|"THE COVE CHARITABLE TRUST"|"1267540"|"1818.0000"|"694.0000"
"04-6121497"|"STODDART, TRUSTEE"|"1267542"|"228.0000"|""
"04-6125606"|"The George F & Sybil H Fuller Foundation"|"1267543"|""|"18803.0000"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"1267544"|"250.0000"|"250.0000"
"04-6133986"|"THE MARION W RICH FUND"|"1267545"|"915.0000"|""
"04-6135098"|"S ALICE KNAPP TRUST"|"1267546"|"1010.0000"|"590.0000"
"04-6135552"|"CHURCH BRADFORD & DOROTHY MEMORIAL FUND"|"1267547"|"9170.0000"|""
"04-6139356"|"JESSIE GORDON SHERMAN TR. U/W"|"1267548"|"49.0000"|""
"04-6139771"|"HOWARD WEAVER B/O BEXLEY HALL"|"1267549"|"3022.0000"|"517.0000"
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|"1267550"|"1896.0000"|"183.0000"
"04-6144732"|"ANNA B. STEARNS CHARITABLE FOUNDATION, INC."|"1267551"|"13598.0000"|""
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"1267552"|"1057.0000"|"221.0000"
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|"1267553"|"6386.0000"|"5034.0000"
"04-6164232"|"CO-TR U/W A V REOPELL"|"1267554"|"10896.0000"|"1018.0000"
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"1267555"|"602.0000"|""
"04-6176476"|"CHISHOLM W FBO CHRIST CHURCH ETAL-TR"|"1267556"|"827.0000"|"0.0000"
"04-6178371"|"WAPACK FOUNDATION THE JH2325"|"1267557"|"1563.0000"|"426.0000"
"04-6183548"|"LECLERC CHARITY FUND"|"1267558"|"2429.0000"|""
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"1267559"|"469.0000"|"369.0000"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"1267560"|"102.0000"|"102.0000"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|"1267561"|"4528.0000"|"1328.0000"
"04-6225360"|"OGDEN CODMAN TR U/W/ DOROTHY SFM CODMAN"|"1267563"|"3119.0000"|""
"04-6232529"|"MAY B SADOWSKI"|"1267564"|"3340.0000"|"124.0000"
"04-6233953"|"DEMOSTHENIS RAPTELIS FOUNDATION"|"1267565"|"4004.0000"|""
"04-6236055"|"WILLIAM B KIRKHAM"|"1267566"|"3684.0000"|"384.0000"
"04-6239046"|"FLORENCE ROBERTSON TRUST UW"|"1267567"|"6557.0000"|""
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1267568"|"1508.0000"|""
"04-6245939"|"AYLING CHARLES L TR U/WILL"|"1267569"|"2866.0000"|"2327.0000"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"1267570"|"1577.0000"|"577.0000"
"04-6257543"|"TRUST U/W EDWIN S. FARMER"|"1267571"|"503.0000"|""
"04-6269751"|"H AND F NOYES MEMORIAL FUND"|"1267572"|"1034.0000"|"232.0000"
"04-6282546"|"JOHN S & SARAH C ELLIOTT CHAR"|"1267573"|"20009.0000"|""
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"1267574"|"2374.0000"|"1074.0000"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"1267575"|"2176.0000"|""
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1267576"|"5977.0000"|""
"04-6317598"|"FOX FLORA TR U/WILL"|"1267577"|"597.0000"|"266.0000"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1267578"|"7397.0000"|"5741.0000"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1267579"|"10788.0000"|"8728.0000"
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"1267580"|"144.0000"|"144.0000"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"1267582"|"642.0000"|""
"04-6393242"|"WILLIAM O MOSELEY T/U/I"|"1267583"|""|"369.0000"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"1267585"|"4369.0000"|"2581.0000"
"04-6437271"|"NATHANIEL WHEELER T/U/A"|"1267586"|"1981.0000"|"413.0000"
"04-6440962"|"ARTHUR SHELDON FAMILY TRUST"|"1267587"|"2736.0000"|"285.0000"
"04-6446179"|"BROOKS GRACE E TRUST"|"1267588"|"1450.0000"|"450.0000"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"1267589"|"1146.0000"|"613.0000"
"04-6479105"|"PAGE MILDRED & CHARLES TRUST"|"1267590"|"2727.0000"|""
"04-6485766"|"ONE WORLD FUND"|"1267591"|"1282.0000"|""
"04-6512448"|"E BROOKS TR FBO ANIMAL RESCUE"|"1267593"|"5293.0000"|""
"04-6512450"|"E BROOKS TR - ANGELL MEM HOSP"|"1267594"|"5269.0000"|""
"04-6512451"|"E BROOKS FBO MASS CYSTIC FIBROS"|"1267595"|"4907.0000"|"2635.0000"
"04-6533896"|"ELIZABETH WHITTEMORE CHARITABLE TRUST"|"1267597"|"1392.0000"|""
"04-6538205"|"NORMAN ROCKWELL ART COLLECTION TRUST"|"1267598"|"0.0000"|"0.0000"
"04-6555493"|"ANGELO H VERBOBBI T/U/I"|"1267599"|"210.0000"|"210.0000"
"04-6580695"|"FALLONA RAYMOND AND LAURA CHARITABLE 10153547005"|"1267600"|"1644.0000"|"0.0000"
"04-6584378"|"RUTH COVO FAMILY FOUNDATION"|"1267601"|"811.0000"|""
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|"1267602"|"5795.0000"|"1315.0000"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"1267603"|"538.0000"|""
"04-6644099"|"TTEE U/W OF C W BOLLIVAR"|"1267604"|"1584.0000"|""
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST #1011477"|"1267605"|"1887.0000"|"487.0000"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1267606"|"1532.0000"|""
"04-6712607"|"ROBERT RIMMELE SCHOLARSHIP FD"|"1267607"|"453.0000"|""
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"1267609"|"6802.0000"|"6417.0000"
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"1267610"|"610.0000"|"176.0000"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"1267611"|"10465.0000"|""
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"1267613"|"204.0000"|"48.0000"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1267614"|"1314.0000"|"441.0000"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1267616"|"9713.0000"|"7481.0000"
"04-6782460"|"SUSAN A & DONALD P BABSON FOUNDATION"|"1267617"|"1652.0000"|""
"04-6785966"|"HENRY BROOKS TRUST C"|"1267618"|"3273.0000"|"973.0000"
"04-6792592"|"CO-TR U/I R UDELL THORNTON"|"1267619"|"1356.0000"|""
"04-6828957"|"JOSEPH & KATHERINE O' CHARITABLE TRUST"|"1267620"|"8.0000"|""
"04-6829607"|"MARION N ROAF T/U/A"|"1267621"|"5400.0000"|"3156.0000"
"04-6834092"|"BECTON FAMILY FOUNDATION JUSTIN W. HEATTER, TRUSTEE"|"1267622"|"2037.0000"|""
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"1267623"|"859.0000"|"864.0000"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"1267624"|"460.0000"|""
"04-6855950"|"THE TAYLOR FOUNDATION"|"1267625"|"439.0000"|"286.0000"
"04-6871637"|"FELLOWS CHARITABLE TRUST"|"1267626"|"610.0000"|""
"04-6880299"|"THE HIGH POINTE FOUNDATION"|"1267627"|"558.0000"|"230.0000"
"04-6904362"|"CHARLES M & RUTH H WILCOX TRUST, LUKE TRAVIS, TRUSTEE"|"1267628"|"528.0000"|""
"04-6917045"|"Timothy G. Taylor Trust of 1997"|"1267632"|"556.0000"|""
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|"1267633"|"2098.0000"|"770.0000"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1267636"|"4962.0000"|"2152.0000"
"04-6938198"|"DOROTHY S GRANT TRUST"|"1267637"|"764.0000"|""
"05-0398850"|"KILMARTIN CHARITABLE CORPORATION"|"1267646"|"332.0000"|"0.0000"
"05-0466295"|"TRUST U/W DIANA S ADELSON"|"1267650"|"182.0000"|"182.0000"
"05-0509060"|"THE BANCROFT FAMILY FOUNDATION"|"1267653"|"1004.0000"|"928.0000"
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10 -101230022680"|"1273919"|"2429.0000"|""
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"1273953"|"146.0000"|""
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"1273954"|"1363.0000"|"1377.0000"
"02-0522262"|"NEWSPAPER FOUNDATION"|"1273955"|"2.0000"|"2.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"1273956"|"5780.0000"|"3140.0000"
"04-3140032"|"The Hsiao Family Foundation"|"1273958"|"133.0000"|"133.0000"
"04-3666136"|"C&Y FOUNDATION, INC."|"1273959"|"756.0000"|"14.0000"
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"1273960"|"215.0000"|"215.0000"
"02-6061834"|"ANDREWS MARIE B T/U/W"|"1274501"|"847.0000"|""
"04-6460749"|"ELMER DELOURA FOR SCHOLARSHIPS"|"1274502"|"4390.0000"|"1015.0000"
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|"1274608"|"15089.0000"|""
"01-6186903"|"MERCE CUNNINGHAM TRUST"|"1274611"|"4660.0000"|""
"02-6037729"|"HENRY F. HURLBURT, III CHARITABLE TRUST BRAD GILE, TRUSTEE"|"1274613"|"802.0000"|"5.0000"
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|"1274614"|"0.0000"|""
"04-2103815"|"MARTHAS VINEYARD CAMP-MEETING ASSOCIATION"|"1274616"|"0.0000"|"0.0000"
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|"1274617"|""|""
"04-3196041"|"FIELDS POND FOUNDATION. INC"|"1274618"|"4463.0000"|""
"04-3216914"|"THE JOHN LEVY AND GAIL ROTHENBERG FAMILY FOUNDATION"|"1274619"|"724.0000"|""
"04-3371753"|"GENDLER FAMILY FOUNDATION"|"1274620"|"176.0000"|"176.0000"
"04-3382941"|"William and Gayle Chorske Family Foundation"|"1274621"|"508.0000"|""
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|"1274623"|"210.0000"|""
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|"1274624"|"3218.0000"|""
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1274625"|"2637.0000"|""
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|"1274626"|"2320.0000"|""
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"1274627"|"1856.0000"|""
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"1274628"|"5107.0000"|"5221.0000"
"04-6048472"|"OXFORD FUND INC."|"1274629"|"1327.0000"|""
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"1274631"|"3277.0000"|""
"04-6114436"|"JOSEPH & ESTHER FOSTER FOUNDATION, INC."|"1274632"|"2443.0000"|""
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|"1274633"|"14554.0000"|""
"04-6153303"|"E. J. CROSS FOUNDATION"|"1274634"|"1208.0000"|"808.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"1274635"|"15499.0000"|""
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"1274636"|"6.0000"|"0.0000"
"01-0721940"|"FRED J HARDER FOUNDATION"|"1275438"|"638.0000"|""
"01-6077631"|"CAMPBELL E W FOUNDATION TR"|"1275440"|"996.0000"|""
"01-6080947"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|"1275441"|"350.0000"|"138.0000"
"02-0246187"|"NASHUA HISTORICAL SOCIETY"|"1275443"|"1749.0000"|""
"02-0536250"|"THE MATTHEW J & ANNE B SMITH FOUNDATION INC"|"1275444"|"2720.0000"|"0.0000"
"02-6015152"|"ETTA M SHAW TR"|"1275446"|"2232.0000"|"396.0000"
"02-6068307"|"RAYMOND L JENKINS CHARITABLE TR 30350(034)"|"1275447"|"1760.0000"|"64.0000"
"03-0433603"|"BANK OF AMERICA, NA"|"1275448"|"13131.0000"|""
"03-6007034"|"TRUSTEES OF CHESTER ACADEMY 2726"|"1275449"|"1143.0000"|"1149.0000"
"04-2104012"|"COBURN CHARITABLE SOCIETY, INC"|"1275450"|"466.0000"|""
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|"1275451"|"8046.0000"|"8203.0000"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|"1275452"|"3224.0000"|""
"04-3190300"|"DR ANTON R FRIED MEMORIAL TRUST"|"1275453"|"281.0000"|""
"04-3359500"|"THE DRIFTWOOD CHARITABLE FOUNDATION"|"1275454"|"2011.0000"|"413.0000"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC"|"1275455"|""|""
"04-6003671"|"HENRY 0. PEABODY SCHOOL FOR GIRLS"|"1275456"|"931.0000"|""
"04-6034850"|"LAWRENCE MODEL LODGING HOUSES TRUST DONALD VAUGHAN, ET AL, TRUSTEE"|"1275457"|"631.0000"|"231.0000"
"04-6056367"|"ASSOCIATION FOR THE RELIEF OF AGED WOMEN OF NEW BEDFORD"|"1275459"|"12713.0000"|""
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"1275460"|"0.0000"|""
"04-6822881"|"ALTURAS ENDOWMENT"|"1275461"|"1198.0000"|"1209.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996, GLENN H. ROWLEY, TRUSTEE"|"1275462"|"10242.0000"|"9292.0000"
"01-0211792"|"Lewiston-Auburn Children's Home"|"1275850"|"45.0000"|""
"01-0556235"|"The Neuhauser Family Foundation, Inc."|"1275852"|"0.0000"|"0.0000"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"1275853"|"2103.0000"|""
"02-0497577"|"HNH FOUNDATION, INC."|"1275854"|"9607.0000"|"0.0000"
"02-0709433"|"The Vincent Dowling Family Foundation Inc"|"1275855"|"21968.0000"|"0.0000"
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|"1275856"|"2085.0000"|"1104.0000"
"03-0373845"|"Donato J Tramuto Foundation"|"1275857"|"0.0000"|""
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"1275858"|"0.0000"|"0.0000"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|"1275859"|"1203.0000"|""
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|"1275860"|"707.0000"|""
"04-3414102"|"WILLIAM LOWELL PUTNAM PRIZE FUND FOR THE PROMOTION OF SCHOLARSHIP"|"1275861"|"8441.0000"|""
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"1275862"|"3.0000"|"0.0000"
"04-6836265"|"J. IRVING & JANE L. ENGLAND CHARITABLE TRUST,A. MOLLOY & F. RUSSELL,CO-TRUSTEES"|"1275863"|"1435.0000"|""
"01-6010161"|"WILLIAM FARWELL TRUST U/W 10 -101160026720"|"1276396"|"971.0000"|"373.0000"
"01-6128257"|"JAMES JACKSON TRUST 10 -101200051000"|"1276397"|"1665.0000"|"1205.0000"
"02-0406835"|"NASH FOUNDATION, INC."|"1276398"|"349.0000"|""
"02-0499456"|"Salem Community Benefits, Inc."|"1276399"|"2.0000"|"2.0000"
"03-0179439"|"WARNER HOME FOR LITTLE WANDERERS"|"1276400"|"953.0000"|"963.0000"
"04-2660275"|"ROBERTA M CHILDS CHARITABLE FOUNDATION"|"1276401"|"4415.0000"|"1920.0000"
"04-3375373"|"MORSE MARTHA FOUNDATION C.S. MARSHALL ESQ. TRUSTEE"|"1276402"|"1566.0000"|""
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"1276403"|"156.0000"|"156.0000"
"04-6029538"|"SOPHIA F ROMERO T/U/W"|"1276404"|"4239.0000"|""
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|"1276847"|"0.0000"|"0.0000"
"02-0268498"|"GOULDER FAMILY FOUNDATION"|"1276848"|""|""
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"1276850"|"3476.0000"|"834.0000"
"01-0247548"|"Clarence E. Mulford Trust"|"1276980"|"11102.0000"|"378.0000"
"01-0623055"|"The Pindaros Foundation, Inc."|"1276981"|"0.0000"|""
"02-6115326"|"The Bagan Foundation"|"1276984"|"0.0000"|""
"03-0498860"|"GARVY FAMILY FOUNDATION"|"1276986"|"96.0000"|""
"03-0547269"|"THE SYKORA FAMILY CHARITABLE FOUNDATION"|"1276987"|"583.0000"|""
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC"|"1276988"|"2.0000"|"2.0000"
"04-2103762"|"CONCORD'S HOME FOR THE AGED, INC."|"1276989"|"0.0000"|"0.0000"
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|"1276990"|"0.0000"|"0.0000"
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC."|"1276993"|""|""
"04-3506575"|"JANCI FOUNDATION"|"1276994"|"0.0000"|"0.0000"
"04-6032206"|"J Loring Brooks Foundation"|"1276996"|"238.0000"|"238.0000"
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|"1276997"|"54.0000"|"54.0000"
"04-6107990"|"THE CHARLOTTE HOME"|"1276999"|"1952.0000"|"630.0000"
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|"1277001"|"3255.0000"|"2855.0000"
"01-0679061"|"SMF FOUNDATION"|"1277490"|"2780.0000"|"1805.0000"
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|"1277491"|""|""
"01-6011506"|"ROBERT W. BELKNAP, MD, FREE BED FUND"|"1277492"|"36.0000"|"36.0000"
"02-0433248"|"NH FOOD INDUSTRIES EDUCATION FOUNDATION"|"1277493"|"62.0000"|"62.0000"
"02-6005559"|"COIT HOUSE"|"1277494"|"739.0000"|"739.0000"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"1277495"|"867.0000"|"0.0000"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"1277496"|"249.0000"|""
"03-0564464"|"BENJAMIN & BETTINA VAN CLEAVE CHARITABLE FOUNDATION"|"1277498"|"188.0000"|"188.0000"
"03-0603732"|"MOMS, THE FUND FOR MOTHERS WITH CHILDREN, INC"|"1277499"|"0.0000"|"0.0000"
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|"1277501"|"1704.0000"|"1432.0000"
"04-2866532"|"DARTHEA MORROW T/U/A"|"1277502"|"1014.0000"|""
"04-3342405"|"SALEM FIVE CHARITABLE FOUNDATION, INC."|"1277503"|"5212.0000"|"3029.0000"
"04-3366804"|"TRITON FOUNDATION"|"1277504"|""|"1578.0000"
"04-3370159"|"MERRIMACK COUNTY SAVINGS BANK FDTN"|"1277505"|"1643.0000"|"803.0000"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC F/K/A TSB CHARITABLE FOUNDATION INC"|"1277506"|"312.0000"|""
"04-3424944"|"The Edward J Urban Foundation"|"1277507"|"565.0000"|"565.0000"
"04-3468419"|"EDNAH HORNER CHARITABLE FOUNDATION EASTERN BANK, TRUSTEE"|"1277509"|"472.0000"|"244.0000"
"04-3581030"|"Gray Lady Foundation, Inc"|"1277510"|"583.0000"|"0.0000"
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"1277511"|"1735.0000"|""
"04-6016107"|"MILTON L. WILLIAMS TRUST UW EASTERN BANK TRUSTEE"|"1277512"|"284.0000"|"200.0000"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"1277513"|"3430.0000"|""
"04-6018698"|"HENRIETTA F DEXTER TUW-DEXTER CH"|"1277514"|"7830.0000"|""
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"1277516"|"1250.0000"|"850.0000"
"04-6136011"|"JAMES B CORCORAN"|"1277518"|"2599.0000"|""
"04-6624586"|"THE SUMNER L. & ESTHER M. FELDBERG FOUNDATION"|"1277522"|"240.0000"|""
"04-6835621"|"PAUL AND JOANNE EGERMAN FAMILY CHARITABLE FOUNDATION"|"1277523"|"7665.0000"|""
"04-6868099"|"THE MORSE FOUNDATION"|"1277524"|"3049.0000"|"771.0000"
"04-6905190"|"THE WATER COVE CHARITABLE FOUNDATION"|"1277525"|"10847.0000"|"7390.0000"
"04-6941137"|"EMILIO A. & MARY A. DIFELICE SCHOLARSHIP TRUS"|"1277526"|"1340.0000"|"944.0000"
"03-0373301"|"The Dalkys Foundation"|"1291097"|"294.0000"|"0.0000"
"03-0490864"|"THE SWINERTON FOUNDATION"|"1291098"|"504.0000"|"510.0000"
"04-2680399"|"RESTORATION HOUSING CORPORATION"|"1291099"|"19.0000"|"19.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"1291100"|"10516.0000"|""
"04-3370400"|"THE ROGER AND MYRNA LANDAY CHARITABLE FOUNDATION"|"1291102"|"829.0000"|"457.0000"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|"1291103"|"33446.0000"|""
"04-3542100"|"THE REEDER FOUNDATION"|"1291104"|"38685.0000"|"2185.0000"
"04-6017700"|"Eaton Foundation"|"1291105"|"753.0000"|"293.0000"
"04-6155699"|"MIDDLECOTT FOUNDATION"|"1291106"|"33724.0000"|"25467.0000"
"04-6401501"|"ANNE WENTWORTH BAER SCHOLARSHIP"|"1291107"|"2338.0000"|"918.0000"
"04-6427501"|"CHRISTINE L BECK T/U/A"|"1291108"|"5336.0000"|""
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"1291371"|"285.0000"|""
"01-0705471"|"THE NORWOOD FOUNDATION"|"1291455"|"0.0000"|"0.0000"
"04-2104291"|"Humane Society of the Commonwealth of MA"|"1291456"|"2418.0000"|"0.0000"
"01-0518137"|"The Dunn, Russell, and Jacobs Foundation"|"1291475"|"1593.0000"|"1593.0000"
"01-0535144"|"Maine Health Access Foundation, Inc."|"1291476"|"47538.0000"|""
"01-0726374"|"MAYA RELIEF FOUNDATION"|"1291478"|"0.0000"|"0.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"1291479"|"3.0000"|""
"01-6009329"|"J.W. Robinson Welfare Trust"|"1291480"|"1128.0000"|"398.0000"
"02-0467589"|"THE MARSHALL FUND 4738517"|"1291481"|"952.0000"|""
