"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FORM_1096"|"W_2G"|"ALL_YEAR_EMPLOYEES"|"UNRELATED_BUSINESS_CBX"|"FORM_990_T_CBX"|"FOREIGN_ACCOUNT_CBX"|"NAME_COUNTRY"|"TAX_SHELTER_CBX"|"SOLICIT_GIFTS_CBX"|"TAX_DEDUCT_CBX"|"FUNDS_PBC_CBX"|"PREMIUMS_PBC_CBX"|"EXCESS_BUSINESS_HOLDINGS_CBX"|"TAXABLE_DIST_4966_CBX"|"DONOR_DIST_CBX"|"SCH_O_V_CBX"|"MULTISTATE_PLANS_CBX"|"RESERVES_REQUIRED_AMT"|"RESERVES_ONHAND_AMT"|"INDOOR_TANNING_CBX"|"FORM_720_CBX"
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"758497"|"15"|"0"|"42"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0376832"|"MAINE VETERANS HOME"|"758508"|"69"|"0"|"1433"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0204920"|"WATERVILLE COUNTRY CLUB"|"761291"|"0"|"0"|"24"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0684986"|"AMERICAN SOCIETY OF TRANSPORTATION AND LOGISTICS, INC."|"761293"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0349146"|"Newport Public Library Association"|"747441"|"1"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0367581"|"BROWNVILLE HOUSING CORPORATION"|"747442"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0529491"|"AVIAN HAVEN"|"747444"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0224214"|"UNION FAIR SOCIETY"|"772976"|"87"|"0"|"68"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0451523"|"HEALTHY KIDS A FAMILY RESOURCE NETWORK"|"778868"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0509578"|"WESTBROOK YOUTH CENTER INC"|"778874"|"0"|"0"|"8"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0526734"|"OPERA HOUSE ARTS"|"778878"|"48"|"0"|"35"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0839874"|"NORTH GRAND NEIGHBORHOOD SERVICES"|"778922"|"1"|"0"|"29"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0959428"|"GROW FOOD NORTHAMPTON INC"|"778925"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0286071"|"KAPPA DELTA PHI INC"|"768907"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT 561"|"768921"|""|""|"26"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-6021180"|"MAINE BEER & WINE WHOLESALERS ASSOC., INC"|"769016"|"12"|"0"|"0"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"785763"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0170390"|"CLUB NATIONAL, INC"|"785725"|"0"|"0"|"12"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0440702"|"Arundel Cemetery Corp."|"785752"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0517028"|"CMP DEATH BENFIT VEBA TRUST"|"785754"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"766937"|"0"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"Y"|""|""|""|""|""|""|""|"N"|""
"01-0490882"|"FRATERNAL ORDER OF EAGLES"|"775210"|"0"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"Y"|""|""|""|""|""
"02-0116973"|"GREATER NASHUA CHAMBER OF COMMERCE"|"775211"|"0"|"0"|"6"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0529871"|"Maine Technology Institute"|"776035"|"25"|"0"|"9"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"776039"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0327898"|"CORINNA HOUSING CORPORATION"|"777597"|"1"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0358152"|"SOUL'S HARBOR, INC."|"777600"|"3"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"777627"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"785724"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"784910"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0589514"|"GREEN POWER EMC"|"793367"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0595671"|"RESOURCE NY INC."|"793368"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0759974"|"THOUSAND ISLANDS EMERGENCY RESCUE SER\"|"793379"|"4"|"0"|"33"|"N"|""|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6007236"|"ST. ANDREWS FREE BED FUND"|"793385"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0243451"|"Spednic Club, Inc."|"776588"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0286963"|"ARUNDEL YACHT CLUB"|"776591"|"0"|"0"|"7"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"776603"|"4"|"0"|"48"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0355563"|"Maine Development Foundation"|"793355"|"16"|"0"|"14"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0472430"|"Royal River Conservation Trust"|"793358"|"2"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"793361"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0959193"|"INTERNATIONAL UNION UAW, LOCAL UNION 2121"|"791791"|"0"|"0"|"50"|"N"|""|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|""|""
"01-0465754"|"CHILD EVANGELISM FELLOWSHIP, INC"|"792016"|"0"|"0"|"18"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|""|""
"01-0219829"|"Sarah Frye Home"|"794108"|"10"|"0"|"45"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0367116"|"Families United of Washington County"|"794131"|"16"|""|"55"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0418917"|"PREBLE STREET"|"794137"|"17"|"0"|"218"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0461120"|"Maine Pretnal Services"|"794147"|"10"|"0"|"45"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0498250"|"WINGS FOR CHILDREN & FAMILIES INC"|"794154"|"34"|"0"|"74"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0576704"|"THE FUND FOR PUBLIC ADVOCACY, INC."|"794165"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0586306"|"Barceda Families"|"794169"|"3"|"0"|"14"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0874029"|"POLARIS CHARTER ACADEMY"|"794188"|"3"|"0"|"30"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0078060"|"HENRIETTA D GOODALL HOSPITAL INC"|"789821"|"64"|"0"|"1052"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0192761"|"CHILD EVANG-ELISM FELLOWSHIP, INC"|"789823"|"0"|"0"|"8"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|"0.0000"|"0.0000"|"N"|""
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"789832"|"12"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL # 1253"|"768836"|"1"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6023519"|"BAY CHAMBER CONCERTS, INC."|"794204"|"83"|"0"|"8"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0900952"|"PEABODY CHARTER SCHOOL"|"794195"|"16"|"0"|"105"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0359948"|"HIRUNDO WILDLIFE TRUST"|"806377"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0478709"|"Maine Island Trail Association"|"821358"|"5"|"0"|"11"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0518516"|"LifeFhght of Maine"|"821361"|"3"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0209443"|"Veterans of Foreign Wars VFW-NH 808"|"806405"|"2"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"806852"|"0"|"0"|"22"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0340560"|"Yarmouth Senior Housing Inc."|"806856"|"5"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0932846"|"GENESIS HEALTHCARE, INC."|"806956"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"806960"|"11"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"806971"|"1"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0216655"|"ODD FELLOWS' AND REBEKAHS' HOME OF MAINE"|"807347"|"6"|"0"|"98"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0224898"|"Hebron Academy Incorporated"|"807355"|"28"|"0"|"142"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0275545"|"LONESOME PINE TRAILS, INC."|"806880"|"2"|"0"|"19"|"Y"|"Y"|"Y"|"CANADA"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0571372"|"Gandhi Memorial Trust Fund N.F.P."|"806881"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""
"01-0403485"|"Community Television Network"|"806900"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"807384"|"0"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0564286"|"DAYTON LEARNING CENTER"|"807403"|"0"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL"|"807413"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0735866"|"Thorndale Economic Development Corporation"|"807416"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0792511"|"HIGH WAY EDUCATION INC."|"821188"|"0"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0215213"|"BOWDOIN COLLEGE"|"821347"|"424"|"0"|"2807"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6015752"|"ARUNDEL LODGE NO. 76, AF & AM"|"806937"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0778179"|"The Brooklyn Montesson Ltd"|"806949"|"1"|"0"|"33"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0319802"|"Spurwink Services Inc"|"821349"|"169"|"0"|"1259"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"821354"|"6"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"821357"|"88"|"0"|"326"|"Y"|"Y"|"Y"|"CJ"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"806909"|"0"|"0"|"35"|"N"|""|"N"|""|"N"|"Y"|"N"|""|""|"N"|"N"|"N"|"Y"|""|""|""|""|""
"01-0725409"|"AMERICAN PILGRIMS ON THE CAMINO"|"806913"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"806915"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0573723"|"VFW POST 34 CANTEEN INC"|"823250"|""|""|"11"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0857922"|"Clock Tower Place Funding Company"|"823261"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC."|"824167"|"27"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"824296"|"4"|"0"|"20"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"824298"|"4"|"0"|"50"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"824299"|"69"|"0"|"1072"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"824301"|"25"|"0"|"457"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0351334"|"Yarmouth Histoncal Society"|"824302"|"1"|"0"|"10"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0603628"|"LEARNINGSPRING SCHOOL"|"824307"|"3"|"0"|"70"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"824308"|"124"|"0"|"71"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF THE INTERNATIONAL ASSOCIATION"|"824312"|"3"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0199142"|"ABENAKEE CLUB"|"824598"|"3"|"0"|"11"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"824599"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"824606"|"0"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"824609"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|"N"|""
"01-0561825"|"Abingdon Feeder Cattle Association, Incorporated"|"824613"|"71"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of Inwood"|"824630"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|"N"|"N"|""|""|""|""|"N"|""
"01-6011528"|"Walter Bisbee Trust"|"824633"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"824635"|"0"|"0"|"5"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|"N"|"0.0000"|"0.0000"|"N"|""
"01-6149025"|"THE MARK AND EMILY TURNER MEMORIAL LIBRARY CHARITABLE TRUST"|"824636"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0551364"|"TECH COAST ANGELS INC."|"831456"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"831461"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6010461"|"OCEAN VIEW CEMETERY"|"831462"|""|""|"6"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0211548"|"Rediugton Memorial Hospital Asasotiation"|"831624"|"7"|"0"|"0"|"Y"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|"Y"|""|""|""|"N"|""
"01-0211568"|"CUMBERLAND COUNTY YMCA"|"831627"|"18"|"0"|"436"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"831654"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"836230"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"836840"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0482767"|"PEAKS ISLAND CHILDREN'S WORKSHOP PO BOX 80"|"837017"|"6"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"837019"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"837024"|"0"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"837032"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0544282"|"Main Street Bath"|"837309"|"0"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0868265"|"COVENANT OF LOVE UUL, CORP"|"837330"|"0"|"0"|""|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0922089"|"GOOSES GAMERS BASEBALL INC"|"837337"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0966281"|"IGLESIA CRISTIANADE EL DIOS VIVENTE"|"837357"|""|""|""|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITEC"|"850511"|"28"|""|"53"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0223334"|"WEBSTER HOUSE"|"850516"|"0"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0319524"|"MAINE PRESERVATION"|"850523"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0377246"|"New Hope for Women, Inc."|"850526"|"6"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"852937"|"4"|"0"|"4"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0412221"|"Maine Council of Self Insurers"|"852938"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0315732"|"Midcoast Maine Community Action"|"853595"|"32"|"0"|"127"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0618964"|"OASIS CARE, INC."|"854125"|"1"|"0"|"15"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"854456"|"5"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0531191"|"Caribou Economic Growth Council foImerly Caribou Chamber of Commerce & I"|"838414"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0596752"|"WORLD MISSIONS ADVANCE"|"838424"|"8"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0865460"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|"838464"|"19"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6024157"|"PEJEPSCOT HISTORICAL SOCIETY"|"838472"|"4"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|"N"|""|""|""|""|""|""|""|"N"|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"839051"|"210"|"0"|"2405"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"839121"|"17"|"0"|"79"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"845618"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"846034"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"846043"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
