"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FED_CAMPAIGNS"|"MEMBERSHIP_DUES"|"FUNDRAISING"|"RELATED_ORGS"|"GOV_GRANTS"|"CONTRIB_OTHER"|"CONTRIB_NONCASH"|"CONTRIB_ALL"|"SERVICE_REVENUE"|"INCOME_INVESTMENT"|"INCOME_BONDS"|"ROYALTIES"|"RENTS_REAL"|"RENTS_PERSONAL"|"RENT_EXP_REAL"|"RENT_EXP_PERSONAL"|"RENT_INCOME_REAL"|"RENT_INCOME_PERSONAL"|"NET_RENTAL"|"GROSS_SECURITIES"|"GROSS_OTHER"|"COST_SECURITIES"|"COST_OTHER"|"GAIN_SECURITIES"|"GAIN_OTHER"|"NET_SALES"|"CONTRIBUTIONS"|"GROSS_SPECIAL"|"DIRECT_EXPENSES"|"NET_SPECIAL"|"GAMING_INCOME"|"GAMING_EXPENSES"|"GAMING_NET"|"GROSS_SALES"|"COST_GOODS"|"GROSS_PROFIT"|"REVENUE_OTHER"|"REVENUE_TOTAL"|"SERVICE_DESC_A"|"SERVICE_CODE_A"|"SERVICE_AMT_A"|"SERVICE_DESC_B"|"SERVICE_CODE_B"|"SERVICE_AMT_B"|"SERVICE_DESC_C"|"SERVICE_CODE_C"|"SERVICE_AMT_C"|"SERVICE_DESC_D"|"SERVICE_CODE_D"|"SERVICE_AMT_D"|"SERVICE_DESC_E"|"SERVICE_CODE_E"|"SERVICE_AMT_E"|"SERVICE_DESC_F"|"SERVICE_CODE_F"|"SERVICE_AMT_F"
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"631559"|"25542.0000"|""|""|""|""|"352566.0000"|""|"378108.0000"|"8919848.0000"|"36616.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"141839.0000"|"9476411.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0358732"|"MOBIUS INC"|"631560"|""|""|""|""|"197361.0000"|"45231.0000"|""|"242592.0000"|"5018372.0000"|"5485.0000"|""|""|"4740.0000"|""|""|""|"4740.0000"|""|"4740.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5271189.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"631561"|""|""|""|""|""|"619953.0000"|""|"619953.0000"|"3084168.0000"|"66016.0000"|""|""|""|""|""|""|""|""|""|"83082.0000"|""|"64974.0000"|""|"18108.0000"|""|"18108.0000"|""|"226150.0000"|"119102.0000"|"107048.0000"|""|""|""|""|""|""|"67483.0000"|"3962776.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0388637"|"New England Baptist Bible College"|"631562"|""|""|""|""|""|"237776.0000"|"25361.0000"|"237776.0000"|"160990.0000"|"160.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"350.0000"|"399276.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0389416"|"Northern Aroostook Altenratives Inc"|"631563"|""|""|""|""|""|"546.0000"|""|"546.0000"|"1444152.0000"|"834.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"16528.0000"|"1462060.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"631565"|""|""|""|""|""|""|""|""|"7788083.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"7788083.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"631566"|""|""|""|""|""|"399272.0000"|""|"399272.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|"51733.0000"|"12519.0000"|"39214.0000"|""|""|"0.0000"|"0.0000"|"438486.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0639118"|"ST STEPHEN'S HUMAN SERVICES INC"|"631567"|"81709.0000"|""|"60810.0000"|""|"8369820.0000"|"1776032.0000"|"164378.0000"|"10288371.0000"|"878202.0000"|"11607.0000"|""|""|""|""|""|""|""|""|""|"189174.0000"|""|"131756.0000"|""|"57418.0000"|""|"57418.0000"|"60810.0000"|"7266.0000"|"3437.0000"|"3829.0000"|""|""|""|""|""|""|""|"11239427.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0376510"|"MAINE MENTAL HEALTH CONNECTIONS INC"|"633590"|""|""|""|""|"212682.0000"|"43484.0000"|""|"256166.0000"|"157293.0000"|"422.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"413881.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0698010"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|"633591"|""|""|""|"17167.0000"|""|""|"17167.0000"|"17167.0000"|"498149.0000"|"401.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"515717.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0858717"|"CHICAGOLAND USBC ASSOCIATION"|"636345"|""|"507455.0000"|""|""|""|""|""|"507455.0000"|"108880.0000"|"561.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"23148.0000"|"27220.0000"|"-4072.0000"|""|""|""|""|""|""|""|"612824.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0043280"|"PORTLAND REGIONAL CHAMBER"|"626474"|""|"615339.0000"|""|""|""|""|""|"615339.0000"|"369789.0000"|"12651.0000"|""|""|""|""|""|""|""|""|""|"249903.0000"|""|"200801.0000"|""|"49102.0000"|""|"49102.0000"|""|"148780.0000"|"47644.0000"|"101136.0000"|""|""|""|""|""|""|"7200.0000"|"1155217.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC."|"626475"|""|""|""|""|""|"26362.0000"|""|"26362.0000"|"768202.0000"|"3.0000"|""|""|""|""|""|""|""|""|""|""|"700.0000"|""|""|""|"700.0000"|"700.0000"|""|""|""|""|""|""|""|""|""|""|"7070.0000"|"802337.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6019359"|"Boothbay Region Student Aid Fund, Inc."|"626476"|""|""|""|""|""|"137481.0000"|"34464.0000"|"137481.0000"|""|"83482.0000"|""|""|""|""|""|""|""|""|""|"1312565.0000"|""|"1131157.0000"|""|"181408.0000"|""|"181408.0000"|""|""|""|""|""|""|""|""|""|""|""|"402371.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0357293"|"HERITAGE COURT INC"|"643659"|""|""|""|""|"286404.0000"|""|""|"286404.0000"|"73845.0000"|"791.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5954.0000"|"366994.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263519"|"TRUSTEES OF LEAVITT INSTITUTE"|"636692"|""|""|""|""|""|"117774.0000"|""|"117774.0000"|""|"109906.0000"|""|""|""|""|""|""|""|""|""|"1326853.0000"|""|"1220590.0000"|""|"106263.0000"|""|"106263.0000"|""|""|""|""|""|""|""|""|""|""|""|"333943.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"636693"|""|""|""|""|"238844.0000"|"8150.0000"|""|"246994.0000"|"6510.0000"|"7416.0000"|""|""|"191604.0000"|""|""|""|"191604.0000"|""|"191604.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2380.0000"|"454904.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"636694"|""|"12562.0000"|""|""|""|"267.0000"|""|"12829.0000"|""|"282206.0000"|""|""|"210931.0000"|""|"71881.0000"|""|"139050.0000"|""|"139050.0000"|"9447095.0000"|""|"8726880.0000"|""|"720215.0000"|""|"720215.0000"|""|""|""|""|""|""|""|""|""|""|"9176.0000"|"1163476.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0262323"|"Northern Maine General"|"636949"|"1079.0000"|""|""|""|"8019.0000"|"74205.0000"|""|"83303.0000"|"10706503.0000"|"52655.0000"|""|""|"22200.0000"|""|""|""|"22200.0000"|""|"22200.0000"|""|"3650.0000"|""|"17255.0000"|""|"-13605.0000"|"-13605.0000"|""|""|""|""|""|""|""|""|""|""|""|"10851056.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0409494"|"HARRINGTON FAMILY HEALTH CENTERINC"|"643660"|""|""|""|""|"507823.0000"|"1501.0000"|""|"509324.0000"|"1883472.0000"|"605.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1772.0000"|"2395173.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"643661"|""|""|""|""|"34603.0000"|"27483.0000"|"27483.0000"|"62086.0000"|"1231723.0000"|"1203.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"18361.0000"|"1313373.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0795152"|"CHRISTIAN FRIENDS OF NEW AMERICANS"|"643662"|"539.0000"|""|""|""|""|"281491.0000"|"55000.0000"|"282030.0000"|""|"1782.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"283812.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"636950"|""|""|"12634.0000"|""|""|"376926.0000"|""|"389560.0000"|"5139989.0000"|"2407.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|"12634.0000"|"113434.0000"|"58041.0000"|"55393.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"5587349.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0052260"|"Cumberland Club"|"638152"|""|""|""|""|""|""|""|""|"524051.0000"|"202.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"623001.0000"|"654625.0000"|"-31624.0000"|"1715.0000"|"494344.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0245261"|"ERSKINE ACADEMY"|"638153"|""|""|""|""|""|"27203.0000"|""|"27203.0000"|"7361752.0000"|"23501.0000"|""|""|""|""|""|""|""|""|""|""|"8900.0000"|""|"13645.0000"|""|"-4745.0000"|"-4745.0000"|""|""|""|""|""|""|""|""|""|""|"164485.0000"|"7572196.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"638154"|""|""|""|""|"82787.0000"|"6023.0000"|""|"88810.0000"|"378856.0000"|"82.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3331.0000"|"415.0000"|"2916.0000"|""|""|""|""|""|""|""|"470664.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0367553"|"SETON VILLAGE"|"638155"|""|""|""|""|"564223.0000"|""|""|"564223.0000"|"532767.0000"|"2127.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1099117.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0485045"|"RANGELEY REGION HEALTH AND WELLNESS PARTNERSHIP"|"638157"|""|""|"53197.0000"|""|"7000.0000"|"170547.0000"|""|"230744.0000"|"125364.0000"|"7851.0000"|"0.0000"|"0.0000"|"196019.0000"|""|"185942.0000"|""|"10077.0000"|""|"10077.0000"|"48221.0000"|""|"50466.0000"|""|"-2245.0000"|""|"-2245.0000"|"53197.0000"|"108695.0000"|"147578.0000"|"-38883.0000"|""|""|"0.0000"|""|""|"0.0000"|"3919.0000"|"336827.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004866"|"UNITED WAY OF MID COAST MAINE, INC."|"638158"|"259184.0000"|""|""|""|"16105.0000"|"1900953.0000"|"13936.0000"|"2176242.0000"|"69503.0000"|"4970.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2250715.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6024421"|"Town of Mount Desert Medical Center"|"638159"|""|""|""|""|""|"1900.0000"|""|"1900.0000"|"10800.0000"|"44370.0000"|""|""|""|""|""|""|""|""|""|"393284.0000"|""|"348197.0000"|""|"45087.0000"|""|"45087.0000"|""|""|""|""|""|""|""|""|""|""|""|"102157.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0281533"|"Green Valley Association"|"639787"|""|""|""|""|""|"3013.0000"|""|"3013.0000"|"2019756.0000"|"3441.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2380.0000"|"2028590.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0532835"|"SAFE PASSAGE"|"639788"|""|""|""|""|""|"1423357.0000"|"19657.0000"|"1423357.0000"|"0.0000"|"55870.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"2281397.0000"|""|"1962480.0000"|""|"318917.0000"|""|"318917.0000"|""|"83760.0000"|"27321.0000"|"56439.0000"|""|""|"0.0000"|"19099.0000"|""|"19099.0000"|"188.0000"|"1873870.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0792334"|"GAMA INTERNATIONAL"|"639789"|""|""|""|""|""|"20000.0000"|""|"20000.0000"|"4143759.0000"|"530.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"311285.0000"|"4475574.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION - PRESISTENCE"|"641202"|"190584.0000"|""|""|""|""|""|""|"190584.0000"|"59107.0000"|"218.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1939.0000"|"251848.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0495589"|"PORTLAND CONSERVATORY OF MUSIC"|"641203"|""|""|""|""|""|"72975.0000"|"10244.0000"|"72975.0000"|"291782.0000"|"8617.0000"|""|""|""|""|""|""|""|""|""|"35085.0000"|""|"42300.0000"|""|"-7215.0000"|""|"-7215.0000"|""|""|""|""|""|""|""|""|""|""|""|"366159.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0656674"|"BRUNSWICK SENIOR RESOURCES, INC."|"641204"|""|""|""|""|"2368095.0000"|"29340.0000"|""|"2397435.0000"|"74949.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"11327.0000"|"2483711.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0699969"|"COMPASS CHARTER MIDDLE SCHOOL INC"|"641205"|""|""|""|""|""|"241234.0000"|""|"241234.0000"|"973923.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"43490.0000"|"1258647.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0242095"|"ROBERT W. TRAIP TRUST"|"643657"|""|""|""|""|""|""|""|""|""|"92698.0000"|""|""|""|""|""|""|""|""|""|"188416.0000"|"3863.0000"|"227230.0000"|""|"-38814.0000"|"3863.0000"|"-34951.0000"|""|""|""|""|""|""|""|""|""|""|""|"57747.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0274898"|"HOPE ASSOCIATION"|"643658"|""|""|""|""|""|"41757.0000"|""|"41757.0000"|"2761189.0000"|"22793.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"125423.0000"|"113289.0000"|"12134.0000"|""|""|""|""|"2837873.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0366544"|"COMMONSENSE HOUSING, INC"|"642174"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3889038.0000"|"3483.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3892521.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0201854"|"AMERICAN LEGION POST #40"|"644638"|""|"7385.0000"|""|""|""|""|""|"7385.0000"|"416.0000"|"291.0000"|""|""|"2650.0000"|""|"1920.0000"|""|"730.0000"|""|"730.0000"|""|""|""|""|""|""|""|""|""|""|""|"863885.0000"|"755334.0000"|"108551.0000"|"134762.0000"|"85278.0000"|"49484.0000"|""|"166857.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6022815"|"ISLAND MEDICAL CENTER"|"662311"|""|""|""|""|""|"54039.0000"|"7051.0000"|"54039.0000"|"65012.0000"|"8561.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"100.0000"|"127712.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0283465"|"WATERVILLE AREA YMCA"|"645407"|""|"94.0000"|""|""|""|"44747.0000"|""|"44841.0000"|"554921.0000"|"6083.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"30025.0000"|"635870.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"645408"|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"33543.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"244996.0000"|""|"238255.0000"|""|"6741.0000"|""|"6741.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"40284.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0771163"|"POCONO MOUNTAIN CHARTER SCHOOL"|"646407"|""|""|""|""|"482831.0000"|""|""|"482831.0000"|"4092995.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4575826.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0224769"|"TRUSTEES OF THORNTON ACADEMY"|"647938"|""|""|""|""|""|"269676.0000"|""|"269676.0000"|"15281257.0000"|"259335.0000"|""|""|"3772.0000"|""|""|""|"3772.0000"|""|"3772.0000"|"3738890.0000"|""|"3416248.0000"|""|"322642.0000"|""|"322642.0000"|""|""|""|""|""|""|""|""|""|""|"73395.0000"|"16210077.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"649016"|"37815.0000"|""|""|""|"15714.0000"|"5185469.0000"|"115136.0000"|"5238998.0000"|""|"40974.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"130881.0000"|"5410853.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0284280"|"Multiple Handicapped Association of Aroostook"|"649017"|""|""|""|""|""|""|""|""|"294545.0000"|"1046.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"295591.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0779978"|"CENTER FOR AUTOMOTIVE RESEARCH"|"649019"|""|""|""|""|""|"386530.0000"|""|"386530.0000"|"4094063.0000"|"2168.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"2915.0000"|""|"-2915.0000"|"-2915.0000"|""|""|""|""|""|""|""|""|""|""|"140.0000"|"4479986.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0494481"|"RICHMOND ELDERCARE COALITION"|"649554"|""|""|""|""|""|""|""|""|"544359.0000"|"149.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"544508.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545281"|"Greenwood"|"649555"|""|""|""|""|"504373.0000"|"24779.0000"|"22154.0000"|"529152.0000"|"8300.0000"|"2712.0000"|""|""|""|""|""|""|""|""|""|""|"35378.0000"|""|"40576.0000"|""|"-5198.0000"|"-5198.0000"|""|""|""|""|""|""|""|"109085.0000"|"145725.0000"|"-36640.0000"|""|"498326.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0615880"|"THE CHILDREN'S GARDEN INC"|"649556"|""|""|""|""|""|"884.0000"|"884.0000"|"884.0000"|"275135.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"34513.0000"|"621.0000"|"33892.0000"|""|""|""|""|""|""|"2879.0000"|"312790.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0385303"|"EASTERN MAINE COMMUNITY COLLEGE FOUNDATION"|"659069"|""|""|""|""|""|"90659.0000"|""|"90659.0000"|""|"21199.0000"|""|""|""|""|""|""|""|""|""|"314559.0000"|"88000.0000"|"284130.0000"|"73094.0000"|"30429.0000"|"14906.0000"|"45335.0000"|""|""|""|""|""|""|""|""|""|""|""|"157193.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0165110"|"MAINE TOURISM ASSOCIATION"|"662304"|""|"257681.0000"|""|""|""|""|""|"257681.0000"|"1864160.0000"|"14181.0000"|""|""|""|""|""|""|""|""|""|"3511.0000"|""|""|""|"3511.0000"|""|"3511.0000"|""|""|""|""|""|""|""|""|""|""|""|"2139533.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0207716"|"VICTORIA MANSION"|"662305"|""|""|""|""|""|"143517.0000"|""|"143517.0000"|"245679.0000"|"35925.0000"|""|""|"4959.0000"|""|""|""|"4959.0000"|""|"4959.0000"|"403892.0000"|""|"354903.0000"|""|"48989.0000"|""|"48989.0000"|""|"15782.0000"|"8954.0000"|"6828.0000"|""|""|""|"88977.0000"|"81436.0000"|"7541.0000"|""|"493438.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"662306"|""|""|""|""|""|"934.0000"|""|"934.0000"|"407588.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"408522.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0930709"|"Glenwood Family Ministries"|"662310"|""|""|""|""|""|"65751.0000"|""|"65751.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"65751.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0642617"|"BEACON - INDEPENDENT LIVING SERVICES"|"662307"|""|""|""|""|""|""|""|""|"1419657.0000"|"141.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1419798.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0851915"|"PROJECT FAITH FOUNDATION INC."|"662309"|""|""|""|""|""|"3000.0000"|""|"3000.0000"|""|"1.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3001.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0607900"|"MOUND STREET HEALTH CAREERS ACADEMY"|"647447"|""|""|""|""|"414386.0000"|"1131817.0000"|""|"1546203.0000"|"6313.0000"|"4770.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2037.0000"|"1559323.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0320500"|"Evergreen Cemetery Association"|"663122"|""|""|""|""|""|""|""|""|""|"16183.0000"|""|""|""|""|""|""|""|""|""|"8957.0000"|"502.0000"|"8084.0000"|""|"873.0000"|"502.0000"|"1375.0000"|""|""|""|""|""|""|""|""|""|""|"1200.0000"|"18758.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0172300"|"BUSINESS AND INDUSTRY ASSOCIATION OF NH"|"663123"|""|"726916.0000"|""|""|""|""|""|"726916.0000"|"188139.0000"|"9482.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"206185.0000"|"60258.0000"|"145927.0000"|""|""|""|""|""|""|"37426.0000"|"1107890.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0228297"|"SKIDOMPHA LIBRARY ASSOCIATION"|"650857"|""|""|""|""|"45641.0000"|"190064.0000"|""|"235705.0000"|"71426.0000"|"12364.0000"|""|""|"9981.0000"|""|""|""|"9981.0000"|""|"9981.0000"|"62883.0000"|""|""|""|"62883.0000"|""|"62883.0000"|""|"19640.0000"|"6719.0000"|"12921.0000"|""|""|""|""|""|""|"235.0000"|"405515.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518428"|"NORTH ATLANTIC FIGURE SKATING CLUB"|"651153"|""|"14789.0000"|""|""|""|"1285.0000"|""|"16074.0000"|"168937.0000"|"51.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"68464.0000"|"88426.0000"|"-19962.0000"|""|""|""|""|""|""|"10799.0000"|"175899.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
