"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOT_REV_CURRENT"|"DISCONTINUED_OPS_CBX"|"TOT_VOLUNTEERS"|"TOT_UBR"|"NET_UBR_990T"|"CONTRIB_ALL_PRIOR"|"SERVICE_REVENUE_PRIOR"|"INCOME_INVESTMENT_PRIOR"|"REVENUE_OTHER_PRIOR"|"TOT_REV_PRIOR"|"GRANTS_PRIOR"|"BENEFITS_TOTAL_PRIOR"|"COMP_BENEFITS_PRIOR"|"FUNDRAISING_TOTAL_PRIOR"|"OTHER_EXPENSES_PRIOR"|"EXPENSES_TOTAL_PRIOR"|"REV_EXP_PRIOR"
"02-0116973"|"GREATER NASHUA CHAMBER OF COMMERCE"|"775211"|"496833.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0418917"|"PREBLE STREET"|"794137"|"8111774.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0461120"|"Maine Pretnal Services"|"794147"|"2180891.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0355563"|"Maine Development Foundation"|"793355"|"1473122.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0472430"|"Royal River Conservation Trust"|"793358"|"339920.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"793361"|"165091.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0589514"|"GREEN POWER EMC"|"793367"|"11615280.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0498250"|"WINGS FOR CHILDREN & FAMILIES INC"|"794154"|"3211227.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0576704"|"THE FUND FOR PUBLIC ADVOCACY, INC."|"794165"|"457923.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0359948"|"HIRUNDO WILDLIFE TRUST"|"806377"|"43189.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0209443"|"Veterans of Foreign Wars VFW-NH 808"|"806405"|"93804.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"806852"|"292286.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0340560"|"Yarmouth Senior Housing Inc."|"806856"|"324725.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275545"|"LONESOME PINE TRAILS, INC."|"806880"|"155608.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0571372"|"Gandhi Memorial Trust Fund N.F.P."|"806881"|"40.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0403485"|"Community Television Network"|"806900"|"294783.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"806909"|"413490.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0725409"|"AMERICAN PILGRIMS ON THE CAMINO"|"806913"|"92489.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"806915"|"276037.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015752"|"ARUNDEL LODGE NO. 76, AF & AM"|"806937"|"47506.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0778179"|"The Brooklyn Montesson Ltd"|"806949"|"1852804.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0932846"|"GENESIS HEALTHCARE, INC."|"806956"|"5520002.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"806960"|"810004.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"806971"|"781122.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0216655"|"ODD FELLOWS' AND REBEKAHS' HOME OF MAINE"|"807347"|"2969939.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0224898"|"Hebron Academy Incorporated"|"807355"|"13628241.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"807384"|"1254098.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0564286"|"DAYTON LEARNING CENTER"|"807403"|"330346.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL"|"807413"|"26131010.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0735866"|"Thorndale Economic Development Corporation"|"807416"|"18821.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"776039"|"722609.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0243451"|"Spednic Club, Inc."|"776588"|"141606.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0286963"|"ARUNDEL YACHT CLUB"|"776591"|"152243.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"776603"|"473586.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0529871"|"Maine Technology Institute"|"776035"|"20788101.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0792511"|"HIGH WAY EDUCATION INC."|"821188"|"104386.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215213"|"BOWDOIN COLLEGE"|"821347"|"180981000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0319802"|"Spurwink Services Inc"|"821349"|"53136004.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"821354"|"503201.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"821357"|"48495876.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0478709"|"Maine Island Trail Association"|"821358"|"613182.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518516"|"LifeFhght of Maine"|"821361"|"8461605.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0573723"|"VFW POST 34 CANTEEN INC"|"823250"|"178036.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0857922"|"Clock Tower Place Funding Company"|"823261"|"5311511.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6149025"|"THE MARK AND EMILY TURNER MEMORIAL LIBRARY CHARITABLE TRUST"|"824636"|"36943.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"836230"|"11745.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"824609"|"565413.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0561825"|"Abingdon Feeder Cattle Association, Incorporated"|"824613"|"267218.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of Inwood"|"824630"|"41512.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011528"|"Walter Bisbee Trust"|"824633"|"270060.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0199142"|"ABENAKEE CLUB"|"824598"|"555293.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"824635"|"269288.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"824599"|"119287.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"824606"|"87120.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC."|"824167"|"468963.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"824296"|"584791.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"824298"|"1303474.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"824299"|"46712426.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"824301"|"11296317.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0351334"|"Yarmouth Histoncal Society"|"824302"|"167857.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603628"|"LEARNINGSPRING SCHOOL"|"824307"|"5334170.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"824308"|"107321316.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF THE INTERNATIONAL ASSOCIATION"|"824312"|"644642.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482767"|"PEAKS ISLAND CHILDREN'S WORKSHOP PO BOX 80"|"837017"|"227917.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"837019"|"3028067.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"837024"|"260887.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"837032"|"9008342.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0544282"|"Main Street Bath"|"837309"|"89390.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0868265"|"COVENANT OF LOVE UUL, CORP"|"837330"|"293477.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222123"|"Capital Region Health Care Corporation"|"836840"|"371723.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0922089"|"GOOSES GAMERS BASEBALL INC"|"837337"|"92093.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0966281"|"IGLESIA CRISTIANADE EL DIOS VIVENTE"|"837357"|"1499.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0536785"|"UNITY FOUNDATION"|"847966"|"109109.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"847972"|"73097.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0239519"|"World Affairs Council of New Hampshire"|"847977"|"164368.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"852937"|"200093.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412221"|"Maine Council of Self Insurers"|"852938"|"53626.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"853595"|"5941739.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"850496"|"119385.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"850504"|"56862.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITEC"|"850511"|"2741647.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223334"|"WEBSTER HOUSE"|"850516"|"989035.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0865460"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|"838464"|"451961.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6024157"|"PEJEPSCOT HISTORICAL SOCIETY"|"838472"|"83752.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"839051"|"308564417.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"839121"|"6279646.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"845618"|"66171.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"846034"|"1192807.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"846043"|"25759.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"846048"|"76131.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"846066"|"2921208.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0319524"|"MAINE PRESERVATION"|"850523"|"291389.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377246"|"New Hope for Women, Inc."|"850526"|"794329.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0531191"|"Caribou Economic Growth Council foImerly Caribou Chamber of Commerce & I"|"838414"|"100841.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0596752"|"WORLD MISSIONS ADVANCE"|"838424"|"240711.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0551364"|"TECH COAST ANGELS INC."|"831456"|"450099.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"831461"|"32582.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010461"|"OCEAN VIEW CEMETERY"|"831462"|"58907.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211548"|"Rediugton Memorial Hospital Asasotiation"|"831624"|"117267.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211568"|"CUMBERLAND COUNTY YMCA"|"831627"|"6447469.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"831654"|"3666546.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0618964"|"OASIS CARE, INC."|"854125"|"2755750.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"854456"|"27102.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0459837"|"Acadia Hospital Corporation"|"855127"|"88607120.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484154"|"MAHC INC"|"860419"|"21754.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"860420"|"301019.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"860423"|"166275.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"860426"|"90557001.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371166"|"PENOBSCOT CHRISTIAN SCHOOL"|"862334"|"279424.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"862779"|"59953772.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0217211"|"INLAND HOSPITAL"|"862781"|"120061510.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"862782"|"52113319.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0266289"|"Maine Hospital Association Inc"|"862784"|"2546860.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0389226"|"TAMC TITLE CORPORATION"|"862787"|"128820.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0431680"|"MAINEHEALTH"|"862789"|"35708770.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0511356"|"NORDX"|"862794"|"55604363.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"862795"|"32224387.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0547055"|"Maine Community Action Association"|"862796"|"857111.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"862797"|"525542.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0110580"|"Blue Mountain Forest Association"|"862803"|"1110997.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"862804"|"610000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"868430"|"81290.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"867258"|"78709793.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0833397"|"Global Refuge International"|"867415"|"230361.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211811"|"Kennebec Valley YMCA"|"868423"|"2119522.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211813"|"PENOBSCOT BAY YMCA"|"868424"|"2968620.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"868431"|"126171.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"868432"|"203621.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0654014"|"Ministry Services Group, Inc"|"868440"|"360763.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0862621"|"ST JOSEPH SHELTER"|"868449"|"323373.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0881719"|"Fisher House in St Louis"|"868450"|"240447.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"868456"|"310614.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"866814"|"445350.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"884032"|"2151241.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0491854"|"EqualityMaine"|"873258"|"235969.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0135937"|"LE PASSE-TEMPS INC"|"873859"|"276382.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER, INC."|"893940"|"248369.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0638903"|"INLIQUIDCOM INC"|"893947"|"229701.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"893948"|"635753.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"893951"|"185980.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"893952"|"1432095.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"873861"|"69383.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0280430"|"Fort Kent Housing Inc"|"873864"|"76689.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"873881"|"267180.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|"601.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"873888"|"247602.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"873897"|"52533.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"880326"|"1627923.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0465864"|"Hospice Volunteers of Somerset County"|"880331"|"102726.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484568"|"OXFORD HILLS FOOD PANTRY"|"880334"|"11365.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"880346"|"7173.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6019053"|"AMVETS CHARLES J LORING JR POST #25"|"880351"|"133188.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"893937"|"390846.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"893934"|"1584485.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0963014"|"Coastal Marin Fund"|"888180"|"8475.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212602"|"Blue Hill Public Library"|"893931"|"453376.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"893932"|"298032.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"893938"|"8018368.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212435"|"St Joseph Hospital"|"902670"|"96937863.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0144343"|"HAMPTON AREA CHAMBER OF COMMERCE"|"905435"|"265747.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"864959"|"307347.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0145138"|"PROUTS NECK YACHT CLUB"|"905417"|"246006.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0547336"|"NORTHERN LIGHTHOUSE"|"905425"|"2652267.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"889375"|"771913.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0165117"|"MAINE MERCHANTS ASSOCIATION"|"889789"|"290946.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0284115"|"THE MAIN IDEA INC"|"889794"|"214590.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"889800"|"200520.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"889803"|"1216048.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"889809"|"161587.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0119913"|"CLUB CANADIAN INC"|"889819"|"272416.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0772839"|"Homes of Hope Inc"|"905429"|"171247.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0859843"|"National Museum of World War II Aviation Inc"|"905432"|"130770.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"905434"|"25490697.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0262323"|"Northern Maine General"|"897455"|"11381182.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369125"|"Maine Forest Products Council"|"897526"|"551970.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484605"|"ALBION ASSOCIATES"|"897527"|"195204.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0503126"|"Maine Philanthropy Center"|"897529"|"339785.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0617023"|"CENTER OF LIFE"|"897532"|"499260.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0541131"|"Downeast Lakes Land Trust"|"898713"|"1164163.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRAC"|"898715"|"241697.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0146437"|"COAST LINE CREDIT UNION"|"902668"|"2033066.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545125"|"Trustees of Monmouth Academy"|"896597"|"121896.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"902626"|"434386.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
