"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ENDOW_BOY"|"ENDOW_CONTRIB"|"ENDOW_INVESTMENTS"|"ENDOW_GRANTS"|"ENDOW_OTHER_EXPENSES"|"ENDOW_ADMIN_EXPENSES"|"ENDOW_EOY"|"ENDOW_BOARD_DESIGNATED_EOY"|"ENDOW_PERMANENT_EOY"|"ENDOW_TERM_EOY"|"ENDOW_UNRELATED_ORGS_CBX"|"ENDOW_RELATED_ORGS_CBX"|"ENDOW_SCHEDR_CBX"
"01-0275545"|"LONESOME PINE TRAILS, INC."|"806880"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0571372"|"Gandhi Memorial Trust Fund N.F.P."|"806881"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0403485"|"Community Television Network"|"806900"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"806909"|""|""|""|""|""|""|""|"0.00"|"0.00"|"0.00"|""|""|""
"01-0725409"|"AMERICAN PILGRIMS ON THE CAMINO"|"806913"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"806915"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015752"|"ARUNDEL LODGE NO. 76, AF & AM"|"806937"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0778179"|"The Brooklyn Montesson Ltd"|"806949"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0932846"|"GENESIS HEALTHCARE, INC."|"806956"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"806960"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"806971"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0216655"|"ODD FELLOWS' AND REBEKAHS' HOME OF MAINE"|"807347"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0224898"|"Hebron Academy Incorporated"|"807355"|"6796179.0000"|"12902.0000"|"1065836.0000"|""|"320942.0000"|""|"7553975.0000"|""|"100.00"|""|"N"|"N"|""
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"807384"|"516648.0000"|"132386.0000"|""|""|""|""|"649034.0000"|""|"85.60"|"14.40"|"N"|"N"|""
"01-0564286"|"DAYTON LEARNING CENTER"|"807403"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL"|"807413"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0735866"|"Thorndale Economic Development Corporation"|"807416"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0792511"|"HIGH WAY EDUCATION INC."|"821188"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215213"|"BOWDOIN COLLEGE"|"821347"|"753525000.0000"|"24697000.0000"|"166150000.0000"|"16436000.0000"|"21595000.0000"|"2126000.0000"|"904215000.0000"|"7.80"|"92.10"|"0.10"|"N"|"N"|""
"01-0319802"|"Spurwink Services Inc"|"821349"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"821354"|"70160.0000"|""|"430.0000"|""|""|"828.0000"|"69762.0000"|"100.00"|"0.00"|"0.00"|"Y"|""|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"821357"|"19081550.0000"|"2296944.0000"|"2054886.0000"|""|"1431665.0000"|""|"22001715.0000"|""|"72.36"|"27.64"|"N"|"N"|""
"01-0478709"|"Maine Island Trail Association"|"821358"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518516"|"LifeFhght of Maine"|"821361"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0573723"|"VFW POST 34 CANTEEN INC"|"823250"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0857922"|"Clock Tower Place Funding Company"|"823261"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC."|"824167"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"824296"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"824298"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"824299"|"10209451.0000"|"720887.0000"|"2268488.0000"|""|"223925.0000"|""|"12974911.0000"|"52.00"|"29.00"|"19.00"|"N"|"N"|""
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"824301"|"2204422.0000"|""|"540277.0000"|""|""|""|"2744699.0000"|"100.00"|""|""|"N"|"N"|"N"
"01-0351334"|"Yarmouth Histoncal Society"|"824302"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603628"|"LEARNINGSPRING SCHOOL"|"824307"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"824308"|"551839967.0000"|"6891915.0000"|"110774531.0000"|"20268348.0000"|""|"7113203.0000"|"642124862.0000"|""|"16.00"|"84.00"|"Y"|"N"|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF THE INTERNATIONAL ASSOCIATION"|"824312"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0199142"|"ABENAKEE CLUB"|"824598"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"824599"|"365503.0000"|"5000.0000"|"26099.0000"|""|"-10000.0000"|"3390.0000"|"383212.0000"|""|"90.00"|""|"Y"|"N"|""
"01-0479444"|"PARENT RESOURCE CENTER"|"824606"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"824609"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0561825"|"Abingdon Feeder Cattle Association, Incorporated"|"824613"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of Inwood"|"824630"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011528"|"Walter Bisbee Trust"|"824633"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"824635"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6149025"|"THE MARK AND EMILY TURNER MEMORIAL LIBRARY CHARITABLE TRUST"|"824636"|"885966.0000"|"0.0000"|"15930.0000"|""|"15930.0000"|""|"885966.0000"|""|"100.00"|""|"N"|"N"|""
"01-0551364"|"TECH COAST ANGELS INC."|"831456"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"831461"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010461"|"OCEAN VIEW CEMETERY"|"831462"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211548"|"Rediugton Memorial Hospital Asasotiation"|"831624"|"13274391.0000"|"5283115.0000"|"931159.0000"|""|""|"-115614.0000"|"19373051.0000"|"99.60"|"0.40"|"0.00"|"Y"|"N"|""
"01-0211568"|"CUMBERLAND COUNTY YMCA"|"831627"|"577746.0000"|"9728.0000"|"115330.0000"|""|""|""|"702804.0000"|"51.83"|"48.17"|""|"N"|"N"|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"831654"|"8708522.0000"|"3044953.0000"|"97995.0000"|""|"1275126.0000"|""|"10576344.0000"|""|""|"100.00"|"N"|"N"|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"836230"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222123"|"Capital Region Health Care Corporation"|"836840"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482767"|"PEAKS ISLAND CHILDREN'S WORKSHOP PO BOX 80"|"837017"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"837019"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"837024"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"837032"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0544282"|"Main Street Bath"|"837309"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0868265"|"COVENANT OF LOVE UUL, CORP"|"837330"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0922089"|"GOOSES GAMERS BASEBALL INC"|"837337"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0966281"|"IGLESIA CRISTIANADE EL DIOS VIVENTE"|"837357"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0531191"|"Caribou Economic Growth Council foImerly Caribou Chamber of Commerce & I"|"838414"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0596752"|"WORLD MISSIONS ADVANCE"|"838424"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0865460"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|"838464"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6024157"|"PEJEPSCOT HISTORICAL SOCIETY"|"838472"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"839051"|"13567546.0000"|"2332798.0000"|"801345.0000"|""|"1203783.0000"|""|"15497906.0000"|""|"73.25"|"26.75"|"N"|"Y"|"Y"
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"839121"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"845618"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"846034"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"846043"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"846048"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"846066"|"2819423.0000"|"55539.0000"|"393361.0000"|""|""|""|"3268323.0000"|"29.00"|"61.00"|"10.00"|"N"|"N"|""
"01-0536785"|"UNITY FOUNDATION"|"847966"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"847972"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0239519"|"World Affairs Council of New Hampshire"|"847977"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"850496"|"1245028.0000"|"19162.0000"|"-9282.0000"|""|"23612.0000"|"233.0000"|"1231063.0000"|"2.00"|"64.00"|"34.00"|"N"|"N"|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"850504"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITEC"|"850511"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"02-0223334"|"WEBSTER HOUSE"|"850516"|"3830835.0000"|""|"-57876.0000"|""|"60000.0000"|""|"3712959.0000"|"17.27"|"73.43"|"9.30"|"N"|"N"|""
"01-0319524"|"MAINE PRESERVATION"|"850523"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377246"|"New Hope for Women, Inc."|"850526"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"852937"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412221"|"Maine Council of Self Insurers"|"852938"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"853595"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0618964"|"OASIS CARE, INC."|"854125"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"854456"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0459837"|"Acadia Hospital Corporation"|"855127"|"152391.0000"|"2620.0000"|"1556.0000"|""|"6092.0000"|""|"150475.0000"|"9.20"|"90.80"|""|"N"|"Y"|"Y"
"01-0484154"|"MAHC INC"|"860419"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"860420"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729555"|"FIRST DEFENSE LEGAL AID"|"860423"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"860426"|"68661499.0000"|"738330.0000"|"15740561.0000"|"2540595.0000"|"-1296311.0000"|"0.0000"|"83896106.0000"|"57.60"|"26.20"|"16.20"|"N"|"N"|""
"01-0371166"|"PENOBSCOT CHRISTIAN SCHOOL"|"862334"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"862779"|"5655928.0000"|"51250.0000"|"-187373.0000"|""|"12006.0000"|"8677.0000"|"5499122.0000"|"28.80"|"71.20"|""|"Y"|"N"|"N"
"01-0217211"|"INLAND HOSPITAL"|"862781"|"147236.0000"|"89440.0000"|"-7087.0000"|""|"3517.0000"|""|"226072.0000"|"22.00"|"78.00"|""|"N"|"Y"|"Y"
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"862782"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0266289"|"Maine Hospital Association Inc"|"862784"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0389226"|"TAMC TITLE CORPORATION"|"862787"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0431680"|"MAINEHEALTH"|"862789"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0511356"|"NORDX"|"862794"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"862795"|"350000.0000"|""|"2093.0000"|""|"2093.0000"|""|"350000.0000"|""|"100.00"|""|"N"|"Y"|"Y"
"01-0547055"|"Maine Community Action Association"|"862796"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"862797"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0110580"|"Blue Mountain Forest Association"|"862803"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"862804"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"864959"|"115914.0000"|"135384.0000"|"1945.0000"|""|"65320.0000"|""|"187923.0000"|"0.00"|"29.54"|"70.46"|"N"|"N"|""
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"866814"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"867258"|"646826.0000"|"15070.0000"|"-9373.0000"|""|""|""|"652523.0000"|""|"100.00"|""|"Y"|"N"|"N"
"01-0833397"|"Global Refuge International"|"867415"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211811"|"Kennebec Valley YMCA"|"868423"|"89216.0000"|"5790.0000"|"2047.0000"|""|""|"689.0000"|"96364.0000"|""|"90.43"|"9.57"|"N"|"N"|""
"01-0211813"|"PENOBSCOT BAY YMCA"|"868424"|"616137.0000"|""|"-7742.0000"|""|""|""|"608695.0000"|""|"100.00"|""|"Y"|"N"|"N"
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"868430"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"868431"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"868432"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0654014"|"Ministry Services Group, Inc"|"868440"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0862621"|"ST JOSEPH SHELTER"|"868449"|"69588.0000"|"6395.0000"|"2763.0000"|""|""|"371.0000"|"78375.0000"|""|"100.00"|""|"N"|"Y"|"Y"
"01-0881719"|"Fisher House in St Louis"|"868450"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"868456"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0491854"|"EqualityMaine"|"873258"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0135937"|"LE PASSE-TEMPS INC"|"873859"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"873861"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0280430"|"Fort Kent Housing Inc"|"873864"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"873881"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0747396"|"Vought Aircraft Heritage Foundation"|"873886"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"873888"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"873897"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"880326"|"504806.0000"|""|"369.0000"|""|""|""|"505175.0000"|"100.00"|""|""|"N"|"N"|""
"01-0465864"|"Hospice Volunteers of Somerset County"|"880331"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484568"|"OXFORD HILLS FOOD PANTRY"|"880334"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"880346"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6019053"|"AMVETS CHARLES J LORING JR POST #25"|"880351"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"884032"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0963014"|"Coastal Marin Fund"|"888180"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"889375"|"913399.0000"|""|"33813.0000"|""|"93000.0000"|""|"854212.0000"|"100.00"|""|""|"N"|"N"|""
"01-0165117"|"MAINE MERCHANTS ASSOCIATION"|"889789"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0284115"|"THE MAIN IDEA INC"|"889794"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"889800"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"889803"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"889809"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0119913"|"CLUB CANADIAN INC"|"889819"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212602"|"Blue Hill Public Library"|"893931"|"3306855.0000"|"2828.0000"|"131704.0000"|""|"144070.0000"|""|"3297317.0000"|"100.00"|""|""|"N"|"N"|"N"
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"893932"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"893934"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"893937"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"893938"|"1327047.0000"|"0.0000"|"-9330.0000"|""|"63301.0000"|""|"1254416.0000"|"100.00"|""|""|"N"|"N"|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER, INC."|"893940"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0638903"|"INLIQUIDCOM INC"|"893947"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"893948"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0760818"|"DELAWARE STORM TRAVEL TEAMS I"|"893951"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"893952"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545125"|"Trustees of Monmouth Academy"|"896597"|"1332280.0000"|"12249.0000"|"53361.0000"|"34110.0000"|""|"23810.0000"|"1339970.0000"|"1.42"|"43.99"|"54.59"|"N"|"N"|""
"01-0262323"|"Northern Maine General"|"897455"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369125"|"Maine Forest Products Council"|"897526"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484605"|"ALBION ASSOCIATES"|"897527"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0503126"|"Maine Philanthropy Center"|"897529"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0617023"|"CENTER OF LIFE"|"897532"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0541131"|"Downeast Lakes Land Trust"|"898713"|"2033884.0000"|"32771.0000"|"30792.0000"|""|"60366.0000"|"12609.0000"|"2024472.0000"|""|""|""|"N"|"N"|"N"
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRAC"|"898715"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0440342"|"BETHEL AREA CHAMBER OF COMMERCE"|"900263"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"900264"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"902626"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0146437"|"COAST LINE CREDIT UNION"|"902668"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212435"|"St Joseph Hospital"|"902670"|"228880.0000"|""|"-180875.0000"|""|""|""|"2107925.0000"|""|"100.00"|""|"N"|"N"|""
"01-0145138"|"PROUTS NECK YACHT CLUB"|"905417"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0547336"|"NORTHERN LIGHTHOUSE"|"905425"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0772839"|"Homes of Hope Inc"|"905429"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0859843"|"National Museum of World War II Aviation Inc"|"905432"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"905434"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0144343"|"HAMPTON AREA CHAMBER OF COMMERCE"|"905435"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"907775"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0883506"|"NEW MEXICO YOUTH TENNIS FOUNDATION"|"908152"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"908405"|"200000.0000"|""|"534.0000"|""|""|""|"200534.0000"|""|"99.00"|"1.00"|"N"|"N"|""
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"908696"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0791649"|"THE PROMISED LAND FOUNDATION INC"|"908704"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0282853"|"BANGOR HISTORICAL SOCIETY"|"911064"|"78000.0000"|""|""|""|""|""|"78000.0000"|""|"100.00"|""|"N"|"N"|"N"
"01-0888448"|"ANGELES COMPREHENSIVE COMMUNITY CLINIC INC"|"911068"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0627754"|"CLEVELAND ARTS PRIZE"|"912262"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0681650"|"VIRGINIA STATE UNIVERSITY REAL ESTATE FOUNDATION"|"912263"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0367056"|"MANCHESTER HOUSING FOR THE ELDERLY"|"913668"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562689"|"Triangle Lightning"|"913684"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0569069"|"Colchester Football Booster Assoc"|"913685"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0652065"|"THE CAMPUS THEATRE LTD"|"913688"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0817065"|"STRATEGIC MARKETPLACE INITIATIVE"|"913696"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"913698"|""|""|""|""|""|""|"0.0000"|"0.00"|"0.00"|"0.00"|"N"|"N"|"N"
"01-0855170"|"Catholic Christians Defending Christ & His Church"|"913700"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6013593"|"Telephone Association of Maine"|"913710"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"913713"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6241467"|"UNITED ASSOCIATION SCHOLARSHIP TRUST"|"913714"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"918509"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0446468"|"Kennebec Estuary Land Trust"|"919988"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0448173"|"CENTER FOR TEACHING AND LEARNING"|"925602"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275875"|"METHODIST CONFERENCE HOME INC"|"925874"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"925875"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"925877"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0029480"|"BIDDEFORD-SACO CHAMBER OF COMMERCE"|"928312"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0043285"|"ANDROSCOGGIN COUNTY CHAMBER OF COMMERCE"|"930296"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267988"|"BRISTOL AREAL LIBRARY ASSOCIATION"|"930299"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523789"|"PARK STREET HOME"|"930303"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211488"|"Trustees of Bloomfield Academy"|"931359"|"1751104.0000"|"9250.0000"|"-26843.0000"|""|""|""|"1733511.0000"|"14.51"|"85.49"|"0.00"|"N"|"N"|""
