"C_EIN"|"C_Org_Name"|"PART_V_B_ID"|"XML_DOCUMENT_ID"|"FACILITY_NAME"|"LINE_NUM"|"NEEDS_ASSMT_CBX"|"COMMUNITY_SERVED_CBX"|"DEMOGRAPHICS_CBX"|"EXISTING_FACILITIES_CBX"|"DATA_CBX"|"COMMUNITY_NEEDS_CBX"|"UNINSURED_CBX"|"IDENTIFYING_PROCESS_CBX"|"CONSULTING_PROCESS_CBX"|"INFO_GAPS_CBX"|"OTHER_NEEDS_CBX"|"ASSMT_YEAR"|"COMMUNITY_INPUT_CBX"|"MULTI_HOSPITAL_ASSMT_CBX"|"MADE_PUBLIC_CBX"|"WEBSITE_CBX"|"REQUEST_CBX"|"PUBLIC_OTHER_CBX"|"ADOPT_STRATEGY_CBX"|"EXECUTE_STRATEGY_CBX"|"DEVELOP_PLAN_CBX"|"EXECUTE_PLAN_CBX"|"OPER_PLAN_CBX"|"ADOPT_BUDGET_CBX"|"PRIOR_NEEDS_CBX"|"PRIOR_SERVICES_CBX"|"OTHER_ADDRESSED_CBX"|"ADDRESS_ALL_CBX"|"ELIGIBILITY_CBX"|"FPG_FREE_CBX"|"FPG_FREE_PCT"|"FPG_DISCOUNTED_CBX"|"FPG_DISCOUNTED_PCT"|"EXPLAIN_BASIS_CBX"|"INCOME_CBX"|"ASSET_CBX"|"INDIGENCY_CBX"|"INSURANCE_CBX"|"DISCOUNT_CBX"|"MEDI_CBX"|"STATE_REG_CBX"|"OTHER_FACTORS_CBX"|"APPLY_FA_CBX"|"PUBLICIZE_POL_CBX"|"POSTED_WEB_CBX"|"INVOICE_CBX"|"POSTED_ER_CBX"|"POSTED_OFFICE_CBX"|"IN_WRITING_CBX"|"ON_REQUEST_CBX"|"PUBLICIZE_OTHER_CBX"|"NONPAYMENT_CBX"|"HF_AGENCY_CBX"|"HF_LAWSUIT_CBX"|"HF_LIENS_CBX"|"HF_BODY_ATTACH_CBX"|"HF_OTHER_ACTIONS_CBX"|"THIRD_PARTY_CBX"|"TP_AGENCY_CBX"|"TP_LAWSUIT_CBX"|"TP_LIENS_CBX"|"TP_BODY_ATTACH_CBX"|"TP_OTHER_ACTIONS_CBX"|"NOTIFY_ADM_CBX"|"NOTIFY_DIS_CBX"|"NOTIFY_BILL_CBX"|"DOC_DETERM_CBX"|"NOTIFY_OTHER_CBX"|"EMC_POLICY_CBX"|"NO_CARE_CBX"|"NO_POLICY_CBX"|"LIMITED_CBX"|"OTHER_NO_EMC_CBX"|"LOWEST_RATE_CBX"|"AVERAGE_RATE_CBX"|"MEDI_RATE_CBX"|"OTHER_RATE_CBX"|"CHARGE_MORE_CBX"|"GROSS_CHARGE_CBX"|"EXCISE_TAX_CBX"|"REPORT_TAX_CBX"|"TAX_AMT"|"WEBSITE_URL"|"OTHER_WEBSITE_CBX"|"OTHER_WEBSITE_URL"|"RESIDENCY_CBX"|"RECOGNIZED_CURRENT_YEAR_CBX"|"ACQUIRED_CURRENT_YEAR_CBX"|"MULTI_ORG_ASSMT_CBX"|"ADOPT_IMPLEMENT_STRATEGY_CBX"|"IMPLEMENT_STRATEGY_YEAR"|"IMPLEMENT_STRATEGY_POSTED_CBX"|"IMPLEMENT_STRATEGY_WEBSITE"|"IMPLEMENT_STRATEGY_ATTACHED_CBX"|"UNDERINSURANCE_CBX"|"INFO_REQ_FA_CBX"|"SUPPORT_DOC_FA_CBX"|"CONTACT_INFO_STAFF_FA_CBX"|"CONTACT_INFO_NPO_FA_CBX"|"OTHER_FA_CBX"|"FA_WEBSITE_CBX"|"FA_WEBSITE"|"FA_APPLIC_WEBSITE_CBX"|"FA_APPLIC_WEBSITE"|"FA_PLAIN_WEBSITE_CBX"|"FA_PLAIN_WEBSITE"|"FA_GRATIS_CBX"|"FA_APPLIC_GRATIS_CBX"|"FA_SUMMARY_GRATIS_CBX"|"FA_DISPLAYED_CBX"|"FA_NOTIFIED_COMMUNITY_CBX"|"HF_SELLING_DEBT_CBX"|"HF_LEGAL_ACTIONS_CBX"|"HF_NONE_CBX"|"THIRD_PARTY"|"TP_SELLING_DEBT_CBX"|"LEGAL_ACTIONS_CBX"|"NONE_CBX"
"01-0459837"|"Eastern Maine Healthcare Systems AHC Acadia Hospital Corp AHC"|"7519"|"1593894"|"Acadia Hospital Corporation"|"1"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|""|""|"Y"|"2011"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"150.00"|"N"|""|"N"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0234189"|"Northern Maine Medical Center"|"7572"|"1601366"|"Northern Maine Medical Center"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"2011"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"200.00"|"Y"|"250.00"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|""|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"7573"|"1601371"|"GSMC-LINDEN INC"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2012"|"Y"|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|"Y"|""|""|"Y"|"Y"|"Y"|"100.00"|"Y"|"500.00"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"7648"|"1609897"|"SOUTHERN MAINE HEALTH CARE"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"7657"|"1610580"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"175.00"|"Y"|"225.00"|"N"|""|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|"Y"|""|""|"Y"|""|"Y"|""|""|""|""|""|"Y"|"Y"|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|"Y"|""|""|""|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215911"|"Mid Coast Hospital"|"7671"|"1617422"|"Mid Coast Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2010"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|"Y"|""|""|""|"Y"|"Y"|"Y"|"200.00"|"Y"|"400.00"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"7672"|"1617423"|"Inland Hospital"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"2011"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"200.00"|"N"|""|"N"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|""|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"7738"|"1627921"|"FRISBIE MEMORIAL HOSPITAL"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2013"|""|"N"|"Y"|"Y"|"Y"|""|""|""|"Y"|"Y"|""|""|"Y"|""|""|"Y"|"Y"|"Y"|"200.00"|"Y"|""|"Y"|"Y"|""|""|"Y"|"Y"|""|""|""|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|""|""|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222157"|"Monadnock Community Hospital"|"7773"|"1641743"|"Monadnock Community Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|"2012"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"200.00"|"Y"|"400.00"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|""|"Y"|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|""|""|"N"|"Y"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0153960"|"ST ANDREWS HOSPITAL"|"7847"|"1650954"|"ST ANDREWS HOSPITAL"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"7864"|"1665328"|"SPRING HARBOR HOSPITAL"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|"175.00"|"N"|""|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|""|""|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"7881"|"1674762"|"1"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"7935"|"1683066"|"1"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"2011"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"200.00"|"Y"|"300.00"|"N"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"7998"|"1689254"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"N"|"Y"|"Y"|"200.00"|"N"|""|"Y"|"Y"|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|"WWW.STMARYSMAINE.COM"|""|""|"Y"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222215"|"ST JOSEPH HOSPITAL"|"7999"|"1689255"|"ST JOSEPH HOSPITAL"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2011"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"200.00"|"Y"|"300.00"|"Y"|"Y"|"Y"|""|""|"Y"|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"Y"|""|""|"N"|"N"|"N"|""|""|"WWW.STJOSEPHHOSPITAL.COM"|""|"Y"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212435"|"St Joseph Hospital"|"8075"|"1702550"|"St Joseph Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2013"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"200.00"|"Y"|"350.00"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|"www.stjoeshealing.org"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"8101"|"1713253"|"Miles Memorial Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"9713"|"1754550"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2013"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"N"|""|"Y"|"Y"|""|"Y"|""|""|"Y"|""|""|"Y"|"Y"|""|""|"Y"|"Y"|""|"Y"|""|"N"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|"N"|""|""|"FULL URL LISTED IN SECTION C"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545327"|"Penobscot Valley Hospital"|"8361"|"1754553"|"Penobscot Valley Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2013"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"225.00"|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|"www.pvhme.org/About-Us/Newsletters-Public"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"9925"|"1770796"|"NATIONWIDE CHILDREN'S (MAIN CAMPUS)"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"200.00"|"Y"|"400.00"|"Y"|""|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|"SEE PART VI, LINE2"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211783"|"Calais Regional Hospital"|"8854"|"1777084"|"Calais Regional Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2013"|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"165.00"|"Y"|""|""|""|""|""|"Y"|""|""|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"Y"|""|"Y"|"N"|"N"|"N"|""|""|"www.calaishospital.org"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0646166"|"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL INC"|"8855"|"1777087"|"IU HEALTH BLACKFORD HOSPITAL"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"200.00"|"Y"|"650.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"Y"|""|""|"N"|"N"|"N"|""|""|"HTTP://WWW.IUHEALTH.ORG/GETSTRONG/"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"10165"|"1781423"|"MERIDIAN HOSPITALS CORP & SUB"|"15"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2013"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"N"|"Y"|"Y"|"200.00"|"Y"|"500.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|"WWW.MERIDIANHEALTH.COM"|""|""|"Y"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263198"|"Down East Community Hospital"|"9118"|"1788892"|"Down East Community Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"2010"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"150.00"|"Y"|"200.00"|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"http://chna emh.org"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
