"C_EIN"|"C_Org_Name"|"RELATED_ORG_ID"|"XML_DOCUMENT_ID"|"REL_ORG_NAME"|"REL_ORG_ADDRESS1"|"REL_ORG_CITY"|"REL_ORG_STATE"|"REL_ORG_COUNTRY"|"REL_ORG_ZIP"|"REL_ORG_EIN"|"REL_ORG_PRIMARY_ACTIVITY"|"REL_ORG_LEGAL_DOM"|"REL_ORG_EXEMPT_CODE"|"REL_ORG_CHARITY_STATUS"|"REL_ORG_CONTROLLING_ENTITY"|"REL_ORG_SEC512_CBX"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"699766"|"725863"|"JFM NO 2 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"20-8204522"|"MGT FEES"|"ME"|"501(C)"|"9"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"699767"|"725863"|"JFM NO 3 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"26-4545133"|"MGT FEES"|"ME"|"501(C)"|"9"|""|"N"
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"699768"|"725866"|"MMTA SCHOLARSHIP FOUNDATION"|"142 WHITTEN ROAD"|"AUGUSTA"|"ME"|"USA"|"04330"|"01-0475301"|"EDUCATION SCHOLARSHIPS"|"MAINE"|"501(C)(3)"|"7"|""|"N"
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"699769"|"725866"|"MAINE TRUCK PAC"|"142 WHITTEN ROAD"|"AUGUSTA"|"ME"|"USA"|"04330"|"01-0539096"|"POLITICAL ACTIVITIES"|"MAINE"|"527"|""|""|"N"
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"699770"|"725867"|"EHDOC"|"1580 SAWGRASS CORPORATE PKWY"|"SUNRISE"|"FL"|"USA"|"33323"|""|""|""|""|"7"|""|"N"
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"699771"|"725880"|"AUBURN HOUSING AUTHORITY"|"PO BOX 3037"|"AUBURN"|"ME"|"USA"|"04210"|"01-0278319"|"AFFORDABLE HOUSING"|"ME"|""|""|""|"N"
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"699772"|"725880"|"AUBURN HOUSING DEVELOPMENT CORPORATION"|"PO BOX 3037"|"AUBURN"|"ME"|"USA"|"04210"|"20-2188815"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"LINE 9"|""|"N"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"699773"|"725883"|"ROCKY COAST HOUSING INC"|"309 CUMBERLAND AVENUE"|"PORTLAND"|"ME"|"USA"|"04101"|"83-0419813"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"699774"|"725883"|"HARBOR LIGHTS HOUSING"|"309 CUMBERLAND AVENUE"|"PORTLAND"|"ME"|"USA"|"04101"|"42-1548630"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"699775"|"725884"|"FREEPORT HOUSING TRUST INC"|"PO BOX 625"|"FREEPORT"|"ME"|"USA"|"04032"|"01-0449761"|"AFFORDABLE HOUSING"|"ME"|"501(C)(3)"|"LINE 7"|""|"N"
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"699776"|"725890"|"LIONS VOLUNTEER BLIND INDUSTRIES INC"|"758 WEST MORRIS BLVD"|"MORRISTOWN"|"TN"|"USA"|"37814"|"62-0526643"|"EMPLOYMENT OPPORTUNITIES AND VOCATIONAL REHAB TO THE VISUALLY IMPAIRED"|"TN"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0665300"|"BARTRAM TRAIL CDC INC"|"699777"|"725891"|"COLUMBIA COUNTY GA"|""|""|""|""|""|""|"GOVERNMENT"|"GA"|""|""|""|"N"
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"699778"|"725899"|"ROTARY CLUB OF ALBUQUERQUE RIO GRANDE"|"6804 4TH STREET NW - PMB 146"|"ALBUQUERQUE"|"NM"|"USA"|"87107"|"86-1043252"|"TO PROVIDE DIRECT AND INDIRECT SUPPORT TO THE FOUNDATION"|"NM"|"501(C)(4)"|""|""|"N"
"01-0831698"|"Jewish Community Foundation"|"699779"|"725901"|"Allied Jewish Federation of Colorado"|"300 S Dahlia Street Suite 300"|"Denver"|"CO"|"USA"|"80246"|"84-0402662"|"Support"|"CO"|"501(c)(3)"|"line 7"|""|""
"01-0831698"|"Jewish Community Foundation"|"699780"|"725901"|"J&R Pluss Supporting Foundation"|"300 S Dahlia Street Suite 300"|"Denver"|"CO"|"USA"|"80246"|"84-1586867"|"Support"|"CO"|"501(c)(3)"|"Line 11, I"|"JCF"|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703892"|"733971"|"Decatur VOA Living Center, Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"58-2005296"|"Housing"|"AL"|"501(c)(3)"|"9"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703893"|"733971"|"Grand Junction VOA Elderly Housing Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"58-2013960"|"Housing"|"CO"|"501(c)(3)"|"9"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703894"|"733971"|"Greater Harrisburg VOA Living Center, Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"58-1917709"|"Housing"|"PA"|"501(c)3"|"9"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703895"|"733971"|"Plains Township VOA Living Center, Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"58-1876023"|"Housing"|"PA"|"501(c)(3)"|"9"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703896"|"733971"|"Rockitn VOA Elaeriv Housing Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"58-2010055"|"Housing"|"CA"|"501(c)(3)"|"c"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703897"|"733971"|"Minnesota Aftordable Housing Trust, Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"31-1482219"|"Housing"|"MN"|"501(c)(3)"|"9"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703898"|"733971"|"Sieepy Eye Area Home Health, Inc"|"7530 Market Place Dr"|"Eden Prairie"|"MN"|"USA"|"55344"|"41-1939439"|"Housing"|"MN"|"501(c)(3)"|"9"|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"703899"|"733971"|"Gulf Care Inc"|"1660 Duke Street"|"Alexandria"|"VA"|"USA"|"22314"|"59-2239342"|"Health Care"|"PL"|"501(c)(3)"|"9"|""|""
"02-0150530"|"TEAMSTERS LOCAL UNION NO 633 OF NH"|"704422"|"733021"|"NH TEAMSTERS BUILDING ASSOCIATION"|"53 GOFFSTOWN ROAD"|"MANCHESTER"|"NH"|"USA"|"03108"|"56-2449626"|"PROVIDES RENTAL OF OFFICE SPACE"|"NEW HAMPSHIRE"|"501(C)(2)"|""|""|"N"
"02-0150530"|"TEAMSTERS LOCAL UNION NO 633 OF NH"|"704423"|"733021"|"GRANITE STATE TEAMSTERS DRIVE"|"53 GOFFSTOWN ROAD"|"MANCHESTER"|"NH"|"USA"|"03108"|"04-3354519"|"POLITICAL ACTIVITIES"|"NEW HAMPSHIRE"|"527"|""|""|"N"
"02-0150530"|"TEAMSTERS LOCAL UNION NO 633 OF NH"|"704424"|"733021"|"NORTHERN NEW ENGLAND BENEFIT TRUST"|"53 GOFFSTOWN ROAD"|"MANCHESTER"|"NH"|"USA"|"03108"|"02-6015031"|"VEBA - HEALTH INSURANCE"|"NEW HAMPSHIRE"|"501(C)(9)"|""|""|"N"
"01-0248780"|"Maine Audubon Society"|"704478"|"734860"|"Davis Conservation Foundation"|"4 Fundy Road"|"Falmouth"|"ME"|"USA"|"04105"|"22-2976811"|"Awarding Grants"|"Maine"|"501(c)(3)"|"Line 11, Type I"|""|"N"
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"704479"|"734861"|"Maine Substance Abuse Foundation"|"295 Water Street - Suite 200"|"Augusta"|"ME"|"USA"|"04330"|"56-2409903"|"Manage investment accounts"|"Maine"|"501(c)(3)"|"Line 9"|""|"Y"
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES, INC."|"704480"|"734867"|"TOWN OF KENNEBUNKPORT ,MAINE"|"P. O. BOX 566"|"KENNEBUNKPORT"|"ME"|"USA"|"04046"|""|"ANNUAL APPROPRIATION FROM TOWN MEETING WARRANT"|"MAINE"|"501(C)(3)"|"7"|""|"N"
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"704481"|"734873"|"OAKLEAF HOUSING TRUST INC"|"PO BOX 625"|"FREEPORT"|"ME"|"USA"|"04032"|"01-0492876"|"ELDERLY HOUSING"|"ME"|"501(C)(3)"|"170(B)(1)(A)(VI)"|""|"N"
"01-0451663"|"JHA SERVICES"|"704482"|"734874"|"CEDARS NURSING CARE CENTER, INC."|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0211517"|"NURSING CARE"|"MAINE"|"501(C)(3)"|"9"|"JHA SERVICES"|"N"
"01-0451663"|"JHA SERVICES"|"704483"|"734874"|"JHA PROPERTIES, INC."|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0510768"|"OPERATE INDEPENDENT LIVING FACILITY"|"MAINE"|"501(C)(3)"|"9"|"JHA SERVICES"|"N"
"01-0451663"|"JHA SERVICES"|"704484"|"734874"|"JHA ASSISTED LIVING, INC."|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"20-1590379"|"ASSISTED LIVING FACILITY"|"MAINE"|"501(C)(3)"|"9"|"INN AT CEDARS, INC."|"N"
"01-0451663"|"JHA SERVICES"|"704485"|"734874"|"INN AT CEDARS, INC."|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"20-5714134"|"LEASE & OPERATE ASSISTED LIVING FACILITY"|"MAINE"|"501(C)(3)"|"9"|"JHA SERVICES"|"N"
"01-0451663"|"JHA SERVICES"|"704486"|"734874"|"CEDARS FOUNDATION, INC."|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"26-0557737"|"FUNDRAISING"|"MAINE"|"501(C)(3)"|"11 TYPE I"|"JHA SERVICES"|"N"
"01-0466768"|"American University in Bulgaria"|"704487"|"734875"|"American University in Bulgaria"|"1 G. Izmirliev Sq."|"2700 Blagoevgrad"|""|"BULGARIA"|""|""|"Education"|"Bulgaria"|""|""|""|"N"
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"704488"|"734887"|"UNCOMMON SCHOOLS INC"|"826 BROADWAY 9TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10003"|"31-1488698"|"MANAGEMENT SERVICES"|"NY"|"501(C)(3)"|"509(A)(1)"|""|""
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"704489"|"734887"|"UNCOMMON LENDER INC"|"826 BROADWAY 9TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10003"|"26-3594129"|"REAL ESTATE"|"NY"|"501(C)(3)"|"509(A)(1)"|"USI"|""
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"704490"|"734888"|"CONSTELLATION SCHOOLSMANSFIELD COMMUNITY MIDDLE"|"5730 BROADVIEW RD"|"PARMA"|"OH"|"USA"|"44134"|"26-1908099"|"TO OPERATE AS AN EDUCATIONAL INSTITUTION"|"OH"|"501(C)(3)"|"170(B)(1)(A)(II)"|""|"N"
"01-6006001"|"Bigelow Laboratory for Ocean Sciences"|"706821"|"739199"|"Bigelow Lab for Ocean Science Foundation"|"PO Box 111"|"West Boothbay Harbor"|"ME"|"USA"|"04575-0111"|"01-0543743"|"to benefit and support Bigelow Laboratory for Ocean Sciences"|"ME"|"501(c)(3)"|"Type III"|""|"N"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"706867"|"739342"|"MAINE ENERGY MARKETERS ASSOCIATION"|"25 GREENWOOD ROAD"|"BRUNSWICK"|"ME"|"USA"|"04011"|"01-0239259"|"PROMOTION OF HEATING OIL AND EQUIPMENT"|"ME"|"501(C) (6)"|""|""|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706868"|"739349"|"COMPREHENSIVE HOUSING ASSISTANCE INC"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"23-7097000"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"7"|""|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706869"|"739349"|"HARRY & JEANETTE WEINBERG PLACE INC"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"52-0848408"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706870"|"739349"|"HARRY & JEANETTE WEINBERG WOODS"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"52-2075470"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706871"|"739349"|"HARRY & JEANETTE WEINBERG TERRACE INC"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"52-1957032"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706872"|"739349"|"HARRY & JEANETTE WEINBERG VILLAGE III"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"20-4351501"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706873"|"739349"|"HARRY & JEANETTE WEINBERG PARK INC"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"52-2090306"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706874"|"739349"|"HARRY & JEANETTE WEINBERG HOUSE INC"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"52-1788183"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"706875"|"739349"|"HARRY & JEANETTE WEINBERG GARDENS"|"5809 PARK HEIGHTS AVENUE"|"BALTIMORE"|"MD"|"USA"|"21215"|"52-1860524"|"ELDERLY HOUSI"|"MD"|"501(C) (3)"|"9"|"CHAI"|"N"
"01-0722629"|"MARIE A. MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"708489"|"741497"|"TIDEWATER JEWISH FOUNDATION, INC."|"5000 CORPORATE WOODS DRIVE, SUITE 200"|"VIRGINIA BEACH"|"VA"|"USA"|"23642"|"54-1653165"|"GRANTS AND COMMUNITY PROGRAMS"|"VIRGINIA"|"501(C)(3)"|"7"|""|"N"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE, INC."|"709255"|"742145"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"25 JUNE STREET"|"SANFORD"|"ME"|"USA"|"04073"|"01-0078060"|"PROVIDE MEDICAL SERVICES TO THE COMMUNITY"|"MAINE"|"501(C)(3)"|"LINE 3"|""|"N"
"01-0504446"|"Hyde School at South Woodstock, Inc."|"709256"|"742147"|"Hyde School, Inc. (Bath, ME Campus)"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"01-6021559"|"Education for grades 9 through 12"|"Maine"|"501(c)(3)"|"2"|""|"N"
"01-0504446"|"Hyde School at South Woodstock, Inc."|"709257"|"742147"|"Hyde Foundation"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"22-3026440"|"Develop charter schools throughout the country."|"Maine"|"501(c)(3)"|"7"|""|"N"
"01-0504446"|"Hyde School at South Woodstock, Inc."|"709258"|"742147"|"FAST, Inc"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"22-3118810"|"Promote welfare of children"|"Maine"|"501(c)(3)"|"7"|""|"N"
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709259"|"742151"|"HOMES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"38-3672492"|"TO SERVE ABUSED & NEGLECTED CHILDREN"|"NC"|"501(C) (3)"|"LINE 11c"|""|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709260"|"742151"|"GRANDFATHER HOME FOR CHILDREN, INC."|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"56-0529975"|"GROUP HOME & ADOPTION SERVICES"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709261"|"742151"|"COMMUNITY SERVICES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"20-0704920"|"FOSTER CARE SERVICES"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709262"|"742151"|"PROPERTIES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"20-0704904"|"HOLD PROPERTIES FOR RELATED ENTITIES"|"NC"|"501(C) (3)"|""|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709263"|"742151"|"GRANDFATHER HOME COMMUNITY SERVICES FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"26-1259836"|"FOSTER CARE SERVICES"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709264"|"742151"|"SCHOOLS FOR CHILDREN"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"20-1447469"|"TO SERVE ABUSED & NEGLECTED CHILDREN"|"NC"|"501(C) (3)"|"LINE 9"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709265"|"742151"|"GRANDFATHER ACADEMY"|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"56-1995527"|"CHARTER SCHOOL"|"NC"|"501(C) (3)"|"LINE 2"|"HOMES FOR CHILDREN"|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"709266"|"742151"|"EDGAR TUFTS MEMORIAL ASSOCIATION, INC."|"PO BOX 98"|"BANNER ELK"|"NC"|"USA"|"28604"|"56-0708071"|"SUPPORTIVE ORGANIZATION"|"NC"|"501(C) (3)"|"LINE 2"|"HOMES FOR CHILDREN"|""
"01-0702442"|"NC IDEA"|"709267"|"742153"|"The Council for Entrepreneurial Development"|"100 Capitola Drive, Ste 101"|"Durham"|"NC"|"USA"|"27713"|"56-1399587"|"Stimulate creation and growth of impact companies"|"North Carolina"|"501(c)(3)"|"Line 11a I"|""|"N"
"01-0794721"|"Tikigaqmiut Incorporated"|"710066"|"743454"|"Tagiugmiullu Nanamiullu Housing Authorit"|"1634 Okpik Street"|"Barrow"|"AK"|"USA"|"99723"|""|"Housing Authority"|"AK"|"Gov't Unit"|""|""|"N"
"01-0223898"|"WINDSOR FAIR"|"710349"|"741104"|"WINDSOR FAIR AGRICULTURAL EDCATION"|"230 PARK STREET"|"FARMINGDALE"|"ME"|"USA"|"04344"|"27-2453071"|"PROMOTE THE PRACTICE OF AGRICULTURE THROUGH EDUCATION"|"ME"|"501(C)(3)"|"7"|""|"N"
"01-0222130"|"Fair View Hospital, INC."|"713180"|"747793"|"Redington-Fairview General Hospital Critical"|"46 Fairview Ave"|"Skowhegan"|"ME"|"USA"|"04976"|"01-0284446"|"Critical Accoss Hospital"|"Maine"|"501(c)(3)"|"3"|"NO"|"N"
"01-0198980"|"Northeast Harbor Fleet"|"714188"|"749416"|"Northeast Harbor Sailing School"|"P. O. Box 12"|"Northeast Harbor"|"ME"|"USA"|"04662"|"01-0535123"|"The Northeast Harbor Sailing School teaches the amateur sport of sailing."|"iaine"|"501(c)(3)"|"(7)"|""|"N"
"01-0221344"|"BRIDGTON ACADEMY"|"714190"|"749419"|"BRIDGTON ICE ARENA"|"PO BOX 180"|"NORTH BRIDGTON"|"ME"|"USA"|"04057"|"01-0513859"|"ICE ARENA"|"ME"|"501 C3"|"ACTIVE"|"BOT"|"N"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"714191"|"749424"|"MEMA EDUCATION FOUNDATION"|"25 GREENWOOD ROAD"|"BRUNSWICK"|"ME"|"USA"|"04011"|"01-0511224"|"HEALTING IIL EDUCATION"|"ME"|"501(C)(3)"|"170(B)(1)(A)"|""|"N"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"714192"|"749424"|"ENERGY PAC OF MAIN"|"25 GREENWOOD ROAD"|"BRUNSWICK"|"ME"|"USA"|"04011"|""|"POLITICAL ACTION COMMITTEE"|"ME"|"527"|""|""|"N"
"01-0513859"|"BRIDGTON ICE ARENA INC"|"714213"|"749444"|"BRIDGTON ACADEMY"|"PO BOX 292"|"NORTH BRIDGTON"|"ME"|"USA"|"04057-0292"|"01-0221344"|"ONE-YEAR POSTGRADUATE SCHOOL"|"ME"|"501(C)(3)"|"LINE 2"|""|"N"
"01-0266549"|"KENNEBEC VBALLEY HUMANE SOCIETY"|"714329"|"747439"|"FRIENDS OF THE CONNOR ANIMAL SHELTER"|"10 PET HAVEN LANE"|"AUGUSTA"|"ME"|"USA"|"04330"|"02-0665850"|"TO HOLD FUNDS AND TO OWN AND MAINTAIN A BUILDING AND RELATED FACILITIES"|"Maine"|"PUBLIC CHARITY"|"501(C)(3)"|"KENNEBEC VALLEY HUMANE SOCIETY"|"N"
"01-0241767"|"UNITED WAY INC"|"717927"|"755736"|"211 MAINE INC"|"PO BOX 15200"|"PORTLAND"|"ME"|"USA"|"04112-5200"|"30-0194364"|"HEALTH & HUMAN SERVICE INFORMAITON AND REFERRAL SERVICE"|"ME"|"501(C)(3)"|"7"|""|"N"
"01-0510768"|"JHA PROPERTIES INC"|"717928"|"755742"|"CEDARS NURSING CARE CENTER INC"|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0211517"|"NURSING CARE"|"ME"|"501(C)(3)"|"9"|"JHA SERVICES"|"N"
"01-0510768"|"JHA PROPERTIES INC"|"717929"|"755742"|"JHA ASSISTED LIVING INC"|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"20-1590379"|"ASSISTED LIVING FACILITY"|"ME"|"501(C)(3)"|"9"|"INN AT CEDARS"|"N"
"01-0510768"|"JHA PROPERTIES INC"|"717930"|"755742"|"INN AT CEDARS INC"|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"20-5714134"|"LEASE & OPERATE ASSISTED LIVING FACILITY"|"ME"|"501(C)(3)"|"9"|"JHA SERVICES"|"N"
"01-0510768"|"JHA PROPERTIES INC"|"717931"|"755742"|"JHA SERVICES INC"|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0451663"|"SUPPORTING ORGANIZATION"|"ME"|"501(C)(3)"|"11 TYPE III"|""|"N"
"01-0510768"|"JHA PROPERTIES INC"|"717932"|"755742"|"CEDARS FOUNDATION INC"|"630 OCEAN AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|"26-0557737"|"FUNDRAISING"|"ME"|"501(C)(3)"|"11 TYPE III"|"JHA SERVICES"|"N"
"02-0214564"|"GREATER KEENE CHAMBER OF COMMERCE"|"717933"|"755750"|"GREATER KEENE CHAMBER OF COM-"|"MERCE FOUNDATION 34"|"CENTRAL SQ"|""|"USA"|"03431"|"02-0491352"|"ACCEPTS DONATIONS FOR EDUCAT"|"NH"|"501(C)(3)"|"I"|""|"N"
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"721565"|"758140"|"Birch Bay Village Retirement Community"|"10 Wayman Lane"|"Bar Harbor"|"ME"|"USA"|"04609"|"01-0481696"|"Retirement Community"|"ME"|"501(C)(3)"|"170(b)(A)(III)"|"Mount Desert Island Hospital"|"N"
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"721566"|"758144"|"SE Georgia Health System Foundation"|"2415 Parkwood Dr"|"Brunswick"|"GA"|"USA"|"31520"|"58-2125644"|"Charitable Foundation"|"GA"|"501(c)(3)"|"11"|""|"N"
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"721567"|"758144"|"Kings Bay Community Hospital Inc dba"|"SE GA Health Sys - Camden"|"St Marys"|"GA"|"USA"|"31558"|"58-1911751"|"Inpatient and Outpatient Healthcare Services"|"GA"|"501(c)(3)"|"3"|""|"N"
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"721568"|"758144"|"Glynn Brunswick Mem Hosp DBA Southeast Health System-Brunswick Campus"|""|"Prkwd Brunswick"|"GA"|"USA"|"31520"|"58-6000498"|"Inpatient and Outpatient Healthcare Services"|"GA"|"501(c)(3)"|"3"|""|"N"
"01-0729022"|"EAST BAY HOUSING OPT IONS INC"|"721569"|"758146"|"RIVERWOOD MENTAL HEAKTH SERVICES, INC"|"PO BOX 226"|"WARREN"|"RI"|"USA"|"02885"|"05-0396244"|"PRIMARY SPONSOR"|"RI"|"501(c)(3)"|"501(c)(3)"|""|"N"
"01-0729022"|"EAST BAY HOUSING OPT IONS INC"|"721570"|"758146"|"NRI COMMUNITY SERVICES, INC"|"PO BOX 1700"|"WOONSOCKET"|"RI"|"USA"|"02895"|"05-0312278"|"SPONSOR"|"RI"|"501(c)(3)"|"501(c)(3)"|""|"N"
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"722004"|"758497"|"MHS INC"|"485 CONGRESS STREET"|"PORTLAND"|"ME"|"USA"|"04101"|"01-0476908"|"HOLDS BUILDING USED BY MAINE HISTORICAL SOCIETY"|"ME"|""|""|""|"N"
"01-0271210"|"Husson University"|"722005"|"758501"|"New England School of Communications"|"One College Circle"|"Bangor"|"ME"|"USA"|"04401"|""|"Education"|"ME"|"501(c)(3)"|"2"|""|"Y"
