"C_EIN"|"C_Org_Name"|"OTHER_FACILITY_ID"|"XML_DOCUMENT_ID"|"OTHER_FAC_NAME"|"OTHER_FAC_STREET"|"OTHER_FAC_CITY"|"OTHER_FAC_STATE"|"OTHER_FAC_COUNTRY"|"OTHER_FAC_ZIP"|"OTHER_FAC_TYPE"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"32004"|"1384956"|"MILES MEMORIAL HOSPITAL DBA LINCOLN MEDICAL PARTNERS"|"42 BELVEDERE ROAD"|"NEWCASTLE"|"ME"|"USA"|"04553"|"ADMINISTRATION"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34233"|"1420360"|"THE JANEH BO OKER OP DIALYSIS CENTER"|"2441 HWY 33 FORTUNATO PLACE"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34234"|"1420360"|"O CEAN MEDICAL CENTER DIALYSIS"|"1640 ROUTE 88 SUITE 102"|"BRICK"|"NJ"|"USA"|"08724"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34235"|"1420360"|"BOOKER OUTPATIENT DIALYSI SCENTER"|"48 EAST FRONT STREET"|"RED BANK"|"NJ"|"USA"|"07701"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34236"|"1420360"|"OCEAN CARE CENTER"|"1517 RICHMOND AVENUE"|"POINT PLEASANT"|"NJ"|"USA"|"08742"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34237"|"1420360"|"MERIDIAN OP REHAB SERVICES AT NEPTUNE"|"2100 CORLIES AVENUE SUITE 2"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34238"|"1420360"|"SNO RING & SLEEP DISORDER CTR OF HOLMDEL"|"100 COMMONS WAY SUITE 1"|"HOLMDEL"|"NJ"|"USA"|"07733"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34239"|"1420360"|"PARK PLACE COMM MENTAL HEALTH CENTER"|"1101 BONDSTREET"|"ASBURY PARK"|"NJ"|"USA"|"07712"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34240"|"1420360"|"MERIDIAN LIFE FITNESS AND REHABILITATION"|"8O1 ARNOLD AVENUE"|"POINT PLEASANT"|"NJ"|"USA"|"08742"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34241"|"1420360"|"JANE H BOO KER FAMILY HEALTH CTR AT JSUMC"|"1828 WEST LAKE AVENUE"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34242"|"1420360"|"THE SLEEP CARE CENTER AT JSUMC"|"1809 CORLIES AVENUE SUITE 3"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34243"|"1420360"|"SOMC CLINICSLEEP CTR-NAUTILUS HEALTH"|"53 NAUTILUS DRIVE"|"MANAHAWKIN"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34244"|"1420360"|"RIVERVIEW OUTPATIENT BEHAVIORAL HEALTH"|"661 SHREWSBURY AVENUE"|"SHREWSBURY"|"NJ"|"USA"|"07702"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34245"|"1420360"|"MERIDIAN REHABILITATION AT HOLMDEL"|"100 COMMONS WAY SUITE 120"|"HOLMDEL"|"NJ"|"USA"|"07733"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34246"|"1420360"|"JSMC OUTPATIENT BEHAVIORAL HEALTH"|"402 RT 35"|"NEPTUNE"|"NJ"|"USA"|"07754"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34247"|"1420360"|"MERIDIAN REHABILITATION AT MANALAPAN"|"195 RT 9 SOUTH"|"MANALAPAN"|"NJ"|"USA"|"07726"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34248"|"1420360"|"OCEAN CLUBFAMILY RESOURCE CENTER"|"ROUTE 9 SOUTH"|"STAFFORD TWP"|"NJ"|"USA"|"08092"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34249"|"1420360"|"JERSEY SHOREOP BEHAVIORALHEALTH"|"3535 RT 66M SUITE D PARKWAY 100"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34250"|"1420360"|"MERIDIAN REHABILITATION AT FORKED RIVER"|"730 LACEY ROAD"|"FORKED RIVER"|"NJ"|"USA"|"08731"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34251"|"1420360"|"CENTER FOR SLEEP DISORDERS"|"2446 CHURCH ROADSUITE 3A"|"TOMS RIVER"|"NJ"|"USA"|"08753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34252"|"1420360"|"MERIDIAN REHAB AT LITTLE EGG HARBOR"|"279 MATHISTOWN ROAD"|"LITTLE EGG HARBOR"|"NJ"|"USA"|"08087"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34253"|"1420360"|"TRANSITIONAL MEDICATION SERVICE"|"51 DAVIS AVENUE"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34254"|"1420360"|"Shore Rehabilitation Institute"|"425 Jack Martin Blvd"|"Brick"|"NJ"|"USA"|"08724"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34255"|"1420360"|"Southern Ocean County Dialysis Clinic"|"1301 Rt 72 W"|"Manahawkin"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34256"|"1420360"|"Health Village Imaging LLC"|"1301 Rt 72 W"|"Manahawkin"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34257"|"1420360"|"Child Eval & Learning Disabilities Ctr"|"81Davis AveSuite 4"|"Neptune"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"34258"|"1420360"|"OCEAN MEDICALCTRFAMILY HEALTHCTR"|"1608 RT 88 SUITE 207"|"BRICK"|"NJ"|"USA"|"08724"|"OUTPATIENT DIALYSIS"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35637"|"1472940"|"NEWTON CENTER (ELDER CARE)"|"35 JULY STREET"|"SANFORD"|"ME"|"USA"|"04073"|"NURSING HOME"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35638"|"1472940"|"GOODALL HEALTH PARTNERS"|"25 JUNE STREET"|"SANFORD"|"ME"|"USA"|"04073"|"PHYSICIAN PRACTICES"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35639"|"1472940"|"3 WELLNESS CENTER"|"13 JULY STREET"|"SANFORD"|"ME"|"USA"|"04073"|"CLINIC"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35640"|"1472940"|"GOODALL HEALTH PARTNERS"|"10 GOODALL DRIVE"|"EAST WATERBORO"|"ME"|"USA"|"04070"|"PHYSICIAN PRACTICES"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35641"|"1472940"|"GOODALL HEALTH PARTNERS"|"272 COTTAGE STREET"|"SANFORD"|"ME"|"USA"|"04073"|"PHYSICIAN PRACTICES"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35642"|"1472940"|"THE NRDICAL GROUP"|"2 LIVEWELL DRIVE"|"KENNEBUNK"|"ME"|"USA"|"04043"|"PHYSICIAN PRACTICES"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35643"|"1472940"|"COMMUNITY SERVICES"|"15 DAIGLE STREET"|"SANFORD"|"ME"|"USA"|"04073"|"COMMUNITY PROGRAMS"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35644"|"1472940"|"| OCCUPATIONAL HEALTH SERVICES"|"2 LIVEWELL DRIVE"|"KENNEBUNK"|"ME"|"USA"|"04043"|"CLINIC"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"35645"|"1472940"|"GOODALL HEALTH CLINICS"|"2 LIVEWELL DRIVE"|"KENNEBUNK"|"ME"|"USA"|"04043"|"CLINIC"
"01-0211503"|"Franklin Memorial Hospital"|"35695"|"1492807"|"Franklin Hlth Livermore Falls Fam Pract"|"21 Main Street"|"Livermore Falls"|"ME"|"USA"|"04254"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35696"|"1492807"|"Franklin Health Wilton Family Practice"|"75 Allen Street"|"Wilton"|"ME"|"USA"|"04294"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35697"|"1492807"|"Franklin Hlth Farmington Family Practice"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35698"|"1492807"|"Franklin Health Internal Medicine"|"131 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35699"|"1492807"|"Franklin Health Pediatrics"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35700"|"1492807"|"Franklin Health Orthopaedics"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35701"|"1492807"|"Franklin Health Surgery"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35702"|"1492807"|"Rangeley Region Physical Rehabilitation"|"25 Dallas Hill Road"|"Rangeley"|"ME"|"USA"|"04970"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35703"|"1492807"|"Outpatient Services at Livermore Falls"|"21 Main Street"|"Livermore Falls"|"ME"|"USA"|"04254"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35704"|"1492807"|"NorthStar"|"15 School Street"|"Rangeley"|"ME"|"USA"|"04970"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35705"|"1492807"|"NorthStar"|"138C Park Street"|"Phillips"|"ME"|"USA"|"04966"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35706"|"1492807"|"NorthStar"|"119 Federal Road"|"Livermore"|"ME"|"USA"|"04254"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35707"|"1492807"|"NorthStar"|"1001 Carriage Road"|"Carrabasset Valley"|"ME"|"USA"|"04947"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35708"|"1492807"|"NorthStar"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35709"|"1492807"|"Franklin Health Women's Care"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35710"|"1492807"|"Franklin Health Child Developmental Prog"|"131 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35711"|"1492807"|"Franklin Health Behavioral Services"|"131 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35712"|"1492807"|"Franklin Health Dermatology"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0211503"|"Franklin Memorial Hospital"|"35713"|"1492807"|"Franklin Health Ear Nose & Throat"|"111 Franklin Health Commons"|"Farmington"|"ME"|"USA"|"04938"|"Family Practice"
"01-0212444"|"York Hospital"|"36591"|"1510743"|"York Hospital at Long Sands"|"127 Long Sands Road"|"York"|"ME"|"USA"|"03909"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36592"|"1510743"|"Wells Medical Services"|"112-114 Sanford Road"|"Wells"|"ME"|"USA"|"04090"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36593"|"1510743"|"South Berwick Medical Services"|"57 Portland Street"|"South Berwick"|"ME"|"USA"|"03908"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36594"|"1510743"|"Berwick Medical Services"|"4 Dana Drive"|"Berwick"|"ME"|"USA"|"03901"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36595"|"1510743"|"Kittery Medical Services"|"75 US Route 1"|"Kittery"|"ME"|"USA"|"03904"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36596"|"1510743"|"York Outpatient Physical Therapy"|"16 Long Sands Road"|"York"|"ME"|"USA"|"03909"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36597"|"1510743"|"Kittery Medical Services"|"35 Walker Street"|"Kittery"|"ME"|"USA"|"03904"|"General Medical & Surgical"
"01-0212444"|"York Hospital"|"36598"|"1510743"|"North Berwick Medical Services"|"23 Wells Street"|"North Berwick"|"ME"|"USA"|"03906"|"General Medical & Surgical"
"01-0130427"|"BRIDGTON HOSPITAL"|"37179"|"1521066"|"NORTHERN BRIDGTON FAMILY PRACTICE"|"14 WYONEGONIC ROAD"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37180"|"1521066"|"BRIDGTON OBGYN"|"15 HOSPITALDRIVE BUILDING B"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37181"|"1521066"|"CENTRAL MAINE GASTROENTEROLOGY"|"15 HOSPITAL DRIVE BUILDING B"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37182"|"1521066"|"BRIDGTON PEDIATRICS"|"25 HOSPITAL DRIVE"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37183"|"1521066"|"BRIDGTON INTERNAL MEDICINE"|"25 HOSPITAL DRIVE"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37184"|"1521066"|"BRIDGTON ORTHOPEDICS"|"25 HOSPITAL DRIVE"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37185"|"1521066"|"BRIDGTON SURGICAL SPECIALISTS"|"25 HOSPITAL DRIVE"|"BRIDGTON"|"ME"|"USA"|"04009"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37186"|"1521066"|"FRYEBURG FAMILY MEDICINE"|"253 BRIDGTON ROAD"|"FRYEBURG"|"ME"|"USA"|"04037"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0130427"|"BRIDGTON HOSPITAL"|"37187"|"1521066"|"NAPLES FAMILY PRACTICE"|"410 ROOSEVELT TRAIL"|"NAPLES"|"ME"|"USA"|"04055"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37188"|"1521068"|"Ellsworth Internal Medicine"|"32 Resort Way"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37189"|"1521068"|"Ellsworth Family Practice"|"32 Resort Way"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37190"|"1521068"|"Maine Coast Pediatrics"|"32 Resort Way"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37191"|"1521068"|"Eleanor Widener Dixon Memorial Clinic"|"37 Clinic Road"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37192"|"1521068"|"Southwest Harbor Medical Center"|"45 Herrick Road"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37193"|"1521068"|"Maine Coast Specialty Clinic"|"306 Main Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37194"|"1521068"|"Maine Coast Urology"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37195"|"1521068"|"Maine Coast Rheumatology"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37196"|"1521068"|"Down East Dermatology"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37197"|"1521068"|"Maine Coast General Surgery"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37198"|"1521068"|"Maine Coast Women Care"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37199"|"1521068"|"Maine Coast Hand &Shoulder"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37200"|"1521068"|"Frenchman Bay Orthopedics"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37201"|"1521068"|"Maine Coast Otolaryngology"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37202"|"1521068"|"Maine Coast Memorial Hospital Nocturn"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0198331"|"Maine Coast Regional Health Facilities"|"37203"|"1521068"|"Maine Coast Neurology"|"50 Union Street"|"Ellsworth"|"ME"|"USA"|"04605"|"Physician Practice"
"01-0215227"|"RUMFORD HOSPITAL"|"37204"|"1521070"|"DIXFIELD CLINIC"|"146 WEL STREET"|"DIXFIELD"|"ME"|"USA"|"04224"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0215227"|"RUMFORD HOSPITAL"|"37205"|"1521070"|"SWIFT RIVERCLINIC"|"430 FRANKLIN STREET"|"RUMFORD"|"ME"|"USA"|"04276"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0215227"|"RUMFORD HOSPITAL"|"37206"|"1521070"|"RIVERVALLEY INTERNALMEDICINE"|"431 FRANKLIN STREET"|"RUMFORD"|"ME"|"USA"|"04276"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0215227"|"RUMFORD HOSPITAL"|"37207"|"1521070"|"RUMFORD SPECIALTY SUITES"|"431 FRANKLIN STREET"|"RUMFORD"|"ME"|"USA"|"04276"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0215227"|"RUMFORD HOSPITAL"|"37208"|"1521070"|"RUMFORD SURGICALSPECIALISTS"|"431 FRANKLIN STREET"|"RUMFORD"|"ME"|"USA"|"04276"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37657"|"1524507"|"CENTRAL MAINE GASTROENTEROLOGY ASSOCIATE"|"77 BATES STREET SUITE 202"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37658"|"1524507"|"CENTRAL MAINE SURGICAL ASSOCIATES"|"12 HIGH STREET SUITE 401"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37659"|"1524507"|"CENTRAL MAINE HEART ASSOCIATES"|"60 HIGH STREET GROUND FLOOR"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37660"|"1524507"|"CENTRAL MAINE OBSTETRICSGYNE COLOGY"|"12 HIGH STREET SUITE 200"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37661"|"1524507"|"FAMILY HEALTH CARE ASSOCIATES"|"190 STETSON ROAD"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37662"|"1524507"|"CENTRAL MAINE PEDIATRICS"|"12 HIGH STREET SUITE 301"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37663"|"1524507"|"CENTRAL MAINE HEMATOLOGY & ONCOLOGY"|"12 HIGH STREET SUITE 102"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37664"|"1524507"|"CENTRAL MAINE UROLOGY"|"12 HIGH STREET SUITE 404"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37665"|"1524507"|"CENTRAL MAINE NEUROLOGY"|"10 MINOT AVENUE"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37666"|"1524507"|"CENTRAL MAINE INTERNAL MEDICINE"|"12 HIGH STREET SUITE 400"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37667"|"1524507"|"CENTRAL MAINE FAMILY MEDICINE RESIDENCY"|"76 HIGH STREET 1ST FLOOR"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37668"|"1524507"|"CENTRAL MAINE FAMILY PRACTICE"|"12 HIGH STREET SUITE 302"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37669"|"1524507"|"CENTRAL MAINE BARIATIRC SURGERY"|"10 HIGH STREET SUITE 105"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37670"|"1524507"|"CENTRAL MAINE PAIN & HEADACHE CENTER"|"77 BATESSTREET SUITE 101"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37671"|"1524507"|"CENTRAL MAINE EAR NOSE & THROAT"|"12 HIGH STREET SUITE 102"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37672"|"1524507"|"WOMEN'S SPECIALTY CENTER"|"287 MAIN STREET SUITE 201"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37673"|"1524507"|"MINOT AVENUE FAMILY MEDICINE"|"789 MINOT AVENUE"|"AUBURN"|"ME"|"USA"|"04210"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37674"|"1524507"|"CENTRAL MAINE ENDOCRINOLOGY"|"287 MAIN STREET SUITE 301"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37675"|"1524507"|"LISBON FAMILY PRACTICE"|"2 BISBEE ROAD"|"LISBON"|"ME"|"USA"|"04250"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37676"|"1524507"|"CENTRAL MAINE PULMONARY & CRITICAL CARE"|"300 MAIN STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37677"|"1524507"|"BRUNSWICK FAMILY HEALTH"|"329 MAINE STREET SUITE H"|"LEWISTON"|"ME"|"USA"|"04011"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37678"|"1524507"|"CENTRAL MAINE SLEEP CENTER"|"60 HIGH STREET LOWER LEVEL"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37679"|"1524507"|"CENTRAL MAINE PULMONARY & SLEEP MEDICINE"|"76 HIGH STREET SUITE 300"|"LEWISTON"|"ME"|"USA"|"04240"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37680"|"1524507"|"TOPSHAM FAMILY MEDICINE"|"4 HORTON PLACE"|"TOPSHAM"|"ME"|"USA"|"04086"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37681"|"1524507"|"POLAND COMMUNITY HEALTH CENTER"|"364 MAIN STREET"|"POLAND"|"ME"|"USA"|"04274"|"OUTPATIENT PHYSICIANC LINIC"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"37682"|"1524507"|"GRAY FAMILY HEALTHCENTER"|"126 SHAKER ROAD ROUTE 26B"|"GRAY"|"ME"|"USA"|"04039"|"OUTPATIENT PHYSICIANC LINIC"
