"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_CONTRACTORS"
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"725860"|"0"
"01-0353371"|"Salt, Inc."|"725861"|""
"01-0355090"|"LOVEJOY HEALTH CENTER, INC"|"725862"|"0"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"725863"|""
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"725865"|"0"
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"725866"|"0"
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"725867"|""
"01-0368153"|"THE PROGRESS CENTER, INC."|"725868"|"0"
"01-0369793"|"Facilities Inc"|"725869"|"0"
"01-0370896"|"Maine Association of Retirees, Inc."|"725870"|"0"
"01-0371234"|"ELLWORTH AREA CHAMBER OF COMMERCE"|"725871"|"0"
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"725872"|"0"
"01-0384833"|"Big Brothers Big Sisters of Midcoast Mai"|"725873"|"0"
"01-0391208"|"LA ARTS"|"725875"|"0"
"01-0406624"|"HOLOCAUST HUMAN RIGHTS CENTER OF MAINE"|"725876"|"0"
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"725877"|"0"
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"725878"|"0"
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"725879"|"0"
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"725880"|"0"
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"725881"|""
"01-0482069"|"RIDING TO THE TOP"|"725882"|"0"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"725883"|"0"
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"725884"|"0"
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROGRA"|"725885"|"0"
"01-0514118"|"HEAR ME NOW INC"|"725886"|"0"
"01-0518534"|"THE SHARING FOUNDATION"|"725887"|"0"
"01-0572406"|"RADCLIFT INC"|"725888"|""
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"725890"|"0"
"01-0665300"|"BARTRAM TRAIL CDC INC"|"725891"|"0"
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"725892"|"0"
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS INC"|"725894"|"0"
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"725895"|"0"
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"725896"|""
"01-0779327"|"ISAIAH'S PLACE"|"725897"|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"725899"|"0"
"01-0819513"|"DANSVILLE FIRE DEPARTMENT, INC."|"725900"|"0"
"01-0831698"|"Jewish Community Foundation"|"725901"|"0"
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"725902"|"0"
"01-0872726"|"International Spanish Language Academy"|"725903"|"0"
"01-0916759"|"KIPP ST. LOUIS"|"725904"|"2"
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"725910"|"0"
"01-0211532"|"KENTS HILL SCHOOL"|"732890"|"5"
"01-0887074"|"Angels With A Mission Foundation, Inc."|"733019"|""
"02-0150530"|"TEAMSTERS LOCAL UNION NO 633 OF NH"|"733021"|"0"
"02-0208422"|"Veterans of Foreign Wars Post #168"|"733026"|"0"
"01-0220430"|"THE LINCOLN HOME"|"733966"|"0"
"01-0448173"|"Center for Teaching and Learning"|"733970"|"0"
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"733971"|"1"
"01-0534548"|"Community Care"|"733974"|"1"
"01-0640027"|"MGM Resorts Foundation"|"733976"|"0"
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"733980"|"0"
"01-0153128"|"Greater Rumford Community Center"|"734858"|"0"
"01-0211565"|"WAYNFLETE SCHOOL"|"734859"|"0"
"01-0248780"|"Maine Audubon Society"|"734860"|"0"
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"734861"|"0"
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"734862"|"0"
"01-0349310"|"Treats Falls House, Inc."|"734863"|"1"
"01-0352658"|"SAFE VOICES"|"734864"|"0"
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"734865"|"0"
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION, INC."|"734866"|"0"
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES, INC."|"734867"|"0"
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"734868"|"0"
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"734869"|"0"
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"734870"|"0"
"01-0430261"|"MAINE WOMEN'S FUND"|"734871"|"0"
"01-0438846"|"AMERICA EAST"|"734872"|"0"
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"734873"|"0"
"01-0451663"|"JHA SERVICES"|"734874"|"1"
"01-0466768"|"American University in Bulgaria"|"734875"|"1"
"01-0467073"|"St Croix Regional Family Health Center"|"734876"|"1"
"01-0483192"|"Families And Children Together"|"734877"|""
"01-0492479"|"Maine Children's Trust Inc"|"734878"|"0"
"01-0493614"|"PINE ISLAND CAMP, INC."|"734879"|"0"
"01-0499734"|"UNITED SOCCER FEDERATION OF MAINE"|"734880"|"0"
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"734882"|"0"
"01-0565752"|"CANOPY: TREES FOR PALO ALTO"|"734884"|"0"
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"734885"|"0"
"01-0740130"|"RIO HONDO COMMUNITY DEVELOPMENT CORPORATION"|"734886"|"2"
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"734887"|"0"
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"734888"|"1"
"01-0908761"|"OPENCOURSEWARE CONSORTIUM, INC."|"734889"|"1"
"01-0927505"|"STOCKTON HINDU CULTURAL & COMMUNITY"|"734890"|""
"02-0110903"|"American Legion Frank E. Booma Post #6"|"734894"|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"734895"|""
"02-0211966"|"VETERANS OF FOREIGN WARS - POST 1670"|"734896"|""
"02-0241746"|"COE-BROWN NORTHWOOD ACADEMY"|"734900"|""
"01-6009643"|"Academy Trust of Fryeburg"|"739070"|""
"01-0247002"|"GEORGE STEVENS ACADEMY"|"739173"|"1"
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"739182"|"0"
"01-0597016"|"Pelican Isle Yacht Club Inc"|"739187"|"0"
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"739192"|"0"
"01-6006001"|"Bigelow Laboratory for Ocean Sciences"|"739199"|"5"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"739342"|"0"
"01-0621556"|"THE GILL ST. BERNARD'S PARENTS' ASSOCIATION, INC."|"739346"|"0"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"739349"|"0"
"02-0210407"|"BALD PEAK COLONY CLUB"|"739353"|"0"
"02-0222254"|"YWCA OF NEW HAMPSHIRE"|"739355"|"0"
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"739376"|"0"
"01-0620969"|"Slavic Assistance Center, Inc."|"739380"|""
"01-0223898"|"WINDSOR FAIR"|"741104"|"0"
"01-0562526"|"ASSOC OF COMMUNITY PHARMACISTS, INC"|"741106"|"1"
"01-0783423"|"VISION COMUNICATIONS INTERNATIONAL"|"741108"|"0"
"01-0805301"|"Hobby Radio Inc"|"741109"|"0"
"01-0211484"|"Bangor Theological Seminary"|"741492"|"0"
"01-0722629"|"MARIE A. MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"741497"|"0"
"01-0846888"|"RESTORATION CENTER INC"|"741499"|"0"
"01-0398692"|"Sheepscot Valley Children's House"|"742143"|"0"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE, INC."|"742145"|"0"
"01-0504446"|"Hyde School at South Woodstock, Inc."|"742147"|"2"
"01-0653458"|"FOUNDATION FOR CHILDREN"|"742151"|""
"01-0702442"|"NC IDEA"|"742153"|"2"
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"742154"|"0"
"01-6000784"|"AUBURN PUBLIC LIBRARY"|"742158"|"0"
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"742159"|"0"
"01-0061300"|"Fraternal Order of Eagles #1457"|"743424"|"0"
"01-0211509"|"GOULD ACADEMY"|"743427"|"0"
"01-0229448"|"Trustees of Washmgton Academy"|"743429"|"1"
"01-0263385"|"Thomas College"|"743431"|"5"
"01-0278623"|"Androscoggin Valley Council of Governments"|"743433"|"0"
"01-0317103"|"SeniorsPlus"|"743435"|"1"
"01-0331180"|"Downeast Horizons, Inc."|"743437"|""
"01-0348331"|"CHOCOLATE CHURCH ARTS CENTER"|"743439"|"0"
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"743441"|"0"
"01-0455018"|"ROTARY INTERNATIONAL, DISTRICT 7780"|"743445"|"0"
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NORTHERN NEW ENGLAND"|"743447"|""
"01-0513301"|"CANCER COMMUNITY CENTER"|"743448"|"0"
"01-0697213"|"HELPING HANDS OUTREACH"|"743450"|"0"
"01-0735034"|"REED ACADEMY"|"743452"|"1"
"01-0794721"|"Tikigaqmiut Incorporated"|"743454"|"0"
"01-0896501"|"US CENTRAL ASIA EDUCATION FOUNDATION"|"743456"|"1"
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"743459"|"0"
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"743462"|"0"
"01-0202445"|"Grindstone Association"|"747004"|"0"
"01-0505151"|"PROFESSIONAL LOGGING CONTRACTORS OF MAINE"|"747008"|"0"
"01-0550350"|"Regents Academy of Nacogdoches"|"747010"|""
"01-0563040"|"Servant's Heart Camp Ministries"|"747012"|"0"
"01-6233557"|"South Path PC EWBPT"|"747017"|"0"
"01-0212178"|"AMERICAN LEGION POST 158 COOMBS-MONTFORT"|"747438"|"0"
"01-0266549"|"KENNEBEC VBALLEY HUMANE SOCIETY"|"747439"|""
"01-0343289"|"Maine State Troopers Association"|"747440"|""
"01-0349146"|"Newport Public Library Association"|"747441"|"0"
"01-0367581"|"BROWNVILLE HOUSING CORPORATION"|"747442"|"0"
"01-0376143"|"MAINE AVENUE MANOR,INC"|"747443"|"0"
"01-0529491"|"AVIAN HAVEN"|"747444"|"0"
"01-0564259"|"FREEMUSLIM ASSOCIATION, INC."|"747445"|""
"01-0590995"|"Animal Advocates of Moore County INC"|"747446"|""
"01-0638984"|"WEALTH WATCHERS, INC."|"747447"|"0"
"01-0642220"|"4 S FOUNDATION INC"|"747448"|""
"01-0762333"|"RITA PROJECT, INC."|"747449"|""
"01-0861042"|"Windal Walker Evengelistic Ministry, Inc."|"747450"|"0"
"01-0884285"|"CATS LEAGUE AND ASSISTANCE OF WESTERN SLOPE"|"747451"|""
"02-0216010"|"Veteras of Foreign Wars #1698"|"747454"|""
"01-0196359"|"THE IRIS NETWORK"|"747789"|"0"
"01-0222130"|"Fair View Hospital, INC."|"747793"|"0"
"01-0356261"|"AMERICAN VETERANS OF WWII"|"747797"|"0"
"01-0357357"|"Tri-County Emergency Medical Servic"|"747799"|"0"
"01-0456521"|"MAINE HOSPICE COUNCIL AND CENTER FOR END"|"747801"|"0"
"01-0473460"|"DOWNTOWN IMPROVEMENT DISTRICT, INC"|"747803"|"0"
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"747805"|"0"
"01-0596543"|"Ashburn Travel Hockey, Inc."|"747808"|"0"
"01-0720520"|"FRANKLIN HIGH SCHOOL BOOSTER CLUB"|"747810"|"0"
"01-0820836"|"ARIZONA PHARMACY ALLIANCE, INC"|"747811"|"0"
"01-0840857"|"TRANSFORMATIVE ACTION INSTITUTE"|"747813"|"0"
"02-0162153"|"MANCHESTER MASONIC TEMPLE ASSOC"|"747817"|"0"
"02-0243160"|"GIRL SCOUTS OF THE GREEN AND WHITE MOUNTAINS"|"747823"|"0"
"01-0198980"|"Northeast Harbor Fleet"|"749416"|"0"
"01-0221344"|"BRIDGTON ACADEMY"|"749419"|"0"
"01-0233280"|"United Way of Mid-Maine"|"749422"|"0"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"749424"|"0"
"01-0342859"|"SPORTS PROJECTS INC"|"749428"|"0"
"01-0352636"|"FAMILY CRISIS SERVICES"|"749431"|"0"
"01-0440182"|"ST. XAVIER'S HOME"|"749434"|"0"
"01-0471985"|"BROADREACH INC"|"749438"|"0"
"01-0500860"|"Amistad, Inc."|"749441"|"0"
"01-0513859"|"BRIDGTON ICE ARENA INC"|"749444"|"0"
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"749447"|"0"
"01-0544468"|"FOUR DIRECTIONS DEVELOPMENT CORPORATION"|"749450"|"0"
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"749452"|""
"01-0594835"|"Oakland Kids First"|"749454"|"0"
"01-0607881"|"MOUND STREET IT ACADEMY"|"749455"|""
"01-0607915"|"MOUND STREET MILITARY ACADEMY"|"749457"|""
"01-0612697"|"Farmington Youth Basketball Association"|"749459"|"0"
"01-0684796"|"STEP BY STEP ACADEMY INC"|"749462"|"1"
"01-0724451"|"ASPEN CENTER FOR ENVIRONMENTAL STUDIES ENDOWMENT FUND INC"|"749466"|"0"
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"749469"|"0"
"01-0812774"|"Bonfield Express Foundation"|"754927"|"0"
"01-0943174"|"HOSE OF JUDAH"|"754931"|""
"02-0164055"|"MASONIC BUILDING ASSOCIATION"|"754939"|"0"
"01-0518520"|"NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK"|"754978"|""
"01-0145780"|"PURPOODOCK CLUB"|"755734"|"0"
"01-0241767"|"UNITED WAY INC"|"755736"|"0"
"01-0288275"|"MAINE MARINE TRADE ASSOCIATION"|"755737"|"0"
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"755738"|""
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"755739"|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"755741"|"0"
"01-0510768"|"JHA PROPERTIES INC"|"755742"|"1"
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"755743"|"0"
"01-0544094"|"BRIXHAM MONTESSORI FRIENDS SCHOOL"|"755744"|""
"01-0569965"|"Hillel at Binghamton Inc"|"755745"|"0"
"01-0783081"|"Chinese American Cooperation Council"|"755746"|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"755749"|"0"
"02-0214564"|"GREATER KEENE CHAMBER OF COMMERCE"|"755750"|""
"00-0889899"|"Academic & Behavioral Clinic, Inc"|"758139"|"4"
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"758140"|"8"
"01-0211798"|"Mount Desert Nursing Association"|"758141"|"0"
"01-0283794"|"Maine Health Care Association"|"758143"|"0"
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"758144"|"2"
"01-0729022"|"EAST BAY HOUSING OPT IONS INC"|"758146"|""
"01-0363316"|"OAKFIELD HOUSING CORPORATION"|"758343"|"0"
"01-0384908"|"The Maine Way Inc."|"758345"|""
"01-0499703"|"REM"|"758347"|"0"
"01-0587702"|"BODIOGRAPHY CONTEMPORARY BALLET"|"758350"|"0"
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"758352"|"0"
"01-0693025"|"GILLOURY INSTITUTE"|"758355"|"0"
"01-0751931"|"UTAH BUSINESS LENDING CORPORATION"|"758357"|""
"01-0852125"|"ORGANIZATION OF PJM STATES, INC. (OPSI)"|"758362"|"0"
"02-0213403"|"VETERANS OF FOREIGN WARS OF THE US VFS-NH"|"758369"|""
"01-0086202"|"THE HARBOR CLUB, INC."|"758490"|"0"
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"758497"|"0"
"01-0271210"|"Husson University"|"758501"|"0"
"01-0362709"|"OHI"|"758504"|"0"
"01-0376832"|"MAINE VETERANS HOME"|"758508"|"6"
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"758511"|""
"01-0765907"|"GREAT RIVER SHAKESPEARE FESTIVAL"|"758515"|"0"
"01-0436438"|"Northern Oxford Regional Ambulance Service"|"760504"|"1"
"01-0329208"|"AMERICAN VETERANS WWII, POST NUMBER"|"760848"|""
"01-0204920"|"WATERVILLE COUNTRY CLUB"|"761291"|""
"01-0684986"|"AMERICAN SOCIETY OF TRANSPORTATION AND LOGISTICS, INC."|"761293"|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"761295"|"0"
"01-0332352"|"PATTEN HOUSING CORPORATION"|"761644"|"0"
"01-0365386"|"ISLAND FALLS HOUSING CORPORATION"|"761648"|"0"
"01-0375377"|"ALLAGASH DEVELOPMENT CORPORATION"|"761650"|""
"01-0709830"|"Educational Research Group"|"761653"|""
"01-0842289"|"United Associations of Heather Ridge, Inc."|"761656"|"0"
"01-6012127"|"Bridgton Scholarship Foundation"|"761658"|"0"
"01-6157155"|"Sanford Sprindvale Mousam Way"|"761664"|""
"01-0369553"|"YESTERDAY'S CHILDREN INC"|"762093"|"1"
"01-0409991"|"FAMILY FOCUS"|"762094"|"0"
"01-0567964"|"California Tamil Academy"|"762095"|"0"
"01-0613583"|"Learning Alternatives, Inc."|"762096"|"0"
"01-6018086"|"Norway Pine Grove Cemetery"|"762097"|""
"02-0103715"|"THENEW HAMPSHIRE DEPARTMENTOFTHE AMERICANLEGION"|"766935"|""
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"766937"|""
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"768237"|"0"
"01-0746157"|"AM DAWG INC."|"768240"|"0"
"01-0220724"|"Boothbay Harbor Region Chamber of Commerce"|"768832"|"0"
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL # 1253"|"768836"|"0"
"01-0370020"|"BANGOR AIRPORT CIVIC DEVELOPMENT CORP"|"768840"|"0"
"01-0376664"|"MAINE ELKS ASSOCIATION"|"768844"|"0"
"01-0602637"|"INTERNATIONAL PACKAGED CONCRETE MANUFACTURERS ASSOCIATION INC"|"768847"|"0"
"01-0286071"|"KAPPA DELTA PHI INC"|"768907"|"0"
"01-0433461"|"THE MEDICAL DOSIMETRIST CERTIFICATION BOARD"|"768913"|"0"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"768916"|"0"
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT 561"|"768921"|""
"01-0367791"|"UNITED PEJEPSCOT HOUSING, INC"|"768999"|"0"
"01-6021180"|"MAINE BEER & WINE WHOLESALERS ASSOC., INC"|"769016"|"0"
"01-0092600"|"HOPE CEMETERY CORPORATION"|"772974"|"0"
"01-0205722"|"Brookside Cemetery Association, Inc."|"772975"|"0"
"01-0224214"|"UNION FAIR SOCIETY"|"772976"|"0"
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"772977"|"0"
"01-6038250"|"BPO ELKS MILLINOCKET LODGE NO 1521"|"772978"|"0"
"01-0173095"|"Trefethen Evergreen Improvement Association"|"773991"|"0"
"01-0369983"|"BANGOR POLICE RELIEF ASSOCIATION"|"773996"|"0"
"01-0424895"|"SOUTH PARK DEVELOPMENT CORPORATION"|"775209"|"0"
"01-0490882"|"FRATERNAL ORDER OF EAGLES"|"775210"|""
"02-0116973"|"GREATER NASHUA CHAMBER OF COMMERCE"|"775211"|"0"
"01-0509118"|"Maine International Trade Center"|"776031"|"0"
"01-0529871"|"Maine Technology Institute"|"776035"|"0"
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"776039"|"0"
"01-0143485"|"PORTLAND YACHT CLUB"|"776151"|"0"
"02-0152844"|"NUMBER SEVEN WEBSTER AVENUE"|"776156"|"0"
"01-0217277"|"MAINE FARM BUREAU ASSOCIATION"|"776586"|"0"
"01-0243451"|"Spednic Club, Inc."|"776588"|""
"01-0286963"|"ARUNDEL YACHT CLUB"|"776591"|"0"
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"776595"|""
"01-0413112"|"Fraternal Order of Eagles Aerie #41 Aerie #4131"|"776598"|"0"
"01-0635954"|"Fayetteville Main Street Tourism Association Inc"|"776601"|"0"
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"776603"|"0"
"01-0784004"|"LOCAL 348-S REALTY HOLDING CORPORATION"|"776606"|"0"
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"776608"|"0"
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"776611"|"0"
"02-0136438"|"Fraternal Order of Eagles #1464"|"776614"|"0"
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"776621"|"0"
"01-0215913"|"BUCK MEMORIAL LIBRARY"|"777594"|""
"01-0327898"|"CORINNA HOUSING CORPORATION"|"777597"|"0"
"01-0358152"|"SOUL'S HARBOR, INC."|"777600"|"0"
"01-0545442"|"FRIENDS OF THE COBBOSSEE WATERSHED"|"777603"|"0"
"01-0574719"|"Carver Heights Ministries Inc."|"777606"|"0"
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"777612"|"1"
"01-0692354"|"International Collegiate Licensing Association"|"777615"|"0"
"01-0791367"|"Minnesota Fathers & Families Network"|"777620"|"0"
"01-0966602"|"JESUS AND MARY HOPE MINISTRY"|"777621"|""
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"777627"|""
"02-0185360"|"Rochester Cemetery Association"|"777646"|""
"02-0225721"|"AMERICAN LEGION RICCIARDI-HARTSHORN POST 23"|"777650"|""
"01-0032215"|"Boothbay Harbor Yacht Club"|"778853"|"0"
"01-0317679"|"Family Planning Association of Maine, Inc."|"778858"|"0"
"01-0319131"|"Sigma Delta Pi"|"778860"|"0"
"01-0358141"|"CARING UNLIMITED"|"778863"|"0"
"01-0406611"|"PLEASANT STREET HOUSING INC"|"778866"|"0"
"01-0451523"|"HEALTHY KIDS A FAMILY RESOURCE NETWORK"|"778868"|"0"
"01-0475374"|"CHILDREN'S ODYSSEY"|"778872"|"0"
"01-0509578"|"WESTBROOK YOUTH CENTER INC"|"778874"|"0"
"01-0520813"|"PENINSULA MONTESSORI, INC."|"778876"|"0"
"01-0526734"|"OPERA HOUSE ARTS"|"778878"|"0"
"01-0530955"|"SKYLINE FARM"|"778880"|"0"
"01-0563134"|"MANRESA ALHAMBRA HOUSE INC"|"778887"|""
"01-0595450"|"VISITATION HOUSE, INC."|"778890"|"0"
"01-0595862"|"Access Institute for Psychological Services"|"778893"|"0"
"01-0735369"|"YONKERS SOUTH BROADWAY DISTRICT"|"778902"|"0"
"01-0738748"|"SECOND IMPRESSIONS"|"778905"|""
"01-0777856"|"Literacy for Environmental Justice"|"778914"|"0"
"01-0837128"|"Jericho Partnership Inc"|"778919"|"0"
"01-0839874"|"NORTH GRAND NEIGHBORHOOD SERVICES"|"778922"|""
"01-0959428"|"GROW FOOD NORTHAMPTON INC"|"778925"|"0"
"01-6023748"|"Penguis C.A.P., Inc."|"778928"|"8"
"01-0219810"|"MAINE INSURANCE AGENTS ASSOCIATION"|"780801"|"0"
"02-0156447"|"FRATERNAL ORDER OF EAGLES"|"780810"|"0"
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"784910"|"0"
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"785724"|""
"02-0170390"|"CLUB NATIONAL, INC"|"785725"|"0"
"01-0377632"|"Maine Harness Horsemen's association"|"785748"|""
"01-0440702"|"Arundel Cemetery Corp."|"785752"|""
"01-0517028"|"CMP DEATH BENFIT VEBA TRUST"|"785754"|"0"
"01-0517029"|"CMP PRM UNION VEBA TRUST"|"785756"|"0"
"01-0561114"|"POST TRANSPLANT FOUNDATION"|"785759"|"0"
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"785761"|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"785763"|"0"
"01-0211536"|"North Yarmouth Academy"|"785900"|"0"
"01-0440729"|"The Kennebec Land Trust"|"785904"|"0"
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION INC"|"785911"|"5"
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"785913"|"1"
"01-6012710"|"Independent Order of Odd Fellows"|"788065"|"0"
"01-0211503"|"Franklin Memorial Hospital"|"788101"|"21"
"02-0218036"|"Veterans of Foreign Wars Post 8546"|"788837"|""
"01-0130335"|"Northeast Harbor Tennis Club"|"789332"|"0"
"01-6010406"|"AHAVAS ACHIM SOCIETY OF BROTHERLY LOVE"|"789340"|"0"
"02-0235942"|"Meredith Chamber of Commerce"|"789379"|""
"01-0282768"|"CHI DELTA PHI HOUSE CORP."|"789637"|"0"
"01-0669290"|"Belchertown Land Trust, Inc."|"789718"|""
"01-0078060"|"HENRIETTA D GOODALL HOSPITAL INC"|"789821"|"12"
"01-0192761"|"CHILD EVANG-ELISM FELLOWSHIP, INC"|"789823"|"0"
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"789825"|"4"
"01-0339969"|"Maine Society of CPA's"|"789828"|"0"
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"789832"|"5"
"02-0229869"|"DUBLIN SCHOOL INC"|"789837"|"1"
"01-0063057"|"FRATERNAL ORDER OF EAGLES #804"|"791612"|""
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"791619"|"0"
"01-0959193"|"INTERNATIONAL UNION UAW, LOCAL UNION 2121"|"791791"|"0"
"02-0107545"|"BEACH CLUB, INC."|"791793"|"0"
"02-0164078"|"Littleton Masonic Temple Building"|"791794"|"0"
"01-0353682"|"LEARNINGWORKS"|"792013"|"0"
"01-0465754"|"CHILD EVANGELISM FELLOWSHIP, INC"|"792016"|""
"01-0588381"|"DISTRICT OF COLUMBIA CHAMBER OF COMMERCE FOUNDATION"|"792018"|"0"
"01-0882170"|"TOP HOUSE INC"|"792020"|"0"
"01-0124810"|"MOUNT HOPE CEMETERY CORP."|"793350"|"0"
"01-0206454"|"LEDGELAWN CEMETERY INC"|"793351"|"0"
"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY POST 14"|"793352"|""
"01-0242328"|"Bucks Harbor Yacht Club"|"793353"|"0"
"01-0281420"|"FORT KENT GOLF CLUB"|"793354"|"0"
"01-0355563"|"Maine Development Foundation"|"793355"|"0"
"01-0448408"|"WISCASSET, WATERVILLE & FARMINGTON RAILWAY MUSEUM"|"793357"|""
"01-0472430"|"Royal River Conservation Trust"|"793358"|"0"
"01-0478564"|"FRIENDS OF ROCKLAND PUBLIC LIBRARY"|"793359"|""
"01-0509853"|"PINE CREST DEVELOPMENT CORPORATION DEVELOPMENT CORP"|"793360"|"0"
