"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CLOTH_CBX"|"CLOTH_NON_CASH_CONTRIB"|"CLOTH_NON_CASH_METHOD"|"SEC_PUB_CBX"|"SEC_PUB_NUM_CONTRIB"|"SEC_PUB_NON_CASH_CONTRIB"|"SEC_PUB_NON_CASH_METHOD"|"SEC_STOCK_CBX"|"SEC_STOCK_NUM_CONTRIB"|"SEC_STOCK_NON_CASH_CONTRIB"|"SEC_STOCK_NON_CASH_METHOD"|"SEC_TRUST_CBX"|"SEC_TRUST_NUM_CONTRIB"|"SEC_TRUST_NON_CASH_CONTRIB"|"SEC_TRUST_NON_CASH_METHOD"|"SEC_MISC_CBX"|"SEC_MISC_NUM_CONTRIB"|"SEC_MISC_NON_CASH_CONTRIB"|"SEC_MISC_NON_CASH_METHOD"|"FOOD_CBX"|"FOOD_NUM_CONTRIB"|"FOOD_NON_CASH_CONTRIB"|"FOOD_NON_CASH_METHOD"|"DRUG_CBX"|"DRUG_NUM_CONTRIB"|"DRUG_NON_CASH_CONTRIB"|"DRUG_NON_CASH_METHOD"
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of inwood"|"1145327"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6013593"|"Telephone Association of Maine"|"1145329"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6020566"|"WALDO COMMUNITY ACTION PARTNERS"|"1145331"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6038550"|"Danald V. Henry Post 80"|"1145333"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0104257"|"St. John's Masonic Lodge"|"1145334"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0119965"|"CLUB MONT ROYAL"|"1145335"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0132120"|"Doing Business As"|"1145336"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"1145338"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0185360"|"Rochester Cemetery Association"|"1145339"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0215228"|"AMREICAN LEGION POST #8"|"1145341"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0237992"|"American Legion Post #22-Guyer Carignan"|"1145343"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6009643"|"Academy Trust of Frveburg"|"1154820"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"1154938"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011528"|"Walter Bisbee Trust"|"1154940"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015947"|"Camden Public Library Maintenance Fund"|"1154941"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0172300"|"BUSINESS AND INDUSTRY ASSOCIATION OF NH"|"1154942"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0199142"|"ABENAKEE CLUB"|"1155504"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0242328"|"Bucks Harbor Yacht Club"|"1155505"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"1155506"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0329792"|"DELTA AMBULANCE"|"1155507"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"1155508"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0358152"|"SOUL'S HARBOR, INC."|"1155509"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0367581"|"BROWNVILLE HOUSING CORPORATION"|"1155510"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0438881"|"SHADY NOOK IMPROVEMENT ASSOCIATION, INC."|"1155511"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0457499"|"ST MARTIN DE PORRES RESIDENCE INC"|"1155512"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477639"|"WELLPOINT RETIREE VEBA TRUST"|"1155513"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"1155514"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527044"|"OCTOBER CORPORATION"|"1155515"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0529491"|"AVIAN HAVEN"|"1155516"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545442"|"Friends of the Cobbossee Watershed"|"1155517"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0561825"|"Abingdon Feeder Cattle Association"|"1155518"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562546"|"Shermans Dale Community Fire Co."|"1155519"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562775"|"NJ EMERGENCY PREPAREDNESS ASSN"|"1155520"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0660421"|"Jefferson Street Senior Housing Corporation"|"1155522"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0687154"|"NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA"|"1155524"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0748205"|"THE FRIENDS OF THALAMUS"|"1155526"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"1155528"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0791649"|"THE PROMISED LAND FOUNDATION INC"|"1155529"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"1155531"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0852125"|"ORGANIZATION OF PJM STATES, INC. (OPSI) C/0 GREGORY CARMEAN, EXECUTIVE DIRECTOR"|"1155532"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0868265"|"COVENANT OF LOVE UUL, CORP"|"1155534"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0871002"|"Wyoming County Business Center, Inc."|"1155535"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0911420"|"FairVote Minnesota"|"1155537"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0959428"|"GROW FOOD NORTHAMPTON, INC."|"1155538"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"1155539"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6018568"|"The American Legion"|"1155541"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6021794"|"CHARLOTTE HOBBS MEMORIAL -LIBRARY"|"1155542"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6072252"|"TRUSTEES OF LOT OWNERS OF RIVERSIDE CEMETERY UNITRUST"|"1155543"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0105200"|"ACA ASSURANCE"|"1155544"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0150530"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS 633 TCWH LOCAL"|"1155546"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0185330"|"Rochester Agricultural and Mechanical Assn"|"1155547"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0209443"|"Veterans of Foreign Wars VFW-NH 808"|"1155548"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0212637"|"VETERANS OF FOREIGN WARS VFW-NH 2520 WHITE MOUNTAIN"|"1155549"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0239519"|"World Affairs Council of New Hampshire"|"1155553"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0039552"|"CAMDEN YACHT CLUB"|"1161755"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"1161756"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0124841"|"MT PLEASANT CEMETERY CORPORATION"|"1161757"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212541"|"Animal Refuge League"|"1161758"|""|""|""|"Y"|"1"|"484193.0000"|"FMV"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212602"|"Blue Hill Public Library"|"1161759"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223014"|"Ocean Park Association"|"1161760"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0282853"|"BANGOR HISTORICAL SOCIETY"|"1161761"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0287814"|"Caribou Country Club"|"1161762"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288542"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL #2327"|"1161763"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0327007"|"BETHEL HISTORICAL SOCIETY"|"1161764"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"1161765"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0340560"|"Yarmouth Senior Housing Inc."|"1161766"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0390410"|"MAINE SELF-INSURANCE GUARANTEE ASSOCIATION"|"1161767"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0440342"|"BETHEL AREA CHAMBER OF COMMERCE"|"1161768"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0451441"|"NEW LIFE MISSION"|"1161769"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0507505"|"MAINE DAIRY PROMOTION BOARD"|"1161770"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0516517"|"Senior Needs Committee of Wells and Ogunquit"|"1161771"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0567853"|"EBENEZER FOUNDATION INC"|"1161772"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0577111"|"CHIN BAPTIST MISSION CHURCH"|"1161773"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0587702"|"BODIOGRAPHY CONTEMPORARY BALLET"|"1161775"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0602578"|"VISION 21 LEARNING CENTER INC"|"1161777"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0625811"|"Freedom Builders of America Inc"|"1161778"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0633329"|"Cambridge Valley Community Development Preservation Partnership Inc"|"1161779"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"1161780"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0646506"|"Angels of Grace, Inc"|"1161782"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0692354"|"International Collegiate Licensing Association"|"1161784"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709509"|"SINGLES PLEASING THE LORD INC"|"1161785"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0724516"|"ORGANIZACION DE IGUALDAD DE DERECHOS"|"1161786"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0759127"|"Shreveport Scottish Rite Foundation Inc"|"1161787"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0793507"|"THE LOWCOUNTRY HOUSING TRUST INC"|"1161788"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0815275"|"Y'SHUA OUTREACH MINISTRIES"|"1161789"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0847951"|"MOORPARK SAINTS PYFL"|"1161790"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0856114"|"CAVALIER KING CHARLES SPANIEL CLUB RESCUE INC"|"1161791"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0861042"|"WINDAL WALKER EVENGELISTIC MINISTRY INC"|"1161792"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0881719"|"Fisher House in St Louis"|"1161793"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"1161795"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015752"|"ARUNDEL LODGE NO 76 AF & AM"|"1161797"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6044928"|"AUGUSTA ELECTRICAL JATC"|"1161800"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6144341"|"AFSCME Maine Membership Benefit Fund"|"1161801"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"1161802"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0199215"|"UKRAINIAN- AMERICAN CITIZENS CLUB"|"1161805"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"1161807"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6038250"|"BPO ELKS MILLINOCKET LODGE NO 1521"|"1167926"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0459677"|"TANA DIC"|"1168385"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0359948"|"HIRUNDO WILDLIFE TRUST"|"1168390"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0584486"|"ST. LOUIS SENIOR DOG PROJECT"|"1168392"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0594671"|"GILFAD COMMUNITY DEVELOPMENT CORP, INC"|"1168393"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0598137"|"The Thelma Gaylord Lyric Theatre En"|"1168394"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"1168395"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0751931"|"WTAH BOSINESS LENDINY CORPODATION"|"1168396"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011388"|"PINE TREE COUNCIL BSATR DTD 1957 449515014"|"1168398"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"1168399"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6114884"|"JOHN CHABOT EDUCATIONAL FOUNDATION TRUST"|"1168401"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0022320"|"AUGUSTA COUNTRY CLUB"|"1170878"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0131390"|"OAKDALE COUNTRY CLUB"|"1170879"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0132580"|"OQUOSSOC ANGLING ASSOCIATION"|"1170880"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0135937"|"LE PASSE-TEMPS INC"|"1170881"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211791"|"Seventy-Five State Street"|"1170882"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"1170884"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0269721"|"HARRASEEKET YACHT CLUB"|"1170886"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0271579"|"SOUTHWEST HARBOR-TREMONT NURSING SERVICE INC"|"1170887"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0343289"|"Maine State Troopers Association"|"1170888"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0370079"|"HARPSWELL NECK FIRE & RESCUE, INC."|"1170889"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0370385"|"FRANKLIN COUNTY CHILDREN'S TASK FORCEINC"|"1170890"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0453264"|"Maine Tree Foundation"|"1170891"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"1170892"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482069"|"RIDING TO THE TOP"|"1170893"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484018"|"VAALAND CLUB"|"1170894"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484793"|"TABLE OF PLENTY"|"1170895"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0499703"|"REM"|"1170897"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0503294"|"MCKEEN STREET LEARNING CENTER"|"1170898"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504257"|"MUSEUM L-A"|"1170899"|""|""|""|"Y"|"1"|"35440.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0505456"|"Sail Maine"|"1170900"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0524769"|"Greater Franklin Development Corporation"|"1170901"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0531093"|"HOMELESS ANIMAL RESCUE TEAM OF MAINE INC"|"1170902"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0532230"|"Schoodic Arts For All"|"1170903"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0543385"|"Mt Blue Community Access TV Inc"|"1170904"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0551879"|"KIDS CANCER FOUNDATION, INC."|"1170905"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"1170906"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0571372"|"Gandhi Memorial Trust Fund N.F P"|"1170908"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0589194"|"Brazilian Arts Foundation"|"1170909"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0596752"|"WORLD MISSIONS ADVANCE"|"1170911"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621770"|"HANDS OF HOPE MINISTRIES INC"|"1170912"|"Y"|"178324.0000"|"Selling cost"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRACY"|"1170913"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"1170914"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0685280"|"THE TIBETAN COMMUNITY OF NEW YORK AND NEW JERSEY INC"|"1170915"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"1170916"|""|""|""|""|""|""|""|"Y"|"1"|"1999995.0000"|"VALUATION"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0756138"|"FIVE ACRES ANIMAL SHELTER"|"1170920"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0775286"|"CAMBRIDGEGUERNSEY COUNTY VISITORS & CONVENTION BUREAU"|"1170921"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0777882"|"COMMUNITY HOUSING III INC"|"1170922"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0870248"|"FAMILIES OF SLAIN CHILDREN INCORPORATED"|"1170925"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0943174"|"HOUSE OF JUDAH"|"1170928"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004194"|"FERRY BEACH PARK ASSOCIATION"|"1170929"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"1170930"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
