"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"DBA"|"PHONE"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PERIOD_BEGIN"|"PERIOD_END"|"CHANGE_ADDR_CBX"|"CHANGE_NAME_CBX"|"INIT_RET_CBX"|"FINAL_RET_CBX"|"APP_PEND_CBX"|"PRINCIPAL_NAME"|"RECEIPT_TOT"|"TYPE"|"WEB"|"ORG_TYPE_CORPORATION_CBX"|"ORG_TYPE_TRUST_CBX"|"ORG_TYPE_ASSOCIATION_CBX"|"ORG_TYPE_OTHER_CBX"|"ORG_TYPE"|"FORMATION_YEAR"|"LEGAL_DOM"|"GROUP_RET_STATUS_CBX"|"GROUP_RET_ALL_AFFIL_CBX"|"GROUP_RET_GEN"|"LAST_MODIFIED"|"Prefix"|"FirstName"|"MiddleName"|"LastName"|"Suffix"|"Gender"|"ParseNameFlag"
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC."|"626475"|"N"|"LANDMARK HUMAN RESOURCES, INC."|""|"207-647-8396"|""|"PO BOX 178"|""|"BRIDGTON"|"ME"|"USA"|"04009-0178"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"MARY BETH SULLIVAN"|"802337.0000"|"03"|""|"Y"|""|""|""|""|"1975"|"ME"|"N"|""|""|"5/12/2012 9:03:52 AM"|""|"Mary"|"Beth"|"Sullivan"|""|"Female"|"True"
"01-6019359"|"Boothbay Region Student Aid Fund, Inc."|"626476"|"N"|"Boothbay Region Student Aid Fund, Inc."|""|"207-633-2421"|""|"P.O. BOX 293"|""|"Boothbay Harbor"|"ME"|"USA"|"04538-0293"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|""|""|""|""|"David Eastwood"|"1533528.0000"|"03"|"www.boothbayregionstudentaidfund.org"|"Y"|""|""|""|""|"1964"|"ME"|"N"|""|""|"5/12/2012 9:04:05 AM"|""|"David"|""|"Eastwood"|""|"Male"|"True"
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"627686"|"Y"|"GARD W TWADDLE NURSES ENDOWMENT"|""|"207-795-2841"|"C/O CMMC"|"300 MAIN ST"|""|"LEWISTON"|"ME"|"USA"|"04240-7027"|"4/1/2010 12:00:00 AM"|"3/31/2011 12:00:00 AM"|""|""|""|""|""|"PETER CHALKE"|"646117.0000"|"03"|""|""|"Y"|""|""|""|"1954"|"ME"|"N"|""|""|"5/12/2012 6:29:49 PM"|""|"Peter"|""|"Chalke"|""|"Male"|"True"
"01-0211488"|"TRUSTEES OF BLOOMFIELD ACADEMY"|"628492"|"Y"|"TRUSTEES OF BLOOMFIELD ACADEMY"|""|"207-660-6107"|"W S RANDALL"|"20 FIELDSTONE DR"|""|"OAKLAND"|"ME"|"USA"|"04963"|"2/1/2010 12:00:00 AM"|"1/31/2011 12:00:00 AM"|"Y"|""|""|""|""|"RICHARD ANZELC JR"|"687079.0000"|"03"|""|"Y"|""|""|""|""|"1807"|"ME"|"N"|""|""|"5/13/2012 2:01:27 AM"|""|"Richard"|""|"Anzelc"|"Jr       "|"Male"|"True"
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"628493"|"N"|"WINTERKIDS EDUCATION FOUNDATION"|""|"207-871-5700"|""|"120 EXCHANGE ST, PO BOX 7566"|""|"PORTLAND"|"ME"|"USA"|"04112-7566"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|""|""|""|""|"JULIE DELAITE MULKERN"|"386588.0000"|"03"|"WWW.WINTERKIDS.ORG"|"Y"|""|""|""|""|"2000"|"ME"|"N"|""|""|"5/13/2012 2:01:40 AM"|""|"Julie"|"Delaite"|"Mulkern"|""|"Unknown"|"True"
"01-0211807"|"Sweetser"|"631557"|"Y"|"Sweetser"|""|"207-294-4400"|""|"50 Moody Street"|""|"Saco"|"ME"|"USA"|"04072-1536"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Carlton D Pendleton"|"53803138.0000"|"03"|"www.sweetser.org"|"Y"|""|""|""|""|"1828"|"ME"|"N"|""|""|"5/17/2012 5:19:20 AM"|""|"Carlton"|"D"|"Pendleton"|""|"Male"|"True"
"01-0265231"|"UPLIFT INC"|"631558"|"Y"|"UPLIFT INC"|""|"207-582-8021"|""|"PO BOX 1106"|""|"GARDINER"|"ME"|"USA"|"04345"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"TRISH GOSLINE"|"6371343.0000"|"03"|"WWW.UPLIFTMAINE.ORG"|"Y"|""|""|""|""|"1959"|"ME"|"N"|""|""|"5/17/2012 5:19:34 AM"|""|"Trish"|""|"Gosline"|""|"Female"|"True"
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"631559"|"Y"|"MOTIVATIONAL SERVICES INC"|""|"207-626-3465"|""|"PO BOX 229"|""|"AUGUSTA"|"ME"|"USA"|"04332"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Richard Weiss"|"9476411.0000"|"03"|"WWW.MOCOMAINE.COM"|"Y"|""|""|""|""|"1990"|"ME"|"N"|"N"|""|"5/17/2012 5:19:46 AM"|""|"Richard"|""|"Weiss"|""|"Male"|"True"
"01-0358732"|"MOBIUS INC"|"631560"|"Y"|"MOBIUS INC"|""|"207-563-3511"|""|"319 MAIN STREET"|""|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"DAVID LAWLOR"|"5271189.0000"|"03"|""|"Y"|""|""|""|""|"1978"|"ME"|"N"|""|""|"5/17/2012 5:20:00 AM"|""|"David"|""|"Lawlor"|""|"Male"|"True"
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"631561"|"N"|"CARRABASSETT VALLEY ACADEMY"|""|"207-237-2250"|""|"3197 CARRABASSETT DR"|""|"CARRABASSETT VALLEY"|"ME"|"USA"|"04947"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"KATE PUNDERSON"|"4146852.0000"|"03"|"WWW.GOCVA.COM"|"Y"|""|""|""|""|"1983"|"ME"|"N"|""|""|"5/17/2012 5:20:15 AM"|""|"Kate"|""|"Punderson"|""|"Female"|"True"
"01-0388637"|"New England Baptist Bible College"|"631562"|"N"|"New England Baptist Bible College"|"New England Bible College"|"207-799-5979"|""|"PO Box 2886"|""|"South Portland"|"ME"|"USA"|"04116"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|""|"399276.0000"|"03"|"www.nebc.edu"|"Y"|""|""|""|""|"1980"|"ME"|"N"|""|""|"5/17/2012 5:20:28 AM"|""|""|""|""|""|""|""
"01-0389416"|"Northern Aroostook Altenratives Inc"|"631563"|"Y"|"Northern Aroostook Altenratives Inc"|""|"207-868-5023"|""|"267 Main Street"|""|"Van Buren"|"ME"|"USA"|"04785"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Linda McGlinn"|"1462060.0000"|"03"|"www.northernaroostookalternatives.com"|"Y"|""|""|""|""|"1983"|"ME"|"N"|""|""|"5/17/2012 5:20:43 AM"|""|"Linda"|""|"McGlinn"|""|"Female"|"True"
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"631565"|"Y"|"HOME RESOURCES OF MAINE INC"|"HOME CARE FOR MAINE"|"207-582-8001"|""|"PO BOX 358"|""|"GARDINER"|"ME"|"USA"|"04345"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"MOLLIE BALDWIN"|"7788083.0000"|"03"|"WWW.HOMECAREFORME.ORG"|"Y"|""|""|""|""|"1994"|"ME"|"N"|""|""|"5/17/2012 5:21:38 AM"|""|"Mollie"|""|"Baldwin"|""|"Female"|"True"
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"631566"|"Y"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|""|""|""|"151 ROUTE 306"|""|"MONSEY"|"NY"|"USA"|"10952"|"2/1/2010 12:00:00 AM"|"1/31/2011 12:00:00 AM"|""|""|""|""|""|""|"451005.0000"|"03"|""|"Y"|""|""|""|""|"2002"|"NY"|"N"|"N"|""|"5/17/2012 5:21:51 AM"|""|""|""|""|""|""|""
"01-0639118"|"ST STEPHEN'S HUMAN SERVICES INC"|"631567"|"Y"|"ST STEPHEN'S HUMAN SERVICES INC"|""|"612-874-0311"|""|"2211 CLINTON AVENUE SOUTH"|""|"MINNEAPOLIS"|"MN"|"USA"|"55404-3656"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"MIKKEL BECKMEN"|"11374620.0000"|"03"|"WWW.STSTEPHSMPLS.ORG"|"Y"|""|""|""|""|"2002"|"MN"|"N"|""|""|"5/17/2012 5:22:06 AM"|""|"Mikkel"|""|"Beckmen"|""|"Male"|"True"
"01-0376510"|"MAINE MENTAL HEALTH CONNECTIONS INC"|"633590"|"Y"|"MAINE MENTAL HEALTH CONNECTIONS INC"|""|"207-941-2907"|""|"150 UNION STREET"|""|"BANGOR"|"ME"|"USA"|"04401-6327"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"ROBERT MATHIEN"|"413881.0000"|"03"|"WWW.MMHC.US"|"Y"|""|""|""|""|"1981"|"ME"|"N"|""|""|"5/21/2012 4:37:41 AM"|""|"Robert"|""|"Mathien"|""|"Male"|"True"
"01-0698010"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|"633591"|"Y"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|""|"631-262-0101"|""|"650 PAUMANACK VILLAGE DR"|""|"GREENLAWN"|"NY"|"USA"|"11740"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|"Y"|""|""|""|""|"WILLIAM DAVIDSON"|"515717.0000"|"03"|""|"Y"|""|""|""|""|"2002"|"NY"|"N"|""|""|"5/21/2012 4:38:32 AM"|""|"William"|""|"Davidson"|""|"Male"|"True"
"01-0532411"|"MAINE SPACE GRANT CONSORTIUM"|"633915"|"Y"|"MAINE SPACE GRANT CONSORTIUM"|""|"207-622-4688"|""|"87 WINTHROP STREET"|"200"|"AUGUSTA"|"ME"|"USA"|"04330"|"3/1/2010 12:00:00 AM"|"2/28/2011 12:00:00 AM"|""|""|""|""|""|"DR DANA HUMPHREY"|"1494808.0000"|"03"|"WWW.MSGC.ORG"|"Y"|""|""|""|""|"2000"|"ME"|"N"|""|""|"5/22/2012 2:40:03 AM"|"Dr       "|"Dana"|""|"Humphrey"|""|"Unknown"|"True"
"01-0331728"|"PATHWAYS INC"|"635244"|"Y"|"PATHWAYS INC"|""|"207-795-4085"|""|"368 MINOT AVENUE PO BOX 1267"|""|"AUBURN"|"ME"|"USA"|"04211-1267"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"ROBERT KENNELLY"|"2394548.0000"|"03"|"WWW.PATHWAYSMAINE.COM"|"Y"|""|""|""|""|"1975"|"ME"|"N"|""|""|"5/24/2012 4:52:00 AM"|""|"Robert"|""|"Kennelly"|""|"Male"|"True"
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"635245"|"N"|"THE HOUSING FOUNDATION-DISP"|""|"207-866-4634"|""|"353 MAIN STREET"|""|"ORONO"|"ME"|"USA"|"04473"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"THE HOUSING FOUNDATION-DISP"|"562116.0000"|"03"|""|"Y"|""|""|""|""|"1969"|"ME"|"Y"|"Y"|"6005"|"5/24/2012 4:52:15 AM"|"The housi"|"The"|"housing"|"Foundation-Disp"|""|"Unknown"|"True"
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"635246"|"Y"|"THE HOUSING FOUNDATION-HAMPDEN"|""|"207-866-4634"|""|"353 MAIN STREET"|""|"ORONO"|"ME"|"USA"|"04473"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"DUSKA HAYMAN"|"321668.0000"|"03"|""|"Y"|""|""|""|""|"1992"|"ME"|"N"|""|"6005"|"5/24/2012 4:52:59 AM"|""|"Duska"|""|"Hayman"|""|"Unknown"|"True"
"01-0482628"|"Jobs for Maine's Graduates, Inc."|"635247"|"N"|"Jobs for Maine's Graduates, Inc."|""|"207-620-7180"|""|"45 Commerce Drive"|"9"|"Augusta"|"ME"|"USA"|"04330"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Holly Wise-Copland"|"4676795.0000"|"03"|"www.jmg.org"|"Y"|""|""|""|""|"1995"|"ME"|"N"|""|""|"5/24/2012 4:53:27 AM"|""|"Holly"|""|"Wise-Copland"|""|"Unknown"|"True"
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"635248"|"Y"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|""|"207-780-4342"|""|"246 DEERING AVENUE"|""|"PORTLAND"|"ME"|"USA"|"04102"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"David J Evans"|"632324.0000"|"03"|"www.mainelaw.maine.edu"|"Y"|""|""|""|""|""|"ME"|"N"|"N"|""|"5/24/2012 4:53:46 AM"|""|"David"|"J"|"Evans"|""|"Male"|"True"
"01-0645244"|"HEAD START OF EASTERN ORANGE COUNTY INC"|"635249"|"Y"|"HEAD START OF EASTERN ORANGE COUNTY INC"|""|"845-562-0380"|""|"49 GIDNEY AVENUE"|""|"NEWBURGH"|"NY"|"USA"|"12550"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|"Y"|""|""|""|""|"ANN PAGLIARO"|"2592284.0000"|"03"|"WWW.HSEOC.ORG"|"Y"|""|""|""|""|"2001"|"NY"|"N"|""|""|"5/24/2012 4:53:59 AM"|""|"Ann"|""|"Pagliaro"|""|"Female"|"True"
"02-0147630"|"HOLDERNESS SCHOOL"|"635250"|"Y"|"HOLDERNESS SCHOOL"|""|"603-536-1748"|""|"CHAPEL LANE PO BOX 1879"|""|"PLYMOUTH"|"NH"|"USA"|"03264"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"PETER HENDEL"|"26192117.0000"|"03"|"HTTP://WWW.HOLDERNESS.ORG/"|"Y"|""|""|""|""|"1879"|"NH"|"N"|""|""|"5/24/2012 4:54:41 AM"|""|"Peter"|""|"Hendel"|""|"Male"|"True"
"01-0858717"|"CHICAGOLAND USBC ASSOCIATION"|"636345"|"N"|"CHICAGOLAND USBC ASSOCIATION"|""|"708-236-0100"|""|"4415 W. HARRISON"|"200"|"HILLSIDE"|"IL"|"USA"|"60162"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|""|""|""|""|"KEITH KORINEK"|"640044.0000"|"03"|""|"Y"|""|""|""|""|"2006"|"IL"|"N"|""|""|"5/26/2012 5:53:27 AM"|""|"Keith"|""|"Korinek"|""|"Male"|"True"
"01-0263519"|"TRUSTEES OF LEAVITT INSTITUTE"|"636692"|"Y"|"TRUSTEES OF LEAVITT INSTITUTE"|""|"207-224-7842"|"GEORGE RICHARDSON"|"PO BOX 613"|""|"N TURNER"|""|"USA"|"04266"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|""|""|""|""|"GEORGE RICHARDSON"|"1554533.0000"|"03"|""|"Y"|""|""|""|""|"1948"|"ME"|"N"|""|""|"5/26/2012 10:15:04 AM"|""|"George"|""|"Richardson"|""|"Male"|"True"
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"636693"|"Y"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|""|"269-381-4000"|""|"346 W MICHIGAN AVE"|""|"KALAMAZOO"|"MI"|"USA"|"49007-3783"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|""|""|""|""|"STEWARD SANDSTROM"|"454904.0000"|"03"|"WWW.KAZOOCHAMBER.COM"|"Y"|""|""|""|""|"2002"|"MI"|"N"|""|""|"5/26/2012 10:15:16 AM"|""|"Steward"|""|"Sandstrom"|""|"Male"|"True"
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"636694"|"Y"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|""|"603-882-4931"|""|"196 MAIN ST"|"16"|"NASHUA"|"NH"|"USA"|"03060-2914"|"8/1/2010 12:00:00 AM"|"7/31/2011 12:00:00 AM"|""|""|""|""|""|"DAVIS K BRYANT"|"9962237.0000"|"10"|""|""|""|""|"Y"|"ORGANIZATION"|"1864"|"NH"|"N"|""|"0259"|"5/26/2012 10:15:32 AM"|""|"Davis"|"K"|"Bryant"|""|"Male"|"True"
"01-0262323"|"Northern Maine General"|"636949"|"Y"|"Northern Maine General"|""|"207-444-5152"|""|"PO Box 310"|""|"Eagle Lake"|"ME"|"USA"|"04739"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Reynold Raymond"|"10868311.0000"|"03"|"www.northernmainegenerla.com"|"Y"|""|""|""|""|"1907"|"ME"|"N"|""|""|"5/27/2012 12:27:59 AM"|""|"Reynold"|""|"Raymond"|""|"Male"|"True"
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"636950"|"Y"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|""|"678-753-3000"|""|"2201 RUTH JACKSON ROAD"|""|"BOGART"|"GA"|"USA"|"30622"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|""|"5645390.0000"|"03"|"www.princeave.org"|"Y"|""|""|""|""|"2004"|"GA"|"N"|"N"|""|"5/27/2012 12:28:18 AM"|""|""|""|""|""|""|""
"01-0052260"|"Cumberland Club"|"638152"|"N"|"Cumberland Club"|""|"207-773-6402"|""|"116 High Street"|""|"Portland"|"ME"|"USA"|"04101"|"5/1/2010 12:00:00 AM"|"4/30/2011 12:00:00 AM"|""|""|""|""|""|"Richard Emerson"|"1148969.0000"|"07"|"www.cumberlandclub.org"|"Y"|""|""|""|""|"1878"|"ME"|"N"|""|""|"5/28/2012 11:17:52 AM"|""|"Richard"|""|"Emerson"|""|"Male"|"True"
"01-0245261"|"ERSKINE ACADEMY"|"638153"|"Y"|"ERSKINE ACADEMY"|""|"207-445-2962"|""|"309 WINDSOR ROAD"|""|"SOUTH CHINA"|"ME"|"USA"|"04358"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"MICHAEL MCQUARRIE"|"7585841.0000"|"03"|""|"Y"|""|""|""|""|"1883"|"ME"|"N"|""|""|"5/28/2012 11:18:09 AM"|""|"Michael"|""|"McQuarrie"|""|"Male"|"True"
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"638154"|"N"|"SPECIAL CHILDREN'S FRIENDS"|""|"207-667-2430"|""|"78 UNION STREET"|""|"ELLSWORTH"|"ME"|"USA"|"04605"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"SPECIAL CHILDREN'S FRIENDS"|"471079.0000"|"03"|""|""|""|""|""|""|""|""|"N"|""|""|"5/28/2012 11:18:23 AM"|""|"Special"|"Children's"|"Friends"|""|"Unknown"|"True"
"01-0367553"|"SETON VILLAGE"|"638155"|"Y"|"SETON VILLAGE"|""|"207-773-6471"|""|"510 OCEAN AVENUE"|""|"PORTLAND"|"ME"|"USA"|"04103"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"DAVID TWOMEY"|"1099117.0000"|"03"|""|"Y"|""|""|""|""|"1976"|"ME"|"N"|""|"0928"|"5/28/2012 11:18:37 AM"|""|"David"|""|"Twomey"|""|"Male"|"True"
"01-0485045"|"RANGELEY REGION HEALTH AND WELLNESS PARTNERSHIP"|"638157"|"Y"|"RANGELEY REGION HEALTH AND WELLNESS PARTNERSHIP"|""|"207-864-4397"|""|"PO BOX 722"|""|"RANGELEY"|"ME"|"USA"|"04970"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Lizbeth Brunswick"|"720813.0000"|"03"|""|"Y"|""|""|""|""|"1993"|"ME"|"N"|"N"|""|"5/28/2012 11:22:02 AM"|""|"Lizbeth"|""|"Brunswick"|""|"Female"|"True"
"01-6004866"|"UNITED WAY OF MID COAST MAINE, INC."|"638158"|"N"|"UNITED WAY OF MID COAST MAINE, INC."|""|"207-443-9752"|""|"34 WING FARM PARKWAY"|"201"|"BATH"|"ME"|"USA"|"04530"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"GLENN HUTCHINSON"|"2250715.0000"|"03"|"WWW.UWMCM.ORG"|"Y"|""|""|""|""|"1956"|"ME"|"N"|""|""|"5/28/2012 11:22:49 AM"|""|"Glenn"|""|"Hutchinson"|""|"Unknown"|"True"
"01-6024421"|"Town of Mount Desert Medical Center"|"638159"|"N"|"Town of Mount Desert Medical Center"|""|"207-276-3241"|"Lena Wallace"|"P.O. Box 926"|""|"Northeast Harbor"|"ME"|"USA"|"04662"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Constance Madeira"|"450354.0000"|"03"|""|"Y"|""|""|""|""|"1967"|"ME"|"N"|""|""|"5/28/2012 11:23:43 AM"|""|"Constance"|""|"Madeira"|""|"Female"|"True"
"01-0281533"|"Green Valley Association"|"639787"|"N"|"Green Valley Association"|""|"207-463-2156"|""|"PO Box 127"|""|"Island Falls"|"ME"|"USA"|"04747"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|""|"2028590.0000"|"03"|"www.gva-me.org"|"Y"|""|""|""|""|"1967"|"ME"|"N"|""|""|"6/1/2012 12:32:58 AM"|""|""|""|""|""|""|""
"01-0532835"|"SAFE PASSAGE"|"639788"|"Y"|"SAFE PASSAGE"|""|"207-846-1188"|""|"81 BRIDGE ST"|""|"YARMOUTH"|"ME"|"USA"|"04096"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|""|"3863671.0000"|"03"|"www.safepassage.org"|"Y"|""|""|""|""|"2000"|"ME"|"N"|"N"|""|"6/1/2012 12:33:21 AM"|""|""|""|""|""|""|""
"01-0792334"|"GAMA INTERNATIONAL"|"639789"|"Y"|"GAMA INTERNATIONAL"|""|"703-770-8184"|""|"2901 TELSTAR COURT"|"140"|"FALLS CHURCH"|"VA"|"USA"|"22042"|"6/1/2010 12:00:00 AM"|"5/31/2011 12:00:00 AM"|""|""|""|""|""|"JEFF HUGHES"|"4475574.0000"|"06"|"WWW.GAMAWEB.COM"|"Y"|""|""|""|""|"1950"|"VA"|"N"|""|""|"6/1/2012 12:33:36 AM"|""|"Jeff"|""|"Hughes"|""|"Male"|"True"
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION - PRESISTENCE"|"641202"|"Y"|"NEWBURGH SENIORS' HOUSING CORPORATION - PRESISTENCE"|""|"207-866-4634"|""|"353 MAIN STREET"|""|"ORONO"|"ME"|"USA"|"04473"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"DUSKA HAYMAN"|"251848.0000"|"03"|""|"Y"|""|""|""|""|"1987"|"ME"|"N"|""|"6005"|"6/3/2012 1:20:03 AM"|""|"Duska"|""|"Hayman"|""|"Unknown"|"True"
"01-0495589"|"PORTLAND CONSERVATORY OF MUSIC"|"641203"|"Y"|"PORTLAND CONSERVATORY OF MUSIC"|""|"207-775-3356"|""|"202 WOODFORD STREET"|""|"PORTLAND"|"ME"|"USA"|"04103"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"TIMOTHY BURRIS"|"408459.0000"|"03"|"WWW.PORTLANDCONSERVATORY.NET"|"Y"|""|""|""|""|"1995"|"ME"|"N"|""|""|"6/3/2012 1:20:50 AM"|""|"Timothy"|""|"Burris"|""|"Male"|"True"
"01-0656674"|"BRUNSWICK SENIOR RESOURCES, INC."|"641204"|"N"|"BRUNSWICK SENIOR RESOURCES, INC."|""|"910-253-2199"|""|"PO BOX 89"|""|"BOLIVIA"|"NC"|"USA"|"28422"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"JOHN INGRAHAM"|"2483711.0000"|"03"|"WWW.BRUNSWICKSENIORRESOURCES.ORG"|"Y"|""|""|""|""|"2002"|"NC"|"N"|""|""|"6/3/2012 1:21:45 AM"|""|"John"|""|"Ingraham"|""|"Male"|"True"
"01-0699969"|"COMPASS CHARTER MIDDLE SCHOOL INC"|"641205"|"Y"|"COMPASS CHARTER MIDDLE SCHOOL INC"|""|"863-519-8701"|""|"550 E CLOWER STREET"|""|"BARTOW"|"FL"|"USA"|"33830"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"HARRY WILLIAMS"|"1258647.0000"|"03"|""|"Y"|""|""|""|""|"2002"|"FL"|"N"|""|""|"6/3/2012 1:22:29 AM"|""|"Harry"|""|"Williams"|""|"Male"|"True"
"01-0366544"|"COMMONSENSE HOUSING, INC"|"642174"|"N"|"COMMONSENSE HOUSING, INC"|""|"207-989-1303"|""|"15 RIVERSIDE DRIVE"|""|"EDDINGTON"|"ME"|"USA"|"04428"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"MARIE BRISETTE"|"3892521.0000"|"03"|""|"Y"|""|""|""|""|"1978"|"ME"|"N"|"Y"|""|"6/4/2012 7:58:39 AM"|""|"Marie"|""|"Brisette"|""|"Female"|"True"
"01-0242095"|"ROBERT W. TRAIP TRUST"|"643657"|"N"|"ROBERT W. TRAIP TRUST"|""|"207-439-3612"|""|"PO BOX 18"|""|"KITTERY"|"ME"|"USA"|"03904"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"Daniel O. Seaward, Jr."|"284977.0000"|"03"|""|"Y"|""|""|""|""|"1905"|"ME"|"N"|""|""|"6/9/2012 12:52:25 AM"|""|"Daniel"|"O"|"Seaward"|"Jr       "|"Male"|"True"
"01-0274898"|"HOPE ASSOCIATION"|"643658"|"Y"|"HOPE ASSOCIATION"|""|"207-364-4561"|""|"85 LINCOLN AVENUE"|""|"RUMFORD"|"ME"|"USA"|"04276"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"CATHERINE JOHNSON"|"2951162.0000"|"03"|""|""|""|"Y"|""|""|"1961"|"ME"|"N"|""|""|"6/9/2012 12:52:48 AM"|""|"Catherine"|""|"Johnson"|""|"Female"|"True"
"01-0357293"|"HERITAGE COURT INC"|"643659"|"Y"|"HERITAGE COURT INC"|""|"207-784-0142"|""|"PO BOX 660"|""|"LEWISTON"|"ME"|"USA"|"04240"|"7/1/2010 12:00:00 AM"|"6/30/2011 12:00:00 AM"|""|""|""|""|""|"TERRY NADEAU"|"366994.0000"|"03"|""|"Y"|""|""|""|""|"1980"|"ME"|"N"|""|""|"6/9/2012 12:53:58 AM"|""|"Terry"|""|"Nadeau"|""|"Unknown"|"True"
