"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_OFFICERS"|"VOTING_MEMBERS"|"RELATIONS_CBX"|"DELEGATE_CONTROL_CBX"|"DOC_CHANGES_CBX"|"ASSET_DIVISION_CBX"|"STOCKHOLDERS_CBX"|"GOVERNING_BODY_CBX"|"SUBJECT_APPROVAL_CBX"|"DOCUMENT_MEETINGS_CBX"|"DOCUMENT_COMMITTEE_CBX"|"LOCAL_CHAPTERS_CBX"|"WRITTEN_POLICIES_CBX"|"REVIEW_990_CBX"|"OFFICERS_AT_ORG_ADDESSS_CBX"|"CONFLICT_OF_INTEREST_CBX"|"OFFICERS_DISCLOSE_INTEREST_CBX"|"ENFORCE_COMPLIANCE_CBX"|"WHISTLEBLOWER_POLICY_CBX"|"DOCUMENT_DESTRUCTION_CBX"|"CEO_SALARY_APPROVAL_CBX"|"OFFICERS_SALARY_APPROVAL_CBX"|"JOINT_VENTURE_CBX"|"ENSURE_EXEMPT_STATUS_CBX"|"OWN_WEBSITE_CBX"|"ANOTHER_WEBSITE_CBX"|"UPON_REQUEST_CBX"|"FILING_EXCEPTION"|"STATES_FILED_TEXT"|"SCH_O_VI_CBX"|"OTHER_CBX"
"01-0314110"|"AMICUS"|"715589"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0316964"|"RILEY SCHOOL, INC."|"721181"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|"Y"|""
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"721187"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"725848"|"19"|"19"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0332058"|"Hancock County Auditorium Associates"|"725855"|"16"|"16"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"734865"|"22"|"22"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"734868"|"18"|"18"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0499734"|"UNITED SOCCER FEDERATION OF MAINE"|"734880"|"14"|"14"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"725892"|"4"|"4"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS INC"|"725894"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"725895"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"NJ"|"Y"|""
"01-0916759"|"KIPP ST. LOUIS"|"725904"|"8"|"8"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"Y"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0740130"|"RIO HONDO COMMUNITY DEVELOPMENT CORPORATION"|"734886"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"N"|"N"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"CA"|"Y"|""
"02-0211966"|"VETERANS OF FOREIGN WARS - POST 1670"|"734896"|"9"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0448173"|"Center for Teaching and Learning"|"733970"|"7"|"7"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0534548"|"Community Care"|"733974"|"7"|"7"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0640027"|"MGM Resorts Foundation"|"733976"|""|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"734862"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0702442"|"NC IDEA"|"742153"|"11"|"11"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"NC"|"Y"|""
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"742154"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0332353"|"CORINTH HOUSING CORPORATION"|"723236"|"9"|"9"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0360072"|"SMALL WOODLAND OWNERS ASSOCIATION OF MAINE"|"724479"|"24"|"24"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0150530"|"TEAMSTERS LOCAL UNION NO 633 OF NH"|"733021"|"7"|"6"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NORTHERN NEW ENGLAND"|"743447"|"9"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"MA"|"Y"|""
"01-0735034"|"REED ACADEMY"|"743452"|"13"|"13"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|""|""|"Y"|"None"|"NY"|"Y"|""
"01-0621556"|"THE GILL ST. BERNARD'S PARENTS' ASSOCIATION, INC."|"739346"|"3"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NJ"|"Y"|""
"02-0222254"|"YWCA OF NEW HAMPSHIRE"|"739355"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"Y"|""|"None"|"NH"|"Y"|""
"01-0211509"|"GOULD ACADEMY"|"743427"|"27"|"27"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0229448"|"Trustees of Washmgton Academy"|"743429"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0263385"|"Thomas College"|"743431"|"22"|"21"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0348331"|"CHOCOLATE CHURCH ARTS CENTER"|"743439"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"739192"|"17"|"16"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0722629"|"MARIE A. MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"741497"|"4"|"4"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0363316"|"OAKFIELD HOUSING CORPORATION"|"758343"|"7"|"7"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"758352"|"4"|"2"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0693025"|"GILLOURY INSTITUTE"|"758355"|"10"|"10"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"IL"|"Y"|""
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"758497"|"29"|"29"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0164055"|"MASONIC BUILDING ASSOCIATION"|"754939"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0376832"|"MAINE VETERANS HOME"|"758508"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0375377"|"ALLAGASH DEVELOPMENT CORPORATION"|"761650"|"7"|"6"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0202445"|"Grindstone Association"|"747004"|"13"|""|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0563040"|"Servant's Heart Camp Ministries"|"747012"|"6"|"4"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"Y"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|"PA"|""|""
"01-0349146"|"Newport Public Library Association"|"747441"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0367581"|"BROWNVILLE HOUSING CORPORATION"|"747442"|"3"|"3"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0529491"|"AVIAN HAVEN"|"747444"|"4"|"4"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0221344"|"BRIDGTON ACADEMY"|"749419"|"17"|"17"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|""|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0332352"|"PATTEN HOUSING CORPORATION"|"761644"|"7"|"7"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0283794"|"Maine Health Care Association"|"758143"|"13"|"12"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL # 1253"|"768836"|"7"|"7"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0342859"|"SPORTS PROJECTS INC"|"749428"|"5"|"0"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0352636"|"FAMILY CRISIS SERVICES"|"749431"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0440182"|"ST. XAVIER'S HOME"|"749434"|"6"|"6"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0594835"|"Oakland Kids First"|"749454"|"7"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"CA"|"Y"|""
"01-0365386"|"ISLAND FALLS HOUSING CORPORATION"|"761648"|"7"|"7"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0286071"|"KAPPA DELTA PHI INC"|"768907"|"8"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"755739"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT 561"|"768921"|"5"|"12"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|""|""
"01-0329208"|"AMERICAN VETERANS WWII, POST NUMBER"|"760848"|"11"|"11"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0544094"|"BRIXHAM MONTESSORI FRIENDS SCHOOL"|"755744"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0783081"|"Chinese American Cooperation Council"|"755746"|"72"|"48"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"CA"|""|""
"01-6021180"|"MAINE BEER & WINE WHOLESALERS ASSOC., INC"|"769016"|"12"|"12"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0567964"|"California Tamil Academy"|"762095"|"5"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|"Y"|""
"01-0490882"|"FRATERNAL ORDER OF EAGLES"|"775210"|"13"|"298"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"02-0116973"|"GREATER NASHUA CHAMBER OF COMMERCE"|"775211"|"26"|"26"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|"Y"|"N"|"N"|"N"|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0517028"|"CMP DEATH BENFIT VEBA TRUST"|"785754"|""|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|""|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"785763"|"5"|""|"N"|"N"|""|""|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|""|"Y"|"None"|"TN"|""|""
"01-0224214"|"UNION FAIR SOCIETY"|"772976"|"22"|"22"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0243451"|"Spednic Club, Inc."|"776588"|"12"|"254"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0286963"|"ARUNDEL YACHT CLUB"|"776591"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"776603"|"11"|"0"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"766937"|"21"|"19"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"N"|"N"|""|"N"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0327898"|"CORINNA HOUSING CORPORATION"|"777597"|"9"|"9"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0358152"|"SOUL'S HARBOR, INC."|"777600"|"15"|"10"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"777627"|"168"|"168"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"784910"|"5"|"2"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"785724"|"4"|"4"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"02-0170390"|"CLUB NATIONAL, INC"|"785725"|"12"|"12"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0440702"|"Arundel Cemetery Corp."|"785752"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"N"|""|""|""|"Y"|"None"|""|""|""
"01-0204920"|"WATERVILLE COUNTRY CLUB"|"761291"|"13"|"13"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|"ME"|"Y"|""
"01-0684986"|"AMERICAN SOCIETY OF TRANSPORTATION AND LOGISTICS, INC."|"761293"|"11"|"11"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0196359"|"THE IRIS NETWORK"|"747789"|"20"|"19"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|""|"Y"|"None"|""|"Y"|""
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"789832"|"4"|"4"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0959193"|"INTERNATIONAL UNION UAW, LOCAL UNION 2121"|"791791"|"9"|"0"|""|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0465754"|"CHILD EVANGELISM FELLOWSHIP, INC"|"792016"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0078060"|"HENRIETTA D GOODALL HOSPITAL INC"|"789821"|"13"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0192761"|"CHILD EVANG-ELISM FELLOWSHIP, INC"|"789823"|"19"|"19"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
