"C_EIN"|"C_Org_Name"|"GOV_GRANT_ID"|"XML_DOCUMENT_ID"|"ORG_NAME"|"STREET"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"EIN"|"SECTION"|"ORG_CASH"|"ORG_NON_CASH"|"ORG_METHOD_VALUE"|"ORG_DESCR_NON_CASH"|"GRANT_PURPOSE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1969"|"1134741"|"NATIONAL AUDUBON SOCIETY INC"|"100 WILDWOOD WAY"|"HARRISBURG"|"PA"|"USA"|"17110"|"13-1624102"|"501(C)(3)"|"7000.0000"|"0.0000"|""|""|"ENVIRONMENTAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1970"|"1134741"|"NEW GUILFORD BRETHREN CHURCH"|"1575 MONT ALTO ROAD"|"CHAMBERSBURG"|"PA"|"USA"|"17202"|"25-1777403"|"501(C)(3)"|"7082.0000"|"0.0000"|""|""|"RELIGION"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1971"|"1134741"|"NEW HOPE MINISTRIES INC"|"211 S. BALTIMORE ST"|"DILLSBURG"|"PA"|"USA"|"17019"|"23-2223120"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1972"|"1134741"|"NHS HUMAN SERVICES FOUNDATION"|"620 E. GERMANTOWN PIKE"|"LAFAYETTE HILL"|"PA"|"USA"|"19444"|"23-3005583"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1973"|"1134741"|"PENN STATE HARRISBURG"|"777 W. HARRISBURG PIKE"|"MIDDLETOWN"|"PA"|"USA"|"17057-4898"|"24-6000376"|"501(C)(3)"|"10001.0000"|"0.0000"|""|""|"MATH & SCIENCE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1974"|"1134741"|"PENNSUYLVANIA GUILD OF CRAFTSMEN"|"335 NORTH QUEEN ST"|"LANCASTER"|"PA"|"USA"|"17603"|"25-1312765"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1975"|"1134741"|"PENNSYLVANIA FREE ENTERPRISE WEEK"|"3076 W. 12TH STREET"|"ERIE"|"PA"|"USA"|"16505"|"25-1394365"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1976"|"1134741"|"PENNSYLVANIA FRIENDS OF AGRICULTURE FOUNDATION"|"510 SOUTH 31ST STREET"|"CAMP HILL"|"PA"|"USA"|"17001"|"22-2699958"|"501(C)(3)"|"12500.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1977"|"1134741"|"PERRY COUNTY COUNCIL OF THE ARTS"|"67 N 4TH STREET"|"NEWPORT"|"PA"|"USA"|"17074"|"22-2646866"|"501(C)(3)"|"80317.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1978"|"1134741"|"PHILHAVEN BEHAVIORAL HEALTHCARE SERVICES"|"283 S. BUTLER ROAD"|"MT. GRETNA"|"PA"|"USA"|"17064"|"23-1548822"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HEALTH"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1979"|"1134741"|"PRESBYTERIAN HOMES, INC."|"1 TRINITY DRIVE EAST"|"DILLSBURG"|"PA"|"USA"|"17019"|"23-2941518"|"501(C)(3)"|"597.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1980"|"1134741"|"PRESBYTERIAN SENIOR LIVING (PHI)"|"1 TRINITY DR. EAST"|"DILLSBURG"|"PA"|"USA"|"17019"|"25-1645065"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HEALTH"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1981"|"1134741"|"RETIRED SENIOR VOLUNTEER PROGRAM OF THE CAPITAL REGION INC"|"50 UTLEY DRIVE, ST 500"|"CAMP HILL"|"PA"|"USA"|"17011"|"23-7242872"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1982"|"1134741"|"RONALD MCDONALD HOUSE CHARITIES OF CENTRAL PA"|"745 WEST GOVERNOR ROAD"|"HERSHEY"|"PA"|"USA"|"17033"|"23-2204761"|"501(C)(3)"|"6528.0000"|"0.0000"|""|""|"HEALTH"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1983"|"1134741"|"SALVATION ARMY OF HARRISBURG"|"PO BOX 61798"|"HARRISBURG"|"PA"|"USA"|"17106-1798"|"13-5562351"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1984"|"1134741"|"SALVATION ARMY OF HARRISBURG"|"PO BOX 61798"|"HARRISBURG"|"PA"|"USA"|"17106-1798"|"13-5562351"|"501(C)(3)"|"15000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1985"|"1134741"|"SNYDER COUNTY LIBRARIES"|"ONE NORTH HIGH STREET"|"SELINSGROVE"|"PA"|"USA"|"17870"|"23-1731192"|"501(C)(3)"|"5500.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1986"|"1134741"|"SPAY/NEUTER ASSISTANCE PROGRAM, INC. (SNAP)"|"P.O. BOX 126702"|"HARRISBURG"|"PA"|"USA"|"17112-6702"|"23-2172084"|"501(C)(3)"|"5034.0000"|"0.0000"|""|""|"HEALTH"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1987"|"1134741"|"TFEC ADMIN."|"200 N. 3RD ST., 8TH FLOOR"|"HARRISBURG"|"PA"|"USA"|"17101"|"01-0564355"|"501(C)(3)"|"15143.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1988"|"1134741"|"THE ARC OF DAUPHIN COUNTY"|"2569 WALNUT STREET"|"HARRISBURG"|"PA"|"USA"|"17103"|"23-1508343"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"SELF SUFICIENCY"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1989"|"1134741"|"THE CHAUTAUQUA FOUNDATION"|"PO BOX 637"|"MT. GRETNA"|"PA"|"USA"|"17064"|"25-1891188"|"501(C)(3)"|"12500.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1990"|"1134741"|"THE FRIENDS OF THE STATE MUSEUM"|"300 NORTH STREET"|"HARRISBURG"|"PA"|"USA"|"17120-0024"|"23-2191360"|"501(C)(3)"|"5130.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1991"|"1134741"|"THE WILDCAT FOUNDATION"|"500 S. BROAD STREET"|"MECHANICSBURG"|"PA"|"USA"|"17055"|"23-2975211"|"501(C)(3)"|"11139.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1992"|"1134741"|"THEATRE HARRISBURG"|"513 HURLOCK ST."|"HARRISBURG"|"PA"|"USA"|"17110"|"23-1465635"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1993"|"1134741"|"THEATRE HARRISBURG"|"513 HURLOCK ST."|"HARRISBURG"|"PA"|"USA"|"17110"|"23-1465635"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1994"|"1134741"|"THEATRE HARRISBURG"|"513 HURLOCK ST."|"HARRISBURG"|"PA"|"USA"|"17110"|"23-1465635"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1995"|"1134741"|"THEATRE HARRISBURG"|"513 HURLOCK ST."|"HARRISBURG"|"PA"|"USA"|"17110"|"23-1465635"|"501(C)(3)"|"15000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1996"|"1134741"|"TODD BAIRD LINDSEY FOUNDATION"|"POST OFFICE BOX 724"|"CARLISLE"|"PA"|"USA"|"17013"|"23-1156840"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HEALTH"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1997"|"1134741"|"TRI COUNTY OPPORTUNITIES INDUSTRIALIZATION CENTER INC"|"500 MACLAY STREET"|"HARRISBURG"|"PA"|"USA"|"17110-2330"|"23-1667266"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"SELF SUFICIENCY"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1998"|"1134741"|"TRI COUNTY OPPORTUNITIES INDUSTRIALIZATION CENTER INC"|"500 MACLAY STREET"|"HARRISBURG"|"PA"|"USA"|"17110-2330"|"23-1667266"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"SELF SUFICIENCY"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"1999"|"1134741"|"TRI-COUNTY HDC, LTD."|"1514 DERRY STREET"|"HARRISBURG"|"PA"|"USA"|"17104"|"25-1653363"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2000"|"1134741"|"TRINITY WASHINGTON UNIVERSITY"|"TRINITY OFFICE OF DEVELOPMENT"|"WASHINGTON"|"DC"|"USA"|"20017"|"53-0196640"|"501(C)(3)"|"5593.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2001"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"187500.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2002"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2003"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"10484.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2004"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"7000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2005"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2006"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"25000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2007"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2008"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2009"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2010"|"1134741"|"UNITED WAY OF THE CAPITAL REGION"|"2235 MILLENNIUM WAY"|"ENOLA"|"PA"|"USA"|"17025"|"23-1352095"|"501(C)(3)"|"7500.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2011"|"1134741"|"UNIVERSITY OF WISCONSIN FOUNDATION"|"1848 UNIVERSITY AVE"|"MADISON"|"WI"|"USA"|"53708"|"39-0743975"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2012"|"1134741"|"WHITAKER CENTER FOR SCIENCE AND THE ARTS"|"225 MARKET STREET"|"HARRISBURG"|"PA"|"USA"|"17101"|"25-1724566"|"501(C)(3)"|"29798.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2013"|"1134741"|"WHITAKER CENTER FOR SCIENCE AND THE ARTS"|"225 MARKET STREET"|"HARRISBURG"|"PA"|"USA"|"17101"|"25-1724566"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2014"|"1134741"|"WHITAKER CENTER FOR SCIENCE AND THE ARTS"|"225 MARKET STREET"|"HARRISBURG"|"PA"|"USA"|"17101"|"25-1724566"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"EDUCATIONAL"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2015"|"1134741"|"WITF, INC."|"4801 LINDLE ROAD"|"HARRISBURG"|"PA"|"USA"|"17111"|"23-1629016"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2016"|"1134741"|"WITF, INC."|"4801 LINDLE ROAD"|"HARRISBURG"|"PA"|"USA"|"17111"|"23-1629016"|"501(C)(3)"|"5074.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2017"|"1134741"|"WITF-TV"|"4801 LINDLE RD."|"HARRISBURG"|"PA"|"USA"|"17111"|"23-1629016"|"501(C)(3)"|"12000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2018"|"1134741"|"YORK HABITAT FOR HUMANITY"|"33 S. SEWARD STREET"|"YORK"|"PA"|"USA"|"17404"|"22-2670895"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"COMMUNITY DEV."
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2019"|"1134741"|"YWCA OF GREATER HARRISBURG"|"1101 MARKET STREET"|"HARRISBURG"|"PA"|"USA"|"17103"|"23-1370514"|"501(C)(3)"|"75000.0000"|"0.0000"|""|""|"SELF SUFICIENCY"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2020"|"1134741"|"YWCA OF GREATER HARRISBURG"|"1101 MARKET STREET"|"HARRISBURG"|"PA"|"USA"|"17103"|"23-1370514"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"SELF SUFICIENCY"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2021"|"1134741"|"CENTRAL PENNSYLVANIA FRIENDS OF JAZZ, INC."|"5721 JONESTOWN RD"|"HARRISBURG"|"PA"|"USA"|"17112-6702"|"23-2137529"|"501(C)(3)"|"7500.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2022"|"1134741"|"GETTYSBURG FOURSQUARE GOSPEL CHURCH"|"328 W. MIDDLE ST."|"GETTYSBURG"|"PA"|"USA"|"17325"|"23-1914533"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"RELIGION"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2023"|"1134741"|"HELPINGAHERO.ORG"|"11410 CARSON FIELD LANE"|"CYPRESS"|"TX"|"USA"|"77433"|"20-5433598"|"501(C)(3)"|"80551.0000"|"0.0000"|""|""|"HUMAN SERVICE"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2024"|"1134741"|"NACER, USA"|"8320 SWANEY ROAD"|"BLUFFTON"|"OH"|"USA"|"45817"|"32-0254688"|"501(C)(3)"|"96000.0000"|"0.0000"|""|""|"COMMUNITY DEVELOPMENT"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2025"|"1134741"|"SPAY/NEUTER ASSISTANCE PROGRAM, INC. (SNAP)"|"P.O. BOX 126702"|"HARRISBURG"|"PA"|"USA"|"17112-6702"|"23-2172084"|"501(C)(3)"|"5000.0000"|"0.0000"|""|""|"HEALTH"
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"2026"|"1134741"|"SUSQUEHANNA ART MUSEUM"|"15 N. THIRD STREET"|"HARRISBURG"|"PA"|"USA"|"17108-1818"|"25-1601081"|"501(C)(3)"|"10000.0000"|"0.0000"|""|""|"ARTS, HUMANITIES"
"01-0642220"|"4 S FOUNDATION INC"|"2223"|"1136856"|"ASHA FOR WOMEN"|"P O BO 20847 MD RO"|""|""|"USA"|""|"52-2193753"|""|"12000.0000"|""|""|""|"ABUSE PREV"
"01-0837280"|"Galveston Houston Knights of Columbus Charities, Inc."|"3216"|"1143213"|"Archdiocess Galveston Houston"|"1700 San Jacinto"|"Houston"|"TX"|"USA"|"77002"|"74-6018777"|""|"256025.0000"|""|"Book"|""|"VArious Ministries"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3496"|"1145294"|"APPEL FARM ARTS & MUSIC"|"P. O. BOX 888, 457 SHIRLEY RD"|"ELMER"|"NJ"|"USA"|"08318"|"22-2235002"|""|"7500.0000"|"0.0000"|""|""|"EDUCATION"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3497"|"1145294"|"CORNERSTONE WOMEN'S"|"P. O. BOX 63"|"SALEM"|"NJ"|"USA"|"08079"|"22-2674655"|""|"7500.0000"|"0.0000"|""|""|"EDUCATION PROGRAM"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3498"|"1145294"|"DAYTOP-NJ, INC."|"80 WEST MAIN ST."|"MENDHAM"|"NJ"|"USA"|"07945"|"13-3949518"|""|"7500.0000"|"0.0000"|""|""|"DAY SCHOOL PROGRAM"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3499"|"1145294"|"FAMILY HEALTH INITIATIVES"|"2500 MCCLELLAN AVE. , STE 250"|"PENNSAUKEN"|"NJ"|"USA"|"08109"|"13-4205636"|""|"23320.0000"|"0.0000"|""|""|"PREVENT TEEN PREGNANCY"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3500"|"1145294"|"FAMILY PROMISE"|"391 S. BROADWAY"|"PENNSVILLE"|"NJ"|"USA"|"08070"|"30-0384515"|""|"7500.0000"|"0.0000"|""|""|"SUPPORT FOR HOMELESS"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3501"|"1145294"|"GATEWAY COMMUNITY ACTION PTR"|"110 COHANSEY ST"|"BRIDGETON"|"NJ"|"USA"|"08302"|"22-1942357"|""|"15420.0000"|"0.0000"|""|""|"HEALTH LITERACY PROGRAM"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3502"|"1145294"|"MEALS ON WHEELS"|"118 WALNUT ST"|"SALEM"|"NJ"|"USA"|"08079"|"22-2158433"|""|"7500.0000"|"0.0000"|""|""|"MEALS TO SENIORS"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"3503"|"1145294"|"NJ COMMISSION FOR BLIND"|"153 HALSEY ST, 6TH FLR"|"NEWARK"|"NJ"|"USA"|"07102"|"21-6000928"|""|"8000.0000"|"0.0000"|""|""|"EYE SCREENING"
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"3504"|"1145300"|"AMERICA ACHIEVES"|"95 MORTON STREET"|"NEW YORK"|"NY"|"USA"|"10014"|"27-3238471"|"501(C)(3)"|"150000.0000"|"0.0000"|""|""|"RESEARCH"
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"3505"|"1145300"|"CORPORATION FOR SUPPORTIVE HOUSING"|"1731 CONNECTICUT AVENUE"|"WASHINGTON"|"DC"|"USA"|"20009"|"13-3600232"|"501(C)(3)"|"18000.0000"|"0.0000"|""|""|"RESEARCH"
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"3506"|"1145300"|"NATIONAL FUND FOR WORKFORCE SOLUTIONS C/O JOBS FOR THE FUTURE"|"88 BROAD STREET, 8TH FLOOR"|"BOSTON"|"MA"|"USA"|"02110"|"06-1164568"|"501(C)(3)"|"36000.0000"|"0.0000"|""|""|"RESEARCH"
"01-0865460"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|"3507"|"1145323"|"SAN MARINO HIGH SCHOOL"|"2701 HUNTINGTON DRIVE"|"SAN MARINO"|"CA"|"USA"|"91108"|"95-6000784"|""|"18000.0000"|"0.0000"|""|""|"GYM SCOREBOARD DONATION"
"01-0887074"|"Angels With A Mission Foundation, Inc."|"3508"|"1145325"|"City of Hope and Joy Foun"|"1936 Saranac Ave"|"Lake Placid"|"NY"|"USA"|"12946"|"45-4669505"|"501(c)(3)"|"10000.0000"|""|""|""|"towards buildi"
"01-0887074"|"Angels With A Mission Foundation, Inc."|"3509"|"1145325"|"Sereolipi Nomadic Educati"|"350 East 79th Street #37B"|"New York"|"NY"|"USA"|"10075"|"41-2189604"|"501(c)(3)"|"10000.0000"|""|""|""|"Education for"
"01-6011528"|"Walter Bisbee Trust"|"5950"|"1154940"|"Maine School Admin Dist. #28, Camden Hills High School"|""|""|""|"USA"|""|"01-0269114"|""|"252600.0000"|"0.0000"|"FMV"|""|"Education"
"01-6015947"|"Camden Public Library Maintenance Fund"|"5951"|"1154941"|"Camden Public Library"|"55 Main Street"|"Camden"|"ME"|"USA"|"04843"|"01-0230648"|""|"28968.0000"|"0.0000"|""|""|""
"01-6018568"|"The American Legion"|"6327"|"1155541"|"Special Olympics"|""|""|""|"USA"|""|""|""|""|""|""|""|"Run Local program and games"
"01-6018568"|"The American Legion"|"6328"|"1155541"|"Methodist Church Food Pantry"|"Washington Avenue"|"Old Orchard Beach"|"ME"|"USA"|""|""|""|"1400.0000"|""|""|""|"Supply food local needy"
"01-6018568"|"The American Legion"|"6329"|"1155541"|"Loranger School Music"|"Saco Avenue"|"Old Orchard Beach"|"ME"|"USA"|"04064"|""|""|"2000.0000"|""|""|""|"Run program the school"
"01-6018568"|"The American Legion"|"6330"|"1155541"|"Cub Scout Pack 350"|"Washington Avenue"|"Old Orchard Beach"|"ME"|"USA"|"04064"|""|""|"595.0000"|""|""|""|"Support of local Cub S pack"
"01-6018568"|"The American Legion"|"6331"|"1155541"|"Run for the Fallen Mai"|""|""|""|"USA"|""|""|""|"350.0000"|""|""|""|"Support of programs"
"01-6018568"|"The American Legion"|"6332"|"1155541"|"American Legion Baseba"|""|""|""|"USA"|""|""|""|"500.0000"|""|""|""|"Support of"
"02-0150530"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS 633 TCWH LOCAL"|"6333"|"1155546"|"JAMES R HOFFA MEMORIAL SCHOLARSHIP FUND"|"25 LOUISIANA AVENUE NW"|"WASHINGTON"|"DC"|"USA"|"20001"|"52-2206826"|"501(C)(3)"|"9500.0000"|""|""|""|"GENERAL PURPOSE"
"02-0150530"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS 633 TCWH LOCAL"|"6334"|"1155546"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS"|"25 LOUISIANA AVENUE NW"|"WASHINGTON"|"DC"|"USA"|"20001"|"53-0215427"|"501(C)(3)"|"20000.0000"|""|""|""|"GET OUT THE VOTE CAMPAIGN"
"01-0598137"|"The Thelma Gaylord Lyric Theatre En"|"9476"|"1168394"|"Lyric Theatre of Oklahoma, Inc."|"1727 N. W. 16th"|"Oklahoma City"|"OK"|"USA"|"73106"|"73-1001687"|"501c3"|"146311.0000"|""|""|""|""
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"9477"|"1168395"|"MENTAL HEALTH AMERICA GRTR HO"|"2211 NORFOLK, # 810"|"HOUSTON"|"TX"|"USA"|"77098"|"74-1272394"|"501(C)(3)"|"124000.0000"|"0.0000"|""|""|"SUPPORT OF PROGRAMS"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"10491"|"1170916"|"SARATOGA PERFORMING ARTS CTR"|"108 AVENUE OF THE PINES"|"SARATOGA SPRINGS"|"NY"|"USA"|"12866"|"14-1466353"|"501(C)(3)"|"200000.0000"|""|""|""|"CHARITABLE"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"10492"|"1170916"|"SARATOGA HOSPITAL FOUNDATION"|"211 CHURCH STREET"|"SARATOGA SPRINGS"|"NY"|"USA"|"12866"|"14-1775218"|"501(C)(3)"|"100000.0000"|""|""|""|"CHARITABLE"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"10493"|"1170916"|"SKIDMORE COLLEGE"|"NORTH BROADWAY"|"SARATOGA SPRINGS"|"NY"|"USA"|"12866"|"14-1338562"|"501(C)(3)"|"50000.0000"|""|""|""|"CHARITABLE"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"10494"|"1170916"|"SARATOGA YMCA"|"200 WEST AVENUE"|"SARATOGA"|"NY"|"USA"|"12866"|"14-1726531"|"501(c)(3)"|"100000.0000"|""|""|""|"CHARITABLE"
