"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SCH_O_XII_CBX"|"ACCOUNT"|"FINS_REVIEWED_CBX"|"FINS_AUDITED_CBX"|"OVERSIGHT_COMMITTEE_CBX"|"SCB_STMT_CBX"|"RQ_AUDIT_CBX"|"DID_RQ_AUDIT_CBX"|"REVIEWED_SCB_CBX"|"AUDITED_SCB_CBX"
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"696904"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"696907"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"696908"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0223879"|"SKOWHEGAN STATE FAIR"|"696910"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0224718"|"CUMBERLAND FARMERS CLUB -PREVOST"|"696912"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0237244"|"LEE ACADEMY"|"696914"|"Y"|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0243254"|"MORRISON CENTER"|"696916"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0275159"|"Junior Achievement of Maine Inc"|"696918"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0278024"|"Independence Association"|"696919"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0279335"|"THE PIERRE MONTEUX MEMORIAL FOUNDATION, INC."|"696921"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0342356"|"Western Maine Transportation Services, Inc"|"696923"|""|"A"|"N"|"Y"|"N"|"S"|"Y"|"Y"|""|""
"01-0343953"|"Damanscotta Lake Watershed Assoc"|"696925"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0347381"|"Sacopee Valley Health Center"|"696927"|""|"A"|"N"|"Y"|""|"S"|"Y"|"Y"|""|""
"01-0349949"|"55 PLUS CENTER"|"696928"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0351077"|"MAINE CANCER FOUNDATION"|"696930"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0352258"|"CHILDREN'S MUSEUM & THEATRE OF MAINE"|"696933"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYSTEM INC"|"696937"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0378246"|"Southern Maine Regional Planning Commission, Inc."|"696939"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0380763"|"LAUDHOLM TRUST"|"696941"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0406214"|"NAMI MAINE"|"696943"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0406704"|"DANFORTH HABILITATION ASSOCTA"|"696945"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0409428"|"SCARBOROUGH ECONOMIC DEV CORP"|"696946"|""|"A"|"Y"|"N"|""|"S"|"N"|""|""|""
"01-0445163"|"Anson Madison Starks Ambulance"|"696948"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0466967"|"OXFORD COUNTY MENTAL HEALTH SERVICES"|"696950"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"696952"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0534293"|"THE CHILDREN'S CENTER"|"696953"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0538534"|"Bangor Nursing & Rehabilitation Center"|"696955"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"696957"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0547006"|"ASHLAND CARE GIVERS ASSOCIATION"|"696958"|""|"C"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"696960"|""|"A"|"N"|"Y"|"N"|"C"|"N"|""|""|""
"01-0645482"|"OVERTURE CENTER FOUNDATION INC"|"696962"|""|"A"|"N"|"Y"|"N"|"B"|"N"|""|""|""
"01-0666441"|"CORI'S PLACE"|"696964"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"696966"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0683331"|"JFK MEDICAL CENTER CHARTER SCHOOL, INC."|"696968"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"696970"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0702102"|"UNIVEST FOUNDATION"|"696972"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0771157"|"ROTTERDAM HOUSING DEVELOPMENT FUND COMPANY INC"|"696974"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0784491"|"FOR THE KID IN ALLOF US INC"|"696976"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"696978"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0842036"|"Lutheran Family Services of Colorado Foundation Inc"|"696981"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0911124"|"STEPHEN J PONZILLO JR. MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"696983"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"696987"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6010284"|"SCARBOROUGH PUBLIC LIBRARY"|"696989"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6011501"|"UNIVERSITY OF MAINE FOUNDATION"|"696991"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6117658"|"Downeast Energy Corp HealthDental Plan"|"696995"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"696997"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0242389"|"GREAT BAY SERVICES INC"|"697005"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0364464"|"Vose Library"|"697765"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0467754"|"The Camden Children's House Montessori School"|"697767"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0762655"|"O.A.C.B.H.A. Foundation"|"697769"|""|"A"|"Y"|"Y"|"Y"|"B"|"N"|""|""|""
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"697770"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0805468"|"LIVING BREAD RADIO INC"|"697772"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"697774"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"704923"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0780689"|"Hollenbeck Police Activities League"|"704936"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"706108"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0554275"|"CHARLOTTE ARTSFEST, INC."|"706109"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"706110"|"Y"|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0191203"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC."|"706783"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0211512"|"Home for the Aged"|"706784"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"706785"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0228262"|"Northeast Hearing & Speech Center, Inc."|"706787"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0267689"|"KATAHDIN FRIENDS, INC."|"706788"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0276272"|"GREATER PORTLAND LANDMARKS, INC."|"706789"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"706790"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0315931"|"Coastal Opportunities"|"706791"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"706792"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0322532"|"DAY ONE"|"706793"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0343697"|"GROUP HOME FOUNDATION, INC."|"706795"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0351782"|"DISABILITY RIGHTS CENTER"|"706796"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0355980"|"THE LANDING SCHOOL OF BOATBUILDING AND DESIGN"|"706797"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0373396"|"The Park Danforth"|"706798"|"Y"|"A"|"N"|"Y"|"Y"|"B"|"N"|""|""|""
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"706799"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"706800"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0407276"|"SUNRISE OPPORTUNITIES"|"706801"|""|"A"|"N"|"Y"|"N"|"S"|"Y"|"Y"|""|""
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY, MAINE"|"706802"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0431293"|"Horizons Unlimited, Inc."|"706803"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0440635"|"Addison Point Specialized Services, Inc"|"706804"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0443774"|"HANCOCK COUNTY HABITAT FOR HUMANITY"|"706805"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0450803"|"MAINE NATIONAL GUARD FOUNDATION FUND"|"706806"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE"|"706807"|"Y"|"A"|"N"|"Y"|"Y"|"B"|"N"|""|""|""
"01-0473057"|"CROSSROADS FOR WOMEN INC"|"706808"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|""
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"706809"|"Y"|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"706811"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0499934"|"ALLIES, INC."|"706812"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0516064"|"CO-OCCURRING COLLABORATIVE SERVING MAINE"|"706814"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0525631"|"Harbor Schools of Maine, Inc."|"706817"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0527277"|"Maine Indoor Air Quality Council"|"706818"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST. MARY'S"|"706820"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0553077"|"Links of Hope, Inc."|"706822"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0555559"|"ECS MINISTRIES"|"706823"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0586454"|"Full Spectrum Farms, Inc"|"706825"|"Y"|"O"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0593099"|"PENSACOLA BEACH ELEMENTARY SCHOOL, INC"|"706826"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0688897"|"Ohio Network of Children's Advocacy Centers"|"706828"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0694045"|"FLORIDA BREAST CANCER COALITION RESEARCH FOUNDATION, INC"|"706829"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0733180"|"THE GLADES INITIATIVE, INC."|"706830"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"706834"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"706835"|""|"C"|"Y"|"Y"|""|""|""|""|""|""
"01-0824858"|"ANIMAL CARE TRUST"|"706836"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0825719"|"Vision Rescue International"|"706837"|"Y"|"C"|"Y"|"N"|"Y"|"S"|"N"|"N"|""|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC."|"706838"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0869701"|"Center for Civic Policy"|"706839"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|""
"01-6000787"|"Brunswick Public Library Association"|"706840"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-6021559"|"Hyde School"|"706841"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-6023974"|"WASHINGTON COUNTY ASSOCIATION FOR RETARDED CITIZENS"|"706842"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|""
"01-0454077"|"WHA INC"|"713359"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0558182"|"JCPE INVESTMENTS (NFP)"|"713360"|"Y"|"C"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"713361"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"713823"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP."|"713829"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0466131"|"LA PUBLIC THEATER, INC."|"713906"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6013485"|"BANGOR YMCA FOUNDATION"|"713912"|""|"C"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0231382"|"SPRINGVALE PUBLIC LIBRARY ASSOCIATION"|"715187"|""|"C"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"715188"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0511583"|"Nothern New England Center for Financial Training"|"715189"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0765884"|"NORTH CLACKAMAS CHRISTIAN SCHOOL"|"715190"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0314110"|"AMICUS"|"715589"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0817571"|"Pepperwood Foundation"|"715711"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0339489"|"St. Joseph's Rehabilitation & Residence"|"717278"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"717284"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0351795"|"RELGRADE REGIONAL HEALTH CENTER, INC."|"719106"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0469196"|"University of Maine at Fort Kent Foundation"|"719108"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION,INC"|"719110"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"720228"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0709661"|"UNIVERSAL SCHOOL"|"720230"|""|"A"|"N"|"N"|""|"S"|"N"|""|""|""
"01-0316964"|"RILEY SCHOOL, INC."|"721181"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0349706"|"Onpoint Health Data"|"721182"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0473116"|"Peregrine Corporation"|"721183"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"721185"|"Y"|"O"|"N"|"N"|""|""|"N"|""|""|""
"01-0856707"|"MONGIL CORPORATION"|"721186"|""|"A"|"Y"|"Y"|"Y"|""|"N"|""|""|""
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"721187"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0332353"|"CORINTH HOUSING CORPORATION"|"723236"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0575746"|"Saint Gaiannas Home Inc."|"723239"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"723242"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"723244"|""|"C"|"Y"|"N"|"Y"|"C"|""|""|""|""
"01-0211538"|"Camp O-AT-KA, Inc."|"724478"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0360072"|"SMALL WOODLAND OWNERS ASSOCIATION OF MAINE"|"724479"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0364237"|"Good Neighbors Inc"|"724480"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0370827"|"THE BAY SCHOOL"|"724481"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0524329"|"KENNEBEC VALLEY DENTAL COALITION"|"724482"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"724484"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0626449"|"GATEWAY MONTESSORI SCHOOL INC"|"724486"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0720150"|"Idaho Virtual Academy LEA No 452"|"724487"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"724489"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0019705"|"ANCIENT FREE AND ACCEPTED MASONS OF MAINE GRAND LODGE"|"725843"|""|"C"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0114110"|"MAINE WATER UTILITIES ASSN"|"725844"|""|"C"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0119385"|"Megunticook Golf Club"|"725845"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0211481"|"BANGOR CHILDREN'S HOME"|"725846"|""|"C"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0212438"|"Maine Central Institute"|"725847"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"725848"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|"N"|""|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"725849"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0276859"|"Aroostook Mental Health Services, Inc."|"725851"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0285920"|"East Grand Health Center Inc"|"725852"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0318051"|"Central Maine Area Agency on Aging Inc"|"725853"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"725854"|""|"A"|"N"|"Y"|"N"|"S"|"Y"|"Y"|""|""
"01-0332058"|"Hancock County Auditorium Associates"|"725855"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"725856"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"725857"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0345826"|"Richmond Health Center"|"725859"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"725860"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0353371"|"Salt, Inc."|"725861"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0355090"|"LOVEJOY HEALTH CENTER, INC"|"725862"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"725863"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"725865"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"725866"|"Y"|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"725867"|""|"A"|"N"|"Y"|"N"|""|"Y"|"Y"|""|""
"01-0368153"|"THE PROGRESS CENTER, INC."|"725868"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0369793"|"Facilities Inc"|"725869"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0370896"|"Maine Association of Retirees, Inc."|"725870"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0371234"|"ELLWORTH AREA CHAMBER OF COMMERCE"|"725871"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"725872"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0384833"|"Big Brothers Big Sisters of Midcoast Mai"|"725873"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0391208"|"LA ARTS"|"725875"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0406624"|"HOLOCAUST HUMAN RIGHTS CENTER OF MAINE"|"725876"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"725877"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"725878"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"725879"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"725880"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"725881"|""|"A"|"Y"|"N"|"Y"|"C"|"Y"|"Y"|""|""
"01-0482069"|"RIDING TO THE TOP"|"725882"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"725883"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"725884"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROGRA"|"725885"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0514118"|"HEAR ME NOW INC"|"725886"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0518534"|"THE SHARING FOUNDATION"|"725887"|"Y"|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0572406"|"RADCLIFT INC"|"725888"|""|"A"|"Y"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"725890"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0665300"|"BARTRAM TRAIL CDC INC"|"725891"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"725892"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS INC"|"725894"|""|"A"|"N"|"Y"|"N"|"S"|"Y"|"Y"|""|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"725895"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"725896"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0779327"|"ISAIAH'S PLACE"|"725897"|""|"A"|"N"|"Y"|"Y"|""|""|""|""|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"725899"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0819513"|"DANSVILLE FIRE DEPARTMENT, INC."|"725900"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0831698"|"Jewish Community Foundation"|"725901"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"725902"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0872726"|"International Spanish Language Academy"|"725903"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0916759"|"KIPP ST. LOUIS"|"725904"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"725910"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0211532"|"KENTS HILL SCHOOL"|"732890"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
