"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FIRM_NAME"|"FIRM_STREET"|"FIRM_CITY"|"FIRM_STATE"|"FIRM_COUNTRY"|"FIRM_ZIP"|"FIRM_EIN"|"FIRM_PHONE"|"DISCUSS_WITH_PREPARER_CBX"|"PREP_SELF_EMP_CBX"
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"673278"|"Keirstead & Fox PA"|"2 Church Street"|"Westbrook"|"ME"|"USA"|"04092"|""|"207-854-1811"|"Y"|""
"01-0538045"|"TEEN AND YOUNG PARENT PROGRAM OF KNOX COUNTY"|"673280"|"NORTON & MASTERS CPAS"|"14A SCHOOL ST"|"ROCKLAND"|"ME"|"USA"|"04841"|""|"207-594-9501"|""|""
"01-0556446"|"Quincy Asian Resources, Inc."|"673281"|"Dennis & Associates, P.C."|"176 Granite Street"|"Quincy"|"MA"|"USA"|"02169-5016"|"04-3300206"|"617-479-6300"|"Y"|""
"01-0671144"|"WASHINGTON DRUG & ALCOHOL COMMISSION INC"|"673282"|"HOUSTON & ASSOCIATES LLC"|"650 MILLCRAFT CENTER"|"WASHINGTON"|"PA"|"USA"|"15301"|""|"724-223-9465"|"Y"|""
"01-0865446"|"Cosby High School Athletic Boosters"|"673283"|""|""|""|""|""|""|""|""|""|""
"01-0686429"|"CLUB HORIZON, INC."|"671112"|"Koonce, Wooten & Haywood, L. L. P."|"P. O. Box 17806"|"Raleigh"|"NC"|"USA"|"27619-7806"|""|"919-782-9265"|"Y"|""
"01-0781831"|"THE DOUGLAS CENTER"|"671113"|"MIRZA BAIG & COMPANY"|"333 N, MICHIGAN AVE"|"CHICAGO"|"IL"|"USA"|"60601"|"36-4211016"|"312-236-2077"|"Y"|""
"01-0793127"|"HAPPILY EVER AFTER Educational Programs Inc."|"671114"|""|""|""|""|""|""|""|""|""|""
"01-0280221"|"COMMUNITY LIVING ASSOCIATION"|"665466"|"Chester M. Kearney, PA"|"P .O. Box 744"|"Houlton"|"ME"|"USA"|"04730-0744"|"01-0411241"|"207-532-4271"|""|""
"01-0317317"|"FRATERNAL ORDER OF EAGLES AERIE NO. 3177"|"665467"|"ACCESSIBLE ACCOUNTANTS"|"753 STILLWATER AVE"|"BANGOR"|"ME"|"USA"|"04401-3633"|""|"207-262-2181"|"Y"|""
"01-0452620"|"FRIENDS OF CASCO BAY"|"665468"|"DAWSON SMITH PURVIS & BASSETT PA"|"15 CASCO STREET"|"PORTLAND"|"ME"|"USA"|"04101-2902"|""|"207-874-0355"|"Y"|""
"01-0544421"|"OXFORD HILLS CHRISTIAN ACADEMY"|"665469"|""|""|""|""|""|""|""|""|""|""
"01-0216657"|"SANFORD LIBRARY ASSOCIATION, INC."|"667821"|"JOEL F. PATTERSON & ASSOCIATES"|"819 MAIN STREET"|"SANFORD"|"ME"|"USA"|"04073"|"01-0503224"|"207-324-7193"|"Y"|""
"01-0221132"|"D.A. HURD PUBLIC LIBRARY ASSOCIATION"|"667822"|"JOEL F. PATTERSON & ASSOCIATES"|"819 MAIN STREET"|"SANFORD"|"ME"|"USA"|"04073"|"01-0503224"|"207-324-7193"|"Y"|""
"01-0165110"|"MAINE TOURISM ASSOCIATION"|"662304"|"AUSTIN ASSOCIATES P.A., CPA'S"|"PO BOX 3400"|"AUBURN"|"ME"|"USA"|"04212-3400"|""|"207-783-9111"|"Y"|""
"01-0207716"|"VICTORIA MANSION"|"662305"|"LEONARDO & CO., P.A."|"144 U.S. ROUTE 1"|"SCARBOROUGH"|"ME"|"USA"|"04074"|"26-0767167"|"207-883-9555"|"Y"|""
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"662306"|"Milliken Perkins and Co"|"PO Box 1028"|"Windham"|"ME"|"USA"|"04062"|""|"207-892-2234"|"N"|""
"01-0642617"|"BEACON - INDEPENDENT LIVING SERVICES"|"662307"|"BERGERLEWIS ACCOUNTANCY CORP"|"740 FRONT STREET SUITE 365"|"SANTA CRUZ"|"CA"|"USA"|"95060-4550"|""|"831-423-6500"|"Y"|""
"01-0268926"|"TOPSHAM PUBLIC LIBRARY"|"667823"|"SMITH & ASSOCIATES CPAS"|"50 FOREST FALLS DR STE 3"|"YARMOUTH"|"ME"|"USA"|"04096-6937"|""|"207-846-8881"|""|""
"01-0851915"|"PROJECT FAITH FOUNDATION INC."|"662309"|"ROBERT J. BENOIT, CPA"|"1 W BOYLSTON ST STE 306"|"WORCESTER"|"MA"|"USA"|"01605"|""|"508-770-1040"|"Y"|""
"01-0930709"|"Glenwood Family Ministries"|"662310"|""|""|""|""|""|""|""|""|""|""
"01-0365436"|"Maine Administrators of Services For Children With Disabilities"|"667824"|"Macdonald Page & Co LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|""|""
"01-0367357"|"AMERICAN CIVIL LIBERTIES UNION OF MAINE FOUNDATION"|"667825"|"Smith & Associates CPAs"|"50 Forest Falls Dr Ste 3"|"Yarmouth"|"ME"|"USA"|"04096-6937"|"01-0522395"|"207-846-8881"|""|""
"01-0545335"|"United Ambulance Service"|"667826"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|""|"207-775-2387"|"Y"|""
"01-0726924"|"LOAVES & FISHES FOOD PANTRY INC"|"667827"|"ROBERT C ALARIO CPA PC"|"75 NORTH MAIN STREET"|"LEOMINSTER"|"MA"|"USA"|"01453"|""|"978-534-1999"|"Y"|""
"01-6006524"|"BRIDGTON PUBLIC LIBRARY"|"667828"|"Chandel Associates, PA"|"PO Box 7"|"Bridgton"|"ME"|"USA"|"04009-0007"|""|"207-647-5711"|""|""
"01-0319421"|"UNIVERSITY OF MAINE STUDENT GOVERNMENT"|"669155"|"LOISELLE, GOODWIN & HINDS"|"1 MERCHANTS PLAZA, SUTIE 703"|"BANGOR"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-6022815"|"ISLAND MEDICAL CENTER"|"662311"|"LOISELLE, GOODWIN & HINDS"|"1 MERCHANTS PLAZA, SUITE 703"|"BANGOR"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-0351143"|"Belfast Free Library"|"673277"|"Nickerson PA"|"PO Box 211"|"Belfast"|"ME"|"USA"|"04915-0211"|""|"207-338-2770"|""|""
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"673276"|"HAMMOND AND DARGIS"|"460 ELM STREET"|"BIDDEFORD"|"ME"|"USA"|"04005"|"27-0670280"|"207-282-7571"|"N"|""
"01-0266854"|"ELMHURST INC"|"677035"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|""|"207-780-1100"|""|""
"01-0367582"|"PORT RESOURCES INC"|"677036"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|""|"207-786-0328"|"Y"|""
"01-0568739"|"Korean American Foundation - Greater Washington"|"677037"|"Kang & Thomas, LLC"|"7620 Little River Turnpike, #211"|"Annandale"|"VA"|"USA"|"22003"|""|"703-256-2580"|"Y"|""
"01-0589882"|"JARED C. BRUCE ACADEMY"|"677038"|"RITZ HOLMAN LLP"|"330 E. KILBOURN STE. 550"|"MILWAUKEE"|"WI"|"USA"|"53202-3144"|""|"414-271-1451"|"Y"|""
"01-0725238"|"LEAD MARYLAND FOUNDATION INC"|"677040"|"SUMP & ASSOCIATES PC"|"8603 COMMERCE DRIVE STE 10"|"EASTON"|"MD"|"USA"|"21601-4207"|""|"410-770-5151"|""|""
"01-0902152"|"Orange County Mormon Choral Organization"|"677041"|"Financial Express"|"400 Claude Dr."|"Santa Clara"|"UT"|"USA"|"84765"|""|"435-656-0099"|"Y"|""
"01-6123853"|"BC&T, LOCAL # 334 RETIREE HEALTH TRUST (NISSEN DIVISION)"|"677043"|"BROOKS & BROOKS CPA'S"|"110 PLEASANT HILL ROAD"|"SCARBOROUGH"|"ME"|"USA"|"04074"|"01-0447753"|"207-883-8810"|"Y"|""
"01-0533796"|"The Maine Special Education/ Mental Health Collaborative"|"685668"|"Anne M. Romano, CPA"|"100 Commercial St, Suite 405"|"Portland"|"ME"|"USA"|"04101"|"01-0537876"|"207-874-9844"|"Y"|""
"01-0780934"|"LAKE COUNTY INT CHARTER SCHOOL"|"674479"|"RENA GROVE EA"|"PO BOX 233"|"LAKEPORT"|"CA"|"USA"|"95453"|"27-3160945"|"707-263-8657"|"Y"|""
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"674480"|"WILLIAM T. RACINE, CPA"|"859 WASHINGTON STREET"|"BATH"|"ME"|"USA"|"04530"|""|"207-443-5716"|"Y"|""
"01-0633672"|"EARLY CHILDHOOD COUNCIL OF LARIMER COUNTY, INC"|"685673"|"Knezovich & Williams, CPAs LLC"|"109 Coronado Ct Bldg 7"|"Ft. Collins"|"CO"|"USA"|"80525"|"84-1279111"|"970-224-9900"|"Y"|""
"01-0728178"|"ALVEOLI CORPORATION"|"685674"|"TAGGART MITCHELL & ASSOCIATES"|"PO BOX 932"|"MCMURRAY"|"PA"|"USA"|"15317"|""|"724-941-4486"|"Y"|""
"01-0768551"|"Ashland County Lifeworx Inc."|"685676"|"Julie Keiffer Tax & Accounting"|"936 N Parkview Circle"|"Ashland"|"OH"|"USA"|"44805"|""|"419-281-9605"|"Y"|""
"01-0869799"|"Washington's National Park Fund"|"685677"|"Jones & Associates LLC, CPAS"|"1701 NE 104th Street"|"Seattle"|"WA"|"USA"|"98125-7646"|""|"206-525-5170"|"Y"|""
"01-0892950"|"JUMP OF OHIO INC"|"685678"|"DAVID C MURRAY & COMPANY CPAS INC"|"104 NORTH MARKET STREET"|"TROY"|"OH"|"USA"|"45373"|""|"937-335-3652"|""|""
"01-6015247"|"Naples Public Library"|"685681"|""|""|""|""|""|""|""|""|""|""
"01-6015647"|"Penobscot Marine Museum"|"685682"|"Berry, Dunn, McNeil & Parker LLC"|"POBox 1100"|"Portland"|"ME"|"USA"|"01052-3282"|""|"207-775-2387"|""|""
"01-0215686"|"RICE PUBLIC LIBRARY"|"685653"|"PATRICIA KOSOWICZ"|"65 Rogers Road"|"Kittery"|"ME"|"USA"|"03904"|""|"207-439-2864"|"Y"|""
"01-0248668"|"HUBBARD FREE LIBRARY"|"685654"|"MASCIADRI ACCOUNTING"|"10 LITCHFIELD ROAD"|"HALLOWELL"|"ME"|"USA"|"04347"|""|"207-623-1900"|"Y"|""
"01-0249577"|"BREAKWATER SCHOOL"|"685655"|"DAWSON SMITH PURVIS & BASSETT PA"|"15 CASCO STREET"|"PORTLAND"|"ME"|"USA"|"04101-2902"|""|"207-874-0355"|"Y"|""
"01-0275447"|"Children's Center Early Intervention & Family Support"|"685656"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|""|"207-775-3496"|"Y"|""
"01-0279587"|"Waban Projects Inc"|"685657"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|""|"207-775-3496"|"Y"|""
"01-0286579"|"WILTON FREE PUBLIC LIBRARY"|"685658"|"NICHOLSON & ASSOCIATES, PA"|"76 SILVER STREET"|"WATERVILLE"|"ME"|"USA"|"04901"|""|"207-872-7077"|"Y"|""
"01-0345660"|"BOOTHBAY REGION AMBULANCE SERVICE"|"685659"|"HENRY J. HURFORD, JR, CPA"|"P.O. BOX 1"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538-0001"|""|"207-633-4040"|"Y"|""
"01-0348849"|"MAPS"|"685660"|"Chester M. Kearney, PA"|"P.O. Box 744"|"Houlton"|"ME"|"USA"|"04730-0744"|"01-0411241"|"207-532-4271"|""|""
"01-0355649"|"ST. JOHN VALLEY ASSOCIATES, INC."|"685661"|"PLOURDE, MORNEAULT & DUBAY, P.A."|"286 WEST MAIN STREET, SUITE 102"|"FORT KENT"|"ME"|"USA"|"04743"|""|"207-834-3104"|"Y"|""
"01-0369660"|"Work First Inc"|"685662"|"Austin Associates PA CPA"|"Two Great Falls Plaza"|"Auburn"|"ME"|"USA"|"04212-3400"|""|"207-783-9111"|"Y"|""
"01-0388492"|"TURNER PUBLIC LIBRARY ANDROSCOGGIN SAVINGS BANK, MANAGER"|"685663"|"MACDONALD PAGE & CO LLC"|"30 LONG CREEK DR"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0242373"|"207-774-5701"|"Y"|""
"01-0459572"|"The Associates of the Osher Map Library"|"685664"|"Smith & Associates CPAs"|"50 Forest Falls Dr Ste 3"|"Yarmouth"|"ME"|"USA"|"04096-6937"|"01-0522395"|"207-846-8881"|""|""
"01-0467869"|"MAINE AQUACULTURE INNOVATION CENTER"|"685665"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|""|"207-945-5695"|"Y"|""
"01-0488464"|"GREAT POND MOUNTAIN CONSERVATION TRUST"|"685666"|"LOISELLE, GOODWIN & HINDS"|"1 MERCHANTS PLAZA, SUITE 703"|"BANGOR"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-0521260"|"RIPPLEFFECT INC"|"685667"|"ALBIN RANDALL & BENNETT"|"PO BOX 445 130 MIDDLE STREET"|"PORTLAND"|"ME"|"USA"|"04112-0445"|""|"207-772-1981"|"Y"|""
"01-0562891"|"ATLANTIC CAPE FAMILY SUPPORT ORGANIZATION INC."|"685671"|"FORD SCOTT & ASSOCATES, L.L.C."|"1535 HAVEN AVENUE"|"OCEAN CITY"|"NJ"|"USA"|"08226-0538"|""|"609-399-6333"|"Y"|""
"01-0027741"|"BENEVOLENT & PROTECTIVE ORDER OF ELKS #964"|"690075"|"ALBIN RANDALL & BENNETT"|"PO BOX 445, 130 MIDDLE STREET"|"PORTLAND"|"ME"|"USA"|"04112-0445"|""|"207-772-1981"|"Y"|""
"01-0267159"|"NATIONAL SOCIETY OF THE COLONIAL DAMES IN THE STATE OF MAINE"|"690078"|"WILLIAM T. RACINE, CPA"|"859 WASHINGTON STREET"|"BATH"|"ME"|"USA"|"04530"|""|"207-443-5716"|"Y"|""
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"690080"|"Lane & Company, CPAs"|"1920 N Street NW, Ste 320"|"Washington"|"DC"|"USA"|"20036"|""|"202-463-6500"|"Y"|""
"01-0756138"|"FIVE ACRES ANIMAL SHELTER"|"693272"|"DEVEREUX & COMPANY LLC"|"307 N MAIN ST"|"SAINT CHARLES"|"MO"|"USA"|"63301-2032"|"26-3317195"|"636-947-3151"|"Y"|""
"01-0774338"|"North Ridgeville Amateur Soccer League"|"693275"|""|""|""|""|""|""|""|""|""|""
"01-0819638"|"TRANSFORMATIVE INQUIRY DESIGNS FOR EFFECTIVE SCHOO"|"693283"|""|"17356 Caminito Canasto"|"San Diego"|"CA"|"USA"|"92127"|"33-1050212"|"619-405-1705"|"Y"|""
"01-0976638"|"COLORADO ASSOCIATION OF COMMUNITY CENTERED BOARDS"|"693293"|"EDWARD B. MILLER, C.P.A."|"410 17TH STREET, SUITE 1355"|"DENVER"|"CO"|"USA"|"80202"|""|"303-592-4546"|"Y"|""
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYSTEM INC"|"696937"|"Davis CPA PA"|"118 Academy St"|"Presque Isle"|"ME"|"USA"|"04769"|""|"207-762-6084"|"Y"|""
"01-0466967"|"OXFORD COUNTY MENTAL HEALTH SERVICES"|"696950"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|""|"207-786-0328"|"Y"|""
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"696952"|"Macdonald Page & Co LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|""|""
"01-0534293"|"THE CHILDREN'S CENTER"|"696953"|"MCLEOD, ASCANIO & COMPANY"|"844 STEVENS AVENUE"|"PORTLAND"|"ME"|"USA"|"04103"|""|"207-878-2727"|"Y"|""
"01-0538534"|"Bangor Nursing & Rehabilitation Center"|"696955"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|""|"207-775-2387"|"Y"|""
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"696957"|"COSTON & MC ISAAC, CPA'S"|"38 RODICK ST."|"BAR HARBOR"|"ME"|"USA"|"04609"|""|"207-288-9458"|"Y"|""
"01-0547006"|"ASHLAND CARE GIVERS ASSOCIATION"|"696958"|"LEE R.THERIAULT C.P.A."|"34 EAST MAIN STREET, STE 102"|"FORT KENT"|"ME"|"USA"|"04743"|""|"207-834-5448"|"Y"|""
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"696960"|"HACKER, JOHNSON & SMITH, P.A"|"500 N. WESTSHORE BLVD., SUITE 1000"|"TAMPA"|"FL"|"USA"|""|""|"813-286-2424"|"Y"|""
"01-0378246"|"Southern Maine Regional Planning Commission, Inc."|"696939"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"MA"|"USA"|"04101"|""|"207-775-3496"|"Y"|""
"01-0380763"|"LAUDHOLM TRUST"|"696941"|"CUMMINGS LAMONT & MCNAMEE PA"|"305 LAFAYETTE CENTER"|"KENNEBUNK"|"ME"|"USA"|"04043"|""|"207-985-3339"|"Y"|""
"01-0406214"|"NAMI MAINE"|"696943"|"ROBUSTELLI SOUCY HUSSEY, P.A"|"1071 LISBON ST"|"LEWISTON"|"ME"|"USA"|"04240-5768"|""|"207-783-2839"|"Y"|""
"01-0406704"|"DANFORTH HABILITATION ASSOCTA"|"696945"|"Sage Financial"|"52 Main Street"|"HOULTON"|"ME"|"USA"|"04730"|"20-0422812"|"207-532-1089"|"Y"|""
"01-0409428"|"SCARBOROUGH ECONOMIC DEV CORP"|"696946"|"WILLIAM W DEAN CPA"|"636E U.S ROUTE 1"|"SCARBOROUGH"|"ME"|"USA"|"04074"|""|"207-883-0216"|"Y"|""
"01-0445163"|"Anson Madison Starks Ambulance"|"696948"|"Emerson & Associates"|"52 Main Street"|"Madison"|"ME"|"USA"|"04950"|""|"207-696-4808"|""|""
"01-0104905"|"LAUREL HILL CEMETERY ASSOCIATION"|"696898"|"Simensky, Engstrom & Associate, CPA's"|"P.O. Box 760"|"Saco"|"ME"|"USA"|"04072"|"01-0353028"|"207-284-5943"|""|""
"01-0114035"|"MAINE EDUCATION ASSOCIATION"|"696900"|"MACDONALD PAGE & CO LLC"|"227 WATER STREET"|"AUGUSTA"|"ME"|"ME"|"04338"|"01-0242373"|"207-622-4766"|"Y"|""
"01-0158948"|"SIGMA KAPPA SORORITY"|"696902"|"K. B. PARRISH & CO. LLP"|"6840 EAGLE HIGHLANDS WAY"|"INDIANAPOLIS"|"IN"|"USA"|"46254"|""|"317-347-5200"|"Y"|""
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"696904"|"OUELLETTE & ASSOCIATES, PA"|"1111 LISBON ST"|"LEWISTON"|"ME"|"USA"|"04240"|""|"207-786-0328"|"Y"|""
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"696907"|"ALBIN RANDALL & BENNETT"|"PO BOX 445 130 MIDDLE STREET"|"PORTLAND"|"ME"|"USA"|"04112-0445"|""|"207-772-1981"|"Y"|""
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"696908"|"FOSTER & COMPANY LLP CPA'S"|"78 MAIN STREET PO BOX C"|"BUCKSPORT"|"ME"|"USA"|"04416"|"27-3375939"|"207-469-7364"|"Y"|""
"01-0223879"|"SKOWHEGAN STATE FAIR"|"696910"|"DOUGLAS A TATHAM CPA"|"35 PISHON FERRY ROAD"|"CLINTON"|"ME"|"USA"|"04927"|""|"207-453-2135"|"Y"|""
"01-0224718"|"CUMBERLAND FARMERS CLUB -PREVOST"|"696912"|"LL TAX SERVICES"|"PO BOX 1198"|"PORTLAND"|"ME"|"USA"|"04104"|""|"207-409-3353"|"Y"|""
"01-0237244"|"LEE ACADEMY"|"696914"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|""|"207-945-5695"|"Y"|""
"01-0243254"|"MORRISON CENTER"|"696916"|"MACDONALD PAGE & CO LLC"|"30 LONG CREEK DR"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0242373"|"207-774-5701"|"Y"|""
"01-0275159"|"Junior Achievement of Maine Inc"|"696918"|"Macdonald Page & Co LLC"|"227 Water Street PO Box 2749"|"Augusta"|"ME"|"USA"|"04338"|""|"207-774-5701"|""|""
"01-0278024"|"Independence Association"|"696919"|"Macdonald Page & Co LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|""|""
"01-0279335"|"THE PIERRE MONTEUX MEMORIAL FOUNDATION, INC."|"696921"|"BHA, LLC"|"344 Ellsworth Rd, P.O. Box 697"|"Blue Hill"|"ME"|"USA"|"04614"|"20-1530518"|"207-374-9985"|""|""
"01-0342356"|"Western Maine Transportation Services, Inc"|"696923"|"RHR Smith and Company"|"3 Old Orchard Road"|"Buxton"|"ME"|"USA"|"04093"|"04-3383155"|"800-300-7708"|"Y"|""
"01-0343953"|"Damanscotta Lake Watershed Assoc"|"696925"|"Kathryn A Dunn CPA"|"PO Box 1016 10 Court St Place"|"Augusta"|"ME"|"USA"|"04332-1016"|""|"207-626-3554"|"Y"|""
"01-0347381"|"Sacopee Valley Health Center"|"696927"|"RHR Smith and Company"|"3 Old Orchard Road"|"Buxton"|"ME"|"USA"|"04093"|"04-3383155"|"800-300-7708"|"Y"|""
"01-0349949"|"55 PLUS CENTER"|"696928"|"Chandel Associates, PA"|"PO Box 7"|"Bridgton"|"ME"|"USA"|"04009-0007"|""|"207-647-5711"|"Y"|""
"01-0351077"|"MAINE CANCER FOUNDATION"|"696930"|"Smith & Associates CPAs"|"50 Forest Falls Dr Ste 3"|"Yarmouth"|"ME"|"USA"|"04096-6937"|"01-0522395"|"207-846-8881"|""|""
"01-0352258"|"CHILDREN'S MUSEUM & THEATRE OF MAINE"|"696933"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|""|"207-773-2986"|"Y"|""
"01-0645482"|"OVERTURE CENTER FOUNDATION INC"|"696962"|"JOHNSON BLOCK & CO CPA'S"|"49 KESSEL CT STE 210"|"MADISON"|"WI"|"USA"|"53711-6275"|""|""|""|""
"01-0666441"|"CORI'S PLACE"|"696964"|"ZAVADA & ASSOCIATES"|"1089 WYOMING AVE"|"FORTY FORT"|"PA"|"USA"|"18704-4002"|""|""|"Y"|""
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"696966"|"KAHN LITWIN RENZA & CO LTD"|"800 SOUTH STREET SUITE 300"|"WALTHAM"|"MA"|"USA"|"02453"|""|"781-547-8800"|"Y"|""
"01-0683331"|"JFK MEDICAL CENTER CHARTER SCHOOL, INC."|"696968"|"TEMPLETON & COMPANY, LLP"|"222 LAKEVIEW AVENUE, SUITE 1200"|"WEST PALM BEACH"|"FL"|"USA"|"33401"|""|"561-798-9988"|"Y"|""
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"696970"|"OUELLETTE & ASSOCIATES, P.A."|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|""|"207-786-0328"|"Y"|""
"01-0702102"|"UNIVEST FOUNDATION"|"696972"|"SEITZ LEATHERMAN & KOLB LLC"|"595 BETHLEHEM PIKE SUITE 204"|"MONTGOMERYVILLE"|"PA"|"USA"|"18936"|""|"215-822-5229"|"Y"|""
"01-0771157"|"ROTTERDAM HOUSING DEVELOPMENT FUND COMPANY INC"|"696974"|"CNA Tax Professionals Inc"|"8606 Allisonville Road Suite 120"|"Indianapolis"|"IN"|"USA"|"46250"|""|"317-841-3393"|""|""
"01-0784491"|"FOR THE KID IN ALLOF US INC"|"696976"|"R MICHAEL LABOUNTY & ASSOCIATES"|"2750 BUFORD HWY STE 247"|"ATLANTA"|"GA"|"USA"|"30324"|""|"404-636-6272"|""|""
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"696978"|"Dawn R. Parker, CPA & Associates"|"11B Prospect Hill Rd"|"New Milford"|"CT"|"USA"|"06776"|"06-1607692"|"860-354-4150"|"Y"|""
"01-0842036"|"Lutheran Family Services of Colorado Foundation Inc"|"696981"|"EHRHARDT KEEFE STEINER & HOTTMAN PC"|"7979 E TUFTS AVENUE SUITE 400"|"DENVER"|"CO"|"USA"|"80237-2843"|""|"303-740-9400"|"Y"|""
"01-0911124"|"STEPHEN J PONZILLO JR. MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"696983"|"GROSS MENDELSOHN & ASSOCIATES P.A."|"36 S CHARLES ST STE 1800"|"BALTIMORE"|"MD"|"USA"|"21201-3102"|""|"410-685-5512"|"Y"|""
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"696987"|"KENDALL, PREBOLA AND JONES CPAS"|"P.O. BOX 259"|"BEDFORD"|"PA"|"USA"|"15522-0259"|""|"814-623-1880"|"Y"|""
"01-6010284"|"SCARBOROUGH PUBLIC LIBRARY"|"696989"|"Smith & Associates CPAs"|"50 Forest Falls Dr Ste 3"|"Yarmouth"|"ME"|"USA"|"04096-6937"|"01-0522395"|"207-846-8881"|""|""
"01-6011501"|"UNIVERSITY OF MAINE FOUNDATION"|"696991"|"BRANTNER, THIBODEAU & ASSOC."|"674 MT. HOPE AVENUE SUITE 1"|"BANGOR"|"ME"|"USA"|"04401"|"01-0535888"|"207-947-3325"|"Y"|""
"01-6117658"|"Downeast Energy Corp HealthDental Plan"|"696995"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|""|"207-775-2387"|"Y"|""
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"696997"|"NICHOLSON & ASSOCIATES, PA"|"76 SILVER STREET"|"WATERVILLE"|"ME"|"USA"|"04901"|""|"207-872-7077"|"Y"|""
"02-0242389"|"GREAT BAY SERVICES INC"|"697005"|"BERNARD JOHNSON & COMPANY PC"|"15 MAIN STREET"|"TOPSFIELD"|"MA"|"USA"|"01983"|""|"978-887-2220"|""|""
"01-0554275"|"CHARLOTTE ARTSFEST, INC."|"706109"|"CHERRY, BEKAERT & HOLLAND, L.L.P."|"1111 METROPOLITAN AVENUE, SUITE 1000"|"CHARLOTTE"|"NC"|"USA"|"28204"|""|"704-377-1678"|"Y"|""
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"706110"|"DOYLE & KEENAN PC"|"908 W 35TH ST"|"DAVENPORT"|"IA"|"USA"|"52806-5826"|""|"563-386-2727"|"Y"|""
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"706108"|"Macdonald Page & Co LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|""|""
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"706800"|"LOISELLE, GOODWIN & HINDS"|"1 MERCHANTS PLAZA, SUITE 703"|"BANGOR"|"ME"|"USA"|"04402-0939"|""|"207-990-4585"|"Y"|""
"01-0431293"|"Horizons Unlimited, Inc."|"706803"|"Felch & Company, LLC"|"P.O. Box 906"|"Caribou"|"ME"|"USA"|"04736"|""|"207-498-3176"|"Y"|""
