"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_COMP_ORG"|"TOTAL_COMP_RELATED_ORG"|"TOTAL_COMP_OTHER"|"TOTAL_PERSONS_100000"|"FORMER_1A_CBX"|"ANYBODY_150000_CBX"|"ANYBODY_COMP_UNRELATED_CBX"
"01-0104905"|"LAUREL HILL CEMETERY ASSOCIATION"|"696898"|"9000.0000"|""|""|"0"|"N"|"N"|"N"
"01-0114035"|"MAINE EDUCATION ASSOCIATION"|"696900"|"1044908.0000"|"0.0000"|"183990.0000"|"21"|"N"|"Y"|"N"
"01-0158948"|"SIGMA KAPPA SORORITY"|"696902"|"101628.0000"|"0.0000"|"16848.0000"|"0"|"N"|"N"|"N"
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"696904"|"64560.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"696907"|"100565.0000"|"0.0000"|"3885.0000"|"1"|"N"|"N"|"N"
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"696908"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0223879"|"SKOWHEGAN STATE FAIR"|"696910"|"2100.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0224718"|"CUMBERLAND FARMERS CLUB -PREVOST"|"696912"|"30034.0000"|""|""|""|"N"|"N"|"N"
"01-0237244"|"LEE ACADEMY"|"696914"|"0.0000"|"0.0000"|"0.0000"|"2"|"N"|"N"|"N"
"01-0243254"|"MORRISON CENTER"|"696916"|"83629.0000"|"0.0000"|"5799.0000"|"0"|"N"|"N"|"N"
"01-0275159"|"Junior Achievement of Maine Inc"|"696918"|"67511.0000"|""|""|"0"|"N"|"N"|"N"
"01-0278024"|"Independence Association"|"696919"|"110156.0000"|""|"21507.0000"|"0"|"N"|"N"|"N"
"01-0279335"|"THE PIERRE MONTEUX MEMORIAL FOUNDATION, INC."|"696921"|""|""|""|"0"|"N"|"N"|"N"
"01-0342356"|"Western Maine Transportation Services, Inc"|"696923"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0343953"|"Damanscotta Lake Watershed Assoc"|"696925"|"37000.0000"|""|""|""|"N"|"N"|"N"
"01-0347381"|"Sacopee Valley Health Center"|"696927"|"287944.0000"|"0.0000"|"0.0000"|"2"|"N"|"N"|"N"
"01-0349949"|"55 PLUS CENTER"|"696928"|""|""|""|"0"|"N"|"N"|"N"
"01-0351077"|"MAINE CANCER FOUNDATION"|"696930"|"80253.0000"|""|"13217.0000"|"0"|"N"|"N"|"N"
"01-0352258"|"CHILDREN'S MUSEUM & THEATRE OF MAINE"|"696933"|"99014.0000"|"0.0000"|"15853.0000"|"0"|"N"|"N"|"N"
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYSTEM INC"|"696937"|"81733.0000"|""|""|""|"N"|"N"|"N"
"01-0378246"|"Southern Maine Regional Planning Commission, Inc."|"696939"|"64689.0000"|"0.0000"|"16781.0000"|"0"|"N"|"N"|"N"
"01-0380763"|"LAUDHOLM TRUST"|"696941"|"82000.0000"|"0.0000"|"5330.0000"|"0"|"N"|"N"|"N"
"01-0406214"|"NAMI MAINE"|"696943"|"67588.0000"|""|"6656.0000"|"0"|"N"|"N"|"N"
"01-0406704"|"DANFORTH HABILITATION ASSOCTA"|"696945"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0409428"|"SCARBOROUGH ECONOMIC DEV CORP"|"696946"|"84952.0000"|"0.0000"|"14302.0000"|"0"|"N"|"N"|"N"
"01-0445163"|"Anson Madison Starks Ambulance"|"696948"|""|""|""|"0"|"N"|"N"|"N"
"01-0466967"|"OXFORD COUNTY MENTAL HEALTH SERVICES"|"696950"|"217606.0000"|"0.0000"|"22998.0000"|"0"|"N"|"N"|"N"
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"696952"|""|""|""|"0"|"N"|"N"|"N"
"01-0534293"|"THE CHILDREN'S CENTER"|"696953"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0538534"|"Bangor Nursing & Rehabilitation Center"|"696955"|"82618.0000"|"0.0000"|"5460.0000"|"0"|"N"|"N"|"N"
"01-0541280"|"SUMMER FESTIVAL OF THE ARTS"|"696957"|"26000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0547006"|"ASHLAND CARE GIVERS ASSOCIATION"|"696958"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"696960"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0645482"|"OVERTURE CENTER FOUNDATION INC"|"696962"|"36000.0000"|"121954.0000"|"28048.0000"|"0"|"N"|"Y"|"N"
"01-0666441"|"CORI'S PLACE"|"696964"|"51087.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"696966"|"191629.0000"|"0.0000"|"1302.0000"|"0"|"N"|"N"|"N"
"01-0683331"|"JFK MEDICAL CENTER CHARTER SCHOOL, INC."|"696968"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"696970"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0702102"|"UNIVEST FOUNDATION"|"696972"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0771157"|"ROTTERDAM HOUSING DEVELOPMENT FUND COMPANY INC"|"696974"|""|""|""|"0"|"N"|"N"|"N"
"01-0784491"|"FOR THE KID IN ALLOF US INC"|"696976"|""|""|""|""|"N"|"N"|"N"
"01-0816812"|"The Apple Blossom School and Family Center, Inc."|"696978"|"83656.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0842036"|"Lutheran Family Services of Colorado Foundation Inc"|"696981"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0911124"|"STEPHEN J PONZILLO JR. MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"696983"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"696987"|"1242918.0000"|"0.0000"|"199813.0000"|"7"|"N"|"Y"|"N"
"01-6010284"|"SCARBOROUGH PUBLIC LIBRARY"|"696989"|"126734.0000"|""|"32676.0000"|"0"|"N"|"N"|"N"
"01-6011501"|"UNIVERSITY OF MAINE FOUNDATION"|"696991"|"302876.0000"|"0.0000"|"13635.0000"|"2"|"N"|"Y"|"N"
"01-6117658"|"Downeast Energy Corp HealthDental Plan"|"696995"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"696997"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0242389"|"GREAT BAY SERVICES INC"|"697005"|"74946.0000"|""|"6785.0000"|""|"N"|"N"|"N"
"01-0364464"|"Vose Library"|"697765"|""|""|""|"0"|"N"|"N"|"N"
"01-0467754"|"The Camden Children's House Montessori School"|"697767"|"40000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0762655"|"O.A.C.B.H.A. Foundation"|"697769"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"697770"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0805468"|"LIVING BREAD RADIO INC"|"697772"|""|""|""|"0"|"N"|"N"|"N"
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"697774"|"0.0000"|"199083.0000"|"23196.0000"|"0"|"N"|"Y"|"N"
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"704923"|"20285.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0780689"|"Hollenbeck Police Activities League"|"704936"|"65000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"706108"|""|""|""|"0"|"N"|"N"|"N"
"01-0554275"|"CHARLOTTE ARTSFEST, INC."|"706109"|"0.0000"|"552329.0000"|"82008.0000"|"0"|"N"|"Y"|"N"
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"706110"|"0.0000"|"121273.0000"|"8656.0000"|"0"|"N"|"N"|"N"
"01-0191203"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC."|"706783"|"144408.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0211512"|"Home for the Aged"|"706784"|"115773.0000"|"79625.0000"|"23517.0000"|"0"|"N"|"N"|"N"
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"706785"|"80000.0000"|"0.0000"|"11443.0000"|"0"|"N"|"N"|"N"
"01-0228262"|"Northeast Hearing & Speech Center, Inc."|"706787"|"66023.0000"|"0.0000"|"10779.0000"|"0"|"N"|"N"|"N"
"01-0267689"|"KATAHDIN FRIENDS, INC."|"706788"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0276272"|"GREATER PORTLAND LANDMARKS, INC."|"706789"|"48259.0000"|"0.0000"|"4510.0000"|"0"|"N"|"N"|"N"
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"706790"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0315931"|"Coastal Opportunities"|"706791"|"93545.0000"|"0.0000"|"15909.0000"|"0"|"N"|"N"|"N"
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"706792"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0322532"|"DAY ONE"|"706793"|"144239.0000"|"0.0000"|"15638.0000"|"0"|"N"|"N"|"N"
"01-0343697"|"GROUP HOME FOUNDATION, INC."|"706795"|"246535.0000"|""|"55857.0000"|"1"|"N"|"Y"|"N"
"01-0351782"|"DISABILITY RIGHTS CENTER"|"706796"|"95744.0000"|"0.0000"|"11776.0000"|"0"|"N"|"N"|"N"
"01-0355980"|"THE LANDING SCHOOL OF BOATBUILDING AND DESIGN"|"706797"|"151755.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0373396"|"The Park Danforth"|"706798"|"79625.0000"|"115773.0000"|"23517.0000"|"0"|"N"|"N"|"N"
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"706799"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"706800"|"77300.0000"|"0.0000"|"15904.0000"|"0"|"N"|"N"|"N"
"01-0407276"|"SUNRISE OPPORTUNITIES"|"706801"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY, MAINE"|"706802"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0431293"|"Horizons Unlimited, Inc."|"706803"|"30028.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0440635"|"Addison Point Specialized Services, Inc"|"706804"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0443774"|"HANCOCK COUNTY HABITAT FOR HUMANITY"|"706805"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0450803"|"MAINE NATIONAL GUARD FOUNDATION FUND"|"706806"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE"|"706807"|"63416.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0473057"|"CROSSROADS FOR WOMEN INC"|"706808"|"88494.0000"|""|"17613.0000"|"0"|"N"|"N"|"N"
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"706809"|"74175.0000"|"0.0000"|"5700.0000"|"0"|"N"|"N"|"N"
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"706811"|""|""|""|"0"|"N"|"N"|"N"
"01-0499934"|"ALLIES, INC."|"706812"|"96669.0000"|"0.0000"|"7807.0000"|"0"|"N"|"N"|"N"
"01-0516064"|"CO-OCCURRING COLLABORATIVE SERVING MAINE"|"706814"|""|""|""|"0"|"N"|"N"|"N"
"01-0525631"|"Harbor Schools of Maine, Inc."|"706817"|"284338.0000"|"0.0000"|"35913.0000"|"1"|"N"|"N"|"N"
"01-0527277"|"Maine Indoor Air Quality Council"|"706818"|"47024.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST. MARY'S"|"706820"|"50411.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0553077"|"Links of Hope, Inc."|"706822"|"7000.0000"|""|""|"0"|"N"|"N"|"N"
"01-0555559"|"ECS MINISTRIES"|"706823"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0586454"|"Full Spectrum Farms, Inc"|"706825"|"12521.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0593099"|"PENSACOLA BEACH ELEMENTARY SCHOOL, INC"|"706826"|"180852.0000"|"0.0000"|"14810.0000"|"0"|"N"|"N"|"N"
"01-0688897"|"Ohio Network of Children's Advocacy Centers"|"706828"|"42942.0000"|""|""|"0"|"N"|"N"|"N"
"01-0694045"|"FLORIDA BREAST CANCER COALITION RESEARCH FOUNDATION, INC"|"706829"|"95086.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0733180"|"THE GLADES INITIATIVE, INC."|"706830"|"77252.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"706834"|"29910.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"706835"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0824858"|"ANIMAL CARE TRUST"|"706836"|"93597.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0825719"|"Vision Rescue International"|"706837"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC."|"706838"|""|""|""|"0"|"N"|"N"|"N"
"01-0869701"|"Center for Civic Policy"|"706839"|"82246.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-6000787"|"Brunswick Public Library Association"|"706840"|"79006.0000"|"0.0000"|"7656.0000"|"0"|"N"|"N"|"N"
"01-6021559"|"Hyde School"|"706841"|"502393.0000"|"0.0000"|"45597.0000"|"3"|"N"|"Y"|"N"
"01-6023974"|"WASHINGTON COUNTY ASSOCIATION FOR RETARDED CITIZENS"|"706842"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0454077"|"WHA INC"|"713359"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0558182"|"JCPE INVESTMENTS (NFP)"|"713360"|"0.0000"|"233032.0000"|"14394.0000"|"0"|"N"|"Y"|"N"
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"713361"|"193524.0000"|""|""|"1"|"N"|"N"|"N"
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"713823"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP."|"713829"|""|""|""|"0"|"N"|"N"|"N"
"01-0466131"|"LA PUBLIC THEATER, INC."|"713906"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6013485"|"BANGOR YMCA FOUNDATION"|"713912"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0231382"|"SPRINGVALE PUBLIC LIBRARY ASSOCIATION"|"715187"|"37260.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"715188"|"0.0000"|"38188.0000"|"2083.0000"|"0"|"N"|"N"|"N"
"01-0511583"|"Nothern New England Center for Financial Training"|"715189"|"81100.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0765884"|"NORTH CLACKAMAS CHRISTIAN SCHOOL"|"715190"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0314110"|"AMICUS"|"715589"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0817571"|"Pepperwood Foundation"|"715711"|"125000.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0339489"|"St. Joseph's Rehabilitation & Residence"|"717278"|"234203.0000"|"0.0000"|"39440.0000"|"1"|"N"|"Y"|"Y"
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"717284"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0351795"|"RELGRADE REGIONAL HEALTH CENTER, INC."|"719106"|""|""|""|"0"|"N"|"N"|"N"
"01-0469196"|"University of Maine at Fort Kent Foundation"|"719108"|""|""|""|"0"|"N"|"N"|"N"
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION,INC"|"719110"|"0.0000"|""|""|"0"|"N"|"N"|"N"
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"720228"|"47248.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0709661"|"UNIVERSAL SCHOOL"|"720230"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0316964"|"RILEY SCHOOL, INC."|"721181"|"34715.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0349706"|"Onpoint Health Data"|"721182"|"555755.0000"|""|"27652.0000"|"3"|"N"|"Y"|"N"
"01-0473116"|"Peregrine Corporation"|"721183"|"128386.0000"|""|"1761.0000"|"0"|"N"|"N"|"N"
"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"721185"|"24917.0000"|""|""|"0"|"N"|"N"|"N"
"01-0856707"|"MONGIL CORPORATION"|"721186"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"721187"|"147123.0000"|""|"25139.0000"|"0"|"N"|"N"|"N"
"01-0332353"|"CORINTH HOUSING CORPORATION"|"723236"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0575746"|"Saint Gaiannas Home Inc."|"723239"|"49176.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"723242"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"723244"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211538"|"Camp O-AT-KA, Inc."|"724478"|"49415.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0360072"|"SMALL WOODLAND OWNERS ASSOCIATION OF MAINE"|"724479"|"66975.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0364237"|"Good Neighbors Inc"|"724480"|"116529.0000"|"0.0000"|"15448.0000"|"0"|"N"|"N"|"N"
"01-0370827"|"THE BAY SCHOOL"|"724481"|"114051.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0524329"|"KENNEBEC VALLEY DENTAL COALITION"|"724482"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"724484"|"95448.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0626449"|"GATEWAY MONTESSORI SCHOOL INC"|"724486"|""|""|""|"0"|"N"|"N"|"N"
"01-0720150"|"Idaho Virtual Academy LEA No 452"|"724487"|""|""|""|"0"|"N"|"N"|"N"
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"724489"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0019705"|"ANCIENT FREE AND ACCEPTED MASONS OF MAINE GRAND LODGE"|"725843"|"35000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0114110"|"MAINE WATER UTILITIES ASSN"|"725844"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0119385"|"Megunticook Golf Club"|"725845"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211481"|"BANGOR CHILDREN'S HOME"|"725846"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0212438"|"Maine Central Institute"|"725847"|"225849.0000"|"0.0000"|"46331.0000"|"1"|"N"|"Y"|"N"
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"725848"|"90968.0000"|""|"7583.0000"|"0"|"N"|"N"|"N"
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"725849"|"4815.0000"|""|""|"0"|"N"|"N"|"N"
"01-0276859"|"Aroostook Mental Health Services, Inc."|"725851"|"1141951.0000"|""|""|"7"|"N"|"Y"|"N"
"01-0285920"|"East Grand Health Center Inc"|"725852"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0318051"|"Central Maine Area Agency on Aging Inc"|"725853"|"227815.0000"|""|"20711.0000"|"0"|"N"|"N"|"N"
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"725854"|"79040.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0332058"|"Hancock County Auditorium Associates"|"725855"|"51485.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"725856"|"63750.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"725857"|"81516.0000"|"0.0000"|"12157.0000"|"0"|"N"|"N"|"N"
"01-0345826"|"Richmond Health Center"|"725859"|""|""|""|"0"|"N"|"N"|"N"
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"725860"|"424473.0000"|"0.0000"|"0.0000"|"3"|"N"|"Y"|"N"
"01-0353371"|"Salt, Inc."|"725861"|"61010.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0355090"|"LOVEJOY HEALTH CENTER, INC"|"725862"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"725863"|"125803.0000"|""|""|"1"|"N"|"N"|"N"
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"725865"|"80293.0000"|"0.0000"|"22175.0000"|"0"|"N"|"N"|"N"
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"725866"|"75353.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"725867"|"30000.0000"|""|""|""|"N"|"N"|"N"
"01-0368153"|"THE PROGRESS CENTER, INC."|"725868"|"51615.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0369793"|"Facilities Inc"|"725869"|"49600.0000"|"0.0000"|"7364.0000"|"0"|"N"|"N"|"N"
"01-0370896"|"Maine Association of Retirees, Inc."|"725870"|"61851.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0371234"|"ELLWORTH AREA CHAMBER OF COMMERCE"|"725871"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"725872"|"55385.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0384833"|"Big Brothers Big Sisters of Midcoast Mai"|"725873"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0391208"|"LA ARTS"|"725875"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0406624"|"HOLOCAUST HUMAN RIGHTS CENTER OF MAINE"|"725876"|"56550.0000"|"0.0000"|"19664.0000"|"0"|"N"|"N"|"N"
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"725877"|"85465.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"725878"|"107708.0000"|""|"7174.0000"|"0"|"N"|"N"|"N"
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"725879"|"46241.0000"|"0.0000"|"2747.0000"|"0"|"N"|"N"|"N"
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"725880"|"0.0000"|"93556.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"725881"|"38495.0000"|""|"2943.0000"|""|"N"|"N"|"N"
"01-0482069"|"RIDING TO THE TOP"|"725882"|"60335.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"725883"|"78986.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"725884"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROGRA"|"725885"|"91741.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0514118"|"HEAR ME NOW INC"|"725886"|"74567.0000"|"0.0000"|"5896.0000"|"0"|"N"|"N"|"N"
"01-0518534"|"THE SHARING FOUNDATION"|"725887"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0572406"|"RADCLIFT INC"|"725888"|"150591.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"725890"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0665300"|"BARTRAM TRAIL CDC INC"|"725891"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"725892"|""|""|""|"0"|"N"|"N"|"N"
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS INC"|"725894"|"183300.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"725895"|"67488.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"725896"|"58873.0000"|""|"10741.0000"|""|"N"|"N"|"N"
"01-0779327"|"ISAIAH'S PLACE"|"725897"|"300946.0000"|""|""|"1"|"N"|"Y"|"N"
