"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CASH_BOY"|"CASH_EOY"|"SAVINGS_BOY"|"SAVINGS_EOY"|"PLEDGES_GRANTS_BOY"|"PLEDGES_GRANTS_EOY"|"ACCOUNTS_RECEIVABLE_BOY"|"ACCOUNTS_RECEIVABLE_EOY"|"QUALIFIED_RECEIVABLE_BOY"|"QUALIFIED_RECEIVABLE_EOY"|"DISQUALIFIED_RECEIVABLE_BOY"|"DISQUALIFIED_RECEIVABLE_EOY"|"LOANS_RECEIVABLE_BOY"|"LOANS_RECEIVABLE_EOY"|"INVENTORY_BOY"|"INVENTORY_EOY"|"PREPAID_BOY"|"PREPAID_EOY"|"LBE_BASE"|"LESS_DEPRECIATION"|"LBE_BOY"|"LBE_EOY"|"PUBLIC_SECURITIES_BOY"|"PUBLIC_SECURITIES_EOY"|"OTHER_SECURITIES_BOY"|"OTHER_SECURITIES_EOY"|"INVEST_PROGRAMS_BOY"|"INVEST_PROGRAMS_EOY"|"INTANG_ASSETS_BOY"|"INTANG_ASSETS_EOY"|"OTHER_ASSETS_BOY"|"OTHER_ASSETS_EOY"|"ASSETS_TOTAL_BOY"|"ASSETS_TOTAL_EOY"|"ACCOUNTS_PAYABLE_BOY"|"ACCOUNTS_PAYABLE_EOY"|"GRANTS_PAYABLE_BOY"|"GRANTS_PAYABLE_EOY"|"DEFERRED_REVENUE_BOY"|"DEFERRED_REVENUE_EOY"|"TAX_EXEMPT_BONDS_BOY"|"TAX_EXEMPT_BONDS_EOY"|"ESCROW_LIABILITY_BOY"|"ESCROW_LIABILITY_EOY"|"PAYABLE_OFFICERS_BOY"|"PAYABLE_OFFICERS_EOY"|"SECURED_NOTES_PAYABLE_BOY"|"SECURED_NOTES_PAYABLE_EOY"|"UNSECURED_NOTES_PAYABLE_BOY"|"UNSECURED_NOTES_PAYABLE_EOY"|"LIABILITY_OTHER_BOY"|"LIABILITY_OTHER_EOY"|"LIABILITY_TOTAL_BOY"|"LIABILITY_TOTAL_EOY"|"UNRESTRICTED_BOY"|"UNRESTRICTED_EOY"|"TEMP_RESTRICTED_BOY"|"TEMP_RESTRICTED_EOY"|"PERM_RESTRICTED_BOY"|"PERM_RESTRICTED_EOY"|"CAPITAL_BOY"|"CAPITAL_EOY"|"PAID_IN_BOY"|"PAID_IN_EOY"|"RETAINED_BOY"|"RETAINED_EOY"|"NET_TOTAL_BOY"|"NET_TOTAL_EOY"|"BALANCES_BOY"|"BALANCES_EOY"
"01-0063430"|"B.P.O. ELKS WATERVILLE MAINE lodge #905"|"555843"|"30805.0000"|"34749.0000"|"7648.0000"|"17074.0000"|""|""|"8512.0000"|"15173.0000"|""|""|""|""|""|""|"13484.0000"|"14802.0000"|"1260.0000"|"9784.0000"|"1471221.0000"|"422083.0000"|"1054548.0000"|"1049138.0000"|""|""|""|""|""|""|""|""|""|""|"1116257.0000"|"1140720.0000"|"38206.0000"|"46823.0000"|""|""|"29676.0000"|"69445.0000"|""|""|""|""|""|""|"348556.0000"|"332920.0000"|""|""|""|""|"416438.0000"|"449188.0000"|"666929.0000"|"661475.0000"|"32890.0000"|"30057.0000"|""|""|""|""|""|""|""|""|"699819.0000"|"691532.0000"|"1116257.0000"|"1140720.0000"
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"552779"|"219112.0000"|"89249.0000"|"17885.0000"|"17924.0000"|""|""|"381153.0000"|"467523.0000"|""|""|""|""|""|""|""|""|"1790.0000"|""|"2033571.0000"|"1350043.0000"|"799219.0000"|"683528.0000"|"1206308.0000"|"1225872.0000"|""|""|""|""|""|""|""|""|"2625467.0000"|"2484096.0000"|"288814.0000"|"283043.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"552280.0000"|"505478.0000"|""|""|"841094.0000"|"788521.0000"|"1735331.0000"|"1642604.0000"|"49042.0000"|"52971.0000"|""|""|""|""|""|""|""|""|"1784373.0000"|"1695575.0000"|"2625467.0000"|"2484096.0000"
"01-0341134"|"LAKE ARROWHEAD COMMUNITY, INC"|"552778"|"300.0000"|"300.0000"|"876773.0000"|"857897.0000"|"5000.0000"|""|"6704.0000"|"23231.0000"|""|""|""|""|""|""|"21160.0000"|"148362.0000"|"4743.0000"|"4679.0000"|"6148187.0000"|"3491983.0000"|"2829178.0000"|"2656204.0000"|""|""|""|""|""|""|""|""|"33810.0000"|"0.0000"|"3777668.0000"|"3690673.0000"|"38295.0000"|"66874.0000"|""|""|"311629.0000"|"200721.0000"|""|""|""|""|""|""|"644956.0000"|"568771.0000"|""|""|"4058.0000"|"1908.0000"|"998938.0000"|"838274.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"1186700.0000"|"1186700.0000"|"1592030.0000"|"1665699.0000"|"2778730.0000"|"2852399.0000"|"3777668.0000"|"3690673.0000"
"01-0224627"|"Boothbay Harbor Memorial Library"|"552777"|"13631.0000"|"44028.0000"|"112529.0000"|"123780.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"110.0000"|"110.0000"|"959674.0000"|"69329.0000"|"852146.0000"|"890345.0000"|"639362.0000"|"642923.0000"|""|""|""|""|""|""|""|""|"1617778.0000"|"1701186.0000"|"4815.0000"|"12368.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4815.0000"|"12368.0000"|"1391606.0000"|"1459795.0000"|"221357.0000"|"229023.0000"|""|""|""|""|""|""|""|""|"1612963.0000"|"1688818.0000"|"1617778.0000"|"1701186.0000"
"01-0416939"|"Northern Maine Community College Education Foundation"|"606087"|"30126.0000"|"2391.0000"|"1038978.0000"|"2462526.0000"|"135118.0000"|"52132.0000"|"430.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1204652.0000"|"2517049.0000"|"54337.0000"|"1079870.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"7050.0000"|"20500.0000"|"61387.0000"|"1100370.0000"|"41060.0000"|"32295.0000"|"120646.0000"|"346239.0000"|"981559.0000"|"1038145.0000"|""|""|""|""|""|""|"1143265.0000"|"1416679.0000"|"1204652.0000"|"2517049.0000"
"01-6012034"|"MAINE DENTAL ASSOC RELIEF FUND"|"621926"|"847.0000"|"11026.0000"|"94793.0000"|"103051.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"846291.0000"|"848175.0000"|""|""|""|""|""|""|""|""|"941931.0000"|"962252.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"661610.0000"|"661610.0000"|""|""|"280321.0000"|"300642.0000"|"941931.0000"|"962252.0000"|"941931.0000"|"962252.0000"
"01-0746064"|"The Laurel Park Community Boosters Club"|"623365"|"22876.0000"|"22023.0000"|"173521.0000"|"137458.0000"|""|""|"5294.0000"|"4494.0000"|""|""|""|""|""|""|""|""|""|""|"805727.0000"|"178037.0000"|"646851.0000"|"627690.0000"|""|""|""|""|""|""|""|""|""|""|"848542.0000"|"791665.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"73677.0000"|"50354.0000"|""|""|"500.0000"|"2250.0000"|"74177.0000"|"52604.0000"|""|""|""|""|""|""|"127514.0000"|"181241.0000"|"646851.0000"|"557820.0000"|""|""|"774365.0000"|"739061.0000"|"848542.0000"|"791665.0000"
"01-0532411"|"MAINE SPACE GRANT CONSORTIUM"|"633915"|"15338.0000"|"107004.0000"|"82086.0000"|"82127.0000"|"275272.0000"|"267495.0000"|""|""|""|""|""|""|""|""|""|""|"4943.0000"|"797.0000"|"18850.0000"|"17404.0000"|"3547.0000"|"1446.0000"|""|""|""|""|""|""|""|""|""|""|"381186.0000"|"458869.0000"|"291056.0000"|"375798.0000"|""|""|"81817.0000"|"71798.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"372873.0000"|"447596.0000"|"5749.0000"|"8709.0000"|"2564.0000"|"2564.0000"|""|""|""|""|""|""|""|""|"8313.0000"|"11273.0000"|"381186.0000"|"458869.0000"
"01-0331728"|"PATHWAYS INC"|"635244"|"147573.0000"|"119140.0000"|""|""|""|""|"378377.0000"|"303015.0000"|""|""|""|""|""|""|""|""|"56750.0000"|"81475.0000"|"573455.0000"|"411273.0000"|"172430.0000"|"162182.0000"|""|""|""|""|""|""|""|""|""|""|"755130.0000"|"665812.0000"|"234341.0000"|"274617.0000"|""|""|""|""|""|""|""|""|""|""|"48848.0000"|"153407.0000"|""|""|""|""|"283189.0000"|"428024.0000"|"448852.0000"|"217788.0000"|"23089.0000"|"20000.0000"|""|""|""|""|""|""|""|""|"471941.0000"|"237788.0000"|"755130.0000"|"665812.0000"
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"635245"|"288010.0000"|"320231.0000"|""|""|""|""|"271.0000"|""|""|""|""|""|""|""|""|""|"1440.0000"|"1511.0000"|"2191858.0000"|"1857252.0000"|"385162.0000"|"334606.0000"|""|""|""|""|""|""|""|"54000.0000"|""|""|"674883.0000"|"710348.0000"|"49211.0000"|"43274.0000"|""|""|""|""|""|""|""|""|""|""|"1197761.0000"|"1149488.0000"|""|""|"11473.0000"|"12000.0000"|"1258445.0000"|"1204762.0000"|"-583562.0000"|"-494414.0000"|""|""|""|""|""|""|""|""|""|""|"-583562.0000"|"-494414.0000"|"674883.0000"|"710348.0000"
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"635246"|"22583.0000"|"25784.0000"|"245599.0000"|"238341.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"948.0000"|"995.0000"|"1617537.0000"|"900288.0000"|"749415.0000"|"717249.0000"|""|""|""|""|""|""|""|"27000.0000"|""|""|"1018545.0000"|"1009369.0000"|"32732.0000"|"35466.0000"|""|""|"1123.0000"|"952.0000"|""|""|""|""|""|""|"1257821.0000"|"1237225.0000"|"76513.0000"|"76513.0000"|""|""|"1368189.0000"|"1350156.0000"|"-349644.0000"|"-340787.0000"|""|""|""|""|""|""|""|""|""|""|"-349644.0000"|"-340787.0000"|"1018545.0000"|"1009369.0000"
"01-0482628"|"Jobs for Maine's Graduates, Inc."|"635247"|"756579.0000"|"880965.0000"|"845170.0000"|"894059.0000"|""|""|"104822.0000"|"109656.0000"|""|""|""|""|""|""|""|""|"36463.0000"|"47758.0000"|"359417.0000"|"344099.0000"|"19630.0000"|"15318.0000"|""|""|""|""|""|""|""|""|""|""|"1762664.0000"|"1947756.0000"|"273653.0000"|"268620.0000"|""|""|"505460.0000"|"659654.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"779113.0000"|"928274.0000"|"927160.0000"|"1019482.0000"|"56391.0000"|"0.0000"|""|""|""|""|""|""|""|""|"983551.0000"|"1019482.0000"|"1762664.0000"|"1947756.0000"
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"635248"|"451440.0000"|"646857.0000"|""|"0.0000"|"54304.0000"|"26919.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"207502.0000"|"195295.0000"|"41850.0000"|"12207.0000"|"2469949.0000"|"3029054.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"3017543.0000"|"3715037.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12211.0000"|"8369.0000"|"12211.0000"|"8369.0000"|"534564.0000"|"652461.0000"|"1270594.0000"|"1823320.0000"|"1200174.0000"|"1230887.0000"|""|""|""|""|""|""|"3005332.0000"|"3706668.0000"|"3017543.0000"|"3715037.0000"
"01-0645244"|"HEAD START OF EASTERN ORANGE COUNTY INC"|"635249"|"33678.0000"|"38491.0000"|""|""|"225759.0000"|"230567.0000"|""|""|""|""|""|""|""|""|""|""|"58669.0000"|"44428.0000"|"908899.0000"|"520793.0000"|"472623.0000"|"388106.0000"|""|""|""|""|""|""|""|""|""|""|"790729.0000"|"701592.0000"|"138116.0000"|"134456.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"62270.0000"|"70447.0000"|"200386.0000"|"204903.0000"|"590343.0000"|"496689.0000"|""|""|""|""|""|""|""|""|""|""|"590343.0000"|"496689.0000"|"790729.0000"|"701592.0000"
"02-0147630"|"HOLDERNESS SCHOOL"|"635250"|"700.0000"|"700.0000"|"4001601.0000"|"4851172.0000"|"3194213.0000"|"4035207.0000"|"50143.0000"|"48460.0000"|""|""|""|""|""|""|"157624.0000"|"196753.0000"|"269948.0000"|"254342.0000"|"37538674.0000"|"14484997.0000"|"18334858.0000"|"23053677.0000"|""|""|"38030762.0000"|"45071697.0000"|""|""|""|""|""|""|"64039849.0000"|"77512008.0000"|"697885.0000"|"1290502.0000"|""|""|"1484198.0000"|"4115731.0000"|""|""|""|""|""|""|"2500000.0000"|"3500000.0000"|""|""|""|""|"4682083.0000"|"8906233.0000"|"25618513.0000"|"26525899.0000"|"15072510.0000"|"21945070.0000"|"18666743.0000"|"20134806.0000"|""|""|""|""|""|""|"59357766.0000"|"68605775.0000"|"64039849.0000"|"77512008.0000"
"01-0043280"|"PORTLAND REGIONAL CHAMBER"|"626474"|"75655.0000"|"85554.0000"|"257279.0000"|"292552.0000"|""|""|"43463.0000"|"22745.0000"|""|""|""|""|"4000.0000"|""|""|""|"1585.0000"|"2319.0000"|"236109.0000"|"223272.0000"|"22645.0000"|"12837.0000"|"486821.0000"|"570063.0000"|""|""|""|""|""|""|""|""|"891448.0000"|"986070.0000"|"9004.0000"|"8315.0000"|""|""|"305076.0000"|"330981.0000"|""|""|""|""|""|""|""|""|""|""|"90225.0000"|"115203.0000"|"404305.0000"|"454499.0000"|"487143.0000"|"531571.0000"|""|""|""|""|""|""|""|""|""|""|"487143.0000"|"531571.0000"|"891448.0000"|"986070.0000"
"01-0263519"|"TRUSTEES OF LEAVITT INSTITUTE"|"636692"|""|"1.0000"|"287075.0000"|"383118.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3794845.0000"|"3875926.0000"|""|""|""|""|""|""|""|""|"4081920.0000"|"4259045.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"4081920.0000"|"4259045.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4081920.0000"|"4259045.0000"|"4081920.0000"|"4259045.0000"
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"636693"|"446545.0000"|"444670.0000"|""|""|""|""|"68316.0000"|"21871.0000"|""|""|""|""|""|""|""|""|"451.0000"|"3346.0000"|"219504.0000"|"209238.0000"|"15388.0000"|"10266.0000"|""|""|""|""|""|""|""|""|""|"6792.0000"|"530700.0000"|"486945.0000"|"57922.0000"|"26962.0000"|""|""|"30147.0000"|"14715.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"88069.0000"|"41677.0000"|"386061.0000"|"395438.0000"|"56570.0000"|"49830.0000"|""|""|""|""|""|""|""|""|"442631.0000"|"445268.0000"|"530700.0000"|"486945.0000"
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"636694"|""|"4.0000"|"42166.0000"|"42497.0000"|""|""|"16372.0000"|"9484.0000"|""|""|""|""|""|""|""|""|"10475.0000"|"13672.0000"|"1014434.0000"|"560486.0000"|"468258.0000"|"453948.0000"|"10006809.0000"|"10569143.0000"|""|""|""|""|""|""|"418010.0000"|"416710.0000"|"10962090.0000"|"11505458.0000"|"22389.0000"|"16038.0000"|""|""|"724.0000"|"198.0000"|""|""|""|""|""|""|""|""|""|""|"3854.0000"|"5108.0000"|"26967.0000"|"21344.0000"|"10898961.0000"|"11447587.0000"|"36162.0000"|"36527.0000"|""|""|""|""|""|""|""|""|"10935123.0000"|"11484114.0000"|"10962090.0000"|"11505458.0000"
"01-0262323"|"Northern Maine General"|"636949"|"256014.0000"|"288903.0000"|"3672244.0000"|"4114418.0000"|""|""|"1012747.0000"|"1472130.0000"|""|""|""|""|""|""|"39478.0000"|"46889.0000"|"25445.0000"|"45077.0000"|"7398199.0000"|"2972399.0000"|"4339522.0000"|"4425800.0000"|""|""|""|""|""|""|""|""|"232086.0000"|"13073.0000"|"9577536.0000"|"10406290.0000"|"658052.0000"|"694738.0000"|""|""|""|""|""|""|""|""|""|""|"3883155.0000"|"4092798.0000"|""|""|""|""|"4541207.0000"|"4787536.0000"|"4831579.0000"|"5358301.0000"|"204750.0000"|"260453.0000"|""|""|""|""|""|""|""|""|"5036329.0000"|"5618754.0000"|"9577536.0000"|"10406290.0000"
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"636950"|"643820.0000"|"953234.0000"|"422887.0000"|"293543.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"16354.0000"|"7396.0000"|"1328994.0000"|"735908.0000"|"522147.0000"|"593086.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"1605208.0000"|"1847259.0000"|""|""|""|""|"946412.0000"|"979615.0000"|""|""|""|""|""|""|""|""|""|""|"48284.0000"|"97145.0000"|"994696.0000"|"1076760.0000"|"443038.0000"|"622261.0000"|"123767.0000"|"148238.0000"|"43707.0000"|""|""|""|""|""|""|""|"610512.0000"|"770499.0000"|"1605208.0000"|"1847259.0000"
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC."|"626475"|"2860.0000"|"1353.0000"|""|""|""|""|"79129.0000"|"124426.0000"|""|""|""|""|""|""|""|""|"9934.0000"|"4434.0000"|"75043.0000"|"70158.0000"|"11549.0000"|"4885.0000"|""|""|""|""|""|""|""|""|"2285.0000"|"2285.0000"|"105757.0000"|"137383.0000"|"127949.0000"|"89060.0000"|""|""|""|""|""|""|""|""|"9000.0000"|"6000.0000"|"34757.0000"|"4301.0000"|""|""|""|""|"171706.0000"|"99361.0000"|"-65949.0000"|"38022.0000"|""|""|""|""|""|""|""|""|""|""|"-65949.0000"|"38022.0000"|"105757.0000"|"137383.0000"
"01-6019359"|"Boothbay Region Student Aid Fund, Inc."|"626476"|""|""|"66258.0000"|"88945.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"882.0000"|"882.0000"|""|""|""|""|"2682832.0000"|"2858219.0000"|""|""|""|""|""|""|"24950.0000"|"24950.0000"|"2774922.0000"|"2972996.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"1554326.0000"|"1606682.0000"|""|""|"1220596.0000"|"1366314.0000"|""|""|""|""|""|""|"2774922.0000"|"2972996.0000"|"2774922.0000"|"2972996.0000"
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"627686"|""|""|"32162.0000"|"41482.0000"|""|""|"10455.0000"|"10455.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1150076.0000"|"1073134.0000"|""|""|""|""|""|""|""|""|"1192693.0000"|"1125071.0000"|""|""|"53600.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"53600.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1139093.0000"|"1125071.0000"|"1139093.0000"|"1125071.0000"|"1192693.0000"|"1125071.0000"
"01-0211807"|"Sweetser"|"631557"|"38324.0000"|"7102.0000"|"885403.0000"|"1410645.0000"|"137547.0000"|"30514.0000"|"5226747.0000"|"7167955.0000"|""|""|""|""|""|""|"51718.0000"|"54682.0000"|"619741.0000"|"537587.0000"|"30922968.0000"|"15915409.0000"|"15880375.0000"|"15007559.0000"|"20681914.0000"|"25186908.0000"|"619568.0000"|"617378.0000"|""|""|"2114026.0000"|"1470019.0000"|"1746089.0000"|"1955507.0000"|"48001452.0000"|"53445856.0000"|"3794743.0000"|"3492468.0000"|""|""|""|""|"9888356.0000"|"9548266.0000"|""|""|""|""|""|""|"4512226.0000"|"5315202.0000"|"1758239.0000"|"2241017.0000"|"19953564.0000"|"20596953.0000"|"22597137.0000"|"26277565.0000"|"2084133.0000"|"2984843.0000"|"3366618.0000"|"3586495.0000"|""|""|""|""|""|""|"28047888.0000"|"32848903.0000"|"48001452.0000"|"53445856.0000"
"01-0265231"|"UPLIFT INC"|"631558"|""|""|"2720401.0000"|"3026884.0000"|""|""|"516465.0000"|"959978.0000"|""|""|""|""|""|""|""|""|"67553.0000"|"22661.0000"|"3081603.0000"|"1438808.0000"|"1336969.0000"|"1642795.0000"|""|""|""|""|""|""|""|""|""|""|"4641388.0000"|"5652318.0000"|"461484.0000"|"457014.0000"|""|""|""|""|""|""|""|""|""|""|"792658.0000"|"734829.0000"|""|""|""|""|"1254142.0000"|"1191843.0000"|"3384246.0000"|"4457475.0000"|"3000.0000"|"3000.0000"|""|""|""|""|""|""|""|""|"3387246.0000"|"4460475.0000"|"4641388.0000"|"5652318.0000"
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"631559"|""|"0.0000"|"1558530.0000"|"2123930.0000"|""|"0.0000"|"2721601.0000"|"2023702.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"6287.0000"|"6287.0000"|"141524.0000"|"146007.0000"|"5424740.0000"|"3757187.0000"|"1841143.0000"|"1667553.0000"|"1727.0000"|"1686.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"6270812.0000"|"5969165.0000"|"997321.0000"|"842089.0000"|""|""|"25971.0000"|"52505.0000"|""|""|""|""|""|""|"1487259.0000"|"1319808.0000"|""|""|"2112033.0000"|"2568772.0000"|"4622584.0000"|"4783174.0000"|"1639404.0000"|"1177175.0000"|"8824.0000"|"8816.0000"|""|""|""|""|""|""|""|""|"1648228.0000"|"1185991.0000"|"6270812.0000"|"5969165.0000"
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"606119"|"13776.0000"|"40019.0000"|"494460.0000"|"620607.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"21427.0000"|"55214.0000"|"21880.0000"|"17441.0000"|"4110.0000"|"4439.0000"|""|""|""|""|""|""|""|""|""|""|"533773.0000"|"720279.0000"|"15647.0000"|"11758.0000"|""|""|"30250.0000"|"36892.0000"|""|""|""|""|""|""|""|""|""|""|"1796.0000"|"12346.0000"|"47693.0000"|"60996.0000"|"483580.0000"|"656783.0000"|"2500.0000"|"2500.0000"|""|""|""|""|""|""|""|""|"486080.0000"|"659283.0000"|"533773.0000"|"720279.0000"
"01-0358732"|"MOBIUS INC"|"631560"|"1444972.0000"|"1590517.0000"|""|""|""|""|"680790.0000"|"729744.0000"|""|""|""|""|"10123.0000"|"7636.0000"|"3521.0000"|"8049.0000"|"6644.0000"|"11742.0000"|"2916663.0000"|"1213819.0000"|"1716633.0000"|"1702844.0000"|""|""|"68000.0000"|"68000.0000"|""|""|""|""|"24602.0000"|"25497.0000"|"3955285.0000"|"4144029.0000"|"405492.0000"|"351949.0000"|""|""|""|""|""|""|""|""|""|""|"1404517.0000"|"1616455.0000"|""|""|""|""|"1810009.0000"|"1968404.0000"|"2133596.0000"|"2163895.0000"|"11680.0000"|"11730.0000"|""|""|""|""|""|""|""|""|"2145276.0000"|"2175625.0000"|"3955285.0000"|"4144029.0000"
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"631561"|"23405.0000"|"135666.0000"|""|""|"916599.0000"|"857179.0000"|"62397.0000"|"72625.0000"|""|""|""|""|""|""|"7704.0000"|"7621.0000"|"23127.0000"|"20063.0000"|"7547621.0000"|"1882072.0000"|"5836390.0000"|"5665549.0000"|"528564.0000"|"630829.0000"|""|""|""|""|""|""|"196778.0000"|"253357.0000"|"7594964.0000"|"7642889.0000"|"180374.0000"|"132043.0000"|""|""|"120180.0000"|"181120.0000"|""|""|""|""|""|""|"1133245.0000"|"782378.0000"|""|""|""|""|"1433799.0000"|"1095541.0000"|"5105329.0000"|"5032728.0000"|"681451.0000"|"1113305.0000"|"374385.0000"|"401315.0000"|""|""|""|""|""|""|"6161165.0000"|"6547348.0000"|"7594964.0000"|"7642889.0000"
"01-0388637"|"New England Baptist Bible College"|"631562"|"130540.0000"|"37314.0000"|"148.0000"|"81713.0000"|"0.0000"|"0.0000"|"5993.0000"|"4751.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"192.0000"|"140.0000"|"315983.0000"|"261022.0000"|"29391.0000"|"54961.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"166264.0000"|"178879.0000"|"4959.0000"|"2650.0000"|"0.0000"|"0.0000"|"19967.0000"|"7869.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"6486.0000"|"7256.0000"|"31412.0000"|"17775.0000"|"55017.0000"|"79064.0000"|"0.0000"|"0.0000"|"79835.0000"|"82040.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"134852.0000"|"161104.0000"|"166264.0000"|"178879.0000"
"01-0389416"|"Northern Aroostook Altenratives Inc"|"631563"|"276528.0000"|"260522.0000"|""|""|""|""|"38410.0000"|"72061.0000"|""|""|""|""|""|""|""|""|""|"55066.0000"|"1154678.0000"|"354347.0000"|"793188.0000"|"800331.0000"|""|""|""|""|""|""|""|""|""|""|"1108126.0000"|"1187980.0000"|"91728.0000"|"80327.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"91728.0000"|"80327.0000"|"1016398.0000"|"1107653.0000"|""|""|""|""|""|""|""|""|""|""|"1016398.0000"|"1107653.0000"|"1108126.0000"|"1187980.0000"
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"631565"|"841388.0000"|"1157322.0000"|""|""|""|""|"953247.0000"|"780988.0000"|""|""|""|""|""|""|""|""|"49375.0000"|"46043.0000"|"148975.0000"|"62793.0000"|"91610.0000"|"86182.0000"|""|""|""|""|""|""|""|""|"2404.0000"|"2245.0000"|"1938024.0000"|"2072780.0000"|"489176.0000"|"484539.0000"|""|""|""|""|""|""|""|""|""|""|"32669.0000"|"21635.0000"|""|""|""|""|"521845.0000"|"506174.0000"|"1416179.0000"|"1566606.0000"|""|""|""|""|""|""|""|""|""|""|"1416179.0000"|"1566606.0000"|"1938024.0000"|"2072780.0000"
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"631566"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"136.0000"|"0.0000"|""|"0.0000"|""|"0.0000"|"43939.0000"|"29749.0000"|"17090.0000"|"14190.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"17226.0000"|"14190.0000"|"15046.0000"|"42564.0000"|""|""|""|""|""|""|""|""|"17554.0000"|"4503.0000"|"1900.0000"|""|""|""|"38653.0000"|"15552.0000"|"73153.0000"|"62619.0000"|""|""|""|""|""|""|""|""|""|""|"-55927.0000"|"-48429.0000"|"-55927.0000"|"-48429.0000"|"17226.0000"|"14190.0000"
