"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"GRANTS_ORGS_US"|"GRANTS_INDIVIDUALS_US"|"GRANTS_ORGS_NON_US"|"BENEFITS_TOTAL"|"COMPENSATION_CURRENT"|"COMPENSATION_DISQUALIFIED"|"WAGES_TOTAL"|"PENSION_TOTAL"|"EMPLOYEE_BENEFITS_TOTAL"|"PAYROLL_TAX_TOTAL"|"FEES_MANAGEMENT"|"FEES_LEGAL"|"ACCOUNTING_FEES_TOTAL"|"FEES_LOBBYING"|"FUNDRAISING_TOTAL"|"FEES_INVESTMENTS"|"FEES_OTHER"|"ADS_PROMO"|"OFFICE"|"INFO_TECH"|"EXP_ROYALTIES"|"OCCUPANCY_TOTAL"|"TRAVEL_TOTAL"|"ENTERTAIN_OFFICIALS"|"MEETINGS_TOTAL"|"INTEREST_TOTAL"|"PAYMENTS"|"DEPRECIATION_TOTAL"|"INSURANCE"|"EXPENSE_A_TOTAL"|"EXPENSE_B_TOTAL"|"EXPENSE_C_TOTAL"|"EXPENSE_D_TOTAL"|"EXPENSE_E_TOTAL"|"EXPENSES_TOTAL"|"TOTAL_PROGRAM_SERVICES"|"TOTAL_MANAGEMENT"|"TOTAL_FUNDRAISING"|"REPORT_COSTS_CBX"|"JOINT_TOTAL"|"JOINT_SERVICES"|"JOINT_GENERAL"|"JOINT_FUNDRAISING"|"ALL_OTHER_EXPENSES"|"EXPENSE_A_DESC"|"EXPENSE_B_DESC"|"EXPENSE_C_DESC"|"EXPENSE_D_DESC"
"01-0043280"|"PORTLAND REGIONAL CHAMBER"|"626474"|""|""|""|""|"135976.0000"|""|"427372.0000"|"8827.0000"|"82479.0000"|"42010.0000"|""|"2615.0000"|"12946.0000"|""|""|""|""|""|"25345.0000"|""|""|"117250.0000"|"15759.0000"|""|""|""|""|"12475.0000"|""|"633.0000"|"63695.0000"|"59243.0000"|"35627.0000"|"33253.0000"|"1158272.0000"|""|""|""|""|""|""|""|""|"82767.0000"|""|""|""|""
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC."|"626475"|""|""|""|""|"55000.0000"|""|"339492.0000"|""|"57887.0000"|"37595.0000"|""|""|"8167.0000"|""|""|""|"52162.0000"|"198.0000"|"4509.0000"|""|""|"30094.0000"|"30318.0000"|""|""|"2065.0000"|""|"8343.0000"|"12614.0000"|"36996.0000"|"17776.0000"|"9740.0000"|"8861.0000"|"5257.0000"|"734354.0000"|"628332.0000"|"106022.0000"|"0.0000"|""|""|""|""|""|"17280.0000"|""|""|""|""
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"631565"|""|""|""|""|"100130.0000"|"5841313.0000"|""|"9698.0000"|"316252.0000"|"509715.0000"|""|"9961.0000"|""|"13125.0000"|""|""|"146701.0000"|"17914.0000"|"140590.0000"|"17419.0000"|""|"57156.0000"|"174777.0000"|""|""|"11874.0000"|""|"34239.0000"|"33711.0000"|"125881.0000"|"32669.0000"|"31091.0000"|"10764.0000"|"2676.0000"|"7637656.0000"|"6927261.0000"|"710395.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"631566"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"103475.0000"|"0.0000"|"92640.0000"|"0.0000"|"0.0000"|"15647.0000"|"0.0000"|"0.0000"|"7300.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5438.0000"|"2900.0000"|"0.0000"|"0.0000"|"8810.0000"|"10887.0000"|"0.0000"|"0.0000"|"2864.0000"|"0.0000"|"7192.0000"|"1447.0000"|"40617.0000"|"21800.0000"|"25758.0000"|"16950.0000"|"14196.0000"|"430988.0000"|"217522.0000"|"97689.0000"|"115777.0000"|""|""|""|""|""|"53067.0000"|""|""|""|""
"01-0358732"|"MOBIUS INC"|"631560"|""|""|""|""|"86149.0000"|""|"3040973.0000"|""|"293704.0000"|"379579.0000"|""|"2383.0000"|"38165.0000"|""|""|""|""|"18017.0000"|"61099.0000"|""|""|""|"9037.0000"|""|""|"55994.0000"|""|"122020.0000"|"38695.0000"|"371944.0000"|"286186.0000"|"189866.0000"|"56529.0000"|"50467.0000"|"5240840.0000"|"4703526.0000"|"537314.0000"|"0.0000"|""|""|""|""|""|"140033.0000"|""|""|""|""
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"631561"|""|""|""|""|"238940.0000"|"1630229.0000"|""|"39391.0000"|"259171.0000"|"125148.0000"|""|""|"40687.0000"|""|""|""|"14623.0000"|"36395.0000"|"4092.0000"|"5095.0000"|""|"205059.0000"|"15984.0000"|""|"4394.0000"|"33247.0000"|""|"200327.0000"|"64123.0000"|"318525.0000"|"161024.0000"|"95265.0000"|"56646.0000"|"36768.0000"|"3671301.0000"|"2520031.0000"|"1112886.0000"|"38384.0000"|""|""|""|""|""|"86168.0000"|""|""|""|""
"01-6019359"|"Boothbay Region Student Aid Fund, Inc."|"626476"|""|"174500.0000"|""|""|""|""|""|""|""|""|""|""|"1765.0000"|""|""|"23484.0000"|"280.0000"|""|"3001.0000"|""|""|""|""|""|""|""|""|""|"882.0000"|"385.0000"|""|""|""|""|"204297.0000"|"175375.0000"|"26542.0000"|"2380.0000"|""|""|""|""|""|""|""|""|""|""
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"627686"|"44600.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5901.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"50501.0000"|"44600.0000"|"5901.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0639118"|"ST STEPHEN'S HUMAN SERVICES INC"|"631567"|""|""|""|""|"101833.0000"|""|"3040574.0000"|"87386.0000"|"603686.0000"|"256540.0000"|""|"5909.0000"|"11750.0000"|""|""|""|"133976.0000"|""|"119875.0000"|""|""|"275202.0000"|"117865.0000"|""|"16874.0000"|""|""|"29669.0000"|"14184.0000"|"5676902.0000"|"52138.0000"|"50140.0000"|"17959.0000"|"11363.0000"|"10623825.0000"|"9869965.0000"|"507700.0000"|"246160.0000"|""|""|""|""|""|""|""|""|""|""
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"631559"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"169654.0000"|"0.0000"|"6016739.0000"|"0.0000"|"446525.0000"|"1016192.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"98157.0000"|"48950.0000"|"0.0000"|"0.0000"|"114349.0000"|"0.0000"|"262030.0000"|"0.0000"|"302845.0000"|"374186.0000"|"251890.0000"|"272978.0000"|"160914.0000"|"9938639.0000"|"7963743.0000"|"1974896.0000"|"0.0000"|""|""|""|""|""|"403230.0000"|""|""|""|""
"01-0331728"|"PATHWAYS INC"|"635244"|""|""|""|""|"182443.0000"|""|"1349230.0000"|"26464.0000"|"352485.0000"|"130009.0000"|""|"413.0000"|"35152.0000"|""|""|""|""|""|""|""|""|"135459.0000"|"53896.0000"|""|""|"6175.0000"|""|"30039.0000"|"32591.0000"|"141784.0000"|"36708.0000"|"29906.0000"|"24005.0000"|"22985.0000"|"2615485.0000"|"2190577.0000"|"424908.0000"|"0.0000"|""|""|""|""|""|"25741.0000"|""|""|""|""
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"635245"|""|""|""|""|"7940.0000"|""|"29041.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"108408.0000"|""|"62652.0000"|""|"84537.0000"|"79336.0000"|"52610.0000"|"27504.0000"|"20940.0000"|"472968.0000"|"472968.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"635246"|""|""|""|""|"5955.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"104419.0000"|""|"34979.0000"|""|"53952.0000"|"46086.0000"|"35890.0000"|"18748.0000"|"12782.0000"|"312811.0000"|"312811.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0482628"|"Jobs for Maine's Graduates, Inc."|"635247"|""|""|""|""|""|""|"3307098.0000"|"77719.0000"|"416480.0000"|"237189.0000"|""|"4889.0000"|"7085.0000"|""|""|""|"163840.0000"|"4183.0000"|"45382.0000"|"29404.0000"|""|"70441.0000"|"72567.0000"|""|"51889.0000"|""|""|"4312.0000"|"4241.0000"|"54461.0000"|"52032.0000"|"27001.0000"|"6259.0000"|"3210.0000"|"4640864.0000"|"3748942.0000"|"623633.0000"|"268289.0000"|""|""|""|""|""|"1182.0000"|""|""|""|""
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"635248"|"73093.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5550.0000"|"0.0000"|"0.0000"|"15341.0000"|"0.0000"|"0.0000"|"817.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"191.0000"|"0.0000"|"0.0000"|"29643.0000"|"3550.0000"|"7792.0000"|"24526.0000"|""|""|""|"160503.0000"|"102736.0000"|"57767.0000"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""
"01-0645244"|"HEAD START OF EASTERN ORANGE COUNTY INC"|"635249"|""|""|""|""|"174627.0000"|""|"1358224.0000"|"114033.0000"|"131515.0000"|"151485.0000"|""|"1000.0000"|"13093.0000"|""|""|""|"4817.0000"|""|"58414.0000"|""|""|"121259.0000"|"37344.0000"|""|"17968.0000"|""|""|"111597.0000"|"28384.0000"|"103907.0000"|"79938.0000"|"74066.0000"|"71559.0000"|"32708.0000"|"2685938.0000"|"2341248.0000"|"344690.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0211807"|"Sweetser"|"631557"|""|""|""|""|"367998.0000"|""|"20918805.0000"|"315233.0000"|"3436041.0000"|"1734166.0000"|""|"29353.0000"|"92691.0000"|""|""|"102705.0000"|"8107125.0000"|""|"1572587.0000"|""|""|"2156057.0000"|"736766.0000"|""|"188558.0000"|"709634.0000"|""|"1475994.0000"|"210564.0000"|"1871213.0000"|"589911.0000"|"535064.0000"|"30708.0000"|"3072.0000"|"45180870.0000"|"38108254.0000"|"6777156.0000"|"295460.0000"|""|""|""|""|""|"-3375.0000"|""|""|""|""
"01-0265231"|"UPLIFT INC"|"631558"|""|""|""|""|"148918.0000"|""|"3403920.0000"|""|"345968.0000"|"295958.0000"|""|"849.0000"|"10885.0000"|""|""|""|""|""|""|""|""|"151480.0000"|""|""|""|"30147.0000"|""|"138016.0000"|"44522.0000"|"274625.0000"|"101334.0000"|"86079.0000"|"79122.0000"|"63821.0000"|"5291278.0000"|"4340195.0000"|"951083.0000"|"0.0000"|""|""|""|""|""|"115634.0000"|""|""|""|""
"01-0376510"|"MAINE MENTAL HEALTH CONNECTIONS INC"|"633590"|""|""|""|""|"77432.0000"|""|"144097.0000"|""|"46945.0000"|"17730.0000"|""|""|""|""|""|""|"5360.0000"|"633.0000"|"1306.0000"|"3522.0000"|""|"28812.0000"|"4411.0000"|""|"483.0000"|""|""|"3910.0000"|"5927.0000"|"29000.0000"|"21844.0000"|"11589.0000"|"3603.0000"|"2533.0000"|"413824.0000"|"339944.0000"|"73880.0000"|"0.0000"|""|""|""|""|""|"4687.0000"|""|""|""|""
"01-0698010"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|"633591"|""|""|""|""|""|""|"94171.0000"|""|"8202.0000"|"8041.0000"|"40241.0000"|"10260.0000"|"16870.0000"|""|""|""|""|""|"12998.0000"|""|""|"100639.0000"|""|""|""|""|""|"316280.0000"|"26262.0000"|"89532.0000"|"2247.0000"|""|""|""|"725743.0000"|"614157.0000"|"111586.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0211488"|"TRUSTEES OF BLOOMFIELD ACADEMY"|"628492"|"9922.0000"|"4391.0000"|""|""|"5000.0000"|""|"74448.0000"|""|"15164.0000"|"6472.0000"|""|""|"1975.0000"|""|""|"14707.0000"|"21778.0000"|""|"10353.0000"|""|""|"17310.0000"|""|""|""|""|""|""|"1691.0000"|"8023.0000"|"1144.0000"|""|""|""|"192378.0000"|"171390.0000"|"20988.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"628493"|""|""|""|""|""|""|"214503.0000"|""|"20807.0000"|"17649.0000"|"7500.0000"|""|"625.0000"|""|""|""|"27103.0000"|"14904.0000"|"41579.0000"|"1880.0000"|""|"11544.0000"|"4594.0000"|""|"2908.0000"|""|""|""|"901.0000"|""|""|""|""|""|"366497.0000"|"151404.0000"|"133438.0000"|"81655.0000"|""|""|""|""|""|""|""|""|""|""
"01-0532411"|"MAINE SPACE GRANT CONSORTIUM"|"633915"|"1042309.0000"|"149600.0000"|""|""|"62437.0000"|""|"59338.0000"|"4105.0000"|"10597.0000"|"9108.0000"|""|"6080.0000"|"15004.0000"|""|""|""|"16560.0000"|""|"29689.0000"|""|""|"2290.0000"|"41012.0000"|""|"38741.0000"|""|""|"2102.0000"|"2876.0000"|""|""|""|""|""|"1491848.0000"|"1374622.0000"|"117226.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0858717"|"CHICAGOLAND USBC ASSOCIATION"|"636345"|""|""|""|"287028.0000"|"83873.0000"|""|"56320.0000"|""|""|"13789.0000"|""|""|"1852.0000"|""|""|""|""|"1917.0000"|"11630.0000"|"693.0000"|""|"31434.0000"|""|""|"10960.0000"|""|""|""|"1177.0000"|"110136.0000"|"4341.0000"|"697.0000"|"361.0000"|"9133.0000"|"626775.0000"|"575813.0000"|"50962.0000"|"0.0000"|""|""|""|""|""|"1434.0000"|""|""|""|""
"01-0262323"|"Northern Maine General"|"636949"|""|""|""|""|"149229.0000"|""|"5036603.0000"|""|"1519185.0000"|"505509.0000"|""|"2458.0000"|"74349.0000"|""|""|""|"4390.0000"|"29662.0000"|"960000.0000"|""|""|"587242.0000"|"83398.0000"|""|"19996.0000"|"221690.0000"|""|"337263.0000"|"108742.0000"|"470844.0000"|"77866.0000"|"44311.0000"|"35894.0000"|""|"10268631.0000"|"9199496.0000"|"1069135.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"636950"|"0.0000"|"114988.0000"|"0.0000"|"0.0000"|"145875.0000"|"0.0000"|"2684106.0000"|"46674.0000"|"349272.0000"|"210867.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"42015.0000"|"7893.0000"|"33181.0000"|"0.0000"|"132770.0000"|"7479.0000"|"0.0000"|"14766.0000"|"0.0000"|"0.0000"|"135947.0000"|"30568.0000"|"195736.0000"|"127987.0000"|"365454.0000"|"210151.0000"|"136862.0000"|"5392123.0000"|"4941068.0000"|"405815.0000"|"45240.0000"|""|""|""|""|""|"399532.0000"|""|""|""|""
"01-0699969"|"COMPASS CHARTER MIDDLE SCHOOL INC"|"641205"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"26705.0000"|""|"729525.0000"|"294727.0000"|"24266.0000"|"3547.0000"|"86953.0000"|"1190184.0000"|"1030688.0000"|"159496.0000"|"0.0000"|""|""|""|""|""|"24461.0000"|""|""|""|""
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION - PRESISTENCE"|"641202"|""|""|""|""|"3970.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"64577.0000"|""|"27387.0000"|""|"37183.0000"|"36960.0000"|"33714.0000"|"12591.0000"|"9309.0000"|"225691.0000"|"225691.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0495589"|"PORTLAND CONSERVATORY OF MUSIC"|"641203"|""|""|""|""|"7500.0000"|""|"258309.0000"|""|"608.0000"|"22884.0000"|""|""|"4913.0000"|""|""|""|"23746.0000"|"664.0000"|"2757.0000"|""|""|"46208.0000"|""|""|""|"1726.0000"|""|"1444.0000"|"3794.0000"|"15959.0000"|"5827.0000"|"4082.0000"|"3389.0000"|"1846.0000"|"412658.0000"|"294649.0000"|"99632.0000"|"18377.0000"|""|""|""|""|""|"7002.0000"|""|""|""|""
"01-0656674"|"BRUNSWICK SENIOR RESOURCES, INC."|"641204"|""|""|""|""|""|""|"914202.0000"|"48765.0000"|"146071.0000"|"99874.0000"|""|""|"40300.0000"|""|""|""|"7532.0000"|""|""|""|""|"11959.0000"|"33636.0000"|""|"5454.0000"|""|""|"34601.0000"|"13614.0000"|"262308.0000"|"260320.0000"|"204210.0000"|"105489.0000"|"49212.0000"|"2413852.0000"|"1962255.0000"|"451597.0000"|"0.0000"|""|""|""|""|""|"176305.0000"|""|""|""|""
"01-0795152"|"CHRISTIAN FRIENDS OF NEW AMERICANS"|"643662"|""|"64000.0000"|""|""|""|""|"59499.0000"|"1971.0000"|"8832.0000"|"3539.0000"|""|""|""|""|""|""|"1013.0000"|"2895.0000"|"2373.0000"|"2202.0000"|""|"54905.0000"|"10423.0000"|""|"587.0000"|""|""|"350.0000"|"5018.0000"|"5177.0000"|"5000.0000"|""|""|""|"227784.0000"|"214539.0000"|"8350.0000"|"4895.0000"|""|""|""|""|""|""|""|""|""|""
"01-0263519"|"TRUSTEES OF LEAVITT INSTITUTE"|"636692"|""|"78843.0000"|"28605.0000"|""|""|""|""|""|""|""|""|""|"1200.0000"|""|""|"47956.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"156818.0000"|"107448.0000"|"49370.0000"|"0.0000"|""|""|""|""|""|"214.0000"|""|""|""|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"636693"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"14530.0000"|""|""|"124646.0000"|""|""|""|""|""|"7869.0000"|"3067.0000"|"255222.0000"|"24730.0000"|"10064.0000"|"5530.0000"|"2159.0000"|"452267.0000"|"289015.0000"|"163252.0000"|"0.0000"|""|""|""|""|""|"4450.0000"|""|""|""|""
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"636694"|"281490.0000"|""|""|""|"125573.0000"|""|""|""|"22934.0000"|"6736.0000"|""|""|"4221.0000"|""|""|"51277.0000"|""|"1240.0000"|"12738.0000"|""|""|"16974.0000"|"12516.0000"|""|"23930.0000"|""|"1131.0000"|"6013.0000"|""|"5695.0000"|"3106.0000"|"2458.0000"|"1430.0000"|"933.0000"|"580838.0000"|""|""|""|""|""|""|""|""|"443.0000"|""|""|""|""
"01-0201854"|"AMERICAN LEGION POST #40"|"644638"|""|""|""|""|""|""|"44722.0000"|""|""|""|""|""|"695.0000"|""|""|""|""|"2782.0000"|""|""|""|"60095.0000"|""|""|""|""|""|"2618.0000"|""|"22436.0000"|"6261.0000"|"12193.0000"|"8077.0000"|"1659.0000"|"161538.0000"|"12193.0000"|"149345.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0283465"|"WATERVILLE AREA YMCA"|"645407"|""|""|""|""|""|""|"187735.0000"|""|"15769.0000"|"13980.0000"|""|""|"9604.0000"|""|""|""|"19793.0000"|"5495.0000"|"27771.0000"|""|""|"130752.0000"|"55006.0000"|""|""|""|"279103.0000"|""|"2955.0000"|"125584.0000"|"10766.0000"|""|""|""|"884313.0000"|"884313.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0357293"|"HERITAGE COURT INC"|"643659"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1015.0000"|""|""|""|""|""|""|""|"70020.0000"|""|"59599.0000"|"14252.0000"|"66276.0000"|"31553.0000"|"25250.0000"|"25139.0000"|"11332.0000"|"311990.0000"|"311990.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"7554.0000"|""|""|""|""
"01-0409494"|"HARRINGTON FAMILY HEALTH CENTERINC"|"643660"|""|""|""|""|"81340.0000"|""|"1411191.0000"|""|"244254.0000"|"118306.0000"|""|"802.0000"|"27369.0000"|""|""|""|"26223.0000"|"8028.0000"|"9441.0000"|"40732.0000"|""|"36635.0000"|"521.0000"|""|"6595.0000"|"59793.0000"|""|"90393.0000"|"8950.0000"|"115295.0000"|"27096.0000"|"16630.0000"|"9894.0000"|"8645.0000"|"2361667.0000"|"1871978.0000"|"489689.0000"|"0.0000"|""|""|""|""|""|"13534.0000"|""|""|""|""
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"645408"|"46224.0000"|"0.0000"|"0.0000"|"0.0000"|"7392.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"805.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"419.0000"|""|""|""|""|"54840.0000"|"46224.0000"|"8616.0000"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""
"01-0366544"|"COMMONSENSE HOUSING, INC"|"642174"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"61531.0000"|"2260664.0000"|"0.0000"|"0.0000"|"357870.0000"|"320029.0000"|"0.0000"|"415.0000"|"11050.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3227.0000"|"14916.0000"|"0.0000"|"0.0000"|"166236.0000"|"57347.0000"|"0.0000"|"0.0000"|"26217.0000"|"0.0000"|"101228.0000"|"35480.0000"|"16385.0000"|"6108.0000"|"164336.0000"|"172539.0000"|"15820.0000"|"3873165.0000"|"3165789.0000"|"707376.0000"|"0.0000"|""|""|""|""|""|"81767.0000"|""|""|""|""
"01-0242095"|"ROBERT W. TRAIP TRUST"|"643657"|"16681.0000"|"53000.0000"|""|""|""|""|""|""|""|""|""|"485.0000"|"3110.0000"|""|""|"14821.0000"|""|""|"4027.0000"|""|""|""|""|""|""|""|""|""|"3287.0000"|"1003.0000"|"250.0000"|""|""|""|"96664.0000"|"87897.0000"|"8767.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0274898"|"HOPE ASSOCIATION"|"643658"|""|""|""|""|"91890.0000"|"1609358.0000"|""|""|"204928.0000"|"151250.0000"|""|"1658.0000"|"9700.0000"|""|""|""|""|"5394.0000"|""|""|""|""|"3682.0000"|""|""|""|""|"126390.0000"|"65848.0000"|"97799.0000"|"88670.0000"|"70486.0000"|"49322.0000"|"39385.0000"|"2699498.0000"|"2413368.0000"|"286130.0000"|"0.0000"|""|""|""|""|""|"83738.0000"|""|""|""|""
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"643661"|""|""|""|""|""|""|""|""|""|""|"79128.0000"|""|"30903.0000"|""|""|""|"269696.0000"|"9378.0000"|"33539.0000"|""|""|"175815.0000"|""|""|""|"386669.0000"|""|"237012.0000"|"62959.0000"|"192534.0000"|"19936.0000"|"7964.0000"|"82.0000"|""|"1505615.0000"|"1357479.0000"|"148136.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0281533"|"Green Valley Association"|"639787"|""|""|""|""|""|""|"1262439.0000"|""|"441633.0000"|""|""|"2715.0000"|"7950.0000"|""|""|""|""|""|""|""|""|"71525.0000"|"9190.0000"|""|""|"2343.0000"|""|"65473.0000"|""|"67957.0000"|"45495.0000"|"41178.0000"|"23075.0000"|"12515.0000"|"2074272.0000"|"1884354.0000"|"189918.0000"|"0.0000"|""|""|""|""|""|"20784.0000"|""|""|""|""
"01-0532835"|"SAFE PASSAGE"|"639788"|"0.0000"|"0.0000"|"1354318.0000"|"0.0000"|"106392.0000"|"0.0000"|"113188.0000"|"0.0000"|"22960.0000"|"16525.0000"|"0.0000"|"350.0000"|"22119.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"20879.0000"|"0.0000"|"0.0000"|"0.0000"|"24665.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3199.0000"|"21792.0000"|"51787.0000"|"19878.0000"|"20535.0000"|"20902.0000"|"1877135.0000"|"1537341.0000"|"202169.0000"|"137625.0000"|""|""|""|""|""|"57646.0000"|""|""|""|""
"01-0792334"|"GAMA INTERNATIONAL"|"639789"|""|""|""|""|"443419.0000"|""|"1241846.0000"|"50406.0000"|"155472.0000"|"121426.0000"|""|"2438.0000"|"18544.0000"|""|""|""|"319147.0000"|"70670.0000"|"448084.0000"|"27847.0000"|"46894.0000"|"142520.0000"|"399867.0000"|""|"1159427.0000"|"1342.0000"|""|"105457.0000"|"22129.0000"|"99870.0000"|"22441.0000"|"3403.0000"|""|""|"4902649.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0607900"|"MOUND STREET HEALTH CAREERS ACADEMY"|"647447"|""|""|""|""|"35327.0000"|""|"741175.0000"|""|"190634.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"18433.0000"|""|"267297.0000"|"33918.0000"|"68567.0000"|""|""|"1355351.0000"|"1355351.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0224769"|"TRUSTEES OF THORNTON ACADEMY"|"647938"|""|""|""|""|"192969.0000"|""|"9027588.0000"|""|"2585013.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"474741.0000"|""|"796813.0000"|""|"1319251.0000"|"953160.0000"|"929207.0000"|"66414.0000"|"34560.0000"|"16379716.0000"|"15252753.0000"|"906432.0000"|"220531.0000"|""|""|""|""|""|""|""|""|""|""
"01-0052260"|"Cumberland Club"|"638152"|""|""|""|""|"93002.0000"|""|"81334.0000"|"4014.0000"|"58727.0000"|"15184.0000"|""|"12560.0000"|""|""|""|""|"5357.0000"|""|"42525.0000"|"6394.0000"|""|""|"612.0000"|""|"4410.0000"|""|""|"83084.0000"|"7968.0000"|"78176.0000"|"34825.0000"|"24285.0000"|"21818.0000"|"10451.0000"|"620195.0000"|""|""|""|""|""|""|""|""|"35469.0000"|""|""|""|""
"01-0245261"|"ERSKINE ACADEMY"|"638153"|""|"17802.0000"|""|""|"104423.0000"|""|"4340302.0000"|""|"516218.0000"|"140975.0000"|""|"968.0000"|"11900.0000"|""|""|""|""|"13577.0000"|""|""|""|""|""|""|""|"46354.0000"|""|"357814.0000"|"104423.0000"|"516244.0000"|"274744.0000"|"255967.0000"|"230204.0000"|"132768.0000"|"7396709.0000"|"5974429.0000"|"1308147.0000"|"114133.0000"|""|""|""|""|""|"332026.0000"|""|""|""|""
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"638154"|""|""|""|""|"94652.0000"|"0.0000"|"231424.0000"|""|"62385.0000"|""|""|""|""|""|""|""|""|"843.0000"|"8690.0000"|""|""|"41664.0000"|"7398.0000"|""|"2324.0000"|"724.0000"|""|""|"3428.0000"|"6256.0000"|"4990.0000"|"3064.0000"|"1565.0000"|"1160.0000"|"472796.0000"|"400766.0000"|"71951.0000"|"79.0000"|""|""|""|""|""|"2229.0000"|""|""|""|""
