"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"PROVIDE_DESCRIPTION"|"NEEDS_ASSESSMENT"|"PATIENT_EDUCATION"|"COMMUNITY_INFORMATION"|"COMMUNITY_ACIVITIES"|"OTHER_INFORMATION"|"AFFILIATED_SYSTEM"|"IDENTIFY_STATES"|"SUPPLEMENTAL_INFORMATION"|"FRG_DESCR"
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"696997"|""|""|""|""|""|""|""|""|""|""
"02-0242389"|"GREAT BAY SERVICES INC"|"697005"|""|""|""|""|""|""|""|""|""|""
"01-0364464"|"Vose Library"|"697765"|""|""|""|""|""|""|""|""|""|""
"01-0467754"|"The Camden Children's House Montessori School"|"697767"|""|""|""|""|""|""|""|""|""|""
"01-0762655"|"O.A.C.B.H.A. Foundation"|"697769"|""|""|""|""|""|""|""|""|""|""
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"697770"|""|""|""|""|""|""|""|""|""|""
"01-0805468"|"LIVING BREAD RADIO INC"|"697772"|""|""|""|""|""|""|""|""|""|""
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"697774"|""|""|""|""|""|""|""|""|""|""
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"704923"|""|""|""|""|""|""|""|""|""|""
"01-0780689"|"Hollenbeck Police Activities League"|"704936"|""|""|""|""|""|""|""|""|""|""
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"706108"|""|""|""|""|""|""|""|""|""|""
"01-0554275"|"CHARLOTTE ARTSFEST, INC."|"706109"|""|""|""|""|""|""|""|""|""|""
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"706110"|""|""|""|""|""|""|""|""|""|""
"01-0191203"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC."|"706783"|""|""|""|""|""|""|""|""|""|""
"01-0211512"|"Home for the Aged"|"706784"|""|""|""|""|""|""|""|""|""|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"706785"|""|""|""|""|""|""|""|""|""|""
"01-0228262"|"Northeast Hearing & Speech Center, Inc."|"706787"|""|""|""|""|""|""|""|""|""|""
"01-0267689"|"KATAHDIN FRIENDS, INC."|"706788"|""|""|""|""|""|""|""|""|""|""
"01-0276272"|"GREATER PORTLAND LANDMARKS, INC."|"706789"|""|""|""|""|""|""|""|""|""|""
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"706790"|""|""|""|""|""|""|""|""|""|""
"01-0315931"|"Coastal Opportunities"|"706791"|""|""|""|""|""|""|""|""|""|""
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"706792"|""|""|""|""|""|""|""|""|""|""
"01-0322532"|"DAY ONE"|"706793"|""|""|""|""|""|""|""|""|""|""
"01-0343697"|"GROUP HOME FOUNDATION, INC."|"706795"|""|""|""|""|""|""|""|""|""|""
"01-0351782"|"DISABILITY RIGHTS CENTER"|"706796"|""|""|""|""|""|""|""|""|""|""
"01-0355980"|"THE LANDING SCHOOL OF BOATBUILDING AND DESIGN"|"706797"|""|""|""|""|""|""|""|""|""|""
"01-0373396"|"The Park Danforth"|"706798"|""|""|""|""|""|""|""|""|""|""
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"706799"|""|""|""|""|""|""|""|""|""|""
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"706800"|""|""|""|""|""|""|""|""|""|""
"01-0407276"|"SUNRISE OPPORTUNITIES"|"706801"|""|""|""|""|""|""|""|""|""|""
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY, MAINE"|"706802"|""|""|""|""|""|""|""|""|""|""
"01-0431293"|"Horizons Unlimited, Inc."|"706803"|""|""|""|""|""|""|""|""|""|""
"01-0440635"|"Addison Point Specialized Services, Inc"|"706804"|""|""|""|""|""|""|""|""|""|""
"01-0443774"|"HANCOCK COUNTY HABITAT FOR HUMANITY"|"706805"|""|""|""|""|""|""|""|""|""|""
"01-0450803"|"MAINE NATIONAL GUARD FOUNDATION FUND"|"706806"|""|""|""|""|""|""|""|""|""|""
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE"|"706807"|""|""|""|""|""|""|""|""|""|""
"01-0473057"|"CROSSROADS FOR WOMEN INC"|"706808"|""|""|""|""|""|""|""|""|""|""
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"706809"|""|""|""|""|""|""|""|""|""|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"706811"|""|""|""|""|""|""|""|""|""|""
"01-0499934"|"ALLIES, INC."|"706812"|""|""|""|""|""|""|""|""|""|""
"01-0516064"|"CO-OCCURRING COLLABORATIVE SERVING MAINE"|"706814"|""|""|""|""|""|""|""|""|""|""
"01-0525631"|"Harbor Schools of Maine, Inc."|"706817"|""|""|""|""|""|""|""|""|""|""
"01-0527277"|"Maine Indoor Air Quality Council"|"706818"|""|""|""|""|""|""|""|""|""|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST. MARY'S"|"706820"|""|""|""|""|""|""|""|""|""|""
"01-0553077"|"Links of Hope, Inc."|"706822"|""|""|""|""|""|""|""|""|""|""
"01-0555559"|"ECS MINISTRIES"|"706823"|""|""|""|""|""|""|""|""|""|""
"01-0586454"|"Full Spectrum Farms, Inc"|"706825"|""|""|""|""|""|""|""|""|""|""
"01-0593099"|"PENSACOLA BEACH ELEMENTARY SCHOOL, INC"|"706826"|""|""|""|""|""|""|""|""|""|""
"01-0688897"|"Ohio Network of Children's Advocacy Centers"|"706828"|""|""|""|""|""|""|""|""|""|""
"01-0694045"|"FLORIDA BREAST CANCER COALITION RESEARCH FOUNDATION, INC"|"706829"|""|""|""|""|""|""|""|""|""|""
"01-0733180"|"THE GLADES INITIATIVE, INC."|"706830"|""|""|""|""|""|""|""|""|""|""
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"706834"|""|""|""|""|""|""|""|""|""|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"706835"|""|""|""|""|""|""|""|""|""|""
"01-0824858"|"ANIMAL CARE TRUST"|"706836"|""|""|""|""|""|""|""|""|""|""
"01-0825719"|"Vision Rescue International"|"706837"|""|""|""|""|""|""|""|""|""|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC."|"706838"|""|""|""|""|""|""|""|""|""|""
"01-0869701"|"Center for Civic Policy"|"706839"|""|""|""|""|""|""|""|""|""|""
"01-6000787"|"Brunswick Public Library Association"|"706840"|""|""|""|""|""|""|""|""|""|""
"01-6021559"|"Hyde School"|"706841"|""|""|""|""|""|""|""|""|""|""
"01-6023974"|"WASHINGTON COUNTY ASSOCIATION FOR RETARDED CITIZENS"|"706842"|""|""|""|""|""|""|""|""|""|""
"01-0454077"|"WHA INC"|"713359"|""|""|""|""|""|""|""|""|""|""
"01-0558182"|"JCPE INVESTMENTS (NFP)"|"713360"|""|""|""|""|""|""|""|""|""|""
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"713361"|""|""|""|""|""|""|""|""|""|""
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"713823"|""|""|""|""|""|""|""|""|""|""
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP."|"713829"|""|""|""|""|""|""|""|""|""|""
"01-0466131"|"LA PUBLIC THEATER, INC."|"713906"|""|""|""|""|""|""|""|""|""|""
"01-6013485"|"BANGOR YMCA FOUNDATION"|"713912"|""|""|""|""|""|""|""|""|""|""
"01-0231382"|"SPRINGVALE PUBLIC LIBRARY ASSOCIATION"|"715187"|""|""|""|""|""|""|""|""|""|""
"01-0249983"|"KENNEBUNK FREE LIBRARY ASSOCIATION"|"715188"|""|""|""|""|""|""|""|""|""|""
"01-0511583"|"Nothern New England Center for Financial Training"|"715189"|""|""|""|""|""|""|""|""|""|""
"01-0765884"|"NORTH CLACKAMAS CHRISTIAN SCHOOL"|"715190"|""|""|""|""|""|""|""|""|""|""
"01-0314110"|"AMICUS"|"715589"|""|""|""|""|""|""|""|""|""|""
"01-0817571"|"Pepperwood Foundation"|"715711"|""|""|""|""|""|""|""|""|""|""
"01-0339489"|"St. Joseph's Rehabilitation & Residence"|"717278"|""|""|""|""|""|""|""|""|""|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"717284"|""|""|""|""|""|""|""|""|""|""
"01-0351795"|"RELGRADE REGIONAL HEALTH CENTER, INC."|"719106"|""|""|""|""|""|""|""|""|""|""
"01-0469196"|"University of Maine at Fort Kent Foundation"|"719108"|""|""|""|""|""|""|""|""|""|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION,INC"|"719110"|""|""|""|""|""|""|""|""|""|""
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"720228"|""|""|""|""|""|""|""|""|""|""
"01-0709661"|"UNIVERSAL SCHOOL"|"720230"|""|""|""|""|""|""|""|""|""|""
"01-0316964"|"RILEY SCHOOL, INC."|"721181"|""|""|""|""|""|""|""|""|""|""
"01-0349706"|"Onpoint Health Data"|"721182"|""|""|""|""|""|""|""|""|""|""
"01-0473116"|"Peregrine Corporation"|"721183"|""|""|""|""|""|""|""|""|""|""
"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"721185"|""|""|""|""|""|""|""|""|""|""
"01-0856707"|"MONGIL CORPORATION"|"721186"|""|""|""|""|""|""|""|""|""|""
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"721187"|""|""|""|""|""|""|""|""|""|""
"01-0332353"|"CORINTH HOUSING CORPORATION"|"723236"|""|""|""|""|""|""|""|""|""|""
"01-0575746"|"Saint Gaiannas Home Inc."|"723239"|""|""|""|""|""|""|""|""|""|""
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"723242"|""|""|""|""|""|""|""|""|""|""
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"723244"|""|""|""|""|""|""|""|""|""|""
"01-0211538"|"Camp O-AT-KA, Inc."|"724478"|""|""|""|""|""|""|""|""|""|""
"01-0360072"|"SMALL WOODLAND OWNERS ASSOCIATION OF MAINE"|"724479"|""|""|""|""|""|""|""|""|""|""
"01-0364237"|"Good Neighbors Inc"|"724480"|""|""|""|""|""|""|""|""|""|""
"01-0370827"|"THE BAY SCHOOL"|"724481"|""|""|""|""|""|""|""|""|""|""
"01-0524329"|"KENNEBEC VALLEY DENTAL COALITION"|"724482"|""|""|""|""|""|""|""|""|""|""
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"724484"|""|""|""|""|""|""|""|""|""|""
"01-0626449"|"GATEWAY MONTESSORI SCHOOL INC"|"724486"|""|""|""|""|""|""|""|""|""|""
"01-0720150"|"Idaho Virtual Academy LEA No 452"|"724487"|""|""|""|""|""|""|""|""|""|""
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"724489"|""|""|""|""|""|""|""|""|""|""
"01-0019705"|"ANCIENT FREE AND ACCEPTED MASONS OF MAINE GRAND LODGE"|"725843"|""|""|""|""|""|""|""|""|""|""
"01-0114110"|"MAINE WATER UTILITIES ASSN"|"725844"|""|""|""|""|""|""|""|""|""|""
"01-0119385"|"Megunticook Golf Club"|"725845"|""|""|""|""|""|""|""|""|""|""
"01-0211481"|"BANGOR CHILDREN'S HOME"|"725846"|""|""|""|""|""|""|""|""|""|""
"01-0212438"|"Maine Central Institute"|"725847"|""|""|""|""|""|""|""|""|""|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"725848"|""|""|""|""|""|""|""|""|""|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"725849"|""|""|""|""|""|""|""|""|""|""
"01-0276859"|"Aroostook Mental Health Services, Inc."|"725851"|""|""|""|""|""|""|""|""|""|""
"01-0285920"|"East Grand Health Center Inc"|"725852"|""|""|""|""|""|""|""|""|""|""
"01-0318051"|"Central Maine Area Agency on Aging Inc"|"725853"|""|""|""|""|""|""|""|""|""|""
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"725854"|""|""|""|""|""|""|""|""|""|""
"01-0332058"|"Hancock County Auditorium Associates"|"725855"|""|""|""|""|""|""|""|""|""|""
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"725856"|""|""|""|""|""|""|""|""|""|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"725857"|""|""|""|""|""|""|""|""|""|""
"01-0345826"|"Richmond Health Center"|"725859"|""|""|""|""|""|""|""|""|""|""
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"725860"|""|""|""|""|""|""|""|""|""|""
"01-0353371"|"Salt, Inc."|"725861"|""|""|""|""|""|""|""|""|""|""
"01-0355090"|"LOVEJOY HEALTH CENTER, INC"|"725862"|""|""|""|""|""|""|""|""|""|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"725863"|""|""|""|""|""|""|""|""|""|""
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"725865"|""|""|""|""|""|""|""|""|""|""
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"725866"|""|""|""|""|""|""|""|""|""|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"725867"|""|""|""|""|""|""|""|""|""|""
"01-0368153"|"THE PROGRESS CENTER, INC."|"725868"|""|""|""|""|""|""|""|""|""|""
"01-0369793"|"Facilities Inc"|"725869"|""|""|""|""|""|""|""|""|""|""
"01-0370896"|"Maine Association of Retirees, Inc."|"725870"|""|""|""|""|""|""|""|""|""|""
"01-0371234"|"ELLWORTH AREA CHAMBER OF COMMERCE"|"725871"|""|""|""|""|""|""|""|""|""|""
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"725872"|""|""|""|""|""|""|""|""|""|""
"01-0384833"|"Big Brothers Big Sisters of Midcoast Mai"|"725873"|""|""|""|""|""|""|""|""|""|""
"01-0391208"|"LA ARTS"|"725875"|""|""|""|""|""|""|""|""|""|""
"01-0406624"|"HOLOCAUST HUMAN RIGHTS CENTER OF MAINE"|"725876"|""|""|""|""|""|""|""|""|""|""
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"725877"|""|""|""|""|""|""|""|""|""|""
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"725878"|""|""|""|""|""|""|""|""|""|""
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"725879"|""|""|""|""|""|""|""|""|""|""
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"725880"|""|""|""|""|""|""|""|""|""|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER"|"725881"|""|""|""|""|""|""|""|""|""|""
"01-0482069"|"RIDING TO THE TOP"|"725882"|""|""|""|""|""|""|""|""|""|""
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"725883"|""|""|""|""|""|""|""|""|""|""
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"725884"|""|""|""|""|""|""|""|""|""|""
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROGRA"|"725885"|""|""|""|""|""|""|""|""|""|""
"01-0514118"|"HEAR ME NOW INC"|"725886"|""|""|""|""|""|""|""|""|""|""
"01-0518534"|"THE SHARING FOUNDATION"|"725887"|""|""|""|""|""|""|""|""|""|""
"01-0572406"|"RADCLIFT INC"|"725888"|""|""|""|""|""|""|""|""|""|""
"01-0602033"|"TN VOL MANUFACTURING & SERVICES INC"|"725890"|""|""|""|""|""|""|""|""|""|""
"01-0665300"|"BARTRAM TRAIL CDC INC"|"725891"|""|""|""|""|""|""|""|""|""|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"725892"|""|""|""|""|""|""|""|""|""|""
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS INC"|"725894"|""|""|""|""|""|""|""|""|""|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"725895"|""|""|""|""|""|""|""|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"725896"|""|""|""|""|""|""|""|""|""|""
"01-0779327"|"ISAIAH'S PLACE"|"725897"|""|""|""|""|""|""|""|""|""|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"725899"|""|""|""|""|""|""|""|""|""|""
"01-0819513"|"DANSVILLE FIRE DEPARTMENT, INC."|"725900"|""|""|""|""|""|""|""|""|""|""
"01-0831698"|"Jewish Community Foundation"|"725901"|""|""|""|""|""|""|""|""|""|""
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"725902"|""|""|""|""|""|""|""|""|""|""
"01-0872726"|"International Spanish Language Academy"|"725903"|""|""|""|""|""|""|""|""|""|""
"01-0916759"|"KIPP ST. LOUIS"|"725904"|""|""|""|""|""|""|""|""|""|""
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"725910"|""|""|""|""|""|""|""|""|""|""
"01-0211532"|"KENTS HILL SCHOOL"|"732890"|""|""|""|""|""|""|""|""|""|""
"01-0887074"|"Angels With A Mission Foundation, Inc."|"733019"|""|""|""|""|""|""|""|""|""|""
"02-0150530"|"TEAMSTERS LOCAL UNION NO 633 OF NH"|"733021"|""|""|""|""|""|""|""|""|""|""
"02-0208422"|"Veterans of Foreign Wars Post #168"|"733026"|""|""|""|""|""|""|""|""|""|""
"01-0220430"|"THE LINCOLN HOME"|"733966"|""|""|""|""|""|""|""|""|""|""
"01-0448173"|"Center for Teaching and Learning"|"733970"|""|""|""|""|""|""|""|""|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"733971"|""|""|""|""|""|""|""|""|""|""
"01-0534548"|"Community Care"|"733974"|""|""|""|""|""|""|""|""|""|""
"01-0640027"|"MGM Resorts Foundation"|"733976"|""|""|""|""|""|""|""|""|""|""
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"733980"|""|""|""|""|""|""|""|""|""|""
"01-0153128"|"Greater Rumford Community Center"|"734858"|""|""|""|""|""|""|""|""|""|""
"01-0211565"|"WAYNFLETE SCHOOL"|"734859"|""|""|""|""|""|""|""|""|""|""
"01-0248780"|"Maine Audubon Society"|"734860"|""|""|""|""|""|""|""|""|""|""
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"734861"|""|""|""|""|""|""|""|""|""|""
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"734862"|""|""|""|""|""|""|""|""|""|""
"01-0349310"|"Treats Falls House, Inc."|"734863"|""|""|""|""|""|""|""|""|""|""
"01-0352658"|"SAFE VOICES"|"734864"|""|""|""|""|""|""|""|""|""|""
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"734865"|""|""|""|""|""|""|""|""|""|""
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION, INC."|"734866"|""|""|""|""|""|""|""|""|""|""
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES, INC."|"734867"|""|""|""|""|""|""|""|""|""|""
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"734868"|""|""|""|""|""|""|""|""|""|""
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"734869"|""|""|""|""|""|""|""|""|""|""
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"734870"|""|""|""|""|""|""|""|""|""|""
"01-0430261"|"MAINE WOMEN'S FUND"|"734871"|""|""|""|""|""|""|""|""|""|""
"01-0438846"|"AMERICA EAST"|"734872"|""|""|""|""|""|""|""|""|""|""
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"734873"|""|""|""|""|""|""|""|""|""|""
"01-0451663"|"JHA SERVICES"|"734874"|""|""|""|""|""|""|""|""|""|""
"01-0466768"|"American University in Bulgaria"|"734875"|""|""|""|""|""|""|""|""|""|""
"01-0467073"|"St Croix Regional Family Health Center"|"734876"|""|""|""|""|""|""|""|""|""|""
"01-0483192"|"Families And Children Together"|"734877"|""|""|""|""|""|""|""|""|""|""
"01-0492479"|"Maine Children's Trust Inc"|"734878"|""|""|""|""|""|""|""|""|""|""
"01-0493614"|"PINE ISLAND CAMP, INC."|"734879"|""|""|""|""|""|""|""|""|""|""
"01-0499734"|"UNITED SOCCER FEDERATION OF MAINE"|"734880"|""|""|""|""|""|""|""|""|""|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"734882"|""|""|""|""|""|""|""|""|""|""
"01-0565752"|"CANOPY: TREES FOR PALO ALTO"|"734884"|""|""|""|""|""|""|""|""|""|""
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"734885"|""|""|""|""|""|""|""|""|""|""
"01-0740130"|"RIO HONDO COMMUNITY DEVELOPMENT CORPORATION"|"734886"|""|""|""|""|""|""|""|""|""|""
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"734887"|""|""|""|""|""|""|""|""|""|""
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"734888"|""|""|""|""|""|""|""|""|""|""
"01-0908761"|"OPENCOURSEWARE CONSORTIUM, INC."|"734889"|""|""|""|""|""|""|""|""|""|""
"01-0927505"|"STOCKTON HINDU CULTURAL & COMMUNITY"|"734890"|""|""|""|""|""|""|""|""|""|""
"02-0110903"|"American Legion Frank E. Booma Post #6"|"734894"|""|""|""|""|""|""|""|""|""|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"734895"|""|""|""|""|""|""|""|""|""|""
"02-0211966"|"VETERANS OF FOREIGN WARS - POST 1670"|"734896"|""|""|""|""|""|""|""|""|""|""
"02-0241746"|"COE-BROWN NORTHWOOD ACADEMY"|"734900"|""|""|""|""|""|""|""|""|""|""
"01-6009643"|"Academy Trust of Fryeburg"|"739070"|""|""|""|""|""|""|""|""|""|""
"01-0247002"|"GEORGE STEVENS ACADEMY"|"739173"|""|""|""|""|""|""|""|""|""|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"739182"|""|""|""|""|""|""|""|""|""|""
"01-0597016"|"Pelican Isle Yacht Club Inc"|"739187"|""|""|""|""|""|""|""|""|""|""
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"739192"|""|""|""|""|""|""|""|""|""|""
"01-6006001"|"Bigelow Laboratory for Ocean Sciences"|"739199"|""|""|""|""|""|""|""|""|""|""
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"739342"|""|""|""|""|""|""|""|""|""|""
"01-0621556"|"THE GILL ST. BERNARD'S PARENTS' ASSOCIATION, INC."|"739346"|""|""|""|""|""|""|""|""|""|""
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I AT OWINGS MILLS I INC. @ CHAI"|"739349"|""|""|""|""|""|""|""|""|""|""
"02-0210407"|"BALD PEAK COLONY CLUB"|"739353"|""|""|""|""|""|""|""|""|""|""
"02-0222254"|"YWCA OF NEW HAMPSHIRE"|"739355"|""|""|""|""|""|""|""|""|""|""
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"739376"|""|""|""|""|""|""|""|""|""|""
"01-0620969"|"Slavic Assistance Center, Inc."|"739380"|""|""|""|""|""|""|""|""|""|""
"01-0223898"|"WINDSOR FAIR"|"741104"|""|""|""|""|""|""|""|""|""|""
"01-0562526"|"ASSOC OF COMMUNITY PHARMACISTS, INC"|"741106"|""|""|""|""|""|""|""|""|""|""
"01-0783423"|"VISION COMUNICATIONS INTERNATIONAL"|"741108"|""|""|""|""|""|""|""|""|""|""
"01-0805301"|"Hobby Radio Inc"|"741109"|""|""|""|""|""|""|""|""|""|""
"01-0211484"|"Bangor Theological Seminary"|"741492"|""|""|""|""|""|""|""|""|""|""
"01-0722629"|"MARIE A. MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"741497"|""|""|""|""|""|""|""|""|""|""
"01-0846888"|"RESTORATION CENTER INC"|"741499"|""|""|""|""|""|""|""|""|""|""
"01-0398692"|"Sheepscot Valley Children's House"|"742143"|""|""|""|""|""|""|""|""|""|""
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE, INC."|"742145"|""|""|""|""|""|""|""|""|""|""
"01-0504446"|"Hyde School at South Woodstock, Inc."|"742147"|""|""|""|""|""|""|""|""|""|""
"01-0653458"|"FOUNDATION FOR CHILDREN"|"742151"|""|""|""|""|""|""|""|""|""|""
"01-0702442"|"NC IDEA"|"742153"|""|""|""|""|""|""|""|""|""|""
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"742154"|""|""|""|""|""|""|""|""|""|""
"01-6000784"|"AUBURN PUBLIC LIBRARY"|"742158"|""|""|""|""|""|""|""|""|""|""
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"742159"|""|""|""|""|""|""|""|""|""|""
"01-0061300"|"Fraternal Order of Eagles #1457"|"743424"|""|""|""|""|""|""|""|""|""|""
"01-0211509"|"GOULD ACADEMY"|"743427"|""|""|""|""|""|""|""|""|""|""
"01-0229448"|"Trustees of Washmgton Academy"|"743429"|""|""|""|""|""|""|""|""|""|""
"01-0263385"|"Thomas College"|"743431"|""|""|""|""|""|""|""|""|""|""
"01-0278623"|"Androscoggin Valley Council of Governments"|"743433"|""|""|""|""|""|""|""|""|""|""
"01-0317103"|"SeniorsPlus"|"743435"|""|""|""|""|""|""|""|""|""|""
"01-0331180"|"Downeast Horizons, Inc."|"743437"|""|""|""|""|""|""|""|""|""|""
"01-0348331"|"CHOCOLATE CHURCH ARTS CENTER"|"743439"|""|""|""|""|""|""|""|""|""|""
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"743441"|""|""|""|""|""|""|""|""|""|""
"01-0455018"|"ROTARY INTERNATIONAL, DISTRICT 7780"|"743445"|""|""|""|""|""|""|""|""|""|""
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NORTHERN NEW ENGLAND"|"743447"|""|""|""|""|""|""|""|""|""|""
"01-0513301"|"CANCER COMMUNITY CENTER"|"743448"|""|""|""|""|""|""|""|""|""|""
"01-0697213"|"HELPING HANDS OUTREACH"|"743450"|""|""|""|""|""|""|""|""|""|""
"01-0735034"|"REED ACADEMY"|"743452"|""|""|""|""|""|""|""|""|""|""
"01-0794721"|"Tikigaqmiut Incorporated"|"743454"|""|""|""|""|""|""|""|""|""|""
"01-0896501"|"US CENTRAL ASIA EDUCATION FOUNDATION"|"743456"|""|""|""|""|""|""|""|""|""|""
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"743459"|""|""|""|""|""|""|""|""|""|""
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"743462"|""|""|""|""|""|""|""|""|""|""
"01-0202445"|"Grindstone Association"|"747004"|""|""|""|""|""|""|""|""|""|""
"01-0505151"|"PROFESSIONAL LOGGING CONTRACTORS OF MAINE"|"747008"|""|""|""|""|""|""|""|""|""|""
"01-0550350"|"Regents Academy of Nacogdoches"|"747010"|""|""|""|""|""|""|""|""|""|""
"01-0563040"|"Servant's Heart Camp Ministries"|"747012"|""|""|""|""|""|""|""|""|""|""
"01-6233557"|"South Path PC EWBPT"|"747017"|""|""|""|""|""|""|""|""|""|""
"01-0212178"|"AMERICAN LEGION POST 158 COOMBS-MONTFORT"|"747438"|""|""|""|""|""|""|""|""|""|""
"01-0266549"|"KENNEBEC VBALLEY HUMANE SOCIETY"|"747439"|""|""|""|""|""|""|""|""|""|""
